group,CD30,CD52,CD3,CD56,CD45RA,CD7,CD4,CD14,CD5,CD185,CD62L,CD161,CD27,CD107a,HLA-DR,CD66b,CD35,CD57,CD278,CD11a,IgA,CD244,CD254,CD29,CD18,CD38,CD15,CD71,CD207,CD49d,TCR-Vd2,CD158f,CD94,Ig-light-chain-2,Ig-light-chain-1,CD328,CD88,Podocalyxin,CD258
progressive,-0.0917841460156291,-0.250769239908731,-0.458669477968052,0.273784131136709,0.207426329099775,0.0968621159511633,-0.233871714944041,0.0461045696222267,-0.564565984906191,0.0353461288421911,-0.178406594675317,-0.143133158962594,-0.369895701040704,-0.0026942435472297,-0.0331394421041998,-0.17327885622372,-0.104735870617145,0.288629154704376,-0.0329401918019809,0.309942575785312,-0.0644456075220514,0.188927470703883,-0.0750390931260779,0.0216835999041034,-0.173367441810132,0.0826526531099213,0.0733660335553815,-0.137207276318175,-0.187128871007622,-0.0699149425274673,0.0031499403580468,-0.0476363430499829,0.274509568602408,-0.0662005106489044,-0.0326769608539367,0.31950138142065,-0.109548762024148,-0.0929486865684907,-0.0524481290707554
progressive,-0.0398622312763571,-0.106942873910049,0.039318703145932,-0.369786826893371,-0.48163809766455,-0.432510423620332,0.207897935287437,-0.0018868950755246,0.131035975254286,0.100729979940047,-0.0585745874838017,0.032331905865668,0.032347823972027,0.104923127935915,0.0487219405122139,0.113036282923044,0.189572752499377,-0.475705162516293,0.0033674780002311,-0.550082469566173,0.0245949803891326,-0.298234006060799,0.0239886193127862,-0.152392660187502,-0.112917671246064,-0.0690018185438136,0.0694737808478293,0.54794953066649,-0.0033231123734297,-0.055280913994365,0.028533428187174,-0.0714510111823827,-0.498976614074343,-0.0153920796353685,-0.0833447980777136,-0.362689084283309,0.204763464622466,0.0395329443520826,0.0353158180536551
progressive,0.0299944423079203,0.0168577773902109,0.0860718137057502,-0.0395181208931176,-0.30609382288218,-0.44639978429773,0.109504057400577,-0.016986002141823,0.27176292862747,0.0316380097322736,0.106942400191299,0.0231806280179499,0.0798546695226115,0.0454035530243936,0.120632231947657,0.155144516839319,0.237145020341343,-0.0246879936955473,0.200035134880157,-0.0795722306139777,0.0467178506988619,-0.275125556959787,0.0399890390169552,0.179413441354613,-0.0383947425182475,-0.2421261874556,0.188475616493654,0.268586937225384,0.171719914378493,0.0121904354878378,0.103341382661843,0.0763961923944226,-0.0329750424631061,0.088405095369771,0.0994331453794196,-0.0186455500251285,0.179966434879426,0.0497358633334817,0.147071030109615
progressive,0.0535916107292488,-0.127548669398868,-0.355258997887247,0.145988953058596,0.227432590969948,0.159857544397534,-0.32043384800907,-0.156605772442154,-0.382692616868933,0.107966497118797,-0.041630297497103,0.147390911656446,-0.0105769185995697,0.065854948193859,-0.105639705408293,0.228253596456005,0.128844675762756,0.0984334531658544,-0.169455490535626,-0.0101277222113215,0.115083303502298,0.0628275211083038,0.105813531762257,0.044810532346213,0.0870603572489893,-0.103461985610764,0.114421525515545,-0.126611087888275,-0.0116193334524074,-0.0074913995316144,0.258054422170325,0.0717796307044447,0.169436774530584,0.16523879092912,0.155013085888273,0.293472198113547,0.0747187285303381,-0.0085294756485053,0.122869042297402
progressive,0.435203279438521,0.16990927971299,0.0209860180494503,0.292934117057644,0.198176131925445,0.0128118355427795,0.233218934154966,0.327256300294909,0.016577353590908,0.415915390211638,0.203752738578967,0.562586571248406,0.0595088308097098,0.425526145053703,0.243896083438806,0.426269215810326,0.419692769816554,0.283358625164353,0.273796766256938,0.492209251913259,0.467278814636237,0.114424783690236,0.417525011091035,0.312134502947285,0.458947019416592,0.27296128838181,0.556353287083547,0.0556453972666864,0.309131561102806,0.140734326160893,0.416474927947152,0.435921753746329,0.212288313955552,0.432161364510156,0.434816811082876,0.125575887155105,0.484049027377904,0.412868245127295,0.401265021334815
stable,0.170043547237541,-0.305053701455969,-0.488103996995551,0.514710233436132,0.489651303700594,0.442323408183716,-0.475500057485368,0.0062665711698547,-0.609139037900734,0.0778267640474448,-0.138103428039923,0.113086993423574,-0.34621182203942,0.0935620255644955,0.108913231483233,0.0306418398730444,0.0622546301702903,0.256822579676243,-0.0270242605899936,0.660362549446628,0.136399288548371,0.504606138723404,0.114075392482657,0.203070923903989,0.226892067790725,0.530332977356515,0.104876130146064,-0.0203800184459978,0.0157490084406736,0.141537320371007,-0.0273654189059378,0.0700563842328097,0.41945778223426,0.155323709276541,0.124205724119718,0.64340960341691,0.107809157181584,0.0906884684423281,0.120575262525062
stable,-0.0199336001150299,-0.156298730778113,-0.401838615644038,0.34203527977461,0.200633725852079,0.390334985641086,-0.387583092688492,-0.0230469930752398,-0.479870324447126,0.128971609225981,-0.14893064498954,0.125296180808637,-0.364858365259489,0.098798675015569,-0.142132240446162,0.155704693643975,0.131529148972638,0.223443329326077,-0.287242628378967,0.44152505479799,0.126170718849153,0.387574265159253,0.0525023561501969,-0.300135769472436,0.0293670696368945,0.255327959827276,0.295690777174102,-0.266668931291207,-0.0003270736702608,-0.212105035238109,0.160770866983938,-0.0375517816012995,0.271604895000863,0.252421852667733,0.172024371317788,0.573837165470671,0.0575123927951334,-0.0317233366987919,0.0415185501138865
stable,-0.0052137161986356,-0.249256557217565,-0.170730257546146,0.295652717619165,0.117708991391474,0.150463810162611,-0.278070731638207,0.218703011622162,-0.30070638271351,-0.0465863120399303,0.106153419531638,-0.0427355199435765,-0.116449600554966,-0.125680872366572,0.0404697199608556,0.0237640811096676,0.267668401178094,0.0985270870336504,0.0130161538589641,0.099558033126898,0.0745849747034887,0.177059847105318,0.108770721144008,0.189868048814156,-0.0842152034355251,0.324601058909041,0.0496367906733761,0.226503016547725,-0.182998147925959,0.271818596419263,-0.116435189584166,-0.0589911795971268,0.156824077263113,0.0390031989661671,-0.0158756714071784,0.0502000516518219,0.026893689654451,0.204399685273212,-0.0448908372059769
stable,-0.0075866518979987,-0.0233997606786655,0.166469310726649,-0.135336009176798,-0.0699057644078281,-0.0384166001995632,0.114017397678249,-0.12475061263425,0.240029989710756,0.0767843014929142,0.108159481525393,-0.0424367311833576,0.02984111372075,0.0361657451147013,0.254442326512718,0.0867410819930771,0.174417545309214,-0.0749504070610758,0.435633328447188,0.0289772284941495,0.0817209739614733,-0.0434647492874088,0.167232386790536,0.182346195454427,-0.0561820775303412,0.159068618033312,0.130309228498566,0.305598673235215,0.0111081356880737,0.299503193409536,0.156859780797664,0.119572155246726,0.112689225225402,-0.0213636563832542,0.0242643633802223,-0.0765395594179108,0.18805600232685,0.11250813842367,0.0011511686890874
stable,-0.0761479652113311,-0.180288697302458,-0.244025028223147,0.520807653413893,0.169418226652793,0.547430822550613,-0.25253433625832,0.0467808819816066,-0.297800498998286,-0.0187279557518742,0.411667125332286,-0.0373878809370932,-0.058078206318395,0.0488578941569586,0.0655690982359066,0.0640220173628358,0.0550281867042267,-0.193211972727785,-0.0140064517620206,0.199134383812985,-0.0008436793296477,0.26092867277756,0.0865761719883423,0.0868505953298076,0.158581037468017,0.322519518685963,0.013265684864808,0.0834433300986852,-0.0143029259746863,-0.0526052044508132,-0.0337004123800145,-0.0178366109985099,0.543459747183749,0.0416394118205312,0.0649057461172718,0.324384520656805,-0.0024767068753016,0.0138103233610118,0.02015649847947
