group,CD52,CD3,CD56,CD45RA,CD7,CD194,CD4,CD16,CD335,CD146,CD5,KLRG1,CD27,CD57,CD278,CD11a,CD244,TCR-A-B,CD2,CD28,CD38,CD127,CD71,CD26,CD305,CD158b,CD336,CD94,Ig-light-chain-2,CD328,CD224
progressive,-0.0694641141642259,-0.0418248091118897,0.26144711169977,0.0157164267402804,0.268697549333448,-0.228186463637887,-0.0393148020014237,-0.186340431109894,0.266084899236408,0.203487574930634,-0.103883725341257,0.0631771544117637,-0.164396749059285,0.19979230915926,0.0288418137040312,0.398862923435176,0.16165344580396,-0.13182126676555,-0.0751862194646829,0.0261816893319495,0.119313742080135,0.150938512254804,-0.0535252380676915,-0.136097172252793,0.132369504642839,-0.0616217349262194,-0.122810573101951,0.171402926450254,-0.134392615825828,0.3240361393621,-0.0461455026496522
progressive,0.165158102382415,-0.0500572450827048,0.401152956422428,0.51440605963387,0.411997479108883,-0.042039935623713,-0.202254568407527,0.130776183208474,-0.133755069298933,0.0124851793622971,-0.129934160903596,0.332221481150892,-0.0588717509369855,0.545785230987571,0.0096592845741624,0.593552805972705,0.326220131666002,-0.0712386859509376,0.193114316003812,-0.139102953598783,0.0616294975372662,-0.0040306466753694,-0.555246700565448,-0.362499343618063,0.130239601451832,0.297530370782359,-0.0542478183939692,0.516507350355614,0.0227573935821499,0.374644702210039,-0.0934497173938126
progressive,-0.133103415934759,-0.429966447289887,0.276622274247323,0.518245949744045,0.414229760627791,0.0182602020848266,-0.189244121868362,0.380560274441238,0.126004908260912,-0.114142145442332,-0.480545915471892,-0.130536622988779,-0.194198563338325,0.106798058751626,-0.112419450402498,0.184310194542061,0.428807104810343,-0.123204789709716,-0.0628118835336476,-0.121339936538265,0.456324158592345,0.0041454326569757,-0.0264583916172063,-0.103324135611403,0.154405184670618,-0.0556950432128499,-0.0322334101699184,0.150237660729576,0.105464489723194,0.17175420119301,-0.0599463051881634
progressive,0.101338181847851,0.343831209741008,-0.412167719203744,-0.293275354528599,-0.150306029236153,0.155948211395753,0.208463428703781,-0.0956080738131168,-0.377149622196136,0.121089770069623,0.271115987926754,0.0107653548123314,0.082157501223253,-0.0005822850879267,0.0123509513349724,-0.0108935929440245,-0.113528803414931,0.0561886686422846,0.285379455561129,0.144728962788355,-0.250117753325688,0.0411263625328483,-0.0662344610589917,0.0620716985009311,-0.190031324458272,-0.157863052983688,-0.0250885335447629,-0.0530568540152205,-0.117985300778295,-0.226362257263078,-0.0218168457031788
progressive,0.208778850902871,0.289224886116364,0.0458193362000656,0.0710931595714687,-0.163320105488846,-0.0670159163734644,0.23678615224663,0.187003522634032,0.391839134691351,-0.199794615697082,0.233141079225324,0.38653248338539,0.0762785754874032,-0.172367916023333,0.337488629463713,0.0108593666203363,-0.136293732603422,0.103923322637238,0.0463597555772288,0.0795502431388037,0.0722093301604285,-0.0731399618221784,0.0257803585411243,0.0174350747249554,-0.0779387148883602,-0.0489384744599665,0.135508564444276,0.107715978117691,0.213247644950323,-0.0039743104619746,0.175369672698782
stable,0.310475366141871,0.18515222089334,-0.118475333107161,-0.0901031972540912,-0.0800718010353278,0.218704238879776,0.419868342640708,0.0456900020348667,0.0486374526940961,0.157574552309694,0.479763701479305,0.10938869763345,0.182653581899078,-0.113352040021173,-0.001333732649198,-0.354556908670518,-0.110281941148593,0.308956068824846,0.18667707708523,0.331701512504475,-0.294860502041545,0.1360331049587,0.21121071483639,0.310757837568104,0.0296586779375396,-0.0050213644689318,0.218851300879646,-0.0625189833048381,0.241123382295333,-0.182992320659134,0.26142468508274
stable,0.0858855655520433,-0.178400433664121,0.290023816469121,0.212245042466497,0.287740333609258,-0.006385605563315,-0.119544808651941,0.467619371670832,0.226368739262928,0.132053557595663,-0.173768884351945,0.0574243490023323,-0.233864083805921,0.2241372123044,-0.0239541256873094,0.309564434419114,0.329459063730645,0.0930300393035882,-0.095321994132669,0.0346567387804759,0.349450592458034,0.125789007947239,-0.224652152597725,0.136402381843545,0.241590690615092,0.379712503505903,0.22255547735737,0.262710352927053,0.385557676558003,0.391808174106433,0.221712781757944
stable,0.29178986232825,0.527985882171443,-0.211682436586053,-0.491394919159671,-0.429979671171982,0.391365102717797,0.560416248279553,-0.329839355648856,-0.0832506456670911,-0.0298183549907839,0.487069276157047,-0.18958334576712,0.444633228548224,-0.07426931605459,0.589453874325433,-0.0775632092989911,-0.438369972169755,0.304794785070594,0.190813476807908,0.469489286403045,-0.170724349324178,0.37001078928703,0.400008651823056,0.26607016560713,-0.269056639449734,-0.199180010216901,0.289347500484792,-0.26316980676138,0.101926764742055,-0.477143561271032,0.447640570284237
stable,0.43543040560331,0.605134722076022,-0.54200699699,-0.464090285266814,-0.528000211190698,0.0805784716537106,0.541215177353482,-0.496129883950526,-0.284955976929124,-0.0304757973237763,0.715661960347508,-0.0750539909407297,0.368516974424611,-0.0949814350463771,0.418352266835316,-0.346331044226709,-0.475299527061882,0.429172522022123,0.571127253892809,0.473130079674027,-0.205220636535464,0.210855893852404,0.269543229705857,0.261333620535026,-0.376782241775651,-0.0677594337806381,-0.0077667298777179,-0.321857832432283,-0.0773628958471606,-0.606918585270275,0.335711248496606
stable,0.230489397002528,0.379548608203017,-0.558408152468115,-0.137292324259267,-0.583540076704964,0.107508994845076,0.380314142253276,-0.051278470788847,-0.297166781333716,0.0306601056506307,0.473633706666817,0.217912268040512,0.13557263178264,0.263463968112104,0.212176298387489,-0.123552663304122,-0.143961140933412,0.247898590468208,0.34695820417694,0.208952324507189,-0.256263166753155,0.0724695253637684,0.0195917309176536,0.173084928558872,-0.0304336929636298,0.0335755522065184,-0.0136409375026407,-0.515559514541322,0.029455248278861,-0.428027387869885,0.145555884121164
