group,CD3,CD56,CD33,CD45RA,CD7,CD194,CD4,CD14,CD16,CD31,CD324,CD5,KLRG1,CD27,CD66b,CD57,CD278,CD39,CD11a,CD244,CD370,TCR-A-B,CD2,CD28,CD38,CD127,CD71,CD307e,CD94,CD328
progressive,0.399002839183784,-0.271329879221308,-0.0422356400709636,-0.153954428152363,-0.189122336035062,0.186826059968982,0.232839927966346,0.0240185341514883,0.0099600713784847,-0.0306263672891264,0.0416522992682212,0.484229732523946,-0.143276188516843,0.138985614271538,0.224803482593929,-0.166223157411796,-0.0216104738664257,0.0744507470894108,-0.282871919413681,-0.0347356992819419,-0.0362593900052137,0.0729484704064562,0.310099760499523,0.202412924904737,-0.0644477559213615,0.0826472654471948,0.106688002739891,-0.0940452868441042,-0.314386620019791,-0.360936530926021
progressive,-0.0354079933036344,-0.319482904514761,-0.0447860938887156,-0.440579172922934,-0.30097573129998,0.0179790431903391,0.179317982609139,-0.0197248856654214,-0.139672190392157,-0.0743309968232965,-0.119923815132855,0.129075278593243,-0.33460899324993,0.0055835063646491,0.0809407003023436,-0.499639442694341,-0.0755123571866105,-0.0430512442589191,-0.508763298264444,-0.281358972920455,0.0012709945073196,0.0339821212391633,-0.131172748434792,0.109627221711895,-0.067544114859549,0.0326258237426396,0.475116234506904,-0.0482152318039886,-0.443359016946289,-0.322141493295954
progressive,0.126322419299391,-0.0844799751438725,-0.0879239418251402,0.135266695135868,0.236696610457468,-0.0465826418838637,-0.0230742347212999,0.0354506692550421,-0.0893138728315203,-0.0005952962129729,-0.0884678032393492,-0.0459103354834013,-0.0413491574116286,0.0026142265585305,-0.0679909742901581,-0.0332484735370367,-0.135048616761875,-0.239485977576068,0.0120218280149764,0.132984924618777,-0.247339816802713,0.0079300887009295,0.186836783531246,-0.0611195879681447,0.100306287463242,-0.0501629126169507,-0.145822695094669,0.0129591409506035,0.0113791719260196,-0.0891496938086644
progressive,0.116991480291941,-0.0665712194970767,-0.409293053671115,-0.14593243873817,-0.0040168905858967,-0.0701883630407347,0.0459258564233018,-0.0871755026971416,-0.237424789008052,-0.199225493292864,-0.171689361412259,0.0757765459786502,-0.0871311524664985,-0.0635658010013312,-0.168537170125814,0.0171903649142978,-0.0845668364329247,-0.206573194015934,-0.0336507003816602,-0.1099980163793,-0.441273914365247,-0.146382998626506,0.0776673891432061,-0.132702530870625,-0.111525589259494,-0.14377723755235,-0.273438055737485,-0.344531288925338,-0.183849245580467,-0.307647109125178
progressive,-0.12792575837679,0.234927035067482,0.0075964792497912,0.194542481547348,-0.280474486269455,-0.0753065452031714,-0.189769575056508,0.120621585798036,0.213212349669862,-0.0003473073942686,-0.174079685225156,-0.273414108451978,-0.183193532693204,-0.248389112968994,0.303325371348968,-0.158263951859222,-0.12184394273414,0.149725392528082,0.0347315153381293,-0.144409404862989,-0.108019511803431,-0.0866803004389975,-0.295637414282355,-0.338727053302463,0.0680446116385998,-0.146180548696229,-0.137874696717337,-0.0569375000157001,-0.315658668921713,-0.124312734217578
stable,0.511465836142207,-0.509314290299231,0.0343489160883615,-0.411547337468878,-0.382833520460794,0.0195870415917378,0.509766577296034,0.0072131284852936,-0.302093528216155,-0.135293670067744,-0.0616666375327602,0.646187096779206,-0.119498021871321,0.357564466890565,0.0182255981445359,-0.228722412193377,0.0172542256350491,-0.023952215435166,-0.59218063749029,-0.43329889945355,0.0578870320355225,0.269618007748537,0.22636832809413,0.277808856242949,-0.481374413843887,0.0786664186490756,-0.0159753429403424,-0.109582641866715,-0.400439323071738,-0.601964929942278
stable,0.140079092622868,-0.148816516076345,0.0963929692672065,-0.05975193157532,-0.134653439350911,0.150485914746993,0.243981106505541,0.151379950084191,-0.0374714380442429,0.102185422998339,0.0918450286398493,0.287955572325004,-0.0826240413947176,0.0308762779751003,0.119260113783406,0.0282410372177748,0.338125311848764,0.386426184170266,-0.184696205319638,-0.244271741705028,0.202828787526373,0.14678775789917,0.103060164752677,0.273008166083285,0.0255062346384693,0.240555948211434,0.417542926774755,-0.0927839812738774,-0.015788221076736,-0.226267348884106
stable,0.503565651066375,-0.4435472601686,-0.147353544664672,-0.461662281030264,-0.373184342331948,0.380382119959516,0.559553225646844,-0.186796170752107,-0.337071591888724,-0.353945292113792,-0.126678817496665,0.592392218270411,-0.0388796778089507,0.483260493406186,0.0715956825367203,-0.0316734423460012,0.48199212168649,0.241271028211236,-0.0293609397007577,-0.332174023249174,0.245856844044518,0.380493516137809,0.320306313799623,0.479538829014778,-0.262226392694683,0.352626129233949,0.18456954325647,0.0684948579846249,-0.40925567580604,-0.393877941385616
stable,0.453140844078158,-0.31902327525017,0.0144627486231291,-0.324527839732549,-0.219859662408041,0.0985013816163199,0.188193709280448,-0.0469234309175658,-0.325674697767912,-0.0486727344191958,-0.0469980048379922,0.345663929008426,0.0679404380618273,0.126045171235544,0.116857339047341,-0.154569118525559,0.448930556155833,-0.0366780408433044,-0.151969038295003,-0.309543026146593,-0.114907339806786,0.348153594644405,0.305020770468862,0.365360909847831,-0.132748127898746,0.170831989695507,0.213174752593996,0.135662135765923,0.0062338158002452,-0.204374085347205
stable,0.424619130439022,-0.514548241884667,0.100165581492577,-0.181984634140333,-0.469543631322903,0.127792293578547,0.382379716837088,0.007396883714224,-0.134049253137998,-0.0167062133703639,0.09167249174382,0.485129948292411,0.150550708479897,0.163073180363013,0.0002556529194409,0.0772530114165309,0.119783803214116,-0.0855999381694456,-0.229058989343905,-0.227459215977067,-0.0737162831615805,0.272810239718672,0.337318934198302,0.212425675864425,-0.307370731226376,-0.005191653460496,0.0101610589997052,0.0376028268772063,-0.451611031723614,-0.420938641367206
stable,0.166529352996076,-0.298021742140404,-0.0639879916600779,-0.260057007702948,-0.438817776327069,0.197150976059874,0.268904240617778,-0.0187944060493953,-0.0055058578637482,0.151355450288909,-0.0246825847551971,0.30015063121542,0.1078584919426,0.150278054292279,-0.0217399749052297,0.0385192024748549,0.211488176810269,0.0923927770581924,-0.0664099451562752,-0.161258313677667,0.0479689788523363,0.179512324078688,0.10051982767766,0.12496356675676,0.0561278507257227,0.0573629222428295,0.0083486590002971,0.020176554454586,-0.433554408752326,-0.331267707035669
stable,0.329058790812256,-0.242460051038871,0.0491469571023588,-0.0411452727715683,-0.290228193161697,0.0446954175523197,0.256556288423038,-0.0869083763067009,-0.113827925713265,-0.117314365601831,0.0713003432540918,0.326297301578177,0.117751254707823,0.143353499376266,-0.0455842006855234,0.0827764648817425,0.0740702361058228,0.0935634281244123,-0.102976301381187,0.161430851592095,0.091792048720207,0.151326986116425,0.396464228161665,0.23769111024634,-0.0161827844844625,0.204595414082317,0.0810119645027026,-0.07924938351267,-0.273716702569993,-0.249097725707823
stable,0.11194725900747,-0.348304031668636,-0.0020966128147052,-0.419992736406038,-0.309470168548862,0.0811463216869514,0.398591801328654,-0.0613049221513504,-0.390335137015215,0.0495238658523693,-0.0475616384259455,0.487808365685732,-0.395855043521773,0.275149304408341,-0.0823847104673042,-0.326960029626827,0.257544067362776,0.0700805275919772,-0.479672987305579,-0.439849408135585,-0.100754850421254,0.149112828292991,0.296132574747893,0.248874005054828,-0.0429043846683513,-0.0297883130858162,0.257099461204791,-0.0854327425807939,-0.664414075407148,-0.410197224952601
stable,-0.0692197035274936,-0.597884448718396,-0.101716507124637,-0.274172913222387,-0.492911159368546,-0.0280653117469277,0.200589908471842,-0.106967029044557,-0.18871450241679,-0.119742732308002,0.0481004655641243,0.354911461900473,-0.107925165978629,0.231268567393723,-0.145086103882152,-0.303609420961972,0.0706903921440705,-0.0585838430908327,-0.525626121117752,-0.396582721310916,-0.0273172639954629,-0.0634538402500985,0.15157929181413,0.143389144270941,-0.165553884520326,-0.109743103564033,0.0877783671852033,-0.05632266084328,-0.426144330338512,-0.417977172843408
