group,CD3,CD56,CD10,CD45RA,CD7,CD49f,CD4,CD5,CD62L,KLRG1,CD27,HLA-DR,CD35,CD57,CD278,CD11a,CD66,CD244,TCR-A-B,CD83,CD2,IgD,CD28,CD38,CD71,CD26,CD1a,CD36,TCR-Vr9,CD257,CD94,CD328
progressive,0.431053141898677,-0.205269402784565,0.0611142278592189,-0.211202338700366,-0.0266900793178102,0.416845481210545,0.312654692686815,0.345790833437829,0.339518414203127,0.0058199726938719,0.169426865458454,-0.0070692878578157,-0.0284783649254008,-0.0830481056810728,0.108637188856864,-0.108725583257787,-0.175072328325381,0.0327219016771381,0.118657563746125,0.189850728846015,0.505947642691324,-0.163259132755564,0.145049506872465,-0.141150776859613,0.140600224564416,0.121372622621173,0.092270229031617,0.248087909462264,0.0489470196074248,-0.116835657171823,-0.158531466097727,-0.132468927999003
progressive,-0.0392105142650222,0.353185088879037,-0.177732275403647,0.426495209320144,0.467958402598067,-0.0059573827025336,-0.132168885850307,-0.0886404159567662,0.070977236608354,0.28703852927538,-0.0398288468508941,-0.0574954782562984,-0.201658479988623,0.419156946775861,0.0539810918483261,0.521881805127413,-0.0204229730962338,0.318109767896636,-0.0693476284460137,0.053775007706776,0.22720194351725,0.0253593931050467,-0.205280436090176,0.0949944589223053,-0.643429188739445,-0.368211716137296,0.0498664872710519,-0.406683292007771,-0.129054747566823,0.0765157845689723,0.481463144277075,0.35530968589759
progressive,-0.293910100648938,0.266967724745467,-0.0215800696226055,0.234554440515391,0.100137208538869,0.174079426918248,-0.106493780144741,-0.283133064712319,0.060926402761468,-0.0762798618174942,-0.111757988700489,0.0147560589453276,0.142587654049978,0.0439364766563592,-0.0574023086271709,0.0631633504365607,-0.0829496456422735,0.0683887438709847,-0.173361827866712,0.0959520438282761,-0.230940870463208,0.0256156781329375,-0.058723881326725,0.181105706508076,0.103079435399299,0.0087320657171041,0.0695309202144224,0.152673793111295,-0.0299021879382992,-0.0505546161750493,0.067174887236734,0.026390474307861
progressive,0.135239188918151,-0.180891372206832,0.0874182737787699,-0.0951552648568837,0.0491378289597714,-0.0492893688668586,-0.0528238165817993,0.204200916320833,-0.0061173223480044,0.0640395346155609,0.0013106641302598,-0.0115495623310474,-0.0267112848141081,0.0533684056231921,0.0851255666851332,0.0309885173907192,0.0067361503057739,0.174210534800613,-0.0188720087958024,0.0066875072864667,0.226950977636115,0.162193646171308,-0.0621431770973602,-0.137673612059492,-0.145536832792353,0.0439349211264108,-0.0303463717355509,0.0720203431002345,0.0416481984332155,0.0159149651355947,0.0779412159479598,-0.0050053961450267
progressive,0.0448382583442729,-0.083304889467984,0.381460394340207,0.0207592025948689,-0.0532799891562706,0.0366666813277372,0.103031542359215,-0.0192387082292937,0.224265810169687,-0.0181370557751578,0.153202141154718,0.108029299713766,0.367994406323901,0.0250563788136742,0.0091703763732604,0.0728162062049177,0.223044186182051,0.153268497482212,0.0464569195197203,0.100938245325612,-0.0339240643852289,-0.354663554161839,0.16277586947666,0.183059732921884,0.274778444866243,0.390639076025027,0.153744381632375,0.0058683503286817,0.419691840164037,0.262495714131898,0.0997644123510629,-0.0120769744270856
stable,-0.475425962982492,0.458502528989579,0.0310387749885332,0.409477513353631,0.412813307299821,-0.0828595834522363,-0.42781083261547,-0.530856230520028,-0.0853932497374164,0.121271274428643,-0.375873045334456,-0.0104063574178887,-0.028589847832399,0.163244665585869,-0.212021605403752,0.466314241132441,-0.0547480676117343,0.451259421853133,-0.204967170086744,0.0653758063792335,-0.210350517799144,0.133367146796217,-0.230750650048385,0.281289982712767,-0.259063047139029,-0.115979613606453,0.0612316253090564,-0.104638895739287,0.101333782311933,-0.0049847464471211,0.395414484778504,0.594610832534274
stable,0.172877277709866,-0.0585601676793323,0.177088995962733,0.156269535169035,-0.0268024551403913,0.0786985598150929,0.155685435635618,0.042190712916672,0.146163446761468,0.215769445615648,0.164972378973377,0.078824978410809,0.119341138562461,0.0661660787517798,0.0433227194166435,0.0129694098129547,0.356383907238922,0.0917703866174402,0.191385118421893,-0.0323795326383118,0.0836778491220086,0.226883142837938,0.16567044652509,-0.0306856967688409,0.0174859677313215,0.0714583301290718,0.376485795441692,-0.0087990492211129,0.149056773528977,0.459526588087899,0.073844750247334,0.242842597216534
stable,-0.441913509687937,0.204823954518484,-0.203193970381481,0.416672104913398,0.2354656270002,-0.125311666298692,-0.517378035493224,-0.429015611956303,0.133767518814178,0.0224542316694947,-0.418530611562827,-0.160181633427656,-0.0470871406167283,-0.0646578981766135,-0.561779454432348,-0.110666932200008,-0.287916969952362,0.199620891942976,-0.372070102440908,-0.361340509569759,-0.202025116123175,0.0591657757968401,-0.391001797178449,-0.0084558191854016,-0.132464005517157,-0.266993992455498,-0.284740535200744,0.0088085701606432,-0.0677993607740449,-0.277357068428214,0.3598216526712,0.276518684261512
stable,0.471165124131345,-0.480560153519818,0.279439868729203,-0.393892118746048,-0.315477485705299,0.0113212308963083,0.428375354695928,0.554226406659106,0.0122899199395937,-0.0227561595305157,0.348484779870765,0.368145171495176,0.110970774667056,-0.0142152952268478,0.439517748357701,-0.178883322376768,-0.0483893846972409,-0.357539639326323,0.465025538593529,0.168482946687597,0.423961676182855,-0.125141681085203,0.352152937487432,0.0322414270584398,0.425266720881888,0.283223582425594,0.150151805133575,0.0803634895244274,-0.0319634036591553,0.1613404145887,-0.245149101178234,-0.358023615258595
stable,0.131155299867357,-0.0360323046186091,0.0941430360238249,-0.116879720514099,-0.230560987363398,-0.089925720684024,0.184029614895586,0.0166014887719701,-0.407703852442443,0.110824035382526,0.0921597326723186,0.0534508037089261,0.0371565698915859,0.205904207910188,0.0924790089834787,0.0885423049080311,0.178126200133517,-0.0072416492503353,0.162098401565965,-0.0137215825814787,-0.0442286240464203,-0.0631194161214358,0.0914035011128885,-0.0498867845793803,0.100703765611847,-0.0121333396707528,-0.0177269572290595,-0.0562640049926466,-0.0272344816349381,0.0515219247591025,-0.164240675356777,-0.0616362301125586
