group,CD47,CD3,CD56,HLA,CD117,CD45RA,CD7,CD49f,CD4,CD16,CD5,CD195,KLRG1,CD27,HLA-DR,CD35,CD57,CD278,CD11a,CD244,CD54,CD2,CD29,IgD,CD28,CD38,CD71,CD26,CD36,CD158e1,CLEC12A,CD257,CD94,CD328,CD88
progressive,-0.124042580906032,-0.378728567905022,0.139324006102706,0.0284709532497905,-0.158724041440248,0.226197764831476,-0.155602749902288,-0.254894138664104,-0.280130164444001,0.160152095624027,-0.377648633012897,-0.0309697723640006,0.166089016180785,-0.177421976128405,-0.009106162343027,-0.106383189189337,0.238051540413796,-0.0803012904559773,0.128384688466942,0.122656901819194,0.0319335190388902,-0.0897323837478694,-0.01179584178575,-0.0767743900736355,-0.207233322140114,-0.0621535293584882,-0.166158297654738,-0.13590118310173,-0.297435645484559,0.0558568572391374,-0.206196888023402,-0.0859444340042374,0.155576085472977,0.168859102095244,-0.0980983816542156
progressive,-0.299268500082437,-0.0380554388600148,0.308729023531749,0.0666219048024405,-0.145381625891787,0.255105498743984,0.380145388799809,-0.0976847028050259,0.0033613496716403,0.0838828567710575,0.0747799675779264,-0.0769947395011641,0.0819727531520773,-0.0767193104884345,-0.107364360668787,-0.202713893636538,0.100947031485277,-0.116227950194615,0.350792923826662,0.220914750939254,0.234518711608054,0.217249329346734,-0.101448183820885,-0.0812044162065569,-0.197704267935069,-0.0705879170146143,-0.768898512901394,-0.304893149412906,-0.512149590356803,0.0386974558104927,-0.0211139611971055,0.0051912496545929,0.219731774005786,0.139958178085289,-0.411024971169446
progressive,-0.0181274259862763,-0.24960471845707,0.257336797266858,-0.0357947346466996,0.0901462423885356,0.0852550232667198,-0.0349155131649322,0.107444588021463,-0.0329975912870919,0.322968572027646,-0.148166517348878,0.0680745499627434,0.0627314657024468,-0.0948398598587201,0.0860896907767478,0.177466935254584,0.0512275117141858,0.0829203369658842,0.084489569300413,0.0487978461035236,-0.0063858786183539,-0.165611222103172,0.0183989736794061,0.0792895227091366,0.0286020040939995,0.105071651949954,0.0826814467560857,0.141179771561983,0.195294235833026,0.198144013766949,0.19071575964329,0.101487177696901,0.09242639091154,0.122946068731247,0.125608286838332
progressive,0.284888014653707,0.15833932070596,-0.0227819334843498,0.127176810333368,0.144876360557178,-0.0558532511798197,-0.012430445554188,0.339843546830465,0.208122177134001,0.0890591282603874,0.218263036841631,0.171156965770194,0.16617259787567,0.113006025037508,0.24013829237911,0.265626005513675,-0.0733229201235031,0.131339953501999,0.142485964752243,-0.0202859764228994,0.255388905179501,0.123114033353947,0.354175632250188,0.10004908158955,0.362247183118135,0.0555075654688953,0.329762190500867,0.204513222374463,0.355154334862061,0.135251752384503,0.147892302278374,0.223771099108795,0.287530227659194,0.252770460078899,0.219279080001223
progressive,0.0250895487532112,-0.101701472085797,0.0554377734181958,-0.428461877793395,0.0142848561932839,0.0644893949712745,0.321435402788437,0.0540269803219986,-0.215607803396124,-0.24197738427793,0.158110117131078,-0.105221797257291,0.0161595914316994,0.0542131219641223,-0.0993397840803688,-0.528978399118169,0.260486488588483,-0.0092016745861385,0.0411609986912463,0.0607746144017985,0.448455603974208,0.225690566847252,0.0823837982618636,0.210176450078465,-0.0529815832337922,-0.131266917620345,-0.104628078494823,-0.313551138491117,0.131677545094455,0.14554200658843,-0.417257119209231,-0.249817087685077,0.0265052192220927,0.307469910158966,-0.182547178254598
stable,0.0954749397830408,0.4794186035306,-0.344356186753933,-0.1011607301882,-0.160735033910866,-0.25754662654142,-0.141621338858814,0.0987566064037999,0.417651689648664,-0.192791993357655,0.536964286395035,-0.117714148458787,-0.175046901469394,0.362219967610007,-0.111567574770688,-0.0155663305705288,-0.305718079995799,0.118150549417686,-0.404072625367645,-0.382604309378888,-0.0738975325687754,0.358270927329214,-0.0626865616206128,-0.170909440977229,0.16929836583401,-0.270779373603529,0.199024252274684,0.0619718642144815,0.0499027282206521,-0.0979788974201085,-0.0682537246948442,-0.0732907463563519,-0.390096000303485,-0.528280414506389,-0.142417891444812
stable,0.0175234827334125,0.231757864694739,-0.117768808862069,-0.0374185443345693,-0.130688256297134,-0.073019715384013,-0.227793951917497,0.136219247053715,0.202568949805792,-0.318968968193255,0.269021449930994,-0.0280178827885709,-0.171323924336276,0.111645138770489,-0.0049571072396292,-0.179618851777005,-0.168670561263023,0.0608269532668701,-0.354491566442837,-0.387792194875433,-0.178894116887585,0.265679426988797,0.127390793412461,-0.319173063919329,0.123695033213325,-0.254611905154874,0.125572397282887,0.0137613064693198,0.0937583824026981,-0.147372462957714,-0.229515302864557,-0.0975326919164231,-0.225472976653867,-0.546990451819323,-0.203554024018484
stable,-0.154484089013086,0.378464806700237,-0.377545399990873,-0.178957211236284,0.0045807641787595,-0.419330796776205,-0.378577110582257,-0.048975956274449,0.376116555219656,-0.547188763703382,0.417055332913836,0.0307713518152012,-0.330369461899716,0.398673860369333,0.0961025753531376,-0.211070892020944,-0.350048643418656,0.112202949066234,-0.286768863456465,-0.46044351302757,-0.0825835526827764,0.274820916691532,-0.0797125520702291,-0.178486276391303,0.334690672935051,-0.498517339978701,0.0989273232260373,0.119173663439563,0.0060677430460791,0.0649062926489431,-0.155934956673604,0.0035948819226221,-0.360921780907389,-0.560313546830393,0.0336450431997523
stable,-0.133124572728833,-0.461621635323755,0.487159456517809,-0.201977237910908,2.42647827736183e-06,0.487216524808152,0.478537998280669,-0.0445065137669643,-0.388433610816874,0.539060565243182,-0.564630958013302,0.155049505099015,0.0785098318325748,-0.381375704688569,-0.128005794604104,-0.0119668673612167,0.223134310472832,-0.31546969566616,0.393650356722539,0.489935751143108,0.114955385396528,-0.348596884009255,-0.100770423868382,0.228598371479138,-0.355254791461468,0.244398705957565,-0.153091688380255,-0.306465507411181,-0.0808758368511439,0.114247640879245,0.0760370917674003,-0.0460356306606064,0.34677147129632,0.40237397703311,-0.0396490360808455
stable,-0.0322136767748195,-0.368234791003577,0.508222693037397,-0.197952883043195,0.0537573193946378,0.204870780768226,0.628967035352574,-0.126269472823517,-0.388743117729121,-0.002175295324096,-0.473981158150348,-0.0371067010872179,-0.187749848939407,-0.171065433152496,-0.0178021779021143,-0.135468640541766,-0.164173580084323,-0.193926878304191,0.11438748817051,0.152592176910915,0.0356523058164766,-0.307846019451126,-0.145315339459347,-0.0213209726672595,-0.190249450964594,0.264902352089794,0.00946139383086,-0.167978275270948,-0.0781794302255986,-0.0662822218618384,-0.114032188305688,-0.0370956761331064,0.587485131908925,0.367495079351535,-0.0937238839198533
stable,0.125882305935473,0.275139281143585,-0.0991197247632434,-0.0975679725618566,0.0769745448934686,-0.158775116320696,-0.151431035512501,0.312301383180416,0.398824985940934,-0.174903804932371,0.429409777659999,-0.0039510436201386,-0.0464797494463048,0.195340545375211,0.0464241961979306,-0.0615055690290855,-0.0360426917012142,0.283835417303448,-0.10317053424429,-0.304150035865802,-0.106023682142488,0.196414366829988,0.175109080135603,-0.0509826910564422,0.203842297823294,0.0417023882612859,0.252702747837613,0.24244582947586,0.144329862285778,-0.21367693029431,-0.071324954724414,0.0260232817147074,-0.24444234092833,-0.282005510762894,0.0110809514801946
stable,-0.0037394789084638,-0.318530268789816,-0.0668767273592407,0.0529091992531245,0.0021673169536685,0.265053743719343,0.164208807660075,0.171573054345311,-0.0616924261125904,0.222331444585954,-0.116201274637544,0.119467526867514,-0.0732649171583555,0.080220636760007,0.0879199272990627,0.0666210639119631,-0.0743931378136691,-0.054047157162334,0.025897388360493,0.0415438731400859,0.0913565708697022,-0.295193124088194,0.0680632971769243,0.192817194266161,-0.0346377939081894,-0.0132402818350178,-0.0038621796933015,0.146955966804668,0.0746981157937263,-0.0040593391508439,0.125383342633705,0.175530207804254,-0.0997427341483735,0.231755259789958,0.0989763889131605
