group,CD52,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD31,Podoplanin,CD5,CD195,CD62L,CD27,CD95,HLA-DR,CD66b,CD35,CD57,CD272,CD278,CX3CR1,CD11a,CD244,CD2,CD29,CD49b,CD28,CD38,CD127,CD71,B7-H4,CD26,CD193,CD204,CD207,CD49d,TCR-Vd2,CD158f,CD319,CLEC12A,CD94,Ig-light-chain-2,CD85j,CD23,CD328,CD224
progressive,-0.0788042151643632,-0.123939139893886,-0.0965899414485929,-0.0788719062917787,0.0237745329075144,-0.0751979119505399,-0.261659412538592,-0.0489936145286686,0.163647378878033,0.0207599946757027,0.0832046166998717,0.0404675765077346,0.0578688670689822,-0.230083797062178,0.0117104004803688,0.261299421927678,0.131507145798581,0.204150547805497,0.277952798917644,0.13318025474288,0.150104281917984,0.159922612178829,0.0123219795225209,-0.143860811011384,0.0538228979100417,-0.217944165568711,-0.0776213006157218,0.0383675625693326,0.0764262120682101,0.207427398986266,0.0162280243924218,-0.107792683564248,0.0752085706056946,0.109677834689514,0.0373055802571975,0.16512069333218,0.239659148588402,-0.214839050391503,-0.0543614803851927,0.215354586327609,-0.1218975120257,0.243009873866574,0.0858478597885822,0.31426264102911,0.142377402505373,0.123076874122477,-0.0137758716273792,0.0535773982452785
progressive,0.138241959279908,-0.0305593813246262,0.0730321139919874,0.415596970291212,0.471373744958228,0.449878280382717,0.022111827641291,-0.192807325545995,0.157613534614401,-0.0052614002441364,-0.147828813105861,-0.10807106092501,-0.0960098638202646,0.0465642786491131,-0.0618844817717059,-0.0664294582785476,-0.0752855691570009,-0.114532085377516,-0.187396479025806,0.44404109601052,-0.223993021619922,-0.0266873584937912,-0.231434131137759,0.562466670070146,0.288103993787032,0.186873026488083,0.114343865764113,0.0569318791841429,-0.148893436348807,0.0773913030389066,0.0273124483399476,-0.620732715456593,-0.0782753574989099,-0.392438931699839,0.0105729419960906,-0.0990975149361502,0.0051538423019085,-0.0009945922581132,0.0312761922310574,0.0467544733099567,0.0523770077186334,-0.0014140225065317,0.454918552628844,-0.0363347980075928,-0.010705045593165,-0.0121477630871285,0.379675084847135,-0.118557608043813
progressive,0.0967228476521171,0.228050582289012,0.195324142120879,-0.301316432550928,-0.510594674884617,-0.439002944876676,-0.0400967311521707,0.0786508044160897,-0.29708253682187,-0.0432685554440732,0.0766307174574318,0.354254023932119,0.072914255213475,-0.103579939324921,0.13678785092926,0.112658443849514,0.0527056987230937,0.121243707899896,0.0972839600452495,-0.083524653704224,0.135770186303455,0.119251525665638,0.0141480416872571,-0.248878391738795,-0.307669990932026,-0.0334762792717816,-0.0377276128858618,0.0594957278999406,0.0796585671277472,-0.282482938607664,-0.105856943736955,0.0499079443392443,0.103527063102593,-0.0106576098247754,0.0321401020821228,0.037009375430459,0.0539822886290175,0.0796436737406028,0.174046842777996,-0.0494989904373136,-0.0660053551515808,0.14229986787598,-0.105436630046912,-0.0236810489851699,-0.044603151954186,0.0512508555340241,-0.0843146600334013,0.0153296886344863
progressive,-0.064254921918282,-0.309507776887802,-0.0190771265913566,0.280642089609289,0.235646706361489,0.063344635820159,-0.0810160316837738,-0.23060487632205,0.30890122987339,0.227493201233802,0.0745370329475785,-0.313816533804603,0.123067433263201,-0.0870315097079457,-0.157175406227263,-0.0396641189606887,0.0169501027114827,0.336408615911041,0.159228693972384,-0.0034773465438251,-0.0246221774288188,-0.209041802791979,0.15849421545438,-0.0544312355730837,0.0113149090147656,-0.34907920427066,-0.116848699176305,0.0237793701260868,-0.164923956300985,-0.133411148587084,-0.122753926609217,-0.0331129959505346,0.0706745014303789,-0.101914085347944,0.0639594710264348,0.0570047169957041,0.166783743979719,-0.248410684762172,-0.0250679402787576,0.0653845448656971,0.0618058983790287,0.15308603183655,0.209429645005551,0.157779433570863,0.0724167016442908,0.106057030677402,0.190862258888816,0.0343295084412845
progressive,0.0109487331277388,-0.115011285730975,-0.145708632117803,0.403842603747522,0.0778865059305202,-0.0316600166778302,0.0715108401631943,0.0832672259054041,0.250077174536947,-0.0454025484507577,0.138883877128419,-0.355178618426476,0.0188055978076861,-0.162914501396832,-0.311462363194003,0.199286809811604,-0.0723091836636236,0.363452546978171,0.404846537134911,0.0760740367966845,-0.0767373773114595,-0.0837540176615872,0.0220928400081604,0.288588437012393,-0.0843472349725267,-0.205141918429237,0.137049683089829,0.0059167561571365,-0.0493996419804787,0.181274853555386,0.0026499986167455,-0.26978977808361,-0.139335220780673,-0.0839062971138477,0.109515477262488,0.040858817060047,0.107486817689957,0.0013849944869334,0.194594077276219,0.129101446424767,0.163974398285055,0.311715246958781,0.118687906074743,0.101527434714977,0.0716203498023289,-0.308459369103096,0.0882050453692504,0.0434803388118047
stable,-0.109443035441773,0.156779207993546,-0.0501430332417248,-0.232684075913934,-0.13298350463301,-0.175805591590304,-0.259154455643253,-0.0296204941045652,-0.168956207257451,-0.155692758393406,-0.388960676451078,-0.0424874896110296,-0.185126145830296,-0.380390932867065,0.0723351275499825,-0.0569450581216691,-0.218036433830942,-0.238668373449493,-0.242762680610715,-0.0776362881417743,-0.325543833708232,-0.123200666031935,-0.359004211460412,-0.0169110370268942,-0.184195820432273,-0.124617233382554,-0.268244823898658,-0.176164163294727,-0.158035492966432,0.0834508103791012,-0.184769243956848,-0.391354264552324,-0.360629915420158,-0.241909416037143,-0.203988862731556,-0.352026798281109,-0.142083842435224,0.0119470170509259,-0.161602386054257,-0.3750835455005,-0.167779436004931,-0.203214874968297,-0.416349160179117,-0.36145104292041,-0.356288817080626,-0.258526739547625,-0.23934640190664,-0.380649189236853
stable,-0.170864654906544,-0.466965673583277,-0.300521124453431,0.395254634731509,0.260257287391479,0.410620556674087,-0.30439557789985,-0.411250422207941,0.357241811509218,-0.176150951157174,-0.092605017801228,-0.626295394887056,-0.180449215110122,-0.328977879644647,-0.449982119601131,-0.298835035943488,-0.468618541166668,0.0164603282091947,-0.0611687602126057,0.128568461884527,-0.106338415151584,-0.503090953027356,0.0272525156204362,0.477264741678389,0.422582201751598,-0.422832398183363,-0.561325994401298,-0.259173979330659,-0.401908131071378,0.134701512117011,-0.117246605482442,-0.622270609579881,-0.127137935561582,-0.343074966487877,-0.0879432957263572,0.010920983689681,0.0090331916179994,-0.433875322063927,-0.082907605498539,-0.0912553222739321,-0.0286618868804732,0.0265715352675426,0.134369798041563,0.11539602392795,-0.0873238797214468,-0.102244803308122,0.524281956429816,-0.140921806347004
stable,-0.410318465557685,-0.553275941747962,-0.1237727287714,0.156341304674757,0.400216957978729,0.250656186901735,-0.391711791204352,-0.483962121780001,0.420831719970716,0.148984526902119,-0.127396533336205,-0.486803492178325,-0.0502803071360207,-0.240248252040694,-0.633227104989374,-0.114360191897048,-0.177058027033488,-0.0817209697837157,-0.0499554741782033,0.30353581531126,-0.112467602448217,-0.349729645460986,-0.0429678560885506,0.111582719578795,0.409519326805269,-0.424365339381705,-0.312484358295498,-0.256693217211619,-0.561178329609215,0.404719345703551,-0.521613919044095,-0.230423762645984,0.0329583280034954,-0.313691431321301,-0.167295321968258,-0.0081354141080199,-0.242254141098756,-0.237188343972306,-0.378183192457016,-0.0659163004911363,-0.117456183720689,-0.107026149792299,0.119053007820624,0.0723513328879554,-0.0521335065396918,-0.178954173342899,0.307400602050179,-0.32767104710041
stable,-0.101607277785235,-0.238054037063127,0.233578684836096,0.131638217910155,0.145735379029612,0.11253610611446,-0.0932082594292981,-0.424119833843595,0.056425890423487,0.0325350232316335,-0.238418400359543,-0.335908528819236,-0.105667011760755,-0.0623837732578787,-0.209375566730703,-0.0906388106000001,-0.389868973970995,-0.145885027673894,-0.0603180909187149,-0.142522934435648,-0.211262908754586,-0.349405025789489,-0.144387650058048,0.0803804268744156,0.196304174914178,-0.26641671072233,-0.339537300288799,-0.111813626693029,-0.283545732220765,-0.218897760141121,-0.114578138539836,-0.454643296038422,-0.203786432420958,-0.247641218608445,-0.0677242779336573,-0.172654375603946,-0.0076205824913385,-0.397881504242975,-0.17290261673935,-0.15092249697778,-0.137394718963421,-0.036756200720081,0.0732380251744756,-0.124157702671676,-0.128620849930256,-0.129033004264029,0.18833412590222,-0.226486938695052
stable,0.254965985048759,0.342258566231315,0.0914117034554263,-0.535198208822871,-0.228173682561546,-0.634841005633008,0.0400494857745919,0.376783327024433,0.0387292439729883,-0.0260889201739502,0.13163247815012,0.416348934744578,0.088843481866524,-0.337592816057837,0.121452933359346,0.199830816931334,0.0261542225820042,0.128887103545761,0.181636841897386,0.226280702323728,0.157439179155242,0.186678537667772,0.116320269153359,-0.182642838013171,-0.155383023606155,0.218876743302293,0.0839459807171356,0.133971356319521,0.207636179325505,-0.268202317922315,-0.0301867027033489,0.0041592743634113,0.0684198179937222,0.129843395369276,0.222091984328964,0.134234106589305,0.0531626399538958,0.0961955159976893,0.0862112777465173,0.140383441548032,0.048531630261442,0.141212827012614,-0.61574711922751,0.102443824530812,0.118660838180415,0.0252609536513407,-0.391838150456281,0.168073539692851
