group,CD273,CD47,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD5,CD27,CD95,HLA-DR,CD1c,CD66b,CD57,CD278,CD11a,IgA,CD244,CD370,TCR-A-B,CD2,CD29,CD28,CD38,CD127,CD71,CD36,CD49d,TCR-Vd2,CD158b,CD133,CD94,Ig-light-chain-2,CD328
progressive,-0.236322538059598,-0.0724912067464936,0.14230607554712,0.117284064080218,0.0166208045983658,-0.231845602936644,-0.0986519967640784,0.150008305655772,-0.0789224084154362,-0.208839173939145,0.216815957148823,0.132505569835965,-0.283500820508574,0.0992551004791344,0.0122229854918654,-0.108070400112972,-0.205698762632979,-0.172760793174219,-0.184398296944409,-0.102463008179143,-0.161524119352276,-0.148533759956476,0.058062155445371,0.165337032468051,-0.0938982826071781,0.0703598354232105,-0.0871550145695153,0.146018833441936,0.0762328401023058,0.0604480947782124,0.0484954150293111,0.071540976946779,-0.0826165004676467,0.136153977853833,-0.130148832357873,-0.037675663648867,-0.0896632840400867
progressive,-0.0545454135790827,-0.196820252913371,0.0577776354446858,0.193680368929584,0.0539801593664852,-0.0724658759317352,0.0368507211725517,-0.11699635590717,0.082256697985245,-0.0437086234017729,0.225953441672663,0.0197995976546694,0.0249831104480996,-0.0105526225398908,-0.141537079928449,-0.134827115067123,-0.15276027098093,-0.0684295937188536,0.0093689690809232,-0.0686395289341058,-0.009071020548613,0.0362620792598277,-0.0211901644331836,0.239337108503802,-0.168395500153385,-0.0397975283485834,-0.0742006541519348,0.0417653642332676,-0.476760364677075,-0.450492859871399,-0.223136430669663,-0.0713126544255859,-0.0206729692919623,-0.178538893764163,-0.0682731791865356,-0.18788307733051,-0.0633685346399498
progressive,0.13334443836669,0.0381164686494484,0.413660348347975,0.171302156446416,-0.332864787600327,-0.385264192921791,-0.460341828655876,-0.0481166790855352,0.197633095376675,-0.365599364329264,0.408679833333999,0.167748695410442,0.204727101119817,0.0361733986734176,-0.0315036671562954,0.0369846133522124,-0.106941698534611,0.117876778813909,-0.136195880622377,-0.0538871951441404,-0.310785579281146,-0.0027671970871202,0.142891647738866,-0.0014185437159718,0.0302625262606666,0.192480267823435,-0.378822736541636,0.045541634820438,0.0424671892778997,-0.0875950741687492,0.146767543084224,0.107288222441435,0.0739607129978977,-0.035361441344602,-0.145777007311734,-0.114992314998874,-0.133780543514032
progressive,0.220308336097437,0.203366475506611,0.210100803878799,0.452538145414646,0.0457635247788524,-0.0652345636669309,0.0178520908282058,0.0311085843644118,-0.059537390811464,0.195130819630223,0.201779053494582,0.0732858553092902,-0.0391431136699957,0.0508038694968825,0.0847411352230594,0.162843797544361,0.20557936400563,-0.171116617486433,0.127564408682937,0.258267679091158,0.182592910056965,0.185893660397822,0.231809490764183,0.152067844815201,0.0760637250248895,-0.0898322889179562,-0.131157761717745,0.154002186082502,-0.139633829720392,0.150613223851847,-0.149481599314498,0.0287376359136524,0.0664475049582961,0.139874447839983,0.267915863882772,0.123255054881335,0.004829505079184
progressive,-0.0526236530455626,0.0362226349646744,0.0250053182096275,-0.157712931857607,-0.17296717065891,-0.138679056604078,0.0974746622425414,-0.147624321874689,0.141885296168413,-0.0277795087970845,-0.0001603225685774,0.0328944991754756,-0.192885456227243,0.163642199767505,-0.11973433602253,-0.0929884546491741,0.0451514074014776,0.0587467455720475,0.0862904344760432,-0.0228819718760116,-0.0859270032367936,0.126315669671357,0.0217708661567715,0.0287555781215514,0.0538035497433554,0.0271604588946895,0.0073900268507637,0.351257316649629,0.156858415279438,-0.0647577606445756,0.119266911613425,-0.171491744646932,-0.126501945128648,-0.0250102541014967,0.151295489722387,-0.0136416905000712,-0.0673168089877094
stable,0.239102790857477,0.0721078674231168,-0.131783773319842,0.126963689608172,0.0613159224500225,-0.0024414391056868,-0.105707712732168,0.113883744251631,0.0383364713267556,0.214320220767455,0.0936334933846534,-0.0644139432604451,0.0570918725264616,0.156886325931751,0.0760013525001906,0.255176847401754,0.0317874068874026,0.0232140888134273,-0.0885757784827734,0.355713682780429,0.068697934758351,0.170451658863045,0.114819498980515,-0.0745161948352264,0.114807362105898,0.185100237426967,-0.0468740717443671,0.0435428426309792,0.349316053669524,0.0908411057275881,0.0036447768669796,0.0899659294314625,0.0906647043125635,0.294318018161588,0.040135978000215,0.360916372280197,0.0532555434110372
stable,0.0225380482980398,-0.0116343099929004,0.349218229492739,0.169733475990622,-0.370921826744463,-0.21524322340159,-0.329865390216924,0.332042191081027,0.349169578241188,-0.263080318350267,0.52289732625377,0.364411611603275,0.365669093524099,0.463802719063043,-0.105909021253416,0.0713165747972408,-0.0545596468625689,0.535749900094564,-0.370368693664627,0.0589264396485294,-0.348429937091186,0.101760880214748,0.197533185295018,0.297959506635306,0.581773810292199,0.423991965197602,0.040418532200638,0.0962686124720356,0.606671676066502,0.207557856068749,0.514759698322421,-0.0321164138055896,-0.250071302348749,-0.112115350914399,-0.0700586787386973,-0.0363667410026403,-0.399467173709855
stable,-0.0318146086948291,0.142322643985746,0.420525484375875,-0.0026178740727654,-0.277748469695406,-0.308472128562774,-0.21999626814924,0.0505815943777216,0.416557634475775,-0.333678494269579,0.371461299473157,0.398476362636783,0.213751858032403,0.0228327678196558,0.0096456013655774,-0.0030423773194836,-0.236006556312523,0.448594457888814,-0.103539717382493,-0.0486257360466678,-0.402470498768848,0.0715114010711219,0.277900657008883,0.213013161491984,0.0634513507933338,0.29357817857931,-0.283753932361585,0.194245370285181,0.0748727886875749,0.14527245602509,-0.0940055694320064,0.0375476975664495,-0.211599006156,-0.399129389006701,-0.240744729019354,-0.163215227084801,-0.371579204360406
stable,-0.122477545821381,-0.0574545908642353,-0.516112706284466,-0.0494761956937411,0.515069236028871,0.483126505129656,0.487175972275803,-0.043658323779515,-0.476522528636791,0.352291816195039,-0.555239420953845,-0.387747831423785,-0.136099833243909,-0.348612551492783,0.0297713013304887,-0.166414898386335,-0.002134047467499,-0.387703660300438,0.28440550925087,-0.0667660669626726,0.372886861963525,-0.0037338467697971,-0.386698930270916,-0.401941550154565,-0.262752688703929,-0.45249942517225,0.0296143121590865,-0.222097522539331,-0.325635278353688,-0.0647925297339376,-0.274647003394994,-0.212399175645637,0.0971074056846044,-0.031177819210965,0.280576973205451,0.0293616594704323,0.449452705046976
stable,0.0888032574059242,0.0237271346001146,-0.0661089023936052,-0.0424649742039576,-0.402775573141507,0.0033612589239706,-0.30089446019353,-0.0269292534853209,-0.0469494929161078,0.0715474871533979,-0.0133815824373823,-0.0763215779402462,0.0499858588408719,-0.0229402020632026,0.1043072825429,0.0927389889783205,0.320561073206546,-0.0940923921273635,-0.0265396546599517,-0.0069990306980427,-0.0001282609699235,-0.0526855016566449,0.0492542711741843,-0.146588597663526,-0.0170992251033079,-0.0669524954443372,-0.0897546551456223,-0.0311985410704377,-0.0866539459827144,0.04102322669377,-0.100410020424978,-0.0450687059588324,-0.0383206347537427,-0.0362557168725581,-0.0730528622408128,0.019656225425638,-0.0957463954379018
