group,CD52,CD3,CD8,CD56,CD33,CD45RA,CD7,CD4,CD16,CD279,CD5,CD152,KLRG1,CD27,HLA-DR,CD57,CD272,CD278,CD11a,CD66,TCR-A-B,CD2,CD29,CD28,CD38,CD71,CD49d,CD133,CD257,CD94,Ig-light-chain-2,CD328,TCR-Vb13,NLRP2,CD224,DR3
progressive,-0.162509442772419,-0.208200989306107,-0.161592810822775,0.326422550447599,-0.05336808255131,0.174630044980078,0.163695027943777,-0.01776811538615,-0.0007338037439737,0.0707461369227736,-0.36090262848546,0.212365810606608,0.216824891434995,-0.268142598226425,0.0635914053447292,0.308912825328463,-0.0978073480789293,0.0514200246411505,0.281234802289992,0.0671888256528025,-0.0350556136042138,-0.0812097614943887,0.115874379169278,-0.146030629291132,0.059908165633161,-0.0006139855474664,0.0622642782354111,-0.0886166139998013,0.156515691683008,0.226653904476724,-0.140735535711848,0.21905946737947,0.0886678134861331,0.106835177188106,-0.17225197623654,0.0857506870319255
progressive,0.193764579577564,0.0058859524253783,0.0528881612541081,0.405327129751584,0.0278937260992582,0.453823669921645,0.323221254012417,-0.159134465544106,0.190267996748958,0.147658037326895,-0.126560540149884,0.017089112963228,0.345932751012661,-0.0113809686618984,0.0125747227482305,0.488494362847782,-0.147565123159466,0.04007184409924,0.550184477395411,-0.012790083400393,0.0386202205449798,0.179251203262175,0.18606980791976,-0.0951477812772074,0.0950359757993888,-0.484693869426607,0.12035631685956,-0.0426945107621559,0.126659680330536,0.509560218052305,0.0678464791146632,0.406552667412605,-0.0727814304450195,0.0441375578239143,-0.0365023281552663,0.0856956317402476
progressive,0.041855588937528,-0.0672275339314188,0.159422171973295,-0.0685663514819326,-0.0965509113291724,0.164456951152162,0.367198527628028,-0.110474060947309,0.0209838316567512,0.02607549991742,-0.073670901739095,0.0266522437778003,-0.0468184555435607,-0.0775480453066587,-0.130317943618443,0.0020267498175185,-0.021494287287584,-0.0012937011695613,0.0355299471593108,0.135486991609939,0.0135377781246067,0.294302740225718,-0.128470921880859,-0.119163943301401,0.154014801583296,-0.191860723760445,0.0950543528389855,-0.050671265148043,-0.0518839677309107,0.0524682480894254,-0.074345715971956,0.113000121610522,-0.148867388960013,-0.0110522761787358,-0.12828347139009,-0.10970235055403
progressive,-0.0728466165002509,0.119775544264214,0.145426849517089,-0.242800651647266,-0.0911445947553741,-0.211332378105996,-0.015656481029815,0.115237077477297,-0.132027994167232,-0.0919500226139943,0.2251183718772,-0.0712443185449322,-0.0649987290937699,0.10644988575367,-0.228602388470876,-0.30580740072116,-0.0936930515941106,0.105420621434472,-0.263368389351632,-0.181367463185114,-0.15441677809073,0.110331269876232,-0.0816230236137157,-0.0335292708305823,-0.159040523894441,-0.0513894387472234,-0.0880768653922441,-0.0939386107827224,-0.19976068454477,-0.111341480820296,-0.169152298239749,-0.133945818877415,-0.153787330297001,-0.189899329395809,-0.0778679119460246,-0.20979627816062
progressive,-0.151399960098761,0.0226332722134573,0.153441463238536,0.22188285308673,0.133704555379373,0.299002030677693,-0.0291654044687794,-0.223802763876972,0.212196026177286,-0.0157789906464477,-0.231473724512118,0.0230492667143811,-0.190887104904472,-0.13521030982035,-0.103498337990637,0.135173391059572,0.132976414108214,-0.109543745073077,0.0425761002904969,0.152958843383692,-0.0219879545657421,-0.105593740574891,0.0247305383193557,-0.163710288934046,0.193581127082294,-0.300525322422249,-0.123484849369086,0.170864755835126,-0.133302115528219,-0.0513461572372168,0.0625731717745929,0.121786428342524,0.212941730053278,-0.0380819182333186,0.0140825760715767,0.0965753091303384
stable,-0.471101294212764,-0.58214492502184,-0.0845064539702794,0.411320482151246,-0.107983610849715,0.349021450557313,0.294075291003264,-0.60789388464957,0.290001167089667,-0.165518314924738,-0.711849055525255,-0.0936519792852297,-0.0212779419025598,-0.455193911850102,-0.0965222433225575,0.112189088460088,-0.0181302706030546,-0.221071194691596,0.459985261338483,-0.0492857394450795,-0.407448694760688,-0.373424866065351,-0.0257249908646808,-0.368568336074815,0.369156930920158,-0.0879001090936161,-0.0028661608618213,-0.0385461045735322,-0.114551423380286,0.224930233541219,0.0106490378791482,0.530669936451892,-0.109711987737633,-0.0520315605590188,-0.107506039397171,-0.0289300617127126
stable,0.0494206669235524,0.0333473802553309,0.152291426333281,0.0274854929982802,-0.0994668060775316,-0.154421130084514,0.0891773953704084,-0.039579380670556,-0.0782186050271922,-0.111654436635341,-0.0482387196828064,-0.178049571747302,0.0055448426102161,-0.0339335494344317,-0.0685475459209649,-0.189683444277134,-0.149289327256093,0.113260930619709,0.0445201964893465,-0.409378320881319,-0.0914557643389452,0.0664905862241452,0.10188254041808,-0.11518954659588,0.0451701975651901,-0.0425961368645257,0.163307018058359,-0.0648788467240086,-0.437067866473701,0.0478510976976375,-0.119308388600273,-0.165228780706309,-0.162963940884369,-0.230957649164609,-0.0562804158143643,-0.255799905019922
stable,-0.320303137770166,-0.418200522293302,-0.0481134876513383,0.417067904256267,0.0808107298592836,0.407051313037475,0.413833229158132,-0.360461163349666,0.421014915382078,-0.107975558326282,-0.416725116455424,-0.02120769759227,0.178388170517963,-0.560366899822696,0.106510218468689,0.028094295102738,-0.155813319856148,-0.205610153382511,0.127859844815667,-0.03754249334333,-0.345023984958265,-0.27704088515994,-0.0342194313984642,-0.376885919288065,0.426046889647052,-0.245156008178285,0.058805634889653,0.0676644890765181,0.0373061545059305,0.44817470514716,0.0632027297766684,0.502151937534473,-0.134077321425492,-0.295025493349089,-0.192898742702038,-0.192721101002624
stable,-0.336843894526205,-0.384022701150817,-0.0888252182816576,0.356191470849691,0.0459815747764367,0.114374951591849,0.29945456603946,-0.177416047891253,0.222748371363955,-0.126291697328983,-0.378200062353166,-0.0512540500869111,0.0309367453412534,-0.273560962821831,-0.189832575318823,-0.0837175335125408,0.0631507958544851,-0.100254162191006,0.0394899644176461,-0.134954301509218,-0.0576782678646467,-0.25061676226977,-0.221955198982064,-0.322544441307976,-0.0821108793325126,-0.111301309620217,-0.0855683706125284,0.187589609222802,0.0579574636837773,0.351096338685197,0.0982194672991064,0.42768942099955,0.0391065967068634,0.01707411467216,-0.0930755898443131,-0.0115638690653259
stable,-0.283263833160489,-0.40220528902406,-0.08636693792697,0.494067826979995,-0.155548537444307,0.285079351391334,0.641847473301453,-0.460876966524705,0.148876909369391,-0.198407486976894,-0.518542206484817,-0.148058310617095,-0.164251908677938,-0.204495134602349,-0.0432236998616552,-0.214473788516139,-0.180550429951647,-0.202360194574805,0.180760535239008,-0.0239407514181899,-0.253210506452667,-0.396964600914135,-0.15779286437814,-0.261644517367462,0.326275538548082,-0.088442051820621,-0.129603899646064,-0.0451826464846332,0.0303848485176541,0.523272606880136,-0.0007825787287106,0.476150902932737,-0.109996872429711,-0.0848767719469422,-0.17182331343956,-0.0686066299671649
