group,CD275,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD5,KLRG1,CD27,HLA-DR,CD314,CD66b,CD57,CD278,CD11a,CD244,CD370,FCERIA,CD2,CD303,CD28,CD38,CD127,CD71,CD26,TCR-Vd2,CD158b,CD94,CD328,NLRP2
progressive,0.216434928090346,-0.0461080726956374,-0.262057738970588,-0.0895958801863568,-0.373182128259971,-0.236603352431046,0.0624277598395936,0.1005882627487,0.0636297102996337,-0.113816869613597,-0.0609645282527644,0.0732723065379852,-0.160693683325986,0.142764672168241,0.0021557747340574,-0.0703036614378757,-0.268532874034646,-0.064684010450629,0.0797464338413631,0.125740660832618,-0.250400021611977,-0.142261985251983,0.0347906930901152,-0.113529312835406,-0.0108838652941973,-0.0462683727416116,0.0001152877359193,-0.134991169829047,0.153245758314795,-0.145977960781454,-0.321880870956022,-0.0332802560940494
progressive,-0.0013858330915283,-0.0591936369742402,0.380048175495395,0.567800374619014,0.470346144802205,0.0332526411772545,-0.189469104427141,0.161466845191222,-0.13016063625733,0.30363903479323,-0.0715116726540289,-0.0378468115369982,0.149106832476071,-0.0803612926280573,0.512416542783071,0.0065335937825549,0.57725180484904,0.3064132042923,0.0276151745639835,-0.025758888290923,0.196482787848416,-0.0087811476393633,-0.135629623417757,0.046739546454379,-0.0341208987338351,-0.5609848500805,-0.374889784090369,0.0075850251688402,0.194756669505101,0.489451520637516,0.352429058710338,-0.0234393701973952
progressive,-0.185463293091151,-0.046325456958101,-0.322320983223279,-0.0882913388620207,-0.234420082682719,-0.175599478946133,-0.0722284238462971,-0.264760249672615,0.0130961227425285,-0.220015904802891,-0.13350807045303,-0.225546462672526,-0.163746827396345,-0.115868089778772,-0.12442138165468,-0.0972782991264258,-0.204331323516591,-0.254446986388649,-0.171899286816721,-0.227743080683341,-0.0224517602334054,-0.0798646550521475,-0.185958328343895,-0.220746484820921,-0.156050856037264,-0.0158017448475906,-0.29866485951425,-0.0903525220034018,-0.322190826495997,-0.187374477812493,-0.25762791906999,-0.255670273666402
progressive,-0.302292475947665,-0.0416476626879559,-0.0535571604171217,-0.115316066211397,-0.0511156473336473,-0.135044002019825,0.0247944033704301,-0.218115400614371,-0.1524857347848,-0.277014819534652,-0.0766202976019726,-0.150188017256619,-0.302994721889577,-0.0926282585053777,-0.325568274747266,-0.130793548181824,-0.16161368832691,-0.254159299812839,-0.365108959679533,-0.371023211351579,-0.0278043853693385,-0.186667517849152,-0.151626616039316,0.142412412308035,-0.240092588451815,0.0186815508506469,-0.181996763310363,-0.241250778973803,-0.212334073873351,-0.242667818955012,-0.244215882194426,-0.325102642728194
progressive,0.474814037774633,0.0347570628605495,0.07757335496129,-0.0958967730219589,-0.212965968217116,0.0969025942081816,0.162356628820572,0.142808849547761,0.0932436058846432,0.286825023442572,0.222046356147354,0.35595980112522,0.264839983615202,-0.0003400508647409,0.174864192866538,0.148416125467581,0.146186147818238,-0.120991663533856,0.0608512008677665,0.154844227609873,-0.258424313183877,-0.146338081758519,0.190403538100042,-0.229278714412254,-0.0508137234760968,-0.0578551422844971,-0.134281209444165,0.289464843537737,-0.276398085589306,-0.148644967800178,0.027542895759731,0.0481115968604082
stable,-0.0025230515239105,0.481757455776296,-0.455476101289901,-0.348415138926655,-0.320661857648189,0.10149448127091,0.507169832641993,-0.27314481230501,0.646674337537468,-0.137158024875393,0.345630592635004,-0.0895662282169188,-0.160579460766779,0.0247017487801617,-0.246852820287818,-0.0099756780306796,-0.584031813158518,-0.416291838999736,0.0560250020854614,-0.0685005990853802,0.248779395382489,-0.0223725002214148,0.268668707496549,-0.472414534718374,0.0658466646313147,0.0179615897299828,0.175636201858164,0.0038629528083832,-0.21875868457544,-0.404847466566587,-0.585471891179311,-0.0645090689173427
stable,0.109624565502516,0.530192391423001,-0.371820533253534,-0.147702686762278,-0.292873876900461,0.211180892259765,0.454328627485397,-0.185800916786312,0.552235793858434,0.119110647183996,0.412975388676876,0.245186710120715,0.190543800549068,0.0056061592026824,-0.129928348614367,0.385932259216858,-0.386565210942329,-0.304986838543184,0.034602364686233,0.173190506867339,0.406276822683051,0.0267127005580676,0.372256696186563,-0.203887693784518,0.0796120329672953,0.317724711646714,0.277165904224058,-0.106895326552922,-0.226872564987423,-0.114921505915998,-0.332205857334725,0.1062120053257
stable,-0.153201313989193,-0.202182279565289,0.172873856185002,0.286476044232345,0.362374908778522,-0.37829153243073,-0.298968784361103,0.238799201219684,-0.359146641792394,0.0928592674553888,-0.371468547710531,0.0395410379597756,0.0116560153718674,-0.0046074848119214,0.0667973434950585,-0.114859306996635,0.0389647621252529,0.226801236786361,-0.231886234355623,0.0156752127519649,-0.302778145496909,-0.0830291589281928,-0.392429425737817,0.305545466383377,-0.392995434577484,-0.114509344200235,-0.175551201020881,-0.508056148183354,-0.169507392688916,0.0017458556791694,0.119718237166799,-0.0453164412793125
stable,-0.179652227821669,-0.254838299477808,0.230628974873223,0.239821474546404,0.0890850329046608,0.075164070164385,-0.247521175822525,0.0575517915321519,-0.233074280579578,0.0341029973405621,-0.175533986801454,-0.312094048873229,-0.0227106490508663,-0.12095271650602,0.119123376000232,-0.342238731753585,0.0102127149211137,0.113353140340398,0.0627028331123503,-0.159048085782398,-0.233464078504491,-0.0979737410751593,-0.205537430348188,-0.283220556410262,-0.0204251745834787,-0.472013704036102,-0.177701594261321,-0.110897144124662,-0.0250478301732704,-0.0211437961233989,0.126490757521797,-0.0265814153499279
stable,0.15289497944463,0.44627172925752,-0.458746475405425,-0.276276867262378,-0.455224815083964,0.149886201456308,0.429176140799028,-0.138523258333081,0.507344644690632,0.239618211905669,0.134406732522621,0.0584467605739401,-0.0126623263550698,-0.0939469558876876,0.0479606757209971,0.241370293440942,-0.124767658372373,-0.117524507630863,0.125694824692167,0.122077912330372,0.259317310898388,0.0415271352152374,0.281205294291831,-0.282732292939569,0.152965373393221,0.0423372094975641,0.264768800461814,0.0727128392662174,-0.12408903597405,-0.499669036291288,-0.295640304053434,0.0898185198023327
