group,CD275,CD52,CD3,CD56,CD45RA,CD7,CD4,CD16,CD294,CD5,CD195,KLRG1,CD27,CD95,CD141,CD35,CD57,CD278,CD24,CD11a,CD66,CD244,XCR1,TCR-A-B,CD267,CD83,CD2,CD81,CD28,CD38,CD71,CD305,CD94,GARP,CD328,TCR-Vb13,CD82
progressive,0.0221745673073543,-0.188259389867011,-0.54615496006095,0.397069777114752,0.201302445720604,0.0995824597730971,-0.337810309879475,0.0102389625210542,-0.174333416972785,-0.528606412389624,-0.243701684798836,0.0648370600777972,-0.223995787680428,-0.0369499961796073,-0.224276578725495,-0.134373800571016,0.228152056651085,-0.151465936194158,-0.165204162196879,0.310762275990897,-0.0920251982223158,0.034539400203492,-0.0395697969659492,-0.144565831585266,0.127948284868539,-0.0729179347338129,-0.368698248764081,0.0072718144883903,-0.292314600051873,0.084572264584942,-0.204901032280415,0.177758280937492,0.300513258186118,-0.22915995719828,0.383649216135287,-0.0478390698297352,-0.174257209182126
progressive,-0.0274868274426446,0.179023276106591,0.0601991571615194,0.390789704569165,0.488477971636108,0.362138897401327,-0.145004461695064,0.162477635716437,0.155310909986263,-0.116565845819375,-0.0940638488956564,0.351948168232573,-0.0122095315977976,0.0012160980955144,-0.0700555460803597,-0.164960476139788,0.501655645644122,0.0637410575314423,-0.167599595713059,0.532340607854528,0.0062401208467539,0.314543235050847,-0.0050947064964611,-0.0430428060741516,-0.0457679506268129,0.073320298642534,0.212396175599058,0.139505071796395,-0.153602946283062,0.0313698447918605,-0.542630566734253,0.122712189311833,0.451291089554542,-0.17129896554941,0.329306592869779,-0.0771891417948792,-0.0096647846473204
progressive,0.223164669068946,0.281524051723733,0.36099367345944,-0.186496635547077,-0.0418284218942848,-0.0764625202234812,0.0724312358642905,-0.216175549250322,-0.011987172787402,0.137219350326386,0.0075507755565992,0.0279474215187658,0.143819435936827,0.15399550175716,0.043336997956036,-0.0777829693103414,-0.013518684497111,-0.0510352992411446,-0.0621947220375355,-0.0414951080155067,-0.0220297905070619,-0.0531259714924263,-0.0670797993917965,0.0995728690121945,0.0039644247751409,-0.129540097957222,0.117555048335398,0.132327943834568,0.11108815438346,-0.154081123277876,-0.124810121117325,-0.0507873644494775,-0.0676937948986412,0.0331293218408956,-0.150600176710784,-0.0368827453385767,0.0365545922736051
progressive,-0.119218381747675,-0.0442893298235775,-0.0946263966595906,0.120654750504601,0.0749698621584362,0.0457498111121614,-0.363358617038459,0.0526691428329627,-0.049485371490103,-0.212354019748334,0.0282016533455085,0.0134996730688476,-0.200869847834333,-0.356978452623096,-0.171127212166008,-0.137980088085962,0.0374680680933879,-0.321079543291823,-0.0049265660836432,0.0744649447747132,0.0154752355005187,0.0501849815331384,-0.0063188857667277,-0.116978601185731,-0.054741277088036,0.0101098888000237,-0.230112922009962,-0.184608315279249,-0.266421514808577,-0.35063163739934,-0.361171474182665,-0.0274294954133782,0.0698966025824358,-0.0744377402321614,0.0014398524459679,-0.047406475189532,-0.0559113175031469
progressive,0.0487379534385464,-0.0115134242346136,0.215230229069166,-0.10876739621324,0.130084683535883,0.0751771407690501,0.151912071344981,-0.0461657247082368,0.0865234593381699,0.134670957605056,-0.258640934474077,-0.022339167505007,0.0138842622938798,-0.0883841713170655,0.145173812265018,0.0157140709177308,0.167094531192061,0.266973755849529,0.120935820759236,0.0046759878931759,-0.0904840140000182,0.029055345723184,0.241410680186096,-0.191285900933001,0.0190672691619748,0.0360064708505708,0.050776462020735,0.370749684052234,0.191493694133659,0.0881166760934283,0.274510596985296,-0.214875373230799,0.0852790018459657,0.0245408937052087,-0.0308394168405937,-0.0542992161343503,0.316022611146638
stable,-0.0814199759120508,-0.451823188898069,-0.487005510015683,0.308869615709595,0.228149662701165,0.194862312003679,-0.561020443013073,0.26497762876714,-0.111146472395993,-0.64699404004774,-0.0931172304175775,-0.0419544482691796,-0.351507423932925,-0.0515287175319656,0.0260687595564731,0.013647955685505,0.0832237632330095,-0.0307258838775038,0.0046737434248922,0.436838690769449,-0.0256124954371686,0.250426763403298,-0.110793345211274,-0.395461606293665,-0.121752647972611,-0.0141430320935708,-0.289536023121851,-0.0500369301645471,-0.314462535185902,0.415245321708874,0.147502639411959,0.0253504740600183,0.144606043311737,-0.0772859436093161,0.406597965202807,-0.139391526954588,-0.152274872639016
stable,0.0688545633302633,-0.0538314921408386,-0.124354012331413,0.23178349548876,0.0593014021223315,0.254742785928687,-0.0642568823960619,0.186709296969869,0.185792654334919,-0.182164411919678,-0.0649328161129212,-0.0151635090622163,-0.172021795283746,0.0330550213809222,-0.0111296530553701,0.156532135100321,0.211838756051986,-0.010967074103909,0.155182475096953,0.166148639123746,0.0603512431753562,0.190322843673971,0.186825571511595,0.054294237343192,-0.0339376862845122,0.0255427582221374,-0.196180399046969,-0.008124855819303,-0.0185002702476182,0.373570006679698,-0.0707786791433007,0.234126378985665,0.17347961384006,-0.02405710062013,0.217796791644064,0.185234656129537,0.0979927002020471
stable,0.0843517934883692,0.287522896776885,0.302919797492717,-0.361662599413345,-0.484089504581688,-0.310996245241604,0.309954175255965,-0.319142336628876,0.0694609217749317,0.399199481979728,-0.0396472317810202,-0.0632982554922063,0.432857426244913,0.16800286819073,-0.0050654532974802,-0.177243785047348,-0.252824526842103,0.0535779344992364,-0.0693913184811254,0.0175910810412188,0.126144708666251,-0.319930480673442,0.0060738465321897,0.233103775050053,0.0561801469094615,-0.175705015300807,0.367516578494679,0.0352930651578244,0.408566440689777,-0.445118481830588,0.0088679536213848,-0.250228766294723,-0.258442444123264,0.115583255305321,-0.251071984003651,0.0946381188625573,-0.0477782642567207
stable,-0.0449215758931949,-0.187852040927162,-0.433927908063801,0.504263104618387,0.431176396397766,0.553279217482975,-0.307108169712108,0.397187422983307,-0.0201338207075858,-0.507301360247212,0.0556279481394908,0.0807051799930063,-0.169915913727933,-0.266549814723824,0.107042660970259,-0.0831391911820963,0.250246990592491,-0.398347019349872,0.145419484750161,0.375093457683152,0.0001734038845183,0.400837165603105,-0.0769292484598779,-0.270846092326542,0.136943977563962,0.0869922477876084,-0.248736159577243,-0.0181892356286197,-0.248586084448673,0.091275093697412,-0.344373816168727,0.396860982653968,0.263576640311007,-0.14443214011439,0.514448345160804,-0.0531361333845671,-0.0545524507528719
stable,0.181738224676416,0.148205896617903,0.13997112476066,-0.141051983190468,-0.203864647510373,-0.376338294457026,0.276363242711176,-0.0722032066883562,0.0307219757836578,0.170201524521392,0.0944248792816822,0.0613105754744052,0.0218853309106834,0.321151299298609,0.102059585338749,0.085673281598169,0.180570442652419,0.257141099800613,-0.066200841980983,-0.0128745432923985,-0.0033111590479015,-0.0545064134433231,-0.0106468080067998,0.079069742859371,0.0177354988943116,-0.0762486483763896,0.241803271661711,0.0703239267591905,0.181039149722552,-0.164487938893066,0.28498420749757,-0.0331201643613837,-0.186001323287663,0.123540989700198,-0.157876194921263,0.106866973490513,0.0611137435694566
