group,CD80,CD52,CD3,CD8,CD56,CD34,CD45RA,CD7,CD4,CD16,CD45RO,CD335,CD5,TCR,CD32,KLRG1,CD27,CD107a,CD1d,CD57,CD278,CD39,CX3CR1,CD11a,IgA,CD244,TCR-A-B,CD2,TSLPR,CD38,CD71,B7-H4,CD158f,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,HLA-A2,CD328,CD88,Podocalyxin,CD258
progressive,-0.0887141943735593,-0.171971953602676,-0.530724379376893,-0.157811294888651,0.387001472845543,-0.177155370326632,0.219073262017142,-0.0332331135314757,-0.411687651789113,0.233361020548511,-0.231693457358868,-0.0040048546574285,-0.431287380810993,-0.171518228468642,-0.119806729072861,-0.0399842655884265,-0.196637744530988,0.0391754476633367,-0.066905995075405,0.223104220094999,-0.205176503973857,-0.253309140818141,-0.0945485968190465,0.242131220894871,-0.0018900144480561,-0.0510493074015907,-0.155380518320609,-0.442528021741158,-0.0219806442978828,0.163467132807399,-0.204274717705891,-0.122080002317036,-0.103953167674126,0.178034233285509,0.0235012727427963,-0.154496089401259,-0.0076765651374956,0.076682698964314,0.247620205716055,-0.137569351044552,-0.165919502058184,-0.271559922086917
progressive,0.0268977429017748,0.125939446290856,-0.0535940668806819,0.0705475206720207,0.415120649791103,0.0765273313487006,0.504736676044596,0.498773650792065,-0.150478990139632,0.155319557899047,0.0071450414255674,-0.162512526534074,-0.11470310562621,-0.0206517434046281,-0.0689598725485112,0.313193596444765,-0.0738924487071312,-0.108839736432917,0.122417231866002,0.491725883929709,0.0403715992190793,0.0056214574065183,-0.193541439115259,0.588775689322605,-0.0406865927644778,0.319795077584954,-0.0791497110267125,0.214390195379784,-0.0724306642925804,0.0751186384341142,-0.596426315001788,-0.042139917947689,0.0890351864300711,0.511456528425998,-0.0231793412312927,0.0057068526665142,0.0892453679845615,-0.0637211328912149,0.376604220468974,-0.212793360196774,-0.0351675182396759,-0.0756533203089911
progressive,0.175341217062348,0.125693636256725,0.20401677355158,0.0119943632925611,-0.298784304058847,0.0020482322239606,-0.349083122676672,-0.561069553792876,0.101977224867629,-0.262887885470876,-0.0072398413532625,-0.149954408206175,0.202899320425049,-0.0663553333980522,0.0026066386521252,0.0250277549417361,0.0951954513135669,0.0073966668731557,-0.0332172407780158,-0.0668955286708396,0.118091133281699,0.082961405565359,0.0112732352968672,-0.211566321834065,-0.0732767059643137,-0.339511123333423,0.0621068380744949,-0.152225218478303,0.0711652792964639,-0.353493124801333,0.200788643868282,0.0368956229491815,-0.0425629600755513,-0.149936529076284,-0.0560580872673384,-0.0459150977140938,0.0617066441473474,-0.0779151018078018,-0.18889481688697,0.0557409377584564,-0.0707703895115995,0.05628406788833
progressive,0.0332290606464902,0.0484064972511441,-0.210183704046708,0.0325412870610009,0.162085840423986,0.0228519564593583,0.105394890899051,0.157885170809271,-0.20576231244782,0.253301185581758,-0.091715033486221,0.0229395421562276,-0.236236240187429,0.214001487531063,0.178543134220026,0.159489618424364,-0.179649772770546,0.25295129225873,0.0541709817437798,0.242870155608548,-0.362480359430961,0.0080358655256914,0.177466200256113,0.224506231106766,0.201892651318025,0.322742618433,0.100841408886672,-0.226225598417966,0.155718282782644,0.0849776619454349,-0.0806320295271895,0.117134182652691,0.176111977465653,0.223094318436458,0.166262784491261,0.16798136377055,0.240311255808709,0.186741261485278,0.166996977296224,0.158352713466925,0.220919545815109,0.171912577935176
progressive,0.125716662596855,0.271741909319409,0.11850346455867,-0.145340402064435,0.0356079816191739,0.425923411051803,-0.005371483167622,0.160240337329524,0.0711515392337186,0.031629218996237,0.204705701173863,0.474617496203965,0.387179003114535,0.175264296684452,0.109940112179666,0.534780513384039,0.343032935158082,0.0992626673103935,0.362563810712072,0.0519225583386723,0.416767002683743,-0.0049528390198485,0.293307871740138,0.0993647427299891,0.167842189400085,0.0220548040030992,0.340456650525694,0.0997361228093895,0.0704387324225081,-0.160576515638628,-0.0426212940556509,0.424496433496398,0.284948640531798,0.0793615575545218,0.166133002816894,0.221150567857127,0.173803459568209,0.434316391120451,0.203059536859493,0.193212717544718,0.312324243048754,0.195178272988116
stable,-0.0673838439282063,0.312006569384679,0.502029319511706,0.0306124049580739,-0.490700736186843,-0.0289749338827277,-0.361052827210548,-0.331459063911375,0.51427689344624,-0.273994677232444,0.0224378917072212,-0.231093562623314,0.641778057306233,-0.100852323481594,-0.0665610273709115,-0.141927093874428,0.350508131066406,-0.0853477038847287,-0.0930614921528261,-0.25925974007109,-0.0159024734574249,-0.0344615678896091,-0.0960734921584224,-0.585092819440519,-0.0731791836669009,-0.425225376329537,0.253106935496219,0.244987386968122,-0.0597533343281745,-0.477483556314893,-0.0404337937108048,-0.0770570071378495,-0.0383446016654371,-0.416648857022729,-0.105814510916157,-0.108742587298982,-0.0803478393860763,-0.0883078544280284,-0.593946404678821,-0.08388048562969,-0.0694445457412817,-0.0947487464973722
stable,0.0122239626952435,0.0808565773213388,0.0873488674379025,-0.0279624601672719,-0.142900606446154,-0.125257104461019,-0.0773836794416587,-0.162895488344615,0.129533131526755,-0.0061181188277721,-0.0677402988536999,0.0585151250783169,0.185367927976845,-0.0600898319091086,-0.0216620046276007,-0.0709851515598336,0.0881969358314658,-0.0719261639927447,-0.0439148120371159,-0.0942578072215404,-0.0784422553652138,-0.179441924182873,-0.133505156622879,-0.175490043556781,0.0148778443597609,-0.0967437014569783,-0.0262693448022065,0.150002586917453,-0.0156430865265241,-0.205097642577115,0.0844817042435584,-0.10341321103582,0.0129322920067214,-0.0284682288877415,-0.0023622850639655,-0.0476891177038918,0.0975078166442446,0.0156869637346133,-0.226055690782156,-0.0820004906962583,-0.0446911180755315,0.008245502197864
stable,0.291520775774833,0.318626829874987,0.413184782415863,-0.107109468888439,-0.0157945627965416,0.144426818835582,-0.337677818755408,-0.14980265836826,0.351790608862165,-0.395909179007559,0.0337038838553375,-0.000340294610026,0.237288714578568,0.151485224286043,-0.0694574374261408,-0.0461541461769841,0.329212262016958,-0.0406548628685137,0.0181185832454201,-0.286983264689606,0.27102095502626,0.401033283390852,-0.078483162950229,0.0534262393415741,0.143445522700713,-0.299423346045943,0.348511742196488,0.344166982085961,-0.101422026111907,-0.213203440974587,0.228454975978618,-0.063951617546288,-0.121405028391869,0.0889987799189401,-0.108929793104488,0.0264580740143993,0.0876839071829505,0.197211988882096,-0.238687338779499,-0.0047881940037598,-0.000319137648266,0.0320842617144033
stable,0.0351857395268984,-0.101491233926099,-0.194132465559617,-0.0286923497263653,0.272607571501031,0.0917348754545126,0.289332492402063,0.31188043025672,-0.22346396090439,0.282671997214574,0.0041348918140322,0.171468675195532,-0.274665891349006,-0.0939782200035287,-0.0495771750273651,0.0869595791035953,-0.138044081235093,-0.087185278401512,0.0729371014073294,0.147198493391353,-0.0515982869511232,-0.0431377361313981,0.0734285699828302,0.134433410747727,0.0335512281294591,0.364910685269581,0.0529537598851738,0.052896159237181,-0.170325650928023,0.0916686193832061,-0.150574533334537,0.0878836142488467,-0.0485002430560193,0.169402652918209,0.074577533594144,0.0794249231405141,0.0512630107402018,0.0800637314168492,0.146529598822873,-0.0279793482993536,-0.0460389514682951,0.0342896704818473
stable,-0.0447506319271364,0.211244493166877,0.20883028952303,0.0519243050815256,-0.0259693035537462,0.164980400370735,-0.228425342095911,-0.325158824939894,0.323702142676395,-0.120317835278435,0.075665052524331,-0.228092267333878,0.31270331021864,0.0393816426599832,0.16326571980584,0.0970870856576609,0.131958028246398,0.069233408305361,0.0799832791246194,0.061272923488518,0.19425614866323,0.0295855440133138,0.0379968439324518,-0.0126810759280498,-0.0032888005142867,-0.0397002131307546,0.106004926706619,0.295565394418258,-0.0115073264172294,-0.134825791911265,0.0230649160802822,-0.0160077963180608,0.0228016245864337,-0.115284317137674,-0.0423238094256247,0.0480181223825629,0.0474867759846315,0.0143902562395267,-0.279608643953864,0.0544081696260181,0.0262073637834504,0.0494693558704539
