group,CD40,CD52,CD3,CD8,CD56,CD10,CD45RA,CD7,CD4,CD16,CD335,CD294,CD326,CD324,CD5,CD195,CD62L,CD27,CD95,CD141,CD35,CD57,CD278,CD11a,CD244,XCR1,CD2,CD28,CD38,CD71,CD26,CD257,CD94,Ig-light-chain-1,CD328
progressive,-0.0495767401344202,-0.125250662027064,-0.375010440802912,-0.185924533427777,0.0935387036235286,-0.0775756630962969,0.274883793145581,-0.0351902943435493,-0.226447031624821,0.194725453330753,-0.0523175366071602,-0.0670555453657317,0.0368508627614831,-0.0184348505003574,-0.456106937285536,-0.15682983039042,-0.214077787594326,-0.15211940500395,0.100875304933306,-0.237669553882547,0.0253585828249933,0.219120422245981,-0.0355463518268945,0.215903097603633,0.140106735192929,0.0482429443241834,-0.29651000594319,-0.216904056966368,0.0127787954191681,-0.270212820215134,-0.103288588364864,0.040162936233361,0.214759183695999,0.0647420880088551,0.219755010474425
progressive,-0.150856824961804,-0.15324243202153,0.0205932761772901,-0.0479325469914773,-0.362019019969389,0.123160632013192,-0.549550870238725,-0.42658915354141,0.208247947386273,-0.13149131562906,0.0872360903168978,-0.16271690954827,-0.159406152546445,-0.0880966975039362,0.147514604106564,0.0921348906755666,-0.0725821962110976,0.0621917852733555,0.0103460164304534,0.113228909898535,0.217670225887329,-0.555995567080968,-0.0463148355900422,-0.567519807905242,-0.30179221825732,0.046436662343783,-0.207600797491236,0.14777828650984,-0.0657012268156764,0.527638517654727,0.354386744565623,-0.106402428808244,-0.472927495445367,-0.111197322567925,-0.318219449075462
progressive,0.0746459047762937,0.127928199859181,0.380499250575309,0.135648412672938,-0.400766674428304,-0.163954258610921,-0.358689481223052,-0.430308019413989,0.103543510939174,-0.508016816569968,-0.362731632020282,-0.252176379677534,-0.043248582391945,-0.11810949214121,0.386370110317382,-0.146181993773535,-0.13634224312663,0.0441948255728462,0.140397269825267,-0.0867021773758207,-0.166454211768976,-0.0651665869897728,-0.0333999102886287,-0.243142746690721,-0.346465910845727,-0.229975813625415,0.166823145309667,0.0497594234151033,-0.464805798942411,-0.0554342825175354,-0.109869772158592,-0.121722263800251,-0.22981902189159,-0.140673724966229,-0.308221375725822
progressive,0.0691265709699397,0.0183828034195243,0.235726627448899,-0.131545195699549,-0.213533329854109,0.0367017448762797,-0.269372415413347,-0.233270950012298,0.266622053092182,-0.0192427151478702,-0.079720545756981,0.0771600038317165,0.269500772439252,0.0292041059657528,0.329311806353583,-0.0546712126199833,0.0222703858465195,0.104265445536571,0.19205747549994,-0.0754456978841762,0.0507137580829703,-0.204649344263321,0.291531203458726,-0.304936261428375,-0.212467329416085,-0.0153724441136004,0.105699478139294,0.120661050522557,-0.0174361097854665,0.26824081582573,0.165009942945189,-0.0480375523838834,-0.172821614390613,0.0987257563169013,0.0155424981359738
progressive,-0.377261018728037,-0.0790881266906293,-0.137545722694592,-0.0512576234288558,0.222936928398306,-0.130540368828133,-0.0786132360061396,0.0864490922321686,0.0305623820285756,0.0744379964108128,0.159801040076304,-0.0677220786099328,-0.173233804462194,0.0226323762251014,-0.163849665086151,-0.0678344778062962,-0.119727439223393,-0.116064285532457,-0.0542002932929652,0.0498935795541339,-0.0051450409710913,-0.193305438045718,-0.0554917314327332,-0.0662944336170671,-0.13307224437825,-0.0643761813829588,0.0600484131361808,-0.0883337860382331,0.0356349599837674,-0.162918473585858,-0.361777800542824,-0.394481820332725,0.0789917172863065,0.0081662973024069,-0.0384183344657545
stable,-0.0753018284853269,0.351348833911179,0.486770264182678,-0.0606014270041711,-0.470620963654746,-0.0941402429114299,-0.524713467886281,-0.408461784240785,0.470428401597987,-0.432757604833564,-0.175137767234756,-0.0553078824556368,0.0350763014216604,-0.103781710124101,0.576910007362573,-0.0351538690568612,0.258541351536379,0.344086033871885,0.08098127135394,-0.116349989724199,-0.0588727247465823,-0.217771373292588,0.102794700272038,-0.607847688970144,-0.475527381219582,-0.0509350166322611,0.22214877373274,0.229405055432916,-0.509342778502592,0.0109195942867914,0.216065918702103,0.0639290162643789,-0.295402291838721,-0.113560845331338,-0.555677825771919
stable,-0.0149637328452887,0.0761262864360509,0.120784867822669,0.0806894375813788,-0.0446380561686121,0.0436262475156688,-0.137296690725513,-0.218643457878459,0.0857861775376437,-0.149516477198826,0.0079468671845121,-0.0978781567724072,-0.151561044671772,-0.148696110897301,0.13644256461781,-0.0298974708046448,0.0151696025482844,0.167218875278839,0.0177911758118094,-0.0754759976909474,-0.0203208726409473,-0.0513770782378824,-0.0436498215099992,-0.0858289833238768,-0.163173806706545,0.002267050845111,0.065819265930029,0.081764657898675,-0.210992547367347,-0.147809228790989,0.0885706555432773,-0.0765176640655137,-0.101855621696832,0.0134625663452169,-0.197090581899005
stable,-0.0474411096994439,0.26877872667625,0.265297683792899,-0.0503471686007969,-0.153172766175705,0.0624977943846799,-0.288016967744422,-0.0460655521293017,0.19818064587198,-0.326087832224872,0.11868989862552,0.104838236498195,-0.0339669942152717,0.0870356906504611,0.171100449816954,0.0645421952947261,0.21236272188923,0.386371397445888,0.153681231671474,-0.129682119467966,-0.0875883309889525,-0.477964952984629,-0.180052770264261,-0.0980688832153055,-0.24382391673826,0.0882475268645128,0.279045245179977,0.279582606466401,-0.482669678856392,-0.0491187032653177,0.160095176183825,-0.122752466932193,-0.0040736632513954,-0.013501515109126,-0.0734551319375842
stable,-0.0057262484378536,0.457111266618526,0.577148722414093,0.0639269631012648,-0.486383780866989,0.0556124886932045,-0.322547206490182,-0.480928833934179,0.496434582462514,-0.355536283888772,-0.302348564315231,0.0566934233389171,-0.0270511239610524,-0.165759454739284,0.643750033897131,-0.0500118610859985,0.111718008642783,0.393059803505925,0.224937815435771,-0.0684753255402252,0.177138662192765,-0.035161605893677,0.315599418802997,-0.291606013308059,-0.451101515293858,0.0576090071892979,0.413359838625304,0.47384961305202,-0.0880534782207428,0.289834607602237,0.216518279084158,0.0931066562487836,-0.399897661760465,0.0066648172006582,-0.62146346726456
stable,-0.0994236549326426,0.156785923147196,0.251346895659576,0.0573904951585829,-0.299550528382286,0.0323955202043218,-0.0477995225670806,-0.373346320003617,0.176376259759923,-0.0256452055959164,-0.0393948505427909,0.0108492376963303,0.0729815235753236,-0.0190403574666161,0.223084701377484,-0.0310089902904017,0.12758178162825,0.0844855937588667,0.144913612598781,-0.0214699675191012,0.0705130475640192,0.149948454827094,0.187687341406455,-0.176565223653306,-0.235978608905588,-0.0202033128594529,0.317928220906977,0.168714985468412,-0.407364340946518,0.031740060234877,0.145001076208184,0.0587037249734397,-0.145406119623328,0.0471458596630921,-0.0853988968214393
