group,CD80,CD70,CD52,CD3,CD8,CD56,CD34,CD45RA,CD7,CD194,CD4,CD16,CD146,CD5,CD27,CD314,CD35,CD278,CD24,CD11a,CD244,CD62P,CD2,CD98,CD28,CD38,CD71,CD49d,CD94,CD328,CD224
progressive,-0.0870113731473834,0.022874490049403,0.0613850653762733,0.299317473293527,0.14482660139569,-0.272386734113107,-0.130505850779642,-0.104806219960585,0.0608353216118214,-0.104763164283573,0.134629609832751,-0.0871923439334786,-0.0294275123450568,0.241767828879543,0.158720075732069,0.170820351190799,-0.0395908631149052,-0.0442768718747353,0.0145396520300824,-0.17162787006464,-0.130795230671635,-0.15142648483318,0.314467978001981,0.0169875063372491,0.0541298596383541,-0.0760003267983042,0.116188750990447,0.0120847840540071,-0.290871672014818,-0.147102788641541,0.0614739303687496
progressive,0.171107558304673,0.0738251507503005,0.0392660557811759,-0.0377038249970581,-0.177385033430588,-0.0137607988888863,0.0209743161787172,0.207657090138498,0.031123295489057,0.0522918876785246,-0.109888379999296,0.0630074435409526,0.084860585241181,-0.224780315013358,-0.0135527452904917,0.0385606478190139,0.0743468579121862,0.0628204355730552,0.173440531682143,0.106980710912824,0.0172842577998505,0.123426655501589,-0.07799483318457,0.167346454677571,0.0447407249726429,0.0872769327711192,0.340044617449791,0.172096421537169,0.188080056675751,0.132642693380311,0.0075785070395442
progressive,0.0214246826581047,-0.128209193472043,0.184616941307506,0.0795897140366649,-0.128099410589848,-0.0591571662215594,0.138465662588581,0.165668171330243,-0.0633330927341729,0.0026195081652696,0.0850116577444686,-0.0141162458126316,-0.0660248789425724,-0.0477462334565681,0.0674247027381451,-0.0365014965146392,0.0970312881482782,-0.124305897975055,-0.0995699788666118,-0.049963941314552,-0.0950623021636296,-0.0602955568789551,-0.117065169891112,-0.0903966275194433,0.0103718317469846,-0.0084130576886249,-0.0039865882903759,-0.218125506542628,-0.0494163801617976,-0.185618089239835,0.065966913139968
progressive,-0.400251480188815,-0.327633257275065,-0.129959820659242,-0.117452957893301,0.0031138045530572,0.0858765939095364,-0.182643656578683,0.124445898293842,0.0908884450392779,-0.0360973458442857,-0.194302864572303,0.0972463307101636,-0.0252872036904611,-0.241735003837544,-0.14320344473544,-0.0404190726665694,-0.148928656524131,-0.24149745714821,-0.163072478788606,0.0188094043003281,0.0793546093601947,-0.0330045198953816,-0.102920675796086,-0.391384594644416,-0.145738575660074,-0.162424016353006,-0.257396059106008,-0.172629336582826,-0.0512289042799456,-0.042175677896477,-0.224540495138519
progressive,-0.152243449555707,0.151766722289312,-0.25003267343289,-0.174510106134911,-0.0820784788957756,0.033631590409969,0.132673919886002,0.105691830562917,0.397351687915725,0.0484248093007883,-0.354472212171597,-0.218417157859116,0.155473198809756,-0.0441207708725134,-0.0193836522489129,-0.0310381333329276,-0.474738509362688,-0.187977066545401,-0.224532949847441,-0.0347007522598848,0.142210119632343,0.268776698919316,0.226692939940814,-0.125028864075573,-0.109545107720898,-0.0256145845929013,-0.109918074143521,-0.17759406580178,0.0441650920293708,0.407936781604696,-0.117621866225839
stable,0.0173924553001573,0.106692530172896,-0.374837676632141,-0.569107555763353,0.0141347701891678,0.482544250283802,0.016730983370706,0.471259116329206,0.377984977225295,0.0157070419771739,-0.492454072056684,0.433789209307955,0.0215064047179567,-0.609028173320559,-0.406153875530606,0.125040192403141,0.0876391833546615,-0.154635829219828,0.110809709272827,0.516968521671731,0.467736294849404,0.0989056758527297,-0.279084757599441,-0.0299210593596947,-0.222236685137987,0.417895118762953,0.025281569696727,0.0926414565677956,0.325310665978122,0.579391622934151,0.0726048182948616
stable,0.147135087537811,-0.0801227388986724,-0.0654709152838088,-0.0807004854739836,-0.0636963157791738,0.263058231144267,0.0983378869683311,0.0616466239324084,-0.0263832792831032,0.0755572363554852,-0.0216672130702,0.163014051809182,0.144947930340606,-0.165967011047785,-0.103049903897522,-0.0136893961479464,0.172875925281062,-0.329925179706188,0.0477381118751225,0.0610705182524261,0.163287960367401,0.0821213698172007,-0.127344764819943,-0.0816867302850058,-0.0705915828845033,-0.044709352122183,-0.292696311883384,-0.371739551395391,0.0753434287933128,0.312337208935954,0.0878186180906502
stable,-0.0322234934057581,-0.122551389697519,-0.307021004399754,-0.420517355137824,0.149209887423835,0.329536025517891,-0.169414745540136,0.515466858998597,0.450156749426093,-0.396615739211888,-0.606301629190614,0.307752361052872,0.0678660904498519,-0.594687625359369,-0.395135359327807,-0.232110920539166,0.0358942300430394,-0.5059556900465,0.0101272515878971,0.0623691021796405,0.307391238962395,-0.0273760189945629,-0.29856978800464,-0.151488947636524,-0.432186475000674,0.0859181627731442,-0.433368648131207,0.044074137324173,0.380213884759399,0.53950511138621,-0.363728899401572
stable,-0.0471952654762989,0.0470568885692269,0.165233158717265,0.256033069924376,0.0415925326640326,-0.015545024839712,0.0564835567174267,-0.11877421959555,-0.107165127424975,0.113780325645104,-0.0710013462013991,-0.243865618916986,0.0029283747877934,0.0253205219780394,0.0264055656020363,-0.155412845645914,-0.0446492952105871,0.0783576241124294,-0.0014550173011714,-0.25878491573138,-0.204321255078348,0.128648167441275,0.129673808292953,-0.135802621712682,0.0869522831559965,-0.408265449095651,-0.171673540936882,-0.129263063413978,0.0673802325666521,-0.0482783925706931,0.0750635560458518
stable,0.118078653284813,0.141133642492484,-0.0198611188348936,-0.0238960577044343,-0.0214910699318,-0.0619638220263118,0.148215460950198,0.287532286006518,-0.0364788716339934,-0.0054099029085061,-0.16724599981943,0.127969081445102,-0.0023611211469386,-0.0829555076348811,-0.0530899844416332,0.19429355835063,0.0555169931437467,0.0283510518368702,0.0251163212394676,0.197373384894268,0.200443847510657,-0.0117003895980088,-0.0056686632023754,0.114848037561761,0.0028366078559964,-0.0690422930997239,-0.0416775180124582,-0.111895176069895,0.125847189422541,0.0922655644568709,0.0981841056941196
