group,CD273,CD40,CD52,CD3,CD56,CD45RA,CD7,CD4,CD16,CD294,CD5,CD62L,CD27,HLA-DR,CD314,CD57,CD278,CD11a,CD244,CD2,CD29,CD28,CD38,CD127,CD71,CD49d,CD257,CD94,CD328,CD224,DR3
progressive,-0.0244760731257832,-0.149276969786575,-0.046862178361223,0.214469294781608,-0.203886097159521,-0.0838740933007614,0.130549002083096,0.155455904639274,-0.0969741078601567,-0.0948559338162863,0.271529476238326,0.0606341238604599,-0.0224171902067545,-0.0548162925794339,-0.0160029488303197,-0.143534436174338,0.152032190019696,-0.170885801633401,0.0455044357856115,0.198898737257992,-0.0595756278954452,0.039991102529906,-0.0564319237620326,0.237470487729222,0.142057515562619,-0.0189330616032379,0.0149892694563367,-0.0322301184231581,-0.107646733797801,0.0174982574156337,-0.0495801913234337
progressive,-0.0008195065409559,-0.15327190222099,-0.130624370451738,0.0358105195811369,-0.40140617056187,-0.519925798567093,-0.412644378428507,0.177375184175072,-0.172085773715583,-0.167667528467511,0.136311518788314,-0.0743689350987201,0.0364625517723403,-0.0158709504933116,-0.122480341620528,-0.52356767275101,-0.0457641404334925,-0.589832520435808,-0.289687942838799,-0.249912331214315,-0.19741791792372,0.107065802457204,-0.135950858165166,-0.001327557383029,0.501404818021247,-0.0864336438051064,-0.0859176198983805,-0.521587450236368,-0.404708193779004,0.0589237376286308,-0.0728831146540517
progressive,-0.0478747253062016,0.134365455558312,0.03542753710106,0.201125233604183,-0.110403240657146,-0.0403940426635426,-0.0134138058764639,0.0368024055122949,-0.111308901180557,-0.187745419906281,0.0477250092025431,-0.24831211453479,-0.0240826672915244,0.0257050260580101,-0.138856736787667,0.0002436612025513,-0.0470966305750328,-0.0272276253289031,-0.059992000089907,0.0657894729120355,0.0092823988984108,-0.0753730231956016,-0.136886470302334,-0.0395307962174274,-0.125099337745151,0.0405941501744998,-0.031264008565644,-0.0744989196919884,-0.211967970913389,-0.101886345192622,0.0015339348988741
progressive,0.0809407755523349,0.0591584184676975,-0.146292940128295,-0.354793375277492,0.180303568444075,0.29672637638611,0.118466284168477,-0.428288608261085,0.233964583618359,-0.0632777170647273,-0.441568088499967,-0.206253055231948,-0.20293308685229,-0.10392967087205,0.115787717890162,0.205166173416305,-0.338835662042156,0.0766986210501988,0.32211704765454,-0.293096835964741,-0.070557501746948,-0.309108439518955,-0.0066932823787027,-0.132605456830307,-0.231766975706295,0.0547147079552137,-0.0938341884859774,0.0265543070709263,0.171608322913898,-0.0162683673175697,0.0670637166357344
progressive,0.278597657203626,0.368944908098273,0.0764529015252136,0.100120108088351,0.0485533440394656,0.0403493176767847,0.119063837039389,0.0051419359879832,0.0599938837435926,0.253045556742046,-0.060730188977137,-0.147286985788024,0.0635824529986232,0.211713841610833,0.0834560080553038,0.123378482975427,-0.0159933867806693,0.237275622500435,0.183222142806645,-0.0745828229928255,0.106991145854846,0.0095310784653382,0.155910778347256,0.37116543125793,-0.172627959270178,0.219647534768667,0.396118807544847,0.213305374693144,0.271084943836547,0.361709579711527,0.21970804717067
stable,-0.0067589075818896,0.0386622008354299,-0.416254202379493,-0.55795138392032,0.410281025137513,0.430235686226227,0.327804162216691,-0.565105891931013,0.303109881489281,-0.0391170479184657,-0.660979592513205,-0.322330135892658,-0.439483278092811,-0.0421384120979754,0.03498602478461,0.184211074540549,-0.224160824952507,0.529996730207949,0.42885104396413,-0.327660744641873,0.0074524825587701,-0.337944857994325,0.393069954414785,-0.181546336466176,-0.207935040681334,0.0024208596314273,-0.0905108061152828,0.26321347998173,0.546895730400317,-0.0756861660879918,0.0205236469659042
stable,-0.0556193399252969,-0.0459187288451181,-0.190162091586299,-0.510481277563205,0.414735180150041,0.199816601200358,0.392279647085792,-0.452590861584808,0.289994480914561,0.0022957181838107,-0.620543599428783,-0.290065631471881,-0.423760480146753,-0.449320689435634,-0.114648312122805,0.144524672694105,-0.560017702043039,0.445724822716565,0.440435956398949,-0.460039151741278,-0.539644190862282,-0.390341886514819,0.0767200560412371,-0.082958886250915,-0.639656425679885,-0.417860594930153,-0.156421629950254,0.136528161687207,0.531662172076098,-0.141790357417498,-0.0686803123857597
stable,-0.175484893125652,-0.0666338810147544,-0.322452661769726,-0.403226465803444,0.0549560943215372,-0.0104271819003774,0.0395575880812921,-0.232306335208366,0.384455483288474,-0.11936449732926,-0.348531390763457,-0.0233350714665697,-0.39427953582009,-0.0709400966514622,0.254910246826681,0.173447888316789,-0.247443766001581,0.223515827372082,0.269701587012556,-0.330040635968648,-0.208814220610558,-0.38115276419584,0.279650020117393,-0.331354420604339,0.160902035156892,-0.212106284391865,0.0699315588654719,0.0878827077952701,0.274103917528618,-0.0707917489549031,0.144121936549947
stable,-0.0607899708186233,0.0895956322588267,-0.116700232214092,-0.130040429628585,0.172003651582898,0.25134669033947,0.291829576628443,-0.0195846127798038,0.226405749485599,-0.0970248098256241,-0.0540487853604565,-0.0548381548641699,-0.0452494412665779,-0.125039622950032,-0.150288682307497,0.10599989089415,-0.0745216988325103,0.263615253869745,0.176151997568739,-0.0938834379968771,0.0461240687559963,-0.0523179370287454,0.238126363834143,0.0859873413606881,-0.115037552408219,0.0861193877562634,-0.089951166945711,0.0975822231656435,0.281233074967434,-0.0661770747541012,-0.0115263868464818
stable,-0.031247003579035,-0.0605627157157545,-0.387670929166861,-0.443422397841729,0.228613814792022,0.333936504936049,0.322745126669042,-0.390957502923047,0.305202305924977,-0.0723730832469004,-0.456834292478365,-0.158115031810572,-0.318630525617081,-0.162143971386596,-0.0316612739055837,-0.0594635908401995,-0.222140830490092,0.314107370112479,0.283353593065929,-0.496944789583314,-0.158529252602668,-0.275851117583531,0.342041210685386,-0.0687784496405408,-0.199272735386564,-0.123254718842832,0.071265799655431,0.0832084474799609,0.382768061153392,-0.199779351489725,-0.111831402054382
stable,0.0963768734116972,0.0431498644436617,-0.15145194024192,-0.106314406892229,-0.341400323864649,-0.142500818466284,-0.33306034101214,-0.0412077545440773,0.0611424614912716,0.0226456478808491,-0.0669042521443909,-0.434015717112739,-0.0509610181109718,-0.0914635864920864,-0.117815827463893,0.0528188307679063,-0.128914660800283,0.0132985041496188,0.214436922898434,-0.0309120942029472,-0.187819703132322,-0.141048151815027,0.0875596158932827,-0.0711321221943179,-0.0160727374978873,0.0437499708796667,0.0859824801909859,-0.43852254259398,-0.180954988296761,-0.0900723704349005,0.0311830084943742
stable,-0.0796970304019914,-0.0119346374837198,-0.30534245621957,-0.399923296976592,0.240867984486468,0.23748961325995,0.377873881875134,-0.3638448202989,0.250421952776506,-0.0128383123625412,-0.583523137757836,0.067523760592104,-0.156310292935659,0.0909534218666912,0.0227573682903819,0.035335636060454,0.0178361284812942,0.258940881067914,0.1911976432267,-0.535732917552221,-0.0880742538949904,-0.189268637973068,0.160616036677945,-0.145681625033015,0.0511270564497878,-0.0045053034559145,0.104909446902933,0.468122505543582,0.407543738876353,-0.071898573048991,-0.0280637116531761
stable,-0.0346429806903213,-0.0307656851199545,-0.308967832085522,-0.218425316594008,0.341351953919296,0.234527985824021,0.176220389427929,-0.405093007044017,0.368244377371298,-0.0436358189478478,-0.577695962936953,-0.306586689559191,-0.342774877575968,-0.411427706276368,0.0430903617877904,0.316108032998867,-0.471496156573794,0.312058253032013,0.230597257675317,-0.373977800559195,-0.371995902883236,-0.426378820848689,-0.157478090219469,-0.0694517474962069,-0.67452073798294,-0.368811152935539,-0.0334888420351852,0.452072225316196,0.323905966169147,-0.211790691106343,-0.0505488038695638
stable,-0.0202446123294025,-0.0758833524032165,-0.17478410179096,-0.42896734599246,0.355316560348273,0.123252485745428,0.452815591029954,-0.23319108256769,0.267608485349755,0.064597305199443,-0.459165252699975,-0.110686524636566,-0.251044237883597,-0.117239491608741,0.0443082418656964,0.238297947166345,-0.253250952415597,0.306479316047481,0.266345327291464,-0.367775416244242,-0.196604401931529,-0.21957906795001,0.273633057715865,-0.0261214712366411,-0.344445075922937,-0.129958829008353,-0.0248808689883663,0.364732200690855,0.650033911699791,-0.136903835728804,0.030136098956822
