group,CD52,CD3,CD8,CD56,CD19,HLA,CD45RA,CD7,CD4,CD16,Podoplanin,CD5,TCR,CD195,KLRG1,CD27,CD1c,CD57,CD278,CD11a,CD244,TCR-A-B,CD184,CD2,CD29,IgG-Fc,CD28,CD71,B7-H4,CD26,CD36,CD49d,CD305,CD158b,CD307d,CD257,CD94,CD23,CD328,HLA-F
progressive,-0.177588948071602,-0.209514931625915,-0.0405123429504245,0.209858501581401,0.217995158328907,0.0422793655759388,0.161760646286265,0.208377878403965,-0.207965495963554,0.133401405867078,-0.0453221706149187,-0.3310086658705,0.107820604923625,-0.0235706892787917,0.140006746736021,-0.144146007066657,0.0518151137489101,0.214977364807402,-0.0191087458995005,0.282965534200391,0.130275615463973,0.0074777018376614,0.0962145663360447,-0.222606662987124,-0.0584650546471162,0.017641410966627,-0.144704041232089,-0.146569939465686,0.0529037762731949,0.0321399150195964,-0.196563067438986,-0.0396318405446119,0.109607274287876,0.0064615598864868,-0.0204238223017479,0.0278948179814849,0.385944802747374,0.0720551542235748,0.292006837433569,0.0163227466975585
progressive,-0.119727793417625,-0.0049035019259402,0.209995214720953,0.057501997488847,-0.165409487218724,0.0069168133545244,0.0489116087368515,0.235466092998841,0.162978431017225,0.0257590247654413,-0.135175802635114,0.250129881596651,-0.13883725063254,-0.118386709539007,-0.0583819672510033,0.0244421935666871,-0.101631160351707,-0.0639633957564128,-0.0122594504864588,0.115654376628283,0.0431221430483098,-0.0463620217750091,0.0215536176705045,0.373696639599975,-0.12708937090586,0.06295145254834,-0.0178172780072929,-0.493436314854932,-0.116561069825963,-0.186759437639204,-0.462626346602015,-0.238842922029615,-0.0724246712695785,-0.0427872438777017,-0.121515999877061,-0.0748036861291393,0.0460114262880758,-0.135779424070605,-0.0208651850219397,-0.155384117498056
progressive,-0.148317931953241,-0.116750929372344,-0.103361137698603,0.333736516458269,0.0370905545657741,-0.0840821358896412,0.0983770761141176,0.109672513404232,-0.0171911670083438,0.310439634969373,0.0736821397517801,-0.192158331870229,0.131033464872552,0.0627452277352318,0.0843033041265497,0.0041624654592792,0.0824951822758041,0.0429505512349244,0.087077904717478,0.18013390689623,0.0735954320777946,-0.0750119886037721,0.108980326029013,-0.115551956414434,0.122662575759075,0.0203255767873901,0.043223893415693,0.0185410864304663,0.0144609135558323,0.187392071759285,0.214508043780195,0.0074808386720395,0.0835322288980968,0.18564654985358,0.108303693400372,0.251857852734008,0.111154376700691,0.0863636162018241,0.17102503720638,0.124455344422434
progressive,-0.0295965051926439,-0.300969059593187,-0.0056839979760417,0.207021413584512,0.0550257637922605,-0.0050689767115258,0.121764351804956,0.137001695591099,-0.262034421101671,0.11251586467915,0.0696649398533233,-0.16804664788469,0.106541922136477,-0.0992646609371632,-0.007382932178647,-0.162139018127021,0.122523751850217,0.232789941627389,-0.273550497057996,0.171005467258671,0.350106559427907,-0.0444397440519301,-0.20452292289939,-0.209007386450331,-0.0855070476461538,-0.137140342658955,-0.102641239213225,-0.151564050180511,-0.0009433991433387,-0.153942461335617,0.0834424643315795,0.0924424956514015,0.118147366398225,0.257834632590026,0.0497737336079243,0.0360037762064876,0.0500724740822941,0.170982991225821,0.0234589595955285,-0.0417066268331489
progressive,-0.246581783335322,-0.0441134665121097,-0.0694113650599089,0.0921327702024323,-0.110811934009039,-0.141630281534692,0.0592758966027001,0.166985029598439,0.0280235511345088,-0.20027732340071,-0.23104190781554,-0.0129219990273422,-0.0527087490908218,-0.0736552580801037,-0.199569409287469,-0.191969445652543,0.0411586780077449,0.185691793673942,-0.188446539738571,-0.150923661867903,0.0591948461375316,-0.234858645876396,-0.144949084428386,0.052060752546861,-0.0015706817612542,0.0721701010387174,-0.104187769498551,-0.0623750752754734,-0.131051760450323,-0.219526271224393,-0.0633850471173986,-0.256129548640391,-0.0836657386835229,0.36859496239159,-0.0541592994549708,-0.367327091284598,-0.0626879254624844,-0.0179217657811385,0.129765857874706,-0.367932643764905
stable,-0.342514833360428,-0.46382925209024,0.0786294942128605,0.275863662369354,-0.009078543233389,0.105677100663501,0.284096043209215,0.130694259637285,-0.342680886245766,0.379714682312863,0.0057737001996912,-0.426418979022809,-0.0354244486299285,-0.0639192032677037,-0.0210193790613709,-0.295554708760222,0.0427989361480467,0.0412859363382127,-0.093233615167992,0.264394524099854,0.218494233726046,-0.220548847728,-0.0167366638058722,-0.24484169199006,0.0691986709574847,0.0575071438063087,-0.106957470610469,0.218311175486286,-0.0151580924814538,-0.168268461876223,0.0830005622849719,0.162298330223856,-0.038890120808615,0.312032152976215,0.134318500891621,-0.129712505750241,0.0498124043852386,-0.119669151406711,0.286361982000413,0.0234590735913187
stable,0.0260001073776189,0.0044522253760064,0.214993687576083,-0.29982241416467,-0.228852432779103,0.0415894670126217,-0.138284769703916,-0.0735977235721854,-0.0374873189355613,-0.0717058273438896,-0.0996229596428658,0.156771528201647,-0.0548060729128134,-0.0887770367711962,-0.203353173337545,0.235733194188114,0.0496997683294302,-0.198762779140825,0.360529974448331,-0.123029170289818,-0.237619696558784,-0.0584416124239248,-0.0321279162369248,0.0554494709781359,0.427364005256424,-0.193272566302688,0.0783003838502675,0.520113410150798,-0.112013037048124,0.0779622451960149,0.107133130286244,0.443341712752293,0.144713869689058,0.0102697406599002,0.0052784944407854,-0.0831235419150303,-0.156127290901676,-0.0035235652321092,-0.260369097532869,-0.131634012729126
stable,0.0207653643091764,0.244901425523055,0.139051106465697,-0.223714861265998,0.12505552194453,-0.352495587901152,-0.235106604456673,-0.399184335786909,0.100675219639984,-0.472572476153734,-0.129103449072115,0.130749609411054,0.0889006780554224,0.143828485854956,-0.206024762199371,0.452409701767392,0.121505005479817,-0.0579660992858382,0.166127015053371,-0.214588891271038,-0.311555002462367,0.0473327054554277,-0.0322666088524193,0.0624545805446599,0.0389041870823517,-0.102817206537651,0.213679101565675,0.34867716696151,-0.0444130643963729,0.0811441303945417,-0.0049128033185583,0.0807905495570905,-0.294288714669818,-0.354856597778665,-0.0975173920483646,0.0008884376376274,-0.364038810909925,0.0966647744657494,-0.417451802758229,0.0747663051793586
stable,0.371744085161314,0.543632782159146,0.0904058731080121,-0.515054692110418,-0.0144962160443743,0.237875265828216,-0.408736038355911,-0.56546263752252,0.498475631648742,-0.402953765121928,0.0575621160368415,0.611319070294207,0.169756521494421,-0.0723364871870122,-0.133150809883644,0.377167438213564,-0.0672774732138268,-0.109044384674979,0.370084348640178,-0.285988420059442,-0.429443127809532,0.353272012391672,0.0961023371698322,0.384105885360286,0.272834413006078,0.144457313538082,0.359749758799282,0.384654666219668,0.0030056285217999,0.28497908052842,0.110423786971228,0.233518890447258,-0.365227494666431,-0.0194435267944112,0.102505406220648,0.0868301908068909,-0.403116083909021,0.0102992373791902,-0.591327749493211,0.0724527429089141
stable,-0.174253232389035,-0.0895533259560096,0.0039691918844153,0.239319642838352,-0.0398782011963074,0.0210978217959711,-0.135455847642634,0.0953144298774055,-0.0336180525628585,-0.066608170834328,-0.0881712491091746,-0.0888247198969344,-0.0518530765996345,0.109928876832527,-0.130398704774961,-0.0643642958815244,0.121577078980308,-0.0186917209714341,0.115607558264288,-0.0824684670747987,0.0607776128353251,-0.173967026701437,-0.0152221109104144,0.0655186472669778,-0.0419390193230414,-0.0711605775863129,-0.0491980876316012,0.155721130405138,-0.164903568624469,-0.12510800774709,0.129041212791782,-0.0038210999468153,0.012396070262011,-0.117338892858481,-0.0417333613249582,-0.153187655781203,0.196959052281358,-0.151694847658525,-0.25543445671676,-0.0679765194680698
