group,CD70,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD5,CD195,CD196,CD27,CD57,CD278,CD11a,CD244,CD106,CD122,CD2,CD226,CD29,CD49b,CD28,CD38,CD71,CD133,CD158e1,CD94,CD328,TCR-Vb13
progressive,-0.105221258164389,0.0347043416488781,0.211118506392562,-0.275280167950212,-0.150656774725164,0.0290391546484607,0.151719697419206,0.372707483402077,-0.119838609564909,0.242522257971783,-0.0255611135464422,0.176915773324374,0.0351553266996155,-0.0804007035183705,0.0432209477328513,-0.129953306966209,-0.0083138433225843,0.161156218354013,0.0561208707862444,-0.0234550289263583,0.0070660587492586,-0.0160873161897869,-0.009640796569068,0.119600204698112,0.0678588473424285,-0.053729899916847,0.151288312498054,0.0667141163889668,-0.0978958394716748,-0.0431465515942728,0.139096860218028
progressive,-0.0668949754554251,-0.112518453529062,0.0576996758099126,-0.41704137167809,-0.522209541348433,-0.461594596283073,-0.0163500174972576,0.190457464582885,-0.131721688822261,0.132917523089283,0.0684880957749483,0.083143830095068,0.07881178298757,-0.472838917512666,0.040570673229965,-0.576725264436358,-0.333089962271614,-0.14960956981844,-0.0789102353388204,-0.166903940860898,-0.0840762968260369,-0.141303605166097,-0.031382957395866,0.180005736258752,-0.0499709433873771,0.576689594192669,0.0806131133916722,-0.0550097504555986,-0.519304520764317,-0.394156421051594,0.0730712133804184
progressive,0.0410703589744313,-0.159716547369083,-0.258445624941604,0.203123491910969,0.0771123476650678,0.0564892529736299,-0.0997600894717874,-0.112557631604074,0.278376148160503,-0.267568864430306,0.248870066186373,0.10643104875051,-0.0112089978952581,0.0176142984140706,0.0692592161847315,0.0593440873811415,0.0952924735868143,0.0885652384911342,0.148765003470594,-0.187253781286735,0.0946854217979414,-0.121641369316528,0.176291889211028,0.0073736120580222,0.227767540578982,0.0002908599041205,0.193172502448255,0.273622986747175,0.209206147200287,0.196539763014835,0.188135073180988
progressive,-0.0317346529118907,0.0286312231718808,-0.28610091447873,0.285412933926015,0.275746896975102,0.258059697711303,-0.106927572283096,-0.259688316559433,0.204341252301411,-0.356313320472338,0.17294453122861,0.0007308510099448,-0.118371292073958,0.148403604833277,-0.265865217216344,0.229193958539971,0.398063798734696,0.0666944701068174,0.185801330255689,-0.0987402008283339,0.0585503425865964,0.0252611261703285,-0.0278423353529281,-0.18408608027683,0.190493764599418,-0.29365534722474,0.0306393793165686,0.136612395204541,0.0855649377574481,0.214679818099202,0.0863171955932515
progressive,-0.0284918752733376,0.0361716025681458,0.0008895172485638,0.111435524345666,-0.196375105216301,-0.0266399945781353,0.266736978319301,0.133626061487715,0.0856791501923381,0.260588302965783,0.315665391771873,-0.0160606969805113,0.19685779227924,-0.295247143630119,0.134081543969447,-0.0397458970919957,-0.0848428485456301,0.052646978810587,-0.0541161930850497,0.210874239558043,0.152140245232873,0.118047513546812,0.181715662920225,0.177944612001561,-0.0956006439634814,-0.0126892933598521,-0.108753197636045,0.167412986422548,0.133450696781002,0.104040670000684,0.0633028340282915
stable,-0.257650400161827,0.0025792751056223,0.226604623255595,-0.463911683497398,-0.271377056660686,-0.284550896383091,-0.152707767365047,0.184129352130749,-0.292181238958355,0.31641930490736,-0.21827083770376,-0.101912712191062,0.0876843526862523,-0.32308702597723,-0.317280811658003,-0.545057465442401,-0.376745840270713,-0.40668485646909,-0.417366560940738,0.0169908819009105,-0.417871031195928,-0.410497804562498,-0.406548930028466,-0.0366618768132369,-0.474696149545252,-0.327697483579612,-0.137509692370364,-0.218201495737994,-0.50765118906515,-0.537354268665446,-0.308940957491916
stable,-0.121384094038127,-0.035196198451742,-0.115232379853741,0.136228980595843,0.146385659566829,0.111347745582788,-0.124790612639508,-0.179699092398042,0.0883298495188081,-0.303495273245138,-0.162266924641506,0.130213345432039,-0.0987573776707966,-0.0373655983827315,-0.318856801595755,0.137512211237314,0.230748500801592,-0.178405105690432,-0.0215431971985297,-0.100480977791631,-0.222948151844842,-0.354443312058468,-0.123265814316227,-0.324577890023845,-0.0339513956850246,-0.358464873976428,0.144926476997774,-0.164044341577584,-0.0232828253495126,0.178828720862753,-0.0966150240882763
stable,-0.138107548892743,0.359154982001008,0.468528635066762,-0.214088921522042,-0.436193130752925,-0.331547710656371,0.201064234126224,0.384214449829377,-0.486495327417268,0.387013689258345,-0.194550135088725,0.0513033601295282,0.494526093233742,-0.223596164860039,0.306036582290635,-0.0499860641447399,-0.31980261077709,-0.141892314215505,-0.165876875581895,0.488209396593642,0.0284654258263829,0.166834666701709,0.0269317473795797,0.362433185220753,-0.35928831717574,0.228816761562792,-0.439203433833744,-0.0394997458252035,-0.103699044176422,-0.295494128456303,0.113655159450596
stable,0.122175460084064,0.442101718713422,0.670777391503726,-0.48934952823817,-0.487540212743873,-0.55111522316406,0.0617674807881477,0.503401800272903,-0.445658786064445,0.620883472561477,-0.0328656085164744,0.0429330214252704,0.308446521335506,0.0324484033344318,0.433395301245314,-0.252624884510454,-0.446969061757855,-0.0163800136546889,-0.165374232091535,0.473671392238964,-0.0211108335802345,0.284850128478834,0.159321861220471,0.407490496104157,-0.144150745247062,0.382505657838025,-0.0627145215933713,-0.0625575645719517,-0.290534980368341,-0.529555232172701,0.198794071927805
stable,0.0778051663019941,0.275633507561251,0.48073950579772,-0.237014040431481,-0.2916734003287,-0.371785480011934,0.181314227355834,0.430934188884054,-0.132757957801363,0.494801348293009,0.0054150587304753,-0.075255872196142,0.180235829695164,-0.0618083193167895,0.182667089735163,-0.172676902732529,-0.142559589153621,0.106008422170335,-0.0932675021405011,0.29358921397352,0.113085475013951,0.145695760412146,0.158855953507099,0.199151757391734,-0.218384841070863,0.172457533551091,0.0186079172612184,-0.0791853799822893,-0.331700899032808,-0.348443110191254,0.0524592432006251
