group,CD137L,CD40,CD3,CD56,CD45RA,CD7,CD4,CD16,CD279,CD5,CD69,CD27,CD66b,CD57,CD11a,CD66,CD244,CD62P,CD184,CD2,CD81,CD38,CD71,CD26,CD307d,CD94,Ig-light-chain-1,CD328,CD88,HLA-F,NLRP2,CD224
progressive,-0.162089202652269,0.0111460137440643,-0.482544139581916,0.471989046111201,0.228779039448282,0.168734653945826,-0.344800434268899,-0.0101818126967572,-0.0208360026123643,-0.505650876102985,-0.0930561644482074,-0.302294314172057,-0.267440838534762,0.272024611410147,0.311529460584425,-0.0280168811408037,0.0994774447556444,-0.0154297624907932,-0.102450804011995,-0.241072727713306,0.022709862671943,0.0041719556057116,-0.133044996783543,-0.306543172545396,-0.0766357983435657,0.333736128305205,-0.227611302082737,0.385083773768632,-0.23152518053615,-0.0376148885435481,-0.0310742741581699,-0.302336470933744
progressive,0.0851304782775087,0.26568592423748,-0.204674270525848,0.320443265458254,0.440553436345352,0.224317786257179,-0.176291996952903,0.0806718896905866,0.0887913233406488,-0.216555106318593,-0.159410235566906,-0.0983073814793172,-0.0681449471431368,0.414078626142785,0.404952330633662,-0.0308300092510246,0.298237031751443,0.191623353664258,-0.0043021238932648,0.0063614020301615,0.0335011135709189,0.118981987903876,-0.0904398860564081,-0.185471086319234,0.03491436724031,0.426019713422457,0.078640431881594,0.262376186398451,-0.0415783678356654,0.160027955958253,-0.0082325845782465,0.0080188645135326
progressive,0.0487112931878769,-0.0430059292324528,0.0293950132618391,-0.0467975140573827,0.0393218272825739,0.129602261006445,-0.110374553927245,0.0660450967202427,0.0064187002535658,-0.074449377056371,-0.13444663525228,-0.0886854528868923,0.02735223304823,0.12288421036451,0.001321591025854,0.131440888700062,0.275969518844797,0.0199053757873394,-0.0009303634587249,0.18518156541351,0.10582135106251,0.231678259592354,-0.037780565286081,0.0704662687311487,0.0148380585957331,0.0884095499802209,-0.012737499598385,0.0603454611904225,0.0881654392223536,0.0751242245692993,0.0168780898520477,-0.0288672347099306
progressive,0.327257581578296,0.275537609675753,-0.15483402527288,0.278927545617208,0.242145561384248,0.0802751966833861,-0.144154019972973,0.537574134860009,0.0651961678282587,-0.101958920722519,0.370263600226004,-0.0598437967346472,0.524475061426847,0.284487857244234,0.155218735725778,0.42154191502504,0.288537009251834,0.116649888966415,0.309411551800849,-0.233951159790204,0.245674009085098,0.129219657929458,-0.154758334243602,0.0743082802805287,0.292828146526962,0.276532562858442,0.354393927802234,0.310417734286359,0.356539435392442,0.147851575642992,0.266164087446483,0.32504608999737
progressive,-0.225190991607928,-0.417521554316579,-0.279868482464804,-0.264539963352068,-0.166326396437427,0.118632669497084,-0.0924905735838491,-0.321065830609319,-0.127624189052151,0.101355927854662,-0.089194380739706,-0.206770272938929,-0.259149672647615,-0.0264917379985173,-0.235614416275228,-0.502792935429264,-0.0418793469272332,-0.124785835817542,-0.364080971777891,0.236309456807172,-0.208926045523637,-0.294912173222426,-0.0894611922362131,-0.2385491831118,-0.0932915621618519,0.11061306021871,-0.427513367835063,-0.0707365645015015,-0.404149958476195,-0.40035344728369,-0.147513427192271,-0.401029857758205
stable,0.0238140985821539,0.0944754119142638,-0.533118885712599,0.459293797481741,0.40597464563789,0.364417950409934,-0.558355557475205,0.296528586796219,-0.074684511901481,-0.67993156305154,0.116450584327068,-0.395522471438969,-0.0450018125670439,0.203980913935733,0.581674487656663,-0.0077139528841903,0.426281564176845,0.147935425597201,0.0103440865385347,-0.264531917427518,-0.0067359585619642,0.45673231616026,-0.0770542636664907,-0.236025705155994,0.0193565801289559,0.348932827916568,0.0162491897090361,0.586976028881516,-0.0012584066565767,0.0006290878373008,0.0025809030316682,-0.035157897741913
stable,0.0829727660661739,-0.0052370483224065,-0.222879001444887,0.268015227827934,0.116119337780518,0.244081323215038,-0.114033608224359,0.0607919688244873,0.033371364128708,-0.342664753986404,0.0756509217853356,-0.319556144436736,-0.125914662935353,0.135764400092768,0.182755714507347,-0.0414358802129992,0.280745362466972,-0.0625060841743267,-0.112006480974396,-0.332785237714998,0.0337884658690343,0.101999846039716,-0.136793817088135,-0.174883930123682,-0.0532422562323232,0.0737865961889614,0.0941102452717477,0.312299715215037,0.0411708603847719,-0.0617191751260208,0.0202596025580566,-0.0080461942136323
stable,0.206918173913245,0.316441760349419,0.306683634710309,-0.247226219090611,-0.320751612301503,-0.225731560823128,0.369147849101329,-0.174003780722632,0.0318960629631394,0.484548355389173,-0.206390688232389,0.200888110292406,0.157245391536147,-0.109433432341212,-0.101636472308319,0.0480102995670061,-0.297808988604495,0.0947970068102374,0.143944387332843,-0.0803181397670617,-0.0676410181752557,-0.185356036448208,0.205418489246785,0.0099371635776703,0.0247130379652113,-0.138337139728894,0.0105358181846229,-0.255240046714225,0.104199081845153,-0.066376211183431,-0.0247850573304212,0.123056094482334
stable,-0.0453194441538228,-0.0057437752148825,-0.466379927859676,0.469894613321044,0.3574922672384,0.493276683935838,-0.275721126343844,0.469569180610933,-0.058392792997728,-0.476971373785405,0.0009299019622161,-0.363443910433305,-0.0812452564354737,0.121994969617971,0.277835049298684,0.0465935025086276,0.465933835423517,-0.176376795382709,0.128586366868624,-0.239517118117139,-0.0383926382956385,0.237421146550121,-0.0386681383667916,-0.133379193778073,0.0149293269510557,0.336763007347227,0.159132439293722,0.46050547039336,0.0261175862993794,-0.115660090316675,0.020944247331183,-0.143477568499729
stable,-0.120132992283316,-0.0998780871866283,-0.429070211716017,0.465549739188415,0.311351496043877,0.481963926717317,-0.453146822337041,0.17652313509468,-0.182714732886715,-0.495701250427625,-0.010259659780911,-0.210441633837148,-0.022520981006864,-0.115473760291595,0.225892076010557,0.0043814533220713,0.19188249662705,-0.171172069763717,-0.0835811936020277,-0.241151998680247,-0.0747940563234456,0.190856775420194,-0.0244570561830357,-0.273700733800752,-0.0476602988210638,0.477739144542745,-0.0229757326561839,0.454165596484877,-0.0917074080156325,-0.0275504170622951,-0.0485596636464838,-0.166819587557274
stable,0.0189393813976926,-0.104896921809574,-0.240915202042258,0.321348752343384,0.142509127803136,0.27756739294979,-0.445409467447,0.158958939800856,-0.0228144057748205,-0.403578008340199,0.034662097671829,-0.15805233171033,0.0654723331953765,-0.0563156857411822,0.0278362320021782,0.0660510618749279,0.221158454096185,-0.058132814555904,0.0035199937009894,-0.320478026541253,-0.0666667584537394,0.0008865987835375,-0.181047326304577,-0.12957508928961,0.0222681943782126,0.295725303191493,0.182399300353998,0.358234395426575,-0.0994159865099619,-0.0104824179312186,0.0231939640318156,-0.0677015109119335
stable,0.126911362648529,0.184509541506934,0.190277786698262,0.12514125103689,-0.163244627787212,-0.273454989088138,-0.175040893577046,-0.142323656651756,0.0019902118586378,-0.051598766123619,-0.119987184982732,-0.116614666108326,-0.145103855048017,0.164976726472278,-0.0902016144299215,0.0265248712294534,0.0378414747328661,-0.0899322200105543,-0.135848105122064,0.0616893264998561,0.208634233944762,-0.124916910153794,0.119100362499381,-0.139988312192544,0.0140049869596273,0.100626324894429,-0.0379046260684935,-0.0570209588204248,-0.016293985278446,0.0093196957558642,-0.0252669721945447,-0.0583123982648506
stable,0.265357614511851,0.217969833580048,-0.117483288180633,0.332226163544682,0.370631167360566,0.386500623297149,-0.136033917816832,0.428953295042746,0.149178053290105,-0.268552201099473,0.207775552925191,-0.154009765761546,0.197567235540998,0.265479019179972,0.525995719302407,0.163294823643632,0.463931363746964,0.155659949859636,0.260256061677408,-0.183449365941296,0.137626630058164,0.296940936353661,0.208038714304338,-0.0056260897057429,0.22037250813162,0.644722942201552,0.244707896580315,0.519544191225183,0.250820027513357,0.19489171258735,0.209632373157393,0.172021061357129
stable,-0.0717637978627451,-0.0774268649527341,0.0035207247437533,-0.211004941408769,-0.0317976656236236,-0.128357997285535,-0.221264971549618,-0.0842265141490436,-0.155207784954911,-0.248852315989722,-0.086736820490497,-0.211235462611418,-0.0884806853450769,-0.0356010882658819,-0.037362083354399,-0.0563842907200139,-0.0501858108982166,0.0038485934319932,0.0630170475945055,-0.235748957923516,-0.162238913494677,-0.0893071149124105,-0.473886398399061,-0.177841582232955,-0.0725485838512047,-0.0230768884057816,-0.101114401642238,0.131714086114184,-0.114972528065347,-0.054445921688988,-0.0724065591111816,-0.202820338123225
stable,-0.452033131759057,-0.298841515563554,-0.518762993748502,0.181697277023979,-0.0179484802438136,-0.252150825376492,-0.26061587068821,-0.182443699829128,-0.453857207163536,-0.382039699136393,-0.404889455032398,-0.388192797732038,-0.0989775515823226,0.172228167650328,0.109418529028676,0.0426224075680236,-0.0847967642203052,0.42368805314276,-0.525677295151172,-0.505477248392309,-0.515720774955401,-0.105559294890599,0.349603115885661,-0.417967436408783,-0.402892293998554,-0.0269564612426091,-0.0739690579242093,0.288155911455228,-0.104750343669783,-0.114673477039595,-0.528595594224247,-0.207893324148543
