group,CD52,CD3,CD56,CD33,CD45RA,CD7,CD194,CD4,CD16,CD294,CD324,CD5,CD27,HLA-DR,CD64,CD278,CD11a,IgA,TCR-A-B,CD106,CD2,CD29,IgG-Fc,CD28,CD38,CD71,B7-H4,CD49d,TCR-Va24-Jz18,CD94,CD328
progressive,0.0336904187163706,0.278499258151189,-0.242625700360035,0.0689137686408185,-0.252574370450291,-0.0247328985057365,0.162501861552744,0.209176218971164,-0.0010904186475871,0.221552823670788,0.179390534891578,0.271703575259612,0.136959092556764,0.181872660721842,0.172117002072103,0.198750451338963,-0.218378181232753,0.122080763949535,0.204700648457768,0.0989064498210851,0.1562120560116,-0.127473699762936,0.209676833573825,0.245711285165174,-0.0668676297807815,0.157187697567657,0.213835740472285,-0.012754217179562,0.177933161711418,-0.066246732409729,-0.0867415454471348
progressive,-0.0098965964854135,0.0675082706747477,-0.0721529058374184,0.0437734296726809,-0.0164926044812201,0.110343292424908,0.0163653813154458,0.193372433185745,0.133460368589835,0.0398628979268158,-0.062430551807285,0.104905107883199,-0.0582331874779125,0.0086387815340191,0.0585239665809019,0.139975725401228,-0.0742144460581181,0.050265737803405,-0.0119215543348129,-0.0212548569481303,0.0716250688907455,-0.144950648790079,0.0416339768342664,0.0448176056100051,-0.147222690293333,-0.217905710812034,0.0430408912881937,-0.175275768480089,-0.0423796661810412,-0.143028797041655,-0.212302449278156
progressive,-0.227017766784735,-0.44681759689281,0.243277121429545,-0.0475265788321417,0.322615106551934,0.249279791335037,-0.127884917822035,-0.135008997955506,0.2033473039723,-0.0973060461108166,-0.0243678586373995,-0.433415943391123,-0.179270802595587,-0.078379086898838,-0.101106480929483,-0.149531555908937,0.0888541199130377,-0.108895210315171,-0.243869266703502,0.0415123572410437,-0.210292343767055,-0.0373764559313346,-0.105824644400678,-0.283899164811489,0.179951106097884,0.003046634249941,-0.164144897779903,-0.23083611775594,-0.0084977573280639,0.07281979157039,0.0315870832146387
progressive,-0.0022085104957316,-0.162644602759361,0.0976354615816081,0.101028920214712,0.207181584687675,0.191778961249403,0.0925286185075963,-0.293803841436678,0.297206198286914,0.0193714249919261,0.0480917364485837,-0.241081333351408,0.0037981073452152,-0.0882675574318752,0.13985912172536,-0.283454264665771,0.112657816340202,0.135011201301803,-0.0969009793262115,0.0934210763734074,-0.175393149861949,0.0001088724325841,0.0208342567687793,-0.225805801328257,-0.087505386041144,-0.384464481522096,0.0655035289582926,-0.167286387962755,0.115713932015954,0.188957152813911,0.2459093450144
progressive,-0.0447988278120661,0.0128815275625354,0.197441481799564,0.176023139354604,0.174036054630955,0.462457986803792,0.260652345782453,-0.15525432973717,-0.0092085067963727,0.135938930396925,0.0043570349952066,0.140955602293292,0.0699644610945874,-0.0171617933759587,-0.144594531996629,-0.108448307622347,0.0053835386928012,0.0994734443600506,0.160521372118873,0.229646498969478,0.168837217946799,0.0493686835939317,0.032079119066354,0.0804846625961898,0.251981127407185,-0.0669954512218048,0.14709323773186,-0.032421461853214,0.226788466930946,0.168647162306153,0.47870415471443
stable,0.250853645254163,0.146317956091296,-0.188279780749247,0.12818372452453,-0.384091471499276,-0.29927908469734,0.151040861443356,0.354405028377888,-0.219376064812671,0.154844856696097,-0.0329524021088357,0.385173249102213,0.129495970259939,-0.0282668467535909,-0.0077459261507335,-0.0096467257883478,-0.594959696959108,0.0640683177176184,0.204092389923904,0.0187703617787158,0.0449585278558539,-0.0836342281140563,0.096983186619708,0.223896324912187,-0.521824189358854,0.162138412043267,0.128301241375741,-0.176957544791423,0.119692759878109,-0.0929564594585207,-0.296421354550316
stable,-0.078310014472583,-0.255513676152222,0.256387232444347,-0.176411943518886,0.0822672952793267,0.0916664410453584,-0.178282007499779,-0.261166906348507,0.120100189578029,-0.0324895610092495,-0.0001021850269144,-0.407557815893357,-0.257555392010861,-0.409749936622946,-0.0045967847192925,-0.509243035495861,0.229041310852057,-0.0067225546688737,-0.109449824512479,-0.189231305390282,-0.322518488294173,-0.549797093152173,-0.0491992955319177,-0.258181535708504,-0.184538917316162,-0.671284057301795,0.0032100760989508,-0.400125873986994,-0.0456526648582418,-0.0118325335645123,0.291875313114289
stable,-0.380922922802517,-0.562974122742751,0.456237457397716,0.09127713066783,0.649391475535298,0.418110801610741,-0.454493168089411,-0.622755518636662,0.415630563291604,-0.0857680271168965,-0.0477989705100431,-0.653635290215813,-0.484865162483157,-0.252217222086408,0.0434187128959368,-0.416202990276895,0.0969779017292724,-0.174204350322953,-0.403147939299846,0.0645001575516844,-0.373106427156137,-0.0787883485679656,-0.187441556154431,-0.505877773896606,0.301033562863447,-0.207017076711741,-0.066547704943558,-0.044900577547073,-0.001982516160123,0.439413538976351,0.4915763749782
stable,-0.505096611161401,-0.659400779974125,0.452123156964838,-0.0678377040602692,0.402764056106904,0.409014129774049,0.008164867723133,-0.529639530007936,0.373147393767591,-0.0912444548482849,0.0242130360125384,-0.747992589599044,-0.449134767638425,-0.436412919832553,-0.0601244619836001,-0.471262333543984,0.320914464988839,-0.084820561048307,-0.460827448254808,-0.0378266853791936,-0.600998054460426,-0.32133305316832,0.040045256848948,-0.525520574690469,0.0996438325934737,-0.388755234080077,-0.0670032298126308,-0.306105732166923,-0.0883600024025134,0.307365922623387,0.584496026106034
stable,-0.0090755386726611,-0.0945575623927615,0.189685898139766,-0.0845987625851732,0.0220409322698186,0.208234278358023,-0.016792866250977,-0.100904424662941,-0.142431233737771,-0.0080299388152436,-0.0028157469736012,-0.0887751105637648,-0.0177984883701429,-0.129913576379652,-0.0917277428005404,-0.287176789608398,-0.247499814390206,-0.0710078698954565,-0.0786956532813371,-0.020156152664757,-0.0545070945400775,-0.185815097993048,0.030681437988284,-0.167131847022712,-0.349360428048679,-0.235532738203044,-0.0398320569421873,-0.181767069291381,-0.039463564792375,0.27067304452819,0.166804339726491
