group,Podoplanin,CD5,TCR,CD1d,CD57,CD58,CD96,CD178,CX3CR1,CD79b,CD2,CD226,CD71,B7-H4,CD204,CD158f,CD307d,CD94,CD150,CD85j,CD328,TCR-Vb13,Podocalyxin,CD224,CD3,CD56,CD45RA,CD4,CD5,CD32,CD223,CD57,CD11a,CD71,CD94,CD328
progressive,0.02464051401348,-0.055426164416634,-0.0727211677025703,-0.0968510104740512,0.0121129612466099,0.0676366777522842,0.129640257509394,-0.0132535839482465,-0.0758516804442055,0.142102281040372,0.168895980201633,0.13585252084967,0.0477010056857001,-0.0477963149003316,-0.155583705855705,-0.0024461720527658,0.0019251305371493,0.0925660895833881,0.0211798195672097,0.11218598552958,0.171719065479105,-0.0654106445723037,0.0709920157091869,-0.0665231332279893,0.22343848169227,-0.244579707626651,0.0613012280751976,0.209255229685672,0.345886007569465,0.0786821253944379,0.148697250579087,0.0112912740888749,-0.0651810077126304,0.128549833518356,-0.0090377003470473,-0.0277965561204168
progressive,0.0640486344651824,-0.194281372826663,0.148245642626952,0.144919230873927,0.0318206133964722,0.137614698049023,0.111890820664046,0.0601345098478369,0.152141429854334,-0.0377959201890198,-0.367378569299704,0.0870336148758322,0.51441866113405,0.0304521449564725,0.0760828197979444,0.067995448175727,0.0558486845879983,-0.0158085921810132,0.0741237684818068,0.0760911183885389,0.012813565099963,0.131129412658326,0.0568586986767361,-0.0407458412194513,0.0691581511086218,-0.344805090453294,-0.602262408959775,0.21154684996539,0.166254851889205,-0.0082243718514742,-0.0126638257258809,-0.530710597304904,-0.531467540845466,0.329051932906123,-0.502206948016545,-0.394560205128742
progressive,-0.0069556384653833,-0.0519903262525059,-0.023073914019005,0.0395844744243739,0.0766209196319344,0.0075352723767984,-0.038489745122932,-0.0247368003963747,-0.0412766338272306,0.0282086000225838,0.12068140448061,-0.135012271161663,-0.0081424340390818,0.151396144363373,-0.0386579167137439,-0.0273536975687079,0.0065100703982799,0.0426675767499889,-0.0071031307486193,0.063166395937678,0.131166828893915,0.0587748757794038,-0.0622118967167959,-0.103667976651611,-0.326993444019398,0.226030758455943,0.0740317008101474,-0.0690176133591873,-0.196428954983698,-0.0007311211901175,-0.0119103917330331,-0.0358813681979394,0.0656692730343918,-0.04884310130043,0.090434866860342,0.0874643477694635
progressive,-0.280620579440047,0.0526409868061459,-0.233879219828358,-0.197568125032013,-0.205879370374117,-0.284062578968727,-0.330996619772786,-0.250817052234288,-0.202745389821512,-0.28716284182939,0.106457581231946,-0.165416219885408,0.025119522398044,-0.236771372281061,-0.169384860463078,-0.307045811797108,-0.28066362824864,-0.137496690072716,-0.188181094722017,-0.210323964974566,-0.193868768967755,-0.2191675856163,-0.254669857279825,-0.308445576279876,-0.173345632766932,0.216500272837148,0.306245729747521,-0.450046147863351,-0.332692294725401,-0.0203585576143755,-0.0290657104932719,0.243936541881988,0.281111288049049,-0.394189897869732,0.13686603379296,0.0909384080339304
progressive,-0.185055296914514,-0.0459805126680118,-0.208060851674297,-0.242357469382757,-0.381805543168266,-0.29138981470948,-0.0586300844790948,-0.0937897483383322,-0.263419371310688,-0.28677488015743,-0.117215003628372,-0.211406864351732,0.0247089670173373,-0.177012601910141,-0.0908799143093166,-0.286336828127763,-0.340602505096393,-0.279691702837781,-0.362913012691041,-0.257931918401327,-0.216214812574712,-0.265236716176991,-0.23945064056155,-0.11309202228159,-0.0063584010730673,-0.109887351231789,0.225507502160699,-0.216282682494546,0.0623975436903424,-0.0707352277690867,0.0984404667428256,0.150806324790146,0.0048298032843988,0.299822221734763,-0.167660921590912,0.19936250387161
stable,-0.557891349935732,-0.332452318954064,-0.519124402593919,-0.505394061024093,-0.192804952323511,-0.525834846015641,-0.502038790515229,-0.5345799085114,-0.52934026819111,-0.508338432198406,-0.274991393122959,-0.55115505389437,-0.22120093740407,-0.537472435573469,-0.53048353823498,-0.607394982499579,-0.51309406196568,-0.388359365817584,-0.539815595744259,-0.559385684516189,-0.227120589288059,-0.507565020468114,-0.546375369060757,-0.503136377514504,0.588880177166876,-0.467938665354747,-0.427509295984387,0.569777571797715,0.691411824280599,0.011287069661637,0.0264580719850489,-0.175334670713632,-0.539904343125917,0.0109478585765144,-0.300332493999319,-0.571855347503933
stable,-0.0230576556827474,-0.48161249033058,0.0087647383693837,0.0960234594745461,0.287239054260833,-0.0290744858454658,0.0965423408281883,0.125783892757648,0.0426269544606242,0.0545813868763324,-0.304980626695931,-0.0100468356022549,-0.402406085281825,-0.0087417413357787,0.100917911586485,-0.0012257437528113,-0.0029731333734034,0.29369313906797,0.0332440426222902,0.103586854328311,0.529555871592978,0.0931084112933453,0.0410905350780087,0.0735806708765703,-0.296136644217125,0.361260574984355,0.218351259463576,-0.231069536512593,-0.39482196130315,0.105603257003369,0.135947993249348,0.194728345252572,0.410036455599403,-0.415941134544745,0.306371935336093,0.497440685415375
stable,-0.246314321685159,-0.169868178642882,-0.138725887643714,-0.102349614927591,-0.0308610965671932,-0.225639192291421,0.0341551129022247,-0.0254716773622278,-0.06989757090728,-0.0339241946595348,-0.0245633921180634,-0.115942206285281,-0.0418072690177053,-0.0158081752590687,-0.191406435864281,-0.144533974787875,-0.0219955628978854,-0.193502990413152,-0.071251477685152,-0.184248181583522,0.0942555978545956,-0.0027383899755236,0.0468095145594259,-0.0470403036656172,0.058221602920936,-0.0896495854820464,-0.344224747666824,0.108240782532334,0.20053803897535,-0.161462774129467,-0.176934323480384,-0.093162387682512,-0.0585068684517133,0.0469564033785095,-0.0697226199544115,-0.200051071053188
stable,-0.111660602158488,-0.643079123475197,-0.0729715641732118,-0.0513427474741424,-0.0073258887283721,0.0200214434252647,-0.092734354797815,-0.0836221850880858,0.0010574944616537,-0.0185220493806211,-0.547690663688178,-0.0043038240928077,-0.30099620300233,-0.0227524272109162,-0.0864067620313124,0.0430352068709595,-0.0231634999442108,0.17369988920988,-0.0895059083927248,0.0326124896382461,0.510325774166221,-0.23551289273608,0.0766266057519044,-0.24375532886507,-0.256524674550292,0.279903770591556,0.169454845902959,-0.373904930334984,-0.411598104041759,-0.127011004658714,0.0437597708746569,0.255510168284289,0.0890402330871955,-0.492181517135197,0.0471710883400716,0.184867227428186
stable,-0.111887471913653,-0.0563074308285296,-0.0632749490836288,-0.0945065125855607,-0.20288338041261,-0.0303899812052164,-0.109000627760959,-0.123319651609867,-0.0534209158612225,-0.152270349370902,0.0843573195926922,-0.0792064638174667,0.21207014682126,-0.117321216618011,-0.166471637025759,-0.0910594175550887,-0.104345716356567,0.0776870557499435,-0.0447024485344537,-0.0758577740779357,-0.138419360305545,0.0253902406498447,-0.0402490709722328,-0.0753574075955277,-0.312104513455504,0.509613334211491,0.211395202218152,-0.331986427027134,-0.408032018460585,0.030539448487277,0.0840062599832023,0.0307898760068094,0.193215065069435,-0.133144848612375,0.606805108234259,0.229381168653836
