group,CD3,CD56,CD45RA,CD4,CD5,CD161,CD11a,CD2,CD71,CD328,DR3,CD56,CD45RA,CD7,CD324,CD5,CD57,CD11a,CD244,CD38,CD71,CD94,CD328,CD3,CD56,CD5,CD66b,CD57,CD11a,CD244,CD62P,CD2,CD38,CD71,CD328
progressive,-0.530773828819036,0.365303067633688,0.282119219130557,-0.306640583006021,-0.571701723458636,-0.213246100630352,0.401367689801546,-0.32198131210621,-0.116309575455611,0.371145456221049,-0.0531185092908441,-0.348365206567782,-0.174812606031759,-0.071778574981437,0.109857084753742,0.515966823444255,-0.212699260243681,-0.342821915507941,0.0427192982725458,-0.0421988772254246,0.127455015915645,-0.176426158533807,-0.345527048213781,-0.245507061300233,-0.0303293868282175,-0.334530108741046,-0.332578251483232,0.0587437074480694,0.120495930220991,0.232122505566554,0.282389994008087,-0.279726854486377,0.0950568334412369,-0.157449072941277,0.132038789506071
progressive,0.0858176477557733,-0.396107973491776,-0.433035327858686,0.135552593122974,0.0951180812645905,-0.0228062994426367,-0.503523396094936,-0.0927587897844466,0.59205867167116,-0.304154679684299,-0.0581317618163934,-0.390893151809059,-0.526075326692916,-0.326962150310216,-0.119669432715391,0.12133515032741,-0.537341530337043,-0.529116110370028,-0.338432575525021,-0.0922766411354511,0.411676831578918,-0.458834290914349,-0.340683979967223,-0.0372527728244416,0.328147768847376,-0.110246478163641,-0.120098752113503,0.512317472045479,0.486325326120035,0.346906022171582,0.0068934725480196,0.0919750176174895,-0.0400499474265378,-0.525897346419844,0.240938785952471
progressive,-0.0947379652467114,0.187732600763495,-0.064471927655232,-0.0158626343511507,-0.0229040021293188,0.130987581597525,0.108740239588672,-0.0518730180882909,0.0993607011449214,0.260955011652284,0.244375804464278,0.0108013606305305,-0.254482468780318,-0.184951749415196,0.0578328996192481,0.334490453389435,-0.0466761611035652,-0.011861316959623,-0.072379886261238,-0.0615864763183166,0.143834330778365,0.134285192622637,0.050797171542818,-0.123641047191621,-0.0232059708389542,-0.380687316302174,-0.048977937482945,0.0229515316069943,0.004798080472411,0.159181591792798,-0.117540007806814,-0.0473784584966896,0.136537527750168,-0.184922811245207,-0.0164791060978417
progressive,0.0385002196463488,0.210948947989824,-0.0078095599579476,-0.152038582452165,-0.0012471704672729,0.0704775885858384,0.130577559078918,-0.123678520189122,-0.351323255045154,0.0597743289571853,0.0256692109670907,-0.12461300149609,-0.0292345970424398,0.0261336097453849,-0.0597672225016114,-0.122803898170591,-0.005818759883334,-0.094980213904188,-0.0400857013236771,-0.0609165128724025,-0.190344324307498,-0.130728372461254,-0.185873224703402,0.200241210575503,-0.311677011316106,0.23210909054902,-0.421221080062014,-0.307029244840089,-0.15795029599446,-0.250392216391457,-0.185786064618929,0.288685930380698,-0.0716798132065073,0.194622660584665,-0.418965701354073
progressive,0.102755714750762,-0.15666194318297,-0.166326396437427,0.194429454545618,0.0120241926433085,-0.0638512574854389,0.179010352305203,0.0715130553937928,0.035021110433787,-0.110294817471853,0.0441478200586115,0.140784933802358,-0.0357677585044011,-0.500400730526639,0.122077665699032,0.255650367853597,0.0131678603479085,0.119852952840879,-0.238390128662712,0.0213872387248797,0.027220040901213,-0.0703312910055995,-0.288707467745458,-0.0507683733346984,-0.0873894313003407,0.0709908333660936,-0.557312453595515,0.0473044461787423,-0.123298417604271,0.042034226168828,-0.084408436990695,0.242918854392844,-0.0565524936122003,0.0524647036804438,0.0329652108086266
stable,-0.527736934141326,0.503975775187945,0.516284845149002,-0.496814945568739,-0.607446514859124,0.0719528462486794,0.590972625449879,-0.23470070456751,-0.0865244756445456,0.604809542695153,0.0882826715275844,-0.537071331848289,-0.460096965199568,-0.442033637111989,-0.0677623779575701,0.588575233873113,-0.258777336242886,-0.637904237396286,-0.474124332871019,-0.504796702414489,0.0222623678002679,-0.447793551548222,-0.622445338800471,0.476514257418604,-0.568720950274541,0.570498577868949,-0.0497468181899781,-0.280713561839411,-0.635670343926348,-0.522477685932679,-0.223202798727654,0.185705239378143,-0.501160480037839,-0.0172238917682143,-0.669544615927006
stable,-0.298563088324486,0.0288959542257053,0.0420664904728032,-0.330897598089282,-0.365364023857061,-0.281280718107643,0.0973620435281066,-0.38890480951351,-0.0631316583823835,0.088973809210603,-0.0424253115129846,0.285778008327872,0.0660840304625276,0.153817578869608,-0.0440248498634066,-0.38422855814756,0.0861183120704539,0.31292618079212,0.302255696946021,0.118629450790568,-0.521996641142234,0.206952120605057,0.307595462714838,0.236579548638533,-0.265989532067782,0.311408610679699,-0.0601242545816596,-0.0725628124582015,-0.296920452281276,-0.23183814938249,0.112152277651074,0.228684252124849,-0.1395217228861,0.268651046171793,-0.223295064395293
stable,-0.0262899558567868,0.05581440728204,0.130914626049379,-0.135171928052115,0.0050579496556697,0.0145208340388817,-0.0032809078266103,0.026743433096032,-0.127685070358764,0.248999906939121,0.0445185021784422,-0.477262114121807,-0.402564271515261,-0.287234609066313,-0.0422016417894468,0.30128627503072,-0.157482478703582,-0.0431853474361836,-0.356541230372808,-0.27091420691923,-0.0944092102329788,-0.421915122465954,-0.200824115188801,0.147488765958467,-0.0948957226425027,0.106136402169451,-0.0926687369884719,0.0407138052705582,0.0189209635825876,0.0033805603848138,-0.122605107105191,0.271698586939203,-0.182244102992085,0.0824786995734686,-0.0634055581746143
stable,-0.565676724912299,0.484951204899381,0.361324780529371,-0.460388174285282,-0.752548736230154,0.152182230232772,0.261057874845433,-0.506383538178986,-0.390234190055825,0.611783291095807,-0.0423355616325096,-0.167010239580745,-0.0335119294045617,-0.0695466726619499,0.0255701772266256,0.411856797429676,-0.125186972628848,-0.119699979362708,-0.124528209014613,0.094769890613455,0.209583730289401,-0.0652994908117812,-0.318818961818419,0.288582921486602,-0.434651062930121,0.31857002759079,0.0037341268742612,-0.237254087427763,-0.0905655398633101,-0.419406138042175,0.0284890680885572,-0.0543571133749177,-0.0450496652049432,0.197169926685896,-0.241121768133459
stable,-0.355695601445719,0.406463445495502,0.329328973654499,-0.382684743873061,-0.467742063167815,0.0197409892800213,0.309748211871316,-0.249420586427007,0.0090077553721233,0.438874290441511,0.0021481662591966,-0.591388335483663,-0.0479533731523789,-0.566259810320685,0.0138536245323476,0.337950365472392,0.157747392031325,-0.107028857776809,-0.130345692696308,-0.283191697607668,-0.1530623022008,-0.626190332445172,-0.243699557754977,0.106773893423737,-0.23446645869034,0.147361406145248,0.0067862898128722,0.0124497506494875,0.101784217791152,0.0532609874898422,0.302631522820508,-0.0494984842947621,0.208430277676635,0.245255142590244,-0.173513929411074
stable,-0.0731691242606579,0.304084283584523,0.164465473298213,-0.140577767838328,-0.195550961653102,0.133841646090185,0.189156203092566,-0.0426802485992834,-0.0481185983783977,0.366740926387768,-0.069623522713418,0.354551337881007,0.135971526219934,0.230440931571633,-0.042021259513823,-0.190104680038306,0.0856696222640412,0.136824216690115,0.066173070091391,0.191219950076184,-0.149606123103721,0.313132371140017,0.159658038447448,0.269690804795047,-0.344793133446025,0.355885735707569,-0.0146769760756154,0.0949850988402133,0.0298307274574345,-0.0398146589178274,-0.0681089054155718,0.299134291085964,0.037643983836439,0.263087851400962,-0.184154812036641
stable,-0.225414935793531,0.111926952590792,0.0097429194702563,-0.156158687722144,-0.356147924119444,0.173544899171752,0.157318765754787,-0.270337329894917,-0.12480302465699,0.341616726952181,0.0377287495157877,-0.112214985181741,-0.0127098623263892,-0.110650528053162,-0.0195998730337596,0.358332716900042,0.061188194123665,0.0723933643021849,0.197326706745227,0.168663815027175,0.0546520998405903,-0.0078276366046326,-0.235924030377056,-0.5212864824438,0.12522085436451,-0.452324776025349,-0.050673630712427,-0.109597613428771,0.0255735847800961,-0.0680939544048852,-0.0802292684333831,-0.554548850258336,0.124331377888854,0.0808622862297507,0.369362037654535
