group,CD52,CD3,CD56,HLA,CD10,CD45RA,CD7,CD4,CD16,CD335,Podoplanin,CD5,CD27,HLA-DR,CD66b,CD35,CD57,CD278,CD24,CD11a,CD66,CD244,CD62P,CD2,CD29,CD28,CD38,CD15,CD71,CD26,CD158,CD49d,CD307d,CLEC12A,CD94,CD328,CD88
progressive,0.0283413401020487,0.108619231770817,-0.0990930632215412,0.0577524102493532,0.128001453467083,-0.0180227043298702,-0.0165924930672287,-0.180137457544885,0.225892681509376,0.0699836572401346,0.0687162506078542,0.0790107785001872,0.0809112919881762,0.14029145438548,0.261803219850836,0.165601530990507,-0.0916135018674617,0.0558154539262676,0.165634863785921,-0.0069777265411356,0.257663104343547,0.04625730048649,0.000367319944786,-0.095316804965486,-0.0675918644286515,0.166242672357387,0.332527897112918,0.220997521219231,-0.0575297060559871,0.121049816960599,0.181388070587165,0.007018551480121,0.0818995044844723,0.103567721591655,0.052833147283157,-0.0317250018244875,0.230200021584682
progressive,-0.157735463890574,0.0461075554230206,-0.399430637077626,-0.207381818449603,0.16536349727083,-0.531407340001421,-0.433097216150675,0.212263064150012,-0.133367318831018,0.122791205615128,0.14131749368121,0.136086610738066,0.0709135873443668,0.0444188264784425,0.138528719535491,0.22999441818512,-0.530523043542134,-0.0083260226162,0.163445553534476,-0.582290691590345,0.0410023858778067,-0.312416174528607,-0.0478927292351858,-0.184894971028895,-0.151419514513901,0.158001127695723,-0.0502469537368766,0.105767996542083,0.576621188196232,0.384972401827842,-0.001687307443397,-0.0694631755968562,-0.009458044631463,0.0539052786528912,-0.505090450845269,-0.360625800283878,0.223442010444945
progressive,0.166865036406208,0.279289193651876,-0.186313755367089,0.0730661757946145,-0.0242672141634574,-0.326770974296949,-0.201262613214635,0.287884443383761,-0.354956294099186,-0.0486497967923583,-0.067809023700115,0.415884709566431,0.230592404693781,0.125024624602219,-0.0481558902052668,0.0145561639989554,-0.145155145094007,0.17733173976515,0.100225923493179,-0.0616744978904085,0.0153739814602475,-0.265982636538842,0.0006476869207646,0.17864484384097,0.124706489314912,0.146797245340266,-0.271374054765477,-0.0565043944794758,-0.0002645674834091,0.164309810845113,-0.108366119791763,0.170108819778856,-0.0259447995581756,0.119679927091358,-0.0565278932707137,0.0260183751600446,0.136834524184837
progressive,-0.011665535910498,0.0171451363930214,-0.116721631265439,-0.104380041412985,-0.206187491048642,-0.0814577832505569,-0.225189526966392,0.100055510665268,-0.140481889600248,-0.171116848045244,-0.21086849202998,0.097908351726836,-0.0258764560168819,-0.206975641788071,-0.130129368292252,-0.152296921686491,-0.0471964564242304,0.0340455705886182,-0.142990609887079,-0.118316825661773,-0.192346007320565,-0.0798709101336835,-0.175846239915507,0.023525738778078,-0.227261676681482,-0.0634647028887977,0.142430155511731,-0.188391492064143,-0.0931268605154726,-0.142689017593736,-0.198595515706952,-0.104101587546292,-0.172316354784139,-0.165249323319573,-0.342747385907012,-0.326740152497232,-0.183988501938481
progressive,-0.237452610440846,-0.142553375353173,-0.231764809132754,-0.426319257879803,-0.425758621066412,-0.222600581858221,0.23461673837715,-0.16759497610833,-0.404743131498098,-0.0475005519773555,-0.306905955135854,0.157051988178467,0.0286171958771166,-0.111629241904744,-0.521607112797711,-0.638635959092393,-0.0638422802649781,-0.119590471406923,-0.443441700425246,-0.306923231646162,-0.401080295079708,0.0432113084049485,0.0740096173392331,0.135476988426699,-0.0867262713665076,-0.173210220084138,-0.316894371736139,-0.482401153265588,-0.199948443126746,-0.30346370240025,0.0638137889508126,-0.0764894682556408,-0.130378908527756,-0.531718460639858,0.0717798320561092,0.106628593092202,-0.443883716120602
stable,0.290497068348594,0.491833121825143,-0.490321945219921,-0.262538801795616,-0.116155120269603,-0.544986917222294,-0.457626795379996,0.426247502401123,-0.401780290284867,-0.224996665286288,-0.113928639278279,0.534821668436411,0.363082352821426,-0.079126292558545,-0.0552340746775215,-0.0489016144801713,-0.227047869831255,0.147703582446328,-0.104879468478091,-0.583487825845964,-0.0551914733499635,-0.523545911599852,-0.143730514861389,0.193628388556464,-0.161261242414957,0.198055350901736,-0.428140895878043,-0.11292778877482,0.114210812983921,0.143690700822076,-0.194801909472405,-0.0911846709747443,-0.186571047532236,-0.074677383360683,-0.393275150385548,-0.610701823248218,-0.12337393160026
stable,-0.11215993695439,-0.18573780593013,0.377491854231571,0.0947482139386693,0.0129504582084847,0.271718016079145,0.313181828174039,-0.100906886262768,0.223421031826666,0.202936307524067,0.100608241661312,-0.248397506687145,-0.381300427171081,-0.0795835522526165,0.0942441963813168,0.0289757993688708,0.271213455153423,-0.174187357097805,0.218457656923342,0.263221480691962,0.0540779299585485,0.223340111346255,-0.183276291842915,-0.148425807371055,-0.15091330526497,-0.129136718783741,0.205417113123263,0.176088284490494,-0.251307065563353,0.0388643825347101,0.173719900269962,-0.217785114403005,0.128325700940704,0.114690702216111,0.212727545527192,0.250476197847722,0.153914728641197
stable,0.36748839780527,0.550731490238013,-0.0913501681701454,-0.0793591914258655,-0.0043519238716185,-0.293821379108568,-0.0501678795279858,0.476517543368872,-0.386892778761381,0.181328413628175,0.126949863797837,0.433050695996893,0.310754453095695,0.264410176290243,0.11905197757528,0.0881732146481359,-0.165453118968916,0.416041998887174,0.087464814189059,-0.0692414892047975,0.105635532598495,-0.252311281108644,0.0532519821538073,0.408154778263478,0.172722480392853,0.397265717992306,-0.232683024433861,0.0672699666738263,0.128030028706464,0.403230336120584,-0.465709516879988,0.14986650954686,0.232823672680015,0.156039325434185,0.0219866208362985,-0.20037782166721,0.0014045369077695
stable,-0.0649688468434876,-0.317871306538085,0.434634095025259,-0.0370277366181045,0.0636766436082328,0.382452337315198,0.542351226205262,-0.238988304714797,0.253300142066353,0.434545852521457,0.168269679152044,-0.369402069468789,-0.0619568315563165,-0.218862729914505,-0.009092677209786,0.0203914452326908,0.10165078679183,-0.186941951473576,0.261368519325474,0.168216975700051,0.125451041068865,0.472264248962512,0.0019581909416134,-0.167359210458226,-0.0674363873480476,-0.0684862752871723,0.0468391841492118,0.136682990546152,-0.209512393911587,-0.0684209312189396,0.229323257956212,-0.118909741292218,0.0801601493913501,0.0974213519085558,0.416696167510095,0.31794953525271,0.15717095829627
stable,0.306974420543784,0.381681634100789,-0.497321875527518,0.0301241270758981,0.0767883471770979,-0.310604733208912,-0.510169116311333,0.392328874853518,-0.171906984415198,-0.241310422692161,-0.0261885435953382,0.465493168781242,0.197999722513186,0.021041128939969,0.0387297239265217,0.102669534918016,0.0863593795737278,0.0892553869710097,0.0914515952016494,-0.338944129763467,0.0476985532987147,-0.314579492821658,0.129088140895294,0.299522099566494,0.0937128811188898,0.17791042307304,-0.392764140218186,0.0683485593558365,0.0365187507114757,0.186632624590229,-0.0103825862205547,0.0960619218128244,-0.0395435583783339,0.0885363318410643,-0.431554022932205,-0.478174181808043,0.0380842953434568
