group,CD273,CD3,CD56,CD45RA,CD7,CD4,CD14,CD16,CD335,CD5,CD161,CD66b,CD57,CD366,CD278,CD58,CD24,CD11a,CD66,CD244,TCR-A-B,CD41,CD2,CD226,CD38,CD71,CD158e1,CD94,CD328,NLRP2,DR3
progressive,-0.169068775407921,-0.145649799730144,-0.0792147969900069,-0.0849948795041192,-0.212700177012362,-0.21903164368378,-0.171385093110938,-0.0956368019716064,-0.167567830460524,-0.0089974374200642,0.0516356417553827,-0.0531632025324074,0.0645324473121123,-0.263368411742646,-0.0730397813571751,-0.0793687300722019,0.0719896865684397,-0.228981768293301,0.0898202629243568,-0.0100943914341711,-0.0978250134463141,-0.162521534217193,-0.0871367429266718,-0.202100249530867,-0.127206253744705,-0.0007200151801615,-0.410778272890815,-0.135757650695246,-0.156410253477976,-0.0582507779447233,0.0489586260331273
progressive,-0.0136551511583376,-0.0448076978391487,0.367332656926034,0.489116087368515,0.451739336845791,-0.158001937409326,0.010539898041885,0.104646460210326,-0.125819253297777,-0.116226524614646,0.0130829349104256,-0.148762920373015,0.523933705094481,-0.0261372599860771,0.0471874052009741,-0.230053498599962,-0.161823744026605,0.565908684249344,-0.0276359057726934,0.269325801232052,-0.0880897385008329,-0.0108056978814986,0.209424531175552,0.0587881485251717,0.0874652963801091,-0.58369802715318,0.10105551969278,0.501958460790222,0.326318440313752,-0.0630622605728473,0.063646201337538
progressive,0.072054284691493,0.242577568126974,-0.421131906471447,-0.332158349406652,-0.434623967917732,0.0827389477900251,0.0171100486628408,-0.289356033906039,-0.130640196290835,0.271252030512724,-0.0014110014207933,0.138980843173747,-0.0571979632174437,-0.110027742692557,0.0990658487518151,-0.048947742112885,0.0460814309635117,-0.254873554661412,0.182683209577178,-0.257944689388023,0.116536186070748,-0.127507736327866,-0.0352502102640535,-0.0397901988156926,-0.23530334312566,0.152124659683949,-0.0580503788862904,-0.127183441886521,-0.167764095583698,-0.015968910978802,-0.088215201547982
progressive,-0.433500141561655,0.0703518458264055,-0.313271481380402,-0.189392079540204,-0.0750835936015122,0.132395976973898,-0.12874517416879,-0.433131175637819,-0.461219522960896,0.112380725690816,-0.195659612157885,-0.492480812494104,-0.191419063413049,-0.260913564251057,0.0751629132909738,-0.404792918965697,-0.425580461880342,-0.051188187923414,-0.409755360978748,-0.274971138134662,-0.218729339970971,-0.246182686147589,0.185763891089841,-0.24699113690945,-0.015720478474286,0.055153979443761,-0.274085520937951,-0.295145776817109,-0.274635492108768,-0.335609407055928,-0.446328699367379
progressive,-0.112563124205455,-0.0763996481266486,-0.0253966270382822,0.175995066139147,0.255158791999828,-0.340396162404493,0.325192493220186,-0.114320994074033,0.201384232617407,-0.305927525359485,-0.102909036270027,0.0265548811647741,-0.310349618531511,-0.417520075016643,-0.0957099349809917,-0.179980594172751,-0.0246097559201734,-0.185470598736565,-0.15542290305484,-0.0469593860515426,-0.269282665013172,-0.463494594770026,-0.0722335110547902,-0.415913664939107,0.0592141558253991,0.0447305961181065,0.0919279500719944,-0.106513997245991,0.0184235477229521,-0.182200684967191,-0.0015622017005878
stable,-0.0333885038963692,0.562743273748598,-0.48531659065792,-0.430930003108585,-0.367260615009628,0.54661644246868,0.0171061838046118,-0.367178525394778,-0.188827683349323,0.670463145411984,-0.035804656307105,-0.0134877924023561,-0.197701042934527,-0.0458656578714944,0.0753314053737692,-0.0138027401646189,-0.0815772101650505,-0.575711796424954,-0.0427085062779771,-0.430231586823379,0.307302926013316,-0.0831340889749617,0.263490032232606,-0.119931111188424,-0.489620752287073,-0.0540647185011845,-0.0167001090409274,-0.33266784532243,-0.586472618624643,-0.0400541856924352,-0.0319353142589343
stable,-0.021948982196506,0.203322036683474,-0.360470365492779,-0.267281843876294,-0.324800802261551,0.344596832696781,0.0911114844022233,-0.217568839333402,-0.225618353902411,0.373718291221828,-0.059180218781459,-0.0628452204037377,-0.240457711677598,0.0027405066878585,0.291153207136846,-0.0430021658821451,0.1042152144796,-0.285764139515401,-0.0708471918538013,-0.318472231708796,0.171637335403279,0.17634185797712,0.340768522556836,0.0100015197091728,-0.0562470125359564,0.347874789771136,-0.0442101943940011,-0.331809489702601,-0.412785910959422,-0.0529352262556006,-0.0206866064771794
stable,0.0194956305501173,0.352361823318622,-0.313420598063217,-0.320424265855932,-0.208748721961003,0.371486882404934,0.0012145608150123,-0.350874967883978,-0.0269805012234952,0.435007832567478,-0.0766093583659371,-0.093547113642391,-0.101776470148883,-0.0165922562089878,0.0614021160396898,0.0296190805753376,0.0405410799908216,0.0527254629125893,0.0191252693264242,-0.22097516463381,0.372950041193671,-0.158210424359265,0.472270342410399,-0.0329532540930459,-0.509957095357249,-0.145892140222783,0.040792699862035,-0.341510097899272,-0.265680127308587,0.224996090898365,0.0888445959195924
stable,0.0405860029546862,-0.425474020553952,0.369440980560257,0.293627073229527,0.306103777646107,-0.371941496804084,-0.0453668628088908,0.484406348632477,0.0929928051409819,-0.436297278349756,0.035906220938893,0.105750087745121,0.257501542889938,-0.0163558561286517,-0.252480019988703,-0.0274558852973156,0.0896426120478987,0.19242987067636,0.0112227479106118,0.259490412066418,-0.187198690596144,-0.205394250018999,-0.329172807349997,0.0640914340070692,0.234384861212939,0.0264607007133914,0.111496624998964,0.254292591649551,0.360390521005849,-0.0970086753687303,-0.0182997865227632
stable,-0.0639619779036346,-0.183133825177232,-0.244380581414794,0.031897191932147,0.026971688637367,-0.2416576923926,0.0474495673570156,-0.102780072161733,0.0370951855766693,-0.220026979401335,0.0045660754144412,-0.256796538336582,-0.198429542159004,-0.14467221974903,-0.411074460899101,-0.205258570863589,-0.192512604693598,-0.105839570389851,-0.115243671230857,-0.0117521294220736,-0.134276682321509,-0.221953394647195,-0.265749008854921,-0.27398789515807,-0.139914906905794,-0.296376606800534,-0.0543494287495374,-0.211379108188806,0.116286548271804,-0.142954904657642,-0.148052735729342
