group,CD273,CD3,CD56,CD33,CD45RA,CD7,CD4,CD14,CD294,CD5,KLRG1,CD27,CD57,CD278,CD11a,CD66,CD244,CD83,CD2,IgD,CD28,CD38,CD71,CD26,TCR-Vd2,TCR-Va24-Jz18,CD94,Ig-light-chain-2,CD328,TCR-Vb13,NLRP2,DR3
progressive,-0.0130349641986405,0.383675866854695,-0.353318333160682,0.0377159677574004,-0.241401171907539,-0.160145059468482,0.150069232985456,-0.157182051649739,0.0228270295933655,0.446287752485001,-0.136773937356105,0.262745777897915,-0.181101234430783,0.158629975372171,-0.391990228118155,0.165919634918542,-0.261973821896478,0.0185126977018877,0.193309717916689,0.110436945782385,0.268113580391412,-0.0868757983549669,0.030440367805116,0.159853363116334,-0.0762036694519901,0.0037429157235909,-0.335515761529706,0.15883366509103,-0.334936031810669,0.0225181560698385,0.0099349529848976,0.0242617651649565
progressive,-0.015799994968958,-0.0483580432472395,0.405759446575022,0.0125971666254714,0.486446295923441,0.446005900483369,-0.189314143123471,-0.014415786258453,0.177273218191872,-0.125273000336098,0.322005727585352,-0.073277841703832,0.482961526846057,0.0224244288124113,0.570291270618717,-0.0225311117685703,0.319413084141238,0.0739335961754487,0.170124172576931,0.0429340339083454,-0.162492174828761,0.060909871667819,-0.587679892480647,-0.380275713682554,0.0014254480182024,0.0052283908972039,0.490483005377601,-0.0099893478146713,0.374677035013237,-0.102088646433661,-0.0423911835431831,0.0491696620015513
progressive,0.017837789325838,-0.258313211504183,0.139088758888985,-0.0677027405869925,0.095383589023873,0.347806772911278,-0.24923014386447,0.106273622540189,0.133888458981231,-0.219455754582733,0.0070442032870841,-0.151482746471478,0.0456751948671581,0.0281183070946291,0.037714847646435,0.137553134968065,0.262814394596184,-0.0381509941018152,0.0974760428980942,0.175488147460746,-0.107590105574857,0.249102023876447,-0.128380960505201,-0.0460537973542526,-0.0041934686402515,0.0538121065971696,0.177193824885611,0.0043235951274639,0.22889134084226,0.0046856946085324,0.0533843664456877,0.0316601148022177
progressive,-0.0453183958437252,0.215617810053135,-0.197764551477431,-0.0639262490568796,-0.247292709231925,-0.287948848333167,0.151749619429368,-0.014610620909624,-0.081229161413559,0.165656237822417,-0.040807380447048,0.0231508383524492,-0.0453882362214413,0.189625926527733,-0.180214960794016,-0.131363817704421,-0.31056993987921,0.0372861637692239,0.161162354937479,-0.215878668923904,0.163959488720278,-0.286616888189324,0.270108265147634,0.146394586553699,-0.0969540712361816,-0.144285610156818,-0.205046379544959,-0.0574212560132021,-0.280634877300301,-0.109827657482085,-0.0694344063252825,-0.0351964636166112
progressive,0.0166725296940297,-0.200470831759662,0.0702607074872321,0.21703760672043,0.173656891113241,-0.0713274305698976,-0.096218477175137,0.353482525582927,-0.0074834443030154,-0.176707535086062,-0.114476646758023,-0.12489046694177,0.105498900085968,-0.131921967280863,0.072508575422472,-0.103459315559483,-0.14348012941342,-0.0057534483712062,-0.25087519082299,0.380806735583652,-0.148666135670129,-0.102583593063991,-0.17015036637142,-0.320587436505117,0.181653957934396,0.0239946842145369,-0.245697218184329,0.0316869063760119,-0.045196228276874,0.0493348925695403,-0.225374593888108,-0.013841107067208
stable,-0.0840177706542774,0.476000399363596,-0.507687244157531,0.0120594016804138,-0.478752545534401,-0.44071692076114,0.471494861266856,0.0004986729214941,-0.0662372786384598,0.613072295486781,-0.153823588186155,0.349121072761494,-0.25615763685953,0.057895930120349,-0.636581939929835,-0.0512143718162371,-0.491997973614183,-0.0925148526002351,0.201043456159823,-0.116770489188796,0.255012247154162,-0.483200077365978,0.116656197457728,0.178532273929048,0.0331411649514151,-0.0213140245366891,-0.436448796976827,-0.105747995735859,-0.629699538226369,-0.0680212281136174,-0.0829545304719986,-0.0885040866921858
stable,-0.0989355786043331,0.175069065699848,-0.208886234744745,-0.0234392695918908,-0.252218731055624,-0.212658860573974,0.146934083338366,-0.297636832974628,-0.224466116911062,0.236395098391456,-0.0776156594244743,0.298832375119153,-0.193491746659059,0.112117293823163,-0.222579247017597,-0.060804349998474,-0.143035147499921,-0.0372422648704403,0.196303565894754,-0.176273923622182,0.159828287953294,-0.244974543679398,0.0705219613541618,0.0392697723106513,-0.360111015368924,-0.300767182870196,-0.317307321395919,-0.273757353865816,-0.245454458194598,-0.0678845358684371,-0.159895250445025,-0.0884614690912588
stable,0.19439121476059,0.464691634706711,-0.386144572828807,0.0353312407652491,-0.403234932525699,-0.212938671886649,0.502577600623862,-0.282869572517985,0.0783172292304846,0.56522587402109,-0.144036070716339,0.165642994104368,-0.267245675172825,0.342935808814749,-0.223332669896325,0.128196430869969,-0.384273014144212,-0.0265764749377573,0.25271705798451,-0.0027766645021982,0.383759389374462,-0.168348400130172,0.0523495326681752,0.316583411020542,-0.13694814320271,0.0425921213755457,-0.278133145162299,-0.0833822989759328,-0.294139308837187,0.205387231808516,-0.0869800105021698,-0.030929656294693
stable,-0.0917131011999763,-0.393638340886091,0.250308108533164,-0.0716853548523186,0.397402147402174,0.300503557184624,-0.292569787273302,0.0065811503840049,-0.112447508925587,-0.476805761663234,0.0474324976928702,-0.239199260069829,-0.0105505372245874,-0.347070009326428,0.126337644019427,-0.0537636925027332,0.191644788438213,-0.0839863981952397,-0.408523659578409,0.181705793080278,-0.341560680583501,-0.0315313960045605,-0.2569166908328,-0.309767486981051,-0.0226363178938173,-0.0193608598374454,0.25567054245373,-0.0282826019625768,0.198492246509028,-0.173376588433003,-0.098444466881197,-0.180220553721667
stable,0.0804271374747256,0.273919360717656,-0.485263747451611,0.0190636732561425,-0.175595979406192,-0.562484819027315,0.266530078283843,-0.0214078228377769,-0.0571999375231291,0.343126443205151,0.0660948027001679,-0.106319565823214,0.0102575550108973,0.0289545214978481,-0.155146675607843,-0.113130532080019,-0.192951001400114,0.0406558509772654,0.137245789048379,-0.0747733861554011,0.0736948806661808,-0.23065359409052,-0.124060816412287,0.0858112413500622,0.0906600406619551,-0.0654932011467138,-0.587235113667669,-0.134919224403445,-0.327229518690539,-0.0362618506656722,-0.0421914884842472,-0.0195586681087964
