group,CD275,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD335,CD294,CD5,TCR,CD32,CD62L,KLRG1,CD27,HLA-DR,CD314,CD57,CD278,CD24,CD11a,IgA,CD244,CD122,CD2,CD29,CD81,CD28,CD38,CD71,CD36,CD49d,TCR-Vd2,TCR-Vr9,CD158f,CD337,CD94,CD85j,CD328
progressive,-0.013374435200465,0.119471994197602,0.303610155818636,-0.380977399962286,-0.167496298568191,-0.131474881530494,0.0057834029968068,0.124097946357727,-0.0380297790802095,-0.219984310535691,-0.0287950602219924,0.417821401844587,0.0945345452289003,0.0356868669079662,0.0681112661697412,-0.190584644761326,0.177986507177521,0.122952732751773,0.0369297045136057,-0.372436628573356,0.0240309768993597,0.117750572604192,-0.365134200769713,0.128520982467821,-0.222695530999113,0.0446736724399272,0.0914382876356716,-0.174366855378081,-0.0995600379537983,0.233868723013091,-0.0931744507948227,0.076782714709073,-0.0960074927942778,0.0273231346088861,0.0325827293116635,0.0594213735988826,0.000276623194752,-0.0180841966445173,-0.261292703857979,0.0827248029927352,-0.362943081236138
progressive,-0.098661910353086,-0.0163727702071545,0.0040356043592302,0.257355889009458,0.0541997184718342,0.28331785927932,-0.0651059531181077,0.15844215086403,0.0758017853783044,-0.126181430016214,-0.0748338353387196,0.200684591218901,-0.0744657025960443,-0.082355031457954,0.0109787113930006,0.0610011597931734,0.0042072492846808,-0.0608530276475327,-0.0074648185923597,-0.0458856330739033,-0.0064847786994258,-0.252306032762509,0.262073114462486,-0.0620992850799417,0.157954667188148,0.0523417701062875,0.261847562078744,-0.0941773739771514,0.0204412665015666,-0.12124076512016,0.0928724852047049,-0.626168605917622,-0.481921174355886,-0.158455212035304,0.0049282931482037,-0.156854055100886,-0.036623561513825,-0.0137011580890555,0.193672896059764,-0.0428344607767506,0.161125637220848
progressive,0.0193363991037225,0.158717450496474,0.211684435392921,-0.282882872408906,-0.182691375024164,-0.0093402167897422,-0.119310169808648,0.0720719471582572,-0.231098952066588,-0.0965587766008022,-0.0989109005599985,0.304179186605373,-0.0454991698186952,-0.0411186164086478,0.0791419328531686,0.0773237817579675,0.089042617755256,-0.0655326001331217,-0.0172569385405386,-0.0221325592317521,0.0825340444620924,0.0199606440793314,-0.0511632739197397,0.023118320648414,-0.0120922738533194,-0.0321975274866148,0.284310572387418,-0.0378821819726836,0.0154574507954074,0.0419388342591546,-0.0984198874458064,-0.0786061215458086,-0.16927165900752,0.180845489047026,-0.0104860056277014,0.0100726020679994,-0.0291045985000383,-0.0010063923202735,-0.0448130459107252,-0.034136122760371,0.0122732581543409
progressive,-0.239576308568138,-0.0152952701474382,0.366293010235919,-0.28009617210041,-0.292706790135441,-0.122664213876002,0.244790448658048,0.167952188921948,-0.246915521447338,-0.101001069939041,-0.214749586969938,0.272189484436413,-0.168228243706742,-0.0989361632808823,-0.0093514860720666,-0.107739507230181,0.175865758588021,-0.13546696914829,-0.250272349801384,-0.237671863441857,0.123892955679671,-0.095654873607394,-0.190201207772299,-0.151644781683806,-0.394112322179925,-0.262316825883321,0.196759112922832,0.0413783289089989,-0.222562140244058,0.102321118058777,-0.28599178147451,0.0113274987213027,0.0977280259270151,-0.03081370702756,-0.0533894398330355,-0.277117757472714,-0.233468967273812,-0.205522940275207,-0.130288411384881,-0.230259427587552,-0.176560542690182
progressive,0.36545689400314,0.189610724997288,0.360715716834271,0.0325775150983931,0.050049584338314,-0.300831753802573,-0.134588652523126,0.131987069391546,0.163381700852032,0.0905388329044217,0.148215489852698,0.151248311195964,0.0665794725357749,0.13915884678755,0.0310984428848624,0.261396067900911,0.262171534708151,0.170221404461363,0.289564216713234,0.115889652445811,0.447877426284497,0.0886821255002209,0.0850599113462601,0.203443211592103,-0.107424241970152,-0.0092726313652893,-0.206488857273711,0.0889437044412194,0.390949978058832,0.126302363323355,-0.0367622522152398,0.011216130014645,-0.105801895107168,0.160942654811149,0.0871699887184219,-0.173063343926406,0.155199373228914,0.0748024984561504,-0.079269097487468,0.241930643520824,-0.159126461520146
stable,-0.0500987855141698,0.243904829641153,0.439885620622883,-0.573483673865838,-0.579633200302913,-0.543252966841013,-0.0185148787888347,0.386213183411959,-0.443432973545347,-0.2849244979737,-0.152405597976229,0.512801967060266,-0.171981390482629,-0.15109128507306,0.0682331963070533,-0.206433362855467,0.3018980310931,-0.156780984294699,-0.229623706995496,-0.252812549690973,0.0217349059813218,-0.159955976395014,-0.66879020381536,-0.206200158155945,-0.556927499790923,-0.351642802141469,0.103954410915647,-0.271464848308905,-0.141893348366611,0.153537102296181,-0.524385788496205,-0.0309221797824336,-0.0095810584285325,-0.18041498836895,0.0260471084135474,-0.118292697041069,-0.164802654635693,-0.358518664800465,-0.46513219572106,-0.252014495010485,-0.654603184120151
stable,-0.113429708635246,-0.239903445843887,-0.462881034518802,0.278883744089062,0.19063258915937,0.24960621828065,-0.361238315874497,-0.428119930267944,0.324281451103076,0.128536159017893,-0.0563977395620224,-0.568712162968294,-0.147385247222971,-0.0208859599949985,-0.407600361553212,-0.0318295934010983,-0.343948130384541,-0.444723161962745,-0.0757152285721863,0.0614842272632153,-0.431023526891981,-0.0606186508683116,0.307905900423668,-0.0359966365505445,0.407626851284697,-0.0070865142258949,-0.379013658004742,-0.537010032116872,-0.142719044029388,-0.374582239253845,0.0060105751603898,-0.493559916558657,-0.248241995336309,-0.354772127583846,-0.105181222773794,-0.187295129473018,-0.103152958355118,0.0875925797041074,0.114141272299498,-0.0200282074288382,0.467357417016494
stable,0.262308173167335,0.323423155814303,0.318308445123174,-0.424407683311034,-0.353222782890198,-0.433516434987547,0.167881046658591,0.392699494779006,-0.470907787415703,0.0857542417265686,0.0629284966183561,0.449166869979369,0.0438602197080035,0.154040024863519,0.108684113221307,-0.190182231746925,0.456269136624312,-0.0821082983023808,-0.0608676321618202,-0.10190515858909,0.140569631935121,0.156447193769961,-0.119896476304477,0.149257649537575,-0.340565485197294,-0.184205635692393,0.256749734518847,-0.0246985418708356,-0.14721537324724,0.359112745762447,-0.531876626642017,0.0386185077060309,0.0224092782951785,-0.0142420523849276,0.281022374511117,0.046226471273987,0.0918855038436718,-0.0831277067358535,-0.254576051409122,-0.0453213311294042,-0.414917493117765
stable,0.0603262493775919,0.194499178233288,0.417201121811852,-0.524994248379752,-0.48140819147832,-0.324378307596075,-0.0499746321966903,0.216883608626031,-0.417798135069539,-0.353674821985494,-0.0108210265774283,0.508805166670428,0.0507268186481577,-0.0347405700268143,-0.0864796727104114,0.0170965591826052,0.222269137757907,-0.0134821601472766,-0.135321588779579,-0.171067179542003,0.198522469259223,-0.111233230371433,-0.387541929114023,-0.0619076444126124,-0.400177897906531,-0.286901331719857,0.240975667392097,-0.0778410437575169,-0.0239376005717431,0.277019141227442,-0.230890064296896,0.119372511224302,0.104632709611674,-0.0673400951448884,0.127849469350352,-0.027359985261205,0.0482322195087863,-0.158472171837638,-0.352648485536983,-0.0905619217960618,-0.536394160752412
stable,0.153251336551225,0.222942408373167,0.363773430310946,-0.497180165917387,-0.425000996840756,-0.598691477615473,0.106942834206099,0.433182548257707,-0.0582941411538371,-0.299298854660811,0.0777632335480043,0.485635628418322,0.111157105071465,0.12156947832544,-0.207852238617779,0.152003061542821,0.223443925080502,-0.0135308559033995,-0.0649475694458021,0.0476533368974724,0.123766860190335,0.118569377116855,-0.255619892653704,0.0696890515048894,-0.209044906962261,-0.0542656605174316,0.238797090329843,0.0937405224306385,0.0560386892292395,0.197522509457833,-0.227726834308186,0.0402904060460241,0.125176973928545,0.141274110382763,0.0539379316474326,0.0947356119659928,0.112167721554575,-0.180333921065211,-0.539887414065139,0.0744956636565307,-0.426882213940934
