group,CD52,CD3,CD8,CD56,CD33,CD10,CD45RA,CD7,CD4,CD16,CD324,CD5,CD32,CD103,CD223,CD27,CD95,CD66b,CD35,CD57,CD278,CD11a,CD66,CD244,TCR-A-B,CD309,CD2,CD29,IgG-Fc,CD28,CD38,CD15,CD71,CD26,CD36,CD49d,TCR-Va24-Jz18,CD307e,CD94,Ig-light-chain-2,CD328
progressive,0.10160015900001,0.376213710561733,0.0312868336045754,-0.227259030233272,0.115858287610947,0.0963338823839113,-0.125301586636007,-0.0587956366905736,0.16966389018347,0.0104881357549893,0.199394814779905,0.554075938543635,0.0917331521373589,0.0812329701909997,-0.0167006353525821,0.11053228438578,0.0989667206133128,0.288701077774918,0.266658543511375,-0.314089916044192,0.155917062576869,-0.30198760220242,0.133162259303985,-0.0715614063991446,0.202045338873899,0.181960944450088,0.0913555214093092,-0.0920678933645617,0.123977969815373,0.382838113351686,0.192091448402192,0.145871751799115,0.13617163804534,0.123659931301813,0.0126644168577072,-0.108840029632904,0.171753906366521,0.0533495052967489,-0.128710028632666,0.178571258622439,-0.169234329291207
progressive,0.0755459311164635,-0.0749963731453635,0.0406959250684197,0.379676074229507,-0.0363218826898315,-0.219904974749127,0.488524146084124,0.449087124768822,-0.24569847100996,0.0816316529287082,0.0306819239205574,-0.140942900589577,-0.135460330743632,-0.0090299192829729,-0.121193988499241,-0.0898590134379994,-0.0257808005317627,-0.174457249037772,-0.262809282154739,0.411734204108156,-0.0809956639462168,0.540198210936087,-0.0734575452580821,0.2797863702086,-0.160391575159795,-0.0838108598126262,0.203012195357625,0.0748008121659827,-0.018597054296837,-0.20430077885963,0.0533999299020504,-0.167122324942044,-0.628872233613999,-0.431920348076138,-0.396116044448187,0.0205569359301229,-0.100718890043109,0.0503536102565167,0.476752397010675,-0.0449809708323771,0.351428997588165
progressive,0.141893655993087,0.426867049039562,0.207114083693588,-0.265964931758533,0.0707997775994568,0.0601362596797315,-0.516822841172529,-0.458511002100046,0.254926351066465,-0.360007026539214,0.0113957399978424,0.570031918495939,-0.0048270529551031,0.106789232816367,0.044815682794743,0.185464544905341,0.0593448628178503,0.0458092232507979,0.0955145025219815,-0.0514320667978092,0.227236944073633,-0.110403854171728,0.0066240571181495,-0.41618528624486,0.145078322383032,-0.102074877664204,0.121969213765131,0.162320801559463,0.0648138339520956,0.198642813555319,-0.450893316192969,0.057352953391139,0.0763334704305613,0.106620843069476,0.0686239250797127,0.163169357589662,-0.0345877460005719,0.0066850277501929,-0.163018108628271,-0.0654447706982606,-0.145950816651704
progressive,0.0927820863191302,0.0613986276922465,0.384450488965601,-0.0682061796067889,-0.0896260454501822,0.12196631426903,-0.0532878777039591,-0.0208576124865114,-0.114810513015072,0.0636062765027817,0.0846357307595631,0.125801483328773,-0.0250029556897256,0.0421087601119348,0.0370730029930852,-0.0149725760428818,-0.0926435853373641,0.0508714139768434,-0.0885524693556237,0.134443763041458,-0.104144306250506,-0.0105453462165432,-0.0638847362163386,0.185270025178759,-0.0408843460701424,-0.0052611293812052,-0.0068856485933287,-0.0926708537101884,-0.0159339573728168,-0.138399045772846,-0.339415202940086,0.0926409650315568,-0.374775764858792,-0.175883258210734,-0.11063579954214,-0.158043787880081,0.0801971802486821,-0.0294968416216637,-0.0600403847847839,-0.0022808367241839,-0.165581667789676
progressive,0.033222660121133,0.0630239443149111,0.465995132537479,-0.012517144324964,0.204485484354895,-0.397382973736899,0.142944646178366,0.39405633598525,-0.321917329947678,-0.129473453417897,-0.214664659347174,-0.0376116745882691,-0.191401204551646,-0.0462065442783589,0.14026959621781,0.0576078071215502,0.0748340979938242,-0.258562312063063,-0.479852556111061,-0.180574426145371,-0.214204968937183,-0.312214481104229,-0.103459315559483,-0.0028188021970253,0.0351062969935403,-0.279408111900217,0.207365933730577,-0.210717737460811,-0.0231489003331735,-0.117612262369664,0.0126820376040648,-0.267980072733749,-0.0250772578536391,0.0156292991284421,0.0591639530213293,-0.143063635070736,-0.181275969130469,-0.299672752493296,-0.110212399928144,-0.196680535494254,0.185899142074068
stable,0.446102510987841,0.556195862492496,0.0165150099760117,-0.416493245745474,0.109070081529575,0.0305887586082013,-0.427500576901203,-0.334410357255944,0.596546687014761,-0.303977736223779,-0.0331649833226035,0.693090930893686,0.0820007546568927,0.0352523443238285,0.0846680499487633,0.428695358844551,0.144644620406286,0.0590746900159639,0.0399133670467418,-0.17317690574684,0.17802834011924,-0.549574380028288,0.0539620651121729,-0.403952550254383,0.370688521049695,-0.0329823626397424,0.30539902657044,-0.0167536689348666,0.0248369749670078,0.370016833027163,-0.431097837054877,-0.0100465287572887,0.126915925262043,0.29056861021054,0.0747546520552618,-0.0334438966834908,0.122664384175757,-0.0262304087968345,-0.254630190743161,-0.0016465457584307,-0.532683010682319
stable,0.264560331416657,0.331284510905001,0.152976842969247,-0.282508046193682,0.193093701389394,0.193506501183141,-0.148140872942582,-0.231572583346759,0.41951385152217,-0.0255210711982943,0.141426491069172,0.506405561545789,0.157297764844569,0.375730368758317,0.271056472691594,0.319497595524526,0.393472286812042,0.137793587666839,0.166242168814314,-0.0699750006720782,0.588290063574723,-0.263640491464747,0.0970368893568649,-0.291150438131625,0.32500870147182,0.166901206233625,0.36504824472914,0.384700785878767,0.101498879444335,0.323080072308959,0.0674021651119085,0.0735969526326849,0.392353523756014,0.391440100388067,0.104145411433875,0.394288541741695,0.129012499052927,-0.031814012887598,-0.0340261818624202,0.0954057380157172,-0.286788261818278
stable,0.376784287042171,0.458196373503998,0.0874084029142141,-0.156333283058304,0.023836962714398,0.03056765680728,-0.189789081894236,-0.0551543978805611,0.295492496934022,-0.422615883977027,0.0275710003811553,0.354386692355291,0.0473410004313683,0.102504457113512,-0.0162082824567622,0.381508015781837,0.0725171029242632,-0.173758872629828,-0.228881801258819,-0.398797433174652,0.0189808848481369,-0.0211905236082767,-0.0238804372573947,-0.239044779362093,0.308570522264267,0.193273469803586,0.469786852505094,0.120983018809238,-0.0716688302943414,0.365440829657624,-0.540564440866564,-0.0612962784777554,-0.221816631189934,0.104279967988471,0.115063025092551,0.120146756288397,0.0663823152970217,-0.201610913162029,-0.133984458446581,-0.125807250980236,-0.149356908716748
stable,0.322592258076083,0.170780022931512,-0.12519858298307,0.0672813787561932,0.0604418687579121,-0.046605503690057,0.187427347791165,0.0769316183326545,0.150493117449018,0.0637334447407068,0.0165080202151731,0.124835274688636,0.0486935428520629,0.157436757545662,-0.0494916862454165,0.211841795043376,-0.0181913353206719,-0.0135264260492023,0.0563428414981672,0.103040033556791,-0.183989840836217,-0.139569770308523,0.0860677448353857,0.0152317304859775,-0.0317814110205087,0.0543511925393621,0.138003050525136,0.0166592150679826,-0.110347832513785,0.0426181433734841,-0.314203182651146,0.042906065605288,-0.205422016962295,0.0263058913921699,-0.0063305946202631,-0.135268666932318,0.0069645549745388,-0.0938674155495011,0.0347322891888402,0.0638963062140469,-0.170286319471233
stable,0.328917030907371,0.412037361466855,0.0670169229154214,-0.315433104686444,0.0797718834210494,0.099703384029224,-0.342795306090113,-0.3424469274152,0.383272904502212,-0.235218327951856,0.114521794249101,0.474965200692441,0.0179654244519918,-0.0728640976171253,0.0015189463331353,0.307512234286543,0.0852544055087763,0.0667449085984497,0.130908566742013,-0.111226500118164,0.115412566956316,-0.386423214090097,0.0367591555947788,-0.281866426859185,0.23366882315185,-0.0062140447387184,0.311970092884164,0.0515301446616159,-0.0413086755137187,0.206297899748786,-0.360279699936675,0.0544002154456121,0.0335208752751204,0.257232568074718,0.104935490089861,0.0429513424862339,0.127878138335408,0.0631321267473723,-0.27833778149053,-0.0108734569313031,-0.407009665189483
