group,CD80,CD273,CD137L,CD3,CD56,CD45RA,CD7,CD4,CD335,CD5,CD195,CD32,CD161,KLRG1,CD66b,CD57,CD11a,IgA,CD66,CD244,CD54,CD62P,CD137,CD309,CD2,CD226,CD29,CD303,CD18,CD38,CD127,CD15,CD71,CD26,CD304,CD36,TCR-Va7-2,CD158b,CD133,CD158e1,CD158f,CD307e,CD319,CD94,CD150,CD85j,CD328,CD82,CD88,HLA-F,NLRP2
progressive,-0.0339447641152449,-0.0576120932267044,0.0332538372681856,0.148454289520273,0.146256974192911,-0.123598453786781,0.0516223627540507,-0.0163296556131933,-0.138476095069591,0.16552870679823,0.0868623987111826,0.0047683357852232,0.125873834874723,-0.213805007885343,-0.0188906060209774,-0.0165306837744322,-0.0683182447111645,0.0822693350678679,-0.0474538398180604,-0.163055252164185,0.101846075869222,-0.200317234446165,-0.31799068140651,-0.0366447812752817,0.101613935354556,-0.137081996789871,-0.0854227349157122,0.100873983286078,0.200147239187099,0.0810122578494491,0.0440267136418649,0.0406855532543435,0.0154162154327732,0.0818127889178075,-0.134437620851716,0.097055437921105,-0.0055407973786329,-0.0283568419826891,-0.0997478274013694,-0.122455150509373,-0.0583149128242532,-0.279912085747465,-0.195332463284926,-0.0722604287429073,-0.096333131308613,0.0293764844984717,-0.068030521004566,-0.14563487535506,-0.0288353672358141,0.0066051255867184,0.0350225456771218
progressive,-0.0582934696258577,-0.0844122117408529,-0.0831039033204183,-0.0078508534242544,0.412258094824483,0.515047203198933,0.413538466919043,-0.190262413787719,-0.102882437448995,-0.111535585280913,-0.0887103695911065,-0.109183707115379,-0.0468022375108081,0.338030793041524,-0.186169239655957,0.519010418821759,0.568509133837332,-0.040860008321217,-0.0640863524567016,0.329124038260909,0.11782415643946,0.0034365619843726,0.0024559143224096,-0.0374568333319584,0.202937695190446,0.0631092272601951,0.112349517840437,0.0011837350070608,0.0900629768784918,0.0327791121195277,-0.0162712290861891,-0.165889552124808,-0.638829283188357,-0.369099398528245,-0.0580342026712115,-0.335778671366177,0.0266133549390219,0.27086038917792,-0.100823416334389,0.0500719706558525,0.047255312189887,0.0709290970442952,0.0636721161994261,0.447170405611073,0.0203911991209475,-0.0186566136817069,0.336822089799192,-0.0777515131322976,-0.265974224342934,-0.0115194355175109,-0.0909628300971299
progressive,-0.174061789309435,-0.0444415866273998,-0.0323169773244441,0.199573224942321,0.0686844615981747,0.0670251076584075,0.133401976448545,0.137722273342295,-0.0804734519749377,0.146601986623603,-0.116460773658566,-0.0011060744006712,0.0261223242916432,-0.0264191467932314,-0.186502539683986,-0.0525097411905751,-0.0193850851664004,-0.0111151113986172,-0.0764820801725441,0.0356088731162069,0.0052617584972004,0.0794660279517501,-0.049593035365144,-0.0906410445322469,0.240780514798148,0.0583733189816437,0.209083202670672,-0.168754931042839,-0.0400085588611345,-0.0878445917827422,0.133708609249461,-0.0881192320872409,-0.0020442357103164,0.0999258043209446,-0.0323517304894457,0.242106709779339,0.0606696759518025,-0.133090774225645,0.0105249655585257,-0.127422794121141,0.0581378695607642,0.0536044163244259,-0.0206124775636819,-0.0466859195848157,0.0122109240812331,-0.0322113849340152,-0.0610498185671982,0.0058587198509972,0.0088336126153208,0.0362403060221197,-0.0317595958261242
progressive,-0.135577827084497,-0.316442459340442,-0.321924927233659,-0.137158327805241,-0.0966483421985453,-0.0942299809766719,0.012855138831992,-0.0199329445154587,-0.115813929250334,-0.0728555414631951,-0.0429903252218117,-0.273579691494516,-0.0458997524391033,-0.2859068115894,-0.428477339234454,0.124829922596765,0.128685327837017,-0.352030486976553,-0.375900976186466,-0.0757787484475129,0.193197245480749,0.0366983457214971,-0.143299786838721,-0.190487920719188,0.0111792936270697,-0.108877720102155,0.0570409892416306,-0.157212518384809,-0.0156076445141851,0.0388153053768205,-0.0608727786588527,-0.343366775122479,0.0603780383556041,-0.174045514785571,-0.320078582376398,0.0921679754761992,-0.0006349460656367,-0.0778373457226556,-0.0692916582099301,-0.176719683512186,-0.330779926410915,-0.314294995571824,-0.0178221906808638,-0.207231201732277,-0.213911920734212,-0.165336738564292,-0.212038725118293,-0.297415688419709,-0.36097663450206,-0.100194464836103,-0.303604837088002
progressive,0.10981962878539,-0.162957493619612,-0.122598495705385,0.147297467345514,-0.226790891256255,-0.0692921328623248,-0.252941358925116,0.0707337569346949,-0.0298778148584592,-0.105043346931943,-0.349374745665242,0.14116224103809,0.0570893996579341,0.0770902115145123,0.0613018967983086,-0.284793984349196,-0.101979604380778,0.0048350869240024,-0.0390194765646407,-0.26524618915525,-0.409585055929674,-0.27770781729865,0.0599286297484261,-0.106930704128381,-0.189636459638205,-0.304619332882745,-0.159562788334473,-0.343377967504398,-0.0512075701514182,-0.172632279780764,0.135514304263828,0.019899510351516,0.207180335912308,0.116628196285148,-0.0190721792004676,-0.12841735046741,-0.158827134882877,-0.321999116545117,-0.323940761402035,-0.313177194547754,-0.0810393069911263,0.0279358692646515,-0.340766118307493,-0.12103022777344,-0.174794290293479,-0.0282411710800401,-0.34197555137921,0.0264638829150546,0.0930922793530707,0.317779772421192,0.0411062520962564
stable,-0.148183414766736,-0.185533519424212,-0.202802062442212,0.405768243912047,-0.48113570364194,-0.270128694739726,-0.282877890967673,0.351700517175596,-0.287395515829849,0.526812012863212,-0.101936972841422,-0.167691219797195,-0.15475059965072,-0.225036727320398,-0.0041625731640166,-0.260097637375331,-0.448972936449595,-0.121294482768195,-0.111837901809764,-0.390893894716372,-0.208719962851533,-0.212241991663691,-0.192043564534517,-0.270262974286075,0.219233877560896,-0.258854571319409,-0.175277885882022,-0.0958353323549117,-0.108870949477495,-0.3098294181613,-0.0319493762124403,-0.0530947434593088,0.0748174591825841,0.046996986297742,-0.077171340513937,-0.0410073141342023,-0.0656159984746001,-0.179671079021852,-0.0187990893550771,-0.156434486305914,-0.178288323078332,-0.132483386221304,-0.0979195536183826,-0.502182099835596,-0.177647428293263,-0.211952296692398,-0.581517111915128,-0.141779312888609,-0.154054751408322,-0.178887280759796,-0.173541061061772
stable,-0.0378888371772258,-0.215682607618283,-0.0865905192727411,-0.113480572083844,0.0178769218709437,0.218699956916917,0.163440477446226,-0.133150872036552,-0.0928928543933406,-0.202386222140588,-0.0529020753638008,-0.0073406189018272,0.0888607647635858,0.063247131627376,-0.0032803091302691,-0.0041936552502439,0.14833886999463,-0.0295435883430027,0.0001539085676351,0.108602252343546,0.250769094655305,-0.26786601467194,-0.146155614222912,0.0388653191683186,-0.143518645039495,-0.16420908701992,-0.404071733018964,-0.128416249752817,-0.0915638074155543,-0.0636707246523935,0.0216329631661179,0.0825931351054899,-0.423770710177939,-0.131679743356001,-0.130572163879929,-0.159000012306566,-0.0321988174544942,0.0749437364775995,0.0862222909048672,0.130974268552941,-0.0418966108385712,-0.0982977719753955,0.014813211266975,0.0065035621946758,-0.0716633766601105,-0.0351103121018187,0.180310327576403,-0.0850708928688512,-0.0866694135252386,-0.106453630151164,-0.0040707271497098
stable,-0.0466838976487854,-0.0191242852063055,-0.0625246834717378,0.120930545245999,-0.279224447122813,-0.239920992424458,-0.329150039691315,0.027866758841223,-0.0987745616863754,0.0332391054601097,0.346535276750207,-0.0793331296680263,-0.234246754355874,-0.347561482093323,-0.016776994089856,-0.289822453401678,-0.270069679688499,-0.0272667678766362,-0.0067425223792778,-0.373044438870776,-0.0374076585125338,0.12936351084149,-0.164951934553308,0.431144716750081,-0.104274634030453,-0.300668551314852,-0.18094470465437,-0.198105651493067,-0.135294282352916,-0.311937329703279,0.164310155082458,-0.0919404192640253,0.254798014677438,-0.0283414010525634,0.0984733264081586,0.0973596952393603,-0.176209234075044,-0.203037860905187,0.11845924764281,0.178920595809294,-0.125114914585088,-0.01015194576168,-0.0352779321605033,-0.183609808231192,-0.0034671085677044,-0.134374751997067,-0.225585436109934,0.0859577169757497,0.161593567303554,-0.118181839282331,-0.122403256628583
stable,0.0789483097732021,-0.091174054152824,0.0598577560854714,-0.152277590120283,0.160935729640262,0.11912077024792,0.268887396148105,-0.149237926772995,0.236611201402052,-0.178567341976036,0.113151418395451,0.0661016978158401,0.164448126038342,0.0380082417419865,0.109305997664403,0.0767096359932068,0.351750623613753,0.0837008652479469,0.0425166923005804,0.19229322874561,0.338259968736453,-0.0918917216017029,0.0780526590177306,0.114697156502966,-0.154237076709155,0.0468857443860453,0.0807534351789283,0.0747907740923783,0.34498224729746,0.407093296135518,0.0825728510650104,0.0169882678913818,0.200675600109892,-0.0361924990834447,0.103525240219647,-0.0767123679183815,-0.0074883109285356,0.0247840253954368,-0.0614102876288649,0.187077615812674,0.0805308597993325,0.02970327426879,-0.0007377353698105,0.244385041272865,-0.0329039668609077,0.010435900478657,0.227706900501511,-0.0061256057431044,0.103184671051541,-0.119268547071862,0.0237375363558559
stable,-0.0036452309762238,0.0087551877045653,0.0595441123863497,0.384225270784613,-0.363224670703197,-0.441338625492088,-0.451736251141082,0.374018273143562,-0.166886775165612,0.397531267684739,-0.0036238612190915,0.0217718365906739,-0.0051312592151515,0.0446195186172775,0.0610624206314559,-0.0825173427396911,-0.370046147097597,0.0221782887106744,-0.0410519441117213,-0.314393849528039,-0.0421823184608666,0.0564295088278395,0.154285061019197,-0.0112731253947375,0.218345143217367,0.0029841760009419,0.0188073853092488,-0.0074785197559537,0.0175663646564717,-0.352101296242863,-0.0079443955334268,0.0563309988802526,0.0416699758079791,0.238893241818462,-0.00851183093109,0.0347733166468606,-0.0649781792242603,-0.125278942121451,0.0644447863296054,0.0206946646643566,-0.0138044916228396,0.0973645639361427,-0.030306983355287,-0.38306409830688,-0.0004574951384381,-0.0209515332561067,-0.385179111975265,0.0766123451427413,0.0544575322262074,-0.0838591607048435,0.0075048050825096
