group,CD275,CD30,CD52,CD3,CD56,CD10,CD45RA,CD7,CD4,CD16,CD5,CD32,CD161,KLRG1,CD27,CD64,CD1d,CD66b,CD35,CD57,CD24,CD11a,IgA,CD66,CD244,CD62P,CD254,CD2,CD38,CD15,CD71,CD26,TCR-Vd2,TCR-Vr9,LOX-1,CLEC12A,CD94,Ig-light-chain-1,CD328,CD88
progressive,-0.087727188125753,-0.122086616067499,-0.145295849114154,-0.245507061300233,-0.0303293868282175,-0.10085617890784,0.175522052143988,-0.0820755461625224,-0.0742235947467473,-0.0710875234465782,-0.334530108741046,-0.0732237564018339,-0.176377832425345,0.0134280644569469,-0.138790199677613,-0.296364852179736,0.0457527023858112,-0.332578251483232,-0.230001103831588,0.0587437074480694,-0.0509825639029025,0.120495930220991,-0.139710233662117,-0.112435401835736,0.232122505566554,0.282389994008087,-0.048804002123481,-0.279726854486377,0.0950568334412369,-0.218635104574678,-0.157449072941277,-0.0497535753133546,-0.0833209243121161,-0.140582666812886,-0.115028846971307,-0.0904509531558768,0.0401332454034286,-0.0676133525214766,0.132038789506071,-0.0566408181881043
progressive,0.0300893415844254,0.0891374145244629,0.210488260390111,-0.0372527728244416,0.328147768847376,-0.203133481736768,0.488462075514661,0.350922970521724,-0.233540561761848,0.113498193718443,-0.110246478163641,-0.0767344799402524,0.0045399390923814,0.290038339688411,-0.093249264972327,-0.0096451791355917,0.108065183626831,-0.120098752113503,-0.202527334417235,0.512317472045479,-0.171307886235022,0.486325326120035,0.0255288719587584,-0.0312970500591971,0.346906022171582,0.0068934725480196,-0.0010533396388447,0.0919750176174895,-0.0400499474265378,-0.0586157525442224,-0.525897346419844,-0.382665336501194,0.0291230237960318,-0.0354242993954764,-0.137690058055837,-0.0168621054492967,0.387284233350469,0.143632412499298,0.240938785952471,-0.233542706572208
progressive,0.114058814619534,-0.0232888816554974,0.0693575616561008,-0.123641047191621,-0.0232059708389542,-0.0814645743860272,0.323497223480635,0.237584261201545,-0.182615890898283,0.104628101669063,-0.380687316302174,-0.0568568829317852,0.0607659002305573,-0.174128553644277,-0.108959672760467,-0.054076927745696,0.0989525308378929,-0.048977937482945,-0.103880582167373,0.0229515316069943,-0.189194357733629,0.004798080472411,-0.0799888639418253,-0.036679525594428,0.159181591792798,-0.117540007806814,-0.0161418801914218,-0.0473784584966896,0.136537527750168,-0.0152214016122286,-0.184922811245207,-0.156260293255974,-0.147089608099689,0.0292671760687948,0.0017136883821557,-0.174962236922643,-0.0281036184359109,-0.0049532630887583,-0.0164791060978417,-0.142721343487301
progressive,-0.261174120062169,-0.297182774389248,-0.152148984387591,0.200241210575503,-0.311677011316106,-0.289891068613097,-0.26468859287644,-0.0827253502091788,0.271028051182648,-0.447445513309689,0.23210909054902,-0.438749246735918,-0.193541119468962,-0.366352255744057,0.0687408103414538,-0.361965664150702,-0.198726906350772,-0.421221080062014,-0.340343602193908,-0.307029244840089,-0.293483750269709,-0.15795029599446,-0.366921618476572,-0.384771311722058,-0.250392216391457,-0.185786064618929,-0.402404695232588,0.288685930380698,-0.0716798132065073,-0.383894642359389,0.194622660584665,-0.0375397380910797,-0.413548333249061,-0.377926541647743,-0.366510365043241,-0.313198954544451,-0.286218517081646,-0.305586669206797,-0.418965701354073,-0.306189891536256
progressive,-0.395906451384338,-0.361319500644796,0.0079370472244066,-0.0507683733346984,-0.0873894313003407,-0.362501992412628,-0.101805404506343,0.125839326989897,-0.222099497580953,-0.404127177866233,0.0709908333660936,-0.307289856582917,-0.47387743641614,-0.0828681151430549,-0.18131013425822,-0.140229414049561,-0.173178627338844,-0.557312453595515,-0.461256022480611,0.0473044461787423,-0.374677319299812,-0.123298417604271,-0.271842753364138,-0.247185732833555,0.042034226168828,-0.084408436990695,-0.142198296442104,0.242918854392844,-0.0565524936122003,-0.429304940374178,0.0524647036804438,-0.0862102177025025,0.0954685435137215,0.169919001825926,-0.108919754668521,-0.38645853399127,-0.041576210151864,-0.351089151571028,0.0329652108086266,-0.389538786153892
stable,-0.0544047135037121,-0.215025766615152,0.242903049525918,0.476514257418604,-0.568720950274541,-0.170389222130968,-0.477490434289957,-0.455132441462478,0.421443021721641,-0.374559776285439,0.570498577868949,-0.1526368243065,-0.163783689988782,-0.215026198514523,0.324543266663843,-0.113102296114969,-0.194028354424524,-0.0497468181899781,-0.0930858119439975,-0.280713561839411,-0.16548550261405,-0.635670343926348,-0.185014660823055,-0.123133792726251,-0.522477685932679,-0.223202798727654,-0.191948866393116,0.185705239378143,-0.501160480037839,-0.121504638158672,-0.0172238917682143,0.103272846682667,-0.0137746124814041,-0.145237626327731,-0.161546581337782,-0.12355301407733,-0.492998518764689,-0.179258793596305,-0.669544615927006,-0.171574979030021
stable,0.050629254602293,-0.0172720252518501,-0.0027444727463324,0.236579548638533,-0.265989532067782,0.138134772303574,-0.0022674591921638,-0.258388345657223,0.227601973302847,-0.214233276969431,0.311408610679699,0.0907384582913005,0.237551529023533,-0.083537359565712,0.277952051101529,0.0729524192740802,0.0954022092870084,-0.0601242545816596,-0.0339762746167212,-0.0725628124582015,-0.0941635417861434,-0.296920452281276,-0.102753266167547,0.172734663628255,-0.23183814938249,0.112152277651074,0.0647101804626264,0.228684252124849,-0.1395217228861,-0.208541512905698,0.268651046171793,0.115027062890757,0.182045347309967,0.0280668496772273,0.163986927366999,-0.109650643497193,-0.110722298284339,-0.0705094421693689,-0.223295064395293,-0.0779420308884573
stable,0.175414492619911,0.0641503329509553,0.216396110104898,0.147488765958467,-0.0948957226425027,-0.0970567183891349,-0.116016370746083,-0.175938068455799,0.0122516951316404,-0.214290841186565,0.106136402169451,-0.100962174084518,-0.0914139607975384,0.0028187566782829,0.35419572518457,-0.114059533138908,0.0379794916551549,-0.0926687369884719,-0.191497319700599,0.0407138052705582,-0.0975519737279145,0.0189209635825876,-0.0777740703615748,-0.0387332968184292,0.0033805603848138,-0.122605107105191,-0.0523785355386956,0.271698586939203,-0.182244102992085,-0.0743152401687907,0.0824786995734686,0.0541282200374638,0.296665834590768,-0.0678637094377289,-0.0423850460241645,-0.141885315826217,-0.0498246483781239,0.0476270142215352,-0.0634055581746143,-0.0128403402534159
stable,0.0234392487999278,-0.101439557028543,0.142603397395574,0.288582921486602,-0.434651062930121,-0.0598087465501863,-0.361375319166175,-0.48375174832025,0.232705074866995,-0.313012511418971,0.31857002759079,-0.112809172159605,-0.286552204138626,-0.0570790521712195,0.101471234329902,-0.0723076782686521,-0.148766056448079,0.0037341268742612,0.0014609374201465,-0.237254087427763,-0.287254039092449,-0.0905655398633101,-0.182566880804848,-0.0416266332010246,-0.419406138042175,0.0284890680885572,-0.184217859445282,-0.0543571133749177,-0.0450496652049432,-0.109053719689838,0.197169926685896,-0.0254057908508037,0.16877522570293,-0.245223213485123,-0.0512314754603125,-0.169462731097677,-0.369847041520084,-0.173488633657509,-0.241121768133459,-0.0689224773465895
stable,0.103138966622663,0.0889472115113733,0.0592132869785881,0.106773893423737,-0.23446645869034,0.0016260234116607,-0.173396127167898,-0.202666371214312,0.231800690495839,0.0027046835725026,0.147361406145248,0.13064546010153,0.0846921473067515,0.142084006048536,0.040956517731241,0.111437934203809,0.0255755459821573,0.0067862898128722,0.0958432940089504,0.0124497506494875,-0.0196624217698487,0.101784217791152,0.059296215926748,-0.0545713065067519,0.0532609874898422,0.302631522820508,-0.0193466252232439,-0.0494984842947621,0.208430277676635,-0.015649556121166,0.245255142590244,0.0427225903868415,0.175273284257713,0.0987154019134233,0.0525604492718771,0.0728468604107812,-0.340898528748773,0.0438271995483261,-0.173513929411074,0.07661025365589
