group,CD70,CD52,CD3,CD56,CD45RA,CD7,CD4,CD5,CD161,CD27,CD95,HLA-DR,CD57,CD278,CD11a,CD66,CD244,CD54,TCR-A-B,CD2,CD29,CD28,CD38,CD71,CD26,CD304,CD49d,CD158e1,CD94,CD328
progressive,-0.0237842576833484,0.0248676724699501,0.391154506295037,-0.285851065434632,-0.139411938301373,-0.0956543474640874,0.100585287257928,0.284470836820591,-0.0264081424937832,0.156978232067704,-0.155897975515726,-0.0675410107235023,-0.1743477045894,-0.0004038039575556,-0.217807359362568,-0.105536538807381,-0.107232413054877,-0.0515236171071681,0.121273723058593,0.320450136918506,-0.087938663200507,0.0302835180353452,-0.239123092941093,0.133400072762801,0.0137861074612359,-0.0233605688526489,0.0477979916685414,-0.131429125748639,-0.244678981352131,-0.236626506468495
progressive,0.0201575250781637,-0.136187717892785,0.0423448097854967,-0.314920418038838,-0.47266435862816,-0.424939222175681,0.152480380907425,0.0910971641711418,0.0716371025577657,0.0813445586221334,-0.0046368231389706,-0.0225126147118682,-0.554637314831228,-0.0961946977198535,-0.526687423965094,0.0848753640399909,-0.220121263568048,-0.0959072861915062,0.12448804236266,-0.251860738647789,-0.0525168274781296,0.0974328869540516,-0.0491359928593648,0.608612127390282,0.382354041737815,0.0876514381139024,0.0320476345510178,-0.127169379708956,-0.382403073394113,-0.261215213185943
progressive,0.0566119697896487,-0.143984736295622,-0.11233201582121,0.172094821373036,0.0357858457949505,0.0334943715679068,-0.133159382735229,-0.117121497782807,-0.256697910464099,-0.151958704060377,-0.0669233362378904,-0.0722533902658601,0.0281601658319047,-0.183333664863279,0.10369989242991,-0.181400280459454,0.034334656152564,0.165745014933279,-0.143212108678097,0.118573123936639,-0.0540549106006318,-0.112592926944554,0.0187042251828626,-0.141785165239165,0.0280019161431853,-0.0254162224942278,0.0356528593674421,-0.169634050853455,0.0018931493714443,-0.144747320216039
progressive,-0.121182843801539,-0.23992529614231,0.022304290175884,-0.309462624694412,-0.329518601109778,-0.17188507581637,0.203249710163875,0.156753738105369,-0.0989949078712829,-0.0589432436386945,-0.101500675279145,-0.251894096894641,-0.127539525570326,0.158263082811851,-0.145395729401003,-0.359113237277475,-0.200401189117143,-0.0391913046281907,-0.196419354171274,0.018326733216422,-0.115950501607486,0.0530881261516821,-0.0865854691726192,0.0377766789131744,-0.0903748615645014,-0.0298962345348592,-0.0334501298351998,-0.16563760580688,-0.320243989799355,-0.311809864350121
progressive,-0.281151493669457,0.0624924824941426,0.338181279870654,-0.147109385671814,-0.246045526036901,-0.47841118586908,0.284766842434499,0.0649627047875816,-0.0582163759625182,0.0555709960270935,0.112884783513046,0.0515784820810912,-0.330694274803635,0.192014536006666,-0.239275222586333,0.0311594381199649,-0.28550439395585,-0.417591509686828,0.0114746730455918,-0.0010023730935617,-0.110532879238067,-0.0060114318425172,-0.0920308852304854,-0.024976814898284,-0.0386062368909726,-0.157575659876967,0.0246151292904984,-0.195251664672941,-0.0552911200981794,-0.434894313808012
stable,-0.048762963815876,0.439419956353443,0.585742508343339,-0.470184257157747,-0.454010039088912,-0.376193617936169,0.577051813804692,0.679554566184589,0.0043251257301819,0.432534931322262,0.145675858336115,0.0168821134460377,-0.152125151386452,0.171312663156798,-0.532007616225262,0.0268650637926257,-0.423731401997723,-0.0434922486009246,0.356183046970675,0.281502345082323,-0.0619638328659899,0.33461147048311,-0.417998326049625,0.0358873780263166,0.251963510719129,0.0963059606735069,-0.0512246916286816,0.0130283762386497,-0.297592253253682,-0.558232521827788
stable,0.180986985020469,0.28028500577874,0.470069250369775,-0.332072995827235,-0.213560218171043,-0.150615994724405,0.456920258606275,0.608767198513521,0.102595357510512,0.461557621385848,0.42747793772954,0.505002798744585,-0.104561969449647,0.605666141754046,-0.222179556626266,0.131726649233281,-0.243052678278667,0.0282823127327578,0.375543049496442,0.424584781948385,0.54920850159034,0.42826448870776,0.099060961820167,0.459107121514051,0.546251445320143,0.159263169122973,0.516297963863792,0.174606204650485,-0.0180592582104766,-0.238527190886489
stable,0.179731224069955,0.314287678816175,0.484022962791881,-0.145151149722408,-0.506373015059447,-0.305468060358717,0.625763999403023,0.437794537314074,-0.137303363734485,0.462391566333372,0.107006944558974,0.231345894700068,-0.134793098089547,0.424445749430624,-0.0317340235170923,0.40411686040765,-0.363462188512876,0.0339800246346994,0.302002979391374,0.325544800545218,0.115174877833806,0.490446552839165,-0.276954077765945,0.218796142242992,0.359754241308659,0.435407468604739,0.153749976225342,0.112438515427963,-0.362189319962129,-0.382003345900426
stable,0.0851011140619981,0.386617039773892,0.571273924844685,-0.535225895011348,-0.471986345617002,-0.507487273362319,0.576225901629918,0.710984928955689,-0.132462650278899,0.366478789774683,0.24499553129757,0.367969201945605,-0.0755658349143093,0.483263542250026,-0.258128469778166,-0.0029284642035794,-0.493134643123379,0.0787649671750247,0.425145487301221,0.465609089775158,0.275507906697539,0.411980626242792,-0.0910897635579248,0.381713314498735,0.27335872212995,0.0814860047319843,0.291117099160585,0.0084396191965551,-0.299679672191711,-0.533410010178122
stable,0.0763994415166403,-0.0071869968483827,-0.0268180523289186,0.137160056397862,-0.031957869281122,0.394533059999305,-0.07177119525585,-0.109513254501568,0.113074305028887,0.189411571056278,-0.0762113850205427,-0.0058971676318854,-0.0984273806113232,-0.0200607538530847,0.167163310350196,0.0135512705779136,0.175762424725297,0.0911907213719471,-0.0448043398111416,-0.166702973005945,0.146653051442758,-0.0169906561404027,0.416987466523946,0.0550602547960953,-0.0314004155267138,0.0093162276363968,0.0695777911222594,-0.0367229225825882,0.068651475737245,0.0709577991179521
