group,CD30,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD194,CD4,CD5,TCR,CD62L,CD27,HLA-DR,CD57,CD278,CX3CR1,CD11a,CD244,TCR-A-B,CD2,CD29,CD28,CD38,CD71,CD207,CD49d,TCR-Va7-2,CD158b,CD158e1,CD94,Mac-2,CD328,TCR-Vb13
progressive,-0.0813987277785077,-0.203191079522275,-0.477172988271015,0.270521972370688,0.160642170982296,0.0527315846662798,-0.42273670647663,-0.326667034959094,-0.301016879208678,-0.451350552024,-0.0687559306095148,-0.157022289862192,-0.212878868559386,-0.105149622127082,0.214305704799253,-0.0895911021921566,0.0048326872333452,0.153674380603597,-0.0869050661311585,-0.119458992831282,-0.380191258919233,-0.19799510103183,-0.148481132233531,-0.0669746626630251,-0.179352822411739,-0.135290288676689,0.0051222130443156,-0.254219620650784,0.0257212987674055,0.03984778576816,0.243331675479084,-0.0753737579598704,0.257600333940374,-0.0465395054477327
progressive,0.0484816013084539,0.111936660564566,-0.0834390833887127,0.399707011046895,0.527384107358788,0.507241946066717,0.0558397556176915,-0.0390683329920478,-0.156120815116023,-0.138544926255928,0.0311582568341222,0.0846826372745386,-0.0565339312873395,-0.0773023699638213,0.520463960483229,0.0418070677573432,-0.158828684687434,0.604245626661012,0.312210427564862,-0.0614366033702388,0.187762467259508,0.143994022564641,-0.128907515412357,0.096369128852403,-0.516812075590772,0.0137380197713226,0.0532552027540456,-0.0624921001160737,0.239729594913031,0.110628999761807,0.538418518557117,0.0707399180505527,0.395242953624181,-0.0691783371677349
progressive,-0.0326301670571839,0.254540129235402,0.12172105234902,-0.103020977391637,0.0871282068299678,0.0512376320456571,0.0434632590476728,0.0318279691965424,0.0795797898018799,-0.0151480533013075,-0.0258712525897999,-0.10528342522043,0.10709360432928,-0.0501407704108348,-0.0896071592790256,-0.115042452246872,-0.0621495751850864,-0.122867462614757,-0.073405126946861,-0.0005828618965311,-0.0203201879229118,-0.0060447017642549,0.019351390236239,-0.0189634827162216,-0.0343691236987684,0.103985853763139,-0.166118534373831,0.0502776357453279,-0.211384539096147,-0.153074449324682,-0.0881046635681596,-0.0525644527896464,-0.116564756275058,-0.111269086793184
progressive,0.004893289375421,-0.0931859986540594,-0.357732186229862,0.192242547007823,0.162450874449013,0.0503288758125872,-0.298452756686658,-0.101528790652538,-0.228906874559515,-0.277547394404369,-0.0545099156155358,-0.012571992010132,-0.295618180605694,-0.127685765671472,0.128026354086462,-0.268249406846479,-0.100672953221025,0.177405861214919,0.0412521586267445,-0.124425275760489,-0.268956161044962,-0.179351001817436,-0.354820098727127,0.0857187819151811,-0.181357136225437,0.0127728469907986,-0.173955795398974,-0.254928733559126,-0.154043571040827,-0.0074022825482812,-0.0043396779855332,-0.0642101281980327,-0.0743023855971362,-0.134032929335763
progressive,0.0442993535612588,-0.0044234136705191,0.190850867441861,-0.181992690514279,-0.30329921721179,-0.358700597516234,-0.297287397723793,0.0370565985570234,0.0814032741097602,0.149965730647344,-0.143762342549469,0.0066080276422013,0.216682753598618,0.0373959512080114,-0.264074886550591,0.184972438109111,-0.0636594246260243,-0.231184533008009,-0.192576848998971,-0.083827138492526,-0.235808270260391,-0.311241370181082,-0.0038934144057754,-0.114013083744198,-0.123176544250385,-0.183576689857495,-0.13938080882139,-0.0579839700642389,-0.464674826347748,0.0093007214679193,-0.283205185385826,-0.0225655559849544,-0.379130732907438,-0.108444260729421
stable,0.137750347426057,-0.311417076636148,-0.462051566687551,0.442525886511784,0.461504713877419,0.404125793062263,-0.120811999172016,0.0021259620108931,-0.47834752625919,-0.605228220604386,0.0775356654530722,-0.205822681844924,-0.364209537833551,0.0371059029890073,0.251943683371004,-0.12779439974937,0.05981022920449,0.62658073931769,0.501358068473992,-0.233509458900653,-0.259829481502029,0.11133278993839,-0.261204689588991,0.475652031991204,-0.213752825990582,-0.013844799868726,0.0770449023840647,0.0307796323241434,0.271127028644672,0.0641433924324329,0.362781705609967,0.0274718016271608,0.618616388483961,0.0360565958512122
stable,-0.117670487676844,-0.240225354843958,-0.390324863757025,0.426134892791618,0.183485834274978,0.260173321061057,-0.375651262312849,-0.183440751889791,-0.309296585624818,-0.51343211252854,-0.1318000631674,-0.315230957507905,-0.470281409305189,-0.424828638241033,0.200644317181155,-0.561460368738361,-0.0203172377813756,0.34854390776459,0.290801872675215,-0.167516725430137,-0.331512716866841,-0.636368397017729,-0.441816665488486,-0.0092083406845764,-0.653252960437981,-0.0057979512827058,-0.494676583127956,-0.0432823299953628,0.267536096030936,-0.0196496617276952,0.0758328921179494,-0.0352405283222814,0.458953985631642,-0.0586744546025245
stable,-0.120980640394149,-0.403749584379927,-0.601335997105205,0.320415447610492,0.438580364587698,0.329253593586816,-0.294998057292306,-0.423800227237868,-0.581161053992903,-0.640531334658847,-0.215050644521042,0.0175232575672667,-0.490238746622963,-0.210042249830466,0.0933795494253617,-0.486870160795044,0.0213043966121504,-0.0044674497347776,0.414562195842662,-0.423138547873974,-0.479632971647348,-0.155329926552842,-0.503720290287224,0.368568118741555,-0.144243071048408,-0.162638438730572,0.0717157544881592,0.0028217520783325,-0.123672843234899,0.0105618182883676,0.405022573679834,-0.115664570737217,0.415156578932904,-0.264410313700779
stable,-0.0569540796056903,0.225759701578208,0.284505782623903,-0.249866943006761,-0.187480293029721,-0.185232152649306,0.0614438451759153,-0.0707464129287073,0.0568328508700196,0.296942535052401,-0.102923718555212,0.0773546268545862,0.0216547786707619,-0.0604190243181501,-0.0474109174479166,0.007487570963584,-0.0208566748596164,-0.096394347897605,-0.198647703149443,-0.0308381958884517,0.199990793495179,0.0138752761948363,0.139399615262801,-0.145674303406742,-0.0239422718037835,-0.0015944870210295,-0.0245456386857256,-0.0287602499471026,-0.19541865289059,0.0008657895722517,-0.136628567574889,0.0074439761881444,-0.254259235852868,0.030997781929842
stable,-0.199468358953893,-0.338807624472615,-0.475099030117033,0.473483488611235,0.316051053108101,0.583587047692455,-0.051138238291602,-0.155055527053146,-0.465419555043279,-0.484600533870144,-0.18546915581402,0.152931738769235,-0.214667198710981,-0.101974851074475,-0.200215029953694,-0.228611564101098,-0.142224330378035,0.195953228879204,0.209439054667259,-0.281427424353407,-0.336833291798137,-0.150513226657959,-0.252009014856976,0.339238837620061,-0.050040414901618,-0.076911069516176,-0.0727069762060945,0.0278566955121238,-0.0729295190785371,-0.111605875359625,0.467928558067757,-0.21082310996792,0.510513687527843,-0.142480515670683
