group,CD52,CD3,CD56,CD33,CD34,CD45RA,CD7,CD4,CD16,Podoplanin,CD5,CD32,CD196,HLA-DR,CD1d,CD57,CD278,CD11a,CD244,TCR-A-B,CD2,CD29,IgG-Fc,IgD,CD38,CD15,CD71,B7-H4,CD49d,TCR-Va24-Jz18,CD336,CD257,CD94,Ig-light-chain-2,CD328
progressive,0.153702863862052,0.24755803578151,-0.0466307863926173,-0.0339933281856848,0.188329433925569,-0.105892342673117,0.0014529890337877,-0.066836092940238,-0.009457152924671,0.0745230322191616,0.321660709087579,0.0493866624139729,-0.10238117187683,0.002452985412777,0.0579424247762617,-0.0090477911750592,0.0968851012645552,-0.189857637310853,0.0017759293097409,0.0028579698122999,0.163419614890656,-0.135355113617848,0.0334939258781261,0.119161611020289,0.11503475359218,-0.033411978346771,-0.0416129321246769,-0.0732489171161514,-0.121298016823109,0.132159369052485,0.0394299982737125,-0.0569655016564678,0.0171352602631567,0.0155669064830665,-0.0524174088993949
progressive,-0.138530179973226,0.0578460490017317,-0.408539398148592,-0.0215316553240621,-0.0705951165036111,-0.534846957899469,-0.481331411877946,0.162448016206654,-0.167976576302015,0.127516531660807,0.120857122764166,0.0621133744265204,0.0902872808112588,0.0371798440029109,-0.118574251383361,-0.518757826254157,-0.0439610333004129,-0.596268014368586,-0.305201415189658,0.0775872361460391,-0.207250342623178,-0.147035853678652,0.004490260554243,-0.0123008086081261,-0.0979260117430338,0.0937050249479265,0.563228725847337,0.0513411553096298,-0.0374657652914662,-0.0268656072053558,0.0424617622522381,-0.0537631418305773,-0.51403899385969,-6.90732806425981e-05,-0.382469992509629
progressive,-0.0928714538121281,-0.202309256085306,0.234543830834376,0.0723647087987547,0.13087421679299,0.176978653551491,0.0730807434664626,0.02978374241769,0.130916965230742,-0.0425414030301539,-0.187896804865628,0.0135246149033159,-0.0755235239295547,-0.0150144349838312,0.0063597073654522,-0.0622772464335923,-0.0882579904447477,0.0580787502298272,-0.0622636265540165,-0.159414613765629,-0.21700938869332,0.136236892990596,-0.111137028415625,-0.114412823156293,0.0316663481951945,0.0594961664579197,0.0499046577866554,-0.144697073546163,-0.211579772704593,0.0740643549569954,-0.0299217759017428,-0.110572491196514,-0.0147531981560471,0.0536196366727902,-0.0333581248151549
progressive,0.0748593322031185,0.0638345109593024,0.146395249721214,0.0415221448150624,0.157004003600378,0.0359644313499187,-0.118017089355415,-0.137100570187923,0.170698476737057,0.138894141922923,-0.0513295432994412,0.075539888836807,0.154524687116815,-0.0087728049730744,0.125806842869469,0.110526437146498,-0.146705035437733,-0.0082885441818108,0.145028614097998,0.039984573693031,-0.161208713759691,-0.0862963727823887,0.0625846965359673,0.121648303571644,-0.102664906306285,0.224812339199781,-0.390140228856471,0.119528126143591,-0.0277580407598941,0.0989788970399423,0.0746940115116061,0.148403565877788,-0.0095919687301084,0.0989338460869168,0.0806003765516114
progressive,0.158113509924939,0.297790607769201,0.258215511482612,0.374151055238644,0.4805981077156,0.451836525276446,0.312042109902505,-0.0798285562134403,0.206005692177049,0.176492485239707,0.0607943180045679,0.142117705988348,0.409370751292833,0.0700747367864645,0.426186119258482,0.310724060057992,0.158024676821134,0.107086275369378,0.274817726285809,0.162258079390639,0.0343939267728359,0.218324764814337,0.166697416352702,0.401573995191966,0.20951978668839,0.132262326941006,0.0371973744664793,0.21991350839718,0.0792279800820773,0.183040739453345,0.473487255116028,0.140395726780744,0.115143603504347,0.278561472378429,0.307285058509572
stable,0.334503691268201,0.39012663164592,-0.388275414978997,0.0655461034639395,0.042980108785225,-0.330713531687689,-0.304875188200155,0.465096818518341,-0.267066523949631,0.0069572109805594,0.581250818805801,0.0057777999135042,0.0774900130237283,-0.0707886777135693,-0.0243952083198888,-0.174529187324765,-0.0620324183039721,-0.549459811717532,-0.312790045254219,0.286685236341094,0.169908676636162,-0.144037835182766,0.0140712016083829,-0.0809642207156554,-0.488198245206596,-0.0231786719147695,-0.0801675228381944,0.0187605666942206,-0.148101390359779,0.0541944391961983,0.0507033444537353,0.0007199306825565,-0.27342486995968,-0.0092390010300823,-0.462203024133416
stable,0.0548802924313912,-0.0622887174556288,-0.0143291321139211,-0.0651679945965319,-0.0081763549231242,-0.0994293816200158,0.0215860444719177,0.0007692755574035,-0.211045787223539,-0.0489235768115627,-0.0272662200974817,-0.104899909760238,-0.0324273967459354,-0.144252123860198,-0.0968229023988019,-0.0204311364813921,0.0199770280335797,-0.106717938247233,-0.0417491070566898,-0.0654206142281558,-0.119234044972229,-0.0898297080764413,-0.177197178608231,-0.102968544069955,-0.156257205806461,-0.169051413798566,-0.012790250738875,0.01855148645207,0.0061291988575636,-0.145164057750152,-0.160395777032717,-0.0636374653331151,-0.222430186703806,-0.242439098262093,-0.0998240082539981
stable,0.154990305102559,0.0987458546049441,-0.0748657463586202,0.0372075246202496,-0.1552826937587,0.103178002831989,0.176790396672613,-0.0162603142760942,-0.0522744123813345,-0.130044645599392,0.081136600049708,0.0451916790615728,0.17363948758822,-0.0777771175904475,-0.0404011637872071,-0.2240063592632,-0.265185017148865,-0.068046983928119,-0.0713993533757127,0.124815312357789,0.198559409953071,-0.0812502354834779,-0.0570999515569057,-0.0401475257817838,-0.33510483430207,-0.118314212665152,-0.351764964854345,0.0329343641198283,-0.0644543136947173,0.0527924867800496,-0.112599229392808,-0.281486658188297,0.0845584072554817,-0.116826146269417,0.166985502819594
stable,-0.456210717920023,-0.607412979334933,0.388196575398441,0.0134342537702623,-0.190045233820934,0.459660934741205,0.425465527516345,-0.405820730355177,0.484523980091591,-0.0646960879926351,-0.57266495921,-0.0977068763961399,-0.120362618677486,-0.187009830900361,-0.0691226489054384,0.0531964229051308,-0.386320350962768,0.345486185083998,0.421837488434099,-0.400927866592572,-0.498788981525533,-0.215045172180068,-0.0558108152801676,0.240203934315508,0.229056017981452,-0.0749254276678464,-0.181991838442104,-0.0572009054511533,-0.22351599589498,-0.0296093080060396,-0.0591898326460622,-0.0439783995485642,0.239511155996011,0.100205750217241,0.490283330268879
stable,-0.267281173647615,-0.350706218293028,0.629205746441122,-0.164382138237853,-0.188677754551729,0.286535470072297,0.634590387396165,-0.368504643321851,0.0351132615527635,-0.100450001590272,-0.411138139786168,-0.12249988892804,0.0169815673642895,-0.0467584716724646,0.0364282904866202,-0.155370375581728,-0.219737679373676,0.128163711321633,0.178934106426437,-0.193242322612597,-0.185076306625061,-0.0955858418309569,-0.0022327543593304,-0.0365081854894166,0.167527243409758,-0.0465951607868654,-0.0522476661831101,-0.0235689907403228,-0.128302713630852,-0.0329176184055889,0.0233047870237214,-0.0538033593380997,0.585054431892307,-0.0429184544490357,0.414210909771875
