group,CD275,CD137L,CD3,CD8,CD56,CD33,CD45RA,CD7,CD4,CD16,CD279,CD5,CD185,CD27,HLA-DR,CD314,CD57,CD278,CD11a,CD244,CD268,CD62P,CD2,CD29,CD28,CD38,CD71,CD49d,TCR-Va24-Jz18,CD336,CD257,CD94,CD85j,Ig-light-chain-1,CD328,CD82,CD88,CD224
progressive,0.104184457356271,-0.0150709082225177,-0.0962757091177076,0.0997188729400172,-0.0354046388752811,-0.0195947070213872,0.00802113177702,0.263651047988968,0.0197317640261312,0.0226107564848733,-0.130297220296726,-0.109218119353463,0.0237339968262757,-0.0641780126861907,0.0386132549137801,0.0819173861439627,-0.0106888573805355,0.088368086757491,0.112344593914756,0.213222368413213,0.11690897754189,-0.0385151235776663,-0.047390561777987,0.0657249131037857,-0.0048802779463758,0.160693585076217,0.152081014560416,-0.111440788988283,-0.129794213717946,-0.0796792079414606,-0.0278103101801041,0.114857253815729,0.0237681008764616,0.0610390046470064,0.198319012919714,0.179168286015252,0.0125947317960699,-0.0073632300989004
progressive,-0.0260661020017948,-0.0377499552483399,-0.0530491449437466,0.0687067670003486,0.386084399142643,-0.0018160549446999,0.519704009824987,0.416114794174547,-0.219685787690965,0.154276500118758,0.106978577427103,-0.117239786318374,-0.0980252718132072,-0.0580456662551318,-0.0393480562817147,0.110668248012062,0.520044233312513,-0.0027168644704016,0.583311519940288,0.32602573104217,-0.0986915210029987,0.0674868458010602,0.18604136135651,0.1616871024312,-0.126509752959972,0.0746273553886262,-0.569762293925607,0.0920169057773916,-0.0034426270512587,-0.0670967000127942,0.0900577711437089,0.507737477914804,-0.0005613667292449,0.083953801852503,0.369446640151707,-0.016005577761115,-0.216257723081917,-0.0903799899514192
progressive,0.257540236128946,0.0047932724915937,0.158509662430562,-0.111657252495913,0.0721751870336922,0.109841375807112,0.0410297078438505,-0.200983487198746,0.0700126835598293,-0.0025692497559923,0.0828228845438156,-0.046655458401495,0.121830445796424,0.107097537863073,0.158230841888856,0.0224705766224301,0.0289844024923873,-0.101679761360806,0.0029244514244068,-0.0682924630142277,0.0147912786548188,0.058840915761828,-0.135608421432523,0.161325106519596,0.139071034794521,-0.0645347771046554,0.0002333452338142,-0.136285282904496,0.0967298068722185,0.123588503936491,-0.0127454563184443,-0.0231953977727772,0.0418944007486981,0.113050857282459,-0.167809198510706,0.0941951624092952,0.0735217036347325,0.141179840362299
progressive,-0.190236752808111,-0.213352520985802,0.373415516328757,0.0863747348646953,-0.341426025028862,-0.179923333709181,-0.438995948360665,-0.223012973917646,0.325665454736101,-0.467006627223265,-0.0511378566032359,0.428835189135078,-0.214565304175523,0.11120914679441,0.020600999129516,-0.0987408130248693,-0.0183208434573688,0.28401847266555,-0.0464324435512475,-0.298443701077534,-0.159945112127135,-0.129166705259613,0.307466707355848,0.0680779320948449,0.169236015612177,-0.132079043448092,0.15118434960032,0.0851352883284542,-0.218252690959885,-0.163271227084169,-0.128472232132668,-0.267387365747685,-0.172036818901466,-0.288926263217925,-0.278091956077071,-0.210203200022688,-0.234723474692157,-0.0694989116725397
progressive,-0.263595504398009,-0.436982903100989,-0.210815587909627,-0.0759290370045263,-0.258050812215179,-0.166111853123117,-0.225886665678413,0.180536009499456,-0.0174183081592933,-0.292947547314709,-0.218802003630742,0.0055792253864951,-0.406502568222637,-0.0964430053225245,-0.298453828022776,-0.404964809125287,-0.0575079777753444,-0.22675555230127,-0.236137388605386,-0.111358174706659,-0.442026323777928,-0.255442476723598,0.270484114465791,-0.191838758644168,-0.0697388388362496,-0.180930403151325,0.190808134189438,-0.219206854704643,-0.331683938052044,-0.404038727249886,-0.197529790262619,-0.203350507473683,-0.415416527437184,-0.48948477868465,-0.0115224194789031,-0.237804390115327,-0.45115847702369,-0.499515444464461
stable,0.0397809917509049,0.114175784794621,-0.430668003292948,0.0217569799592175,0.551087036378406,0.0075072980145883,0.473077620057725,0.47693632193366,-0.412732194405297,0.369578488422256,0.0540305922003736,-0.54658577545752,0.113809465306221,-0.28172048333955,0.164449409028734,0.220603650733239,0.23211566268344,0.0716609807910606,0.642294843955624,0.461783473975249,-0.0434574955680818,0.2263420774473,-0.101101352058596,0.267670557740316,-0.182336601900497,0.513255697422966,0.113259510269636,0.190346922387444,0.0765342463105118,0.0696177469285944,0.0461412954258011,0.44870233259214,0.187673988577065,0.132263630276536,0.61742469766196,0.0489647463589117,0.138333172225673,0.114469278908348
stable,-0.0653869485615483,-0.0745880052781391,-0.313856925591715,-0.100573200498422,0.36965122005404,-0.109391052226657,0.169476836941573,0.403899830916038,-0.360035059142013,0.195509645507969,-0.0605374144895488,-0.453713819062258,0.0077468714754295,-0.214731317537533,-0.206446689652772,0.002630210505938,0.0625535504958821,-0.282312906904849,0.446152889918156,0.440671589089272,0.0164315263973591,0.043019866777505,-0.228226949472182,-0.290826474800942,-0.279625099929787,0.0477265739469179,-0.401434994780687,-0.223437658981838,0.0097167495951831,0.0045496922844231,-0.139733262629654,0.19250023132801,-0.0750378717874064,0.0553356814058288,0.498139157151811,-0.133282023640905,-0.103148890007779,-0.0985321592547538
stable,0.0897269941482807,-0.111156769158525,0.107078323607172,0.207616176890278,0.0059761042577062,-0.0932513075935262,0.0188343967097935,-0.0992364946268096,-0.007944647600175,-0.198368770433816,0.136709958978182,0.0539622017404252,-0.190550787416687,0.187219621385487,0.047002517485694,-0.159395008834396,-0.0314643236306645,0.244264186054586,-0.140712721592728,-0.0129708026112359,0.0954898522511777,-0.0250607154226582,0.166801084057903,0.257191493591111,0.0837087599670051,0.166628436908922,0.269513432973265,0.221710643098771,0.0009352999626386,0.0180536821063729,0.121576109689779,-0.0805564914977508,-0.0896683534662469,-0.0283779624851376,-0.328288732766074,-0.0799714473323432,-0.0073897794124693,-0.0212789979959082
stable,0.162181103430611,0.0523350319150227,0.574930387112073,0.111370141214376,-0.512311951488847,0.0193978056677321,-0.501887169091829,-0.529824543617071,0.504050618641668,-0.47668948485038,0.253762633785416,0.665911837077852,0.0372573025736347,0.418589372774903,0.349189876247883,-0.147055162706141,-0.109648930699766,0.477195651597057,-0.347306712526458,-0.539799487434301,0.0655808792617104,0.184003178206774,0.465621114089048,0.269355389782974,0.407222031549679,-0.0971851996391087,0.424926599223383,0.251820876541582,0.0775278581979579,-0.0002916289573945,0.110650437206061,-0.326638012249045,-0.0229738929182143,0.0704812241525006,-0.508978403162457,0.0944044110571849,0.182101490917371,0.31859903550219
stable,-0.0512334834990621,-0.0448773597291075,-0.182898718909518,-0.125983082182385,0.429119963163322,-0.0508161417330171,0.176744672305434,0.431412301214352,-0.170899983021372,-0.10208702747393,-0.0938601683680337,-0.251871470974775,0.0325918481047808,-0.0024677998548509,0.128737534137117,0.108693491256322,-0.0243346937251768,0.127286460235133,0.158440716837708,0.0826464295482998,-0.0019021726574755,0.0361440999416299,0.0542083009955693,0.102126723372391,0.0096840509237119,0.199070337868703,0.281277616246994,0.0627494995310009,0.0025342273583571,0.0861842955544972,0.035607344091374,0.490336630761424,-0.0569322734199622,0.0052747508436846,0.137959157464057,-0.0894564116654932,-0.0412737488941349,-0.0002632196087079
stable,0.146058962525005,-0.0928146459209753,0.287209548151803,0.0859845546847641,-0.253865350153642,0.0412473666673762,-0.0261531761117564,-0.279670585293912,0.230401372070222,-0.0550491270280386,0.0938431984611651,0.269787132509125,0.0717966314620568,0.089438961231642,0.102626890674032,0.0208827043123758,0.0081316234274839,0.265011064593327,-0.0723055474993225,-0.146606993868462,-0.024264999721324,0.0145791799041553,0.272393382585661,0.172783804132649,0.107436917511378,-0.0876864881189351,0.190572428006145,0.236074812792806,0.0151144293601538,-0.0132326248373539,0.016660205745036,-0.174879315008908,0.060206245532695,-0.0210152238601122,-0.335660474771777,-0.0284300311970779,0.0803733458114043,0.0382395277383141
stable,0.0459366376232012,-0.0640142461124403,-0.0558636050175383,-0.17315670353007,0.315985189896487,0.0488481583239866,0.148448596127481,0.229442706063392,-0.066570306045841,0.186845043908391,-0.152692524493522,-0.203892338532375,-0.0854562085421222,-0.0728511855836518,0.0175211143994485,-0.102378695396621,-0.0794992317310446,-0.108216642796613,0.239581241187816,0.0116290674957657,0.0013939664298503,-0.0272246533256918,-0.211236965854959,-0.0542163470144992,-0.114347721691463,0.215846626591524,-0.0300027296667036,0.102032708402403,-0.0608980444249895,0.0324680101420212,-0.159411489671096,0.388251019264259,0.018883399391449,0.0465645124107212,0.14018979945754,0.0323446287190368,0.0728966001722745,0.0297335543063067
stable,0.430699144250361,0.189163074472252,0.268757642985817,0.258169642770474,-0.215238653640268,0.140974560163782,0.0305075810325741,0.0293838218904083,0.338596067399638,-0.174627074931494,0.417984085048899,0.520631311942572,0.128440906459096,0.336612028473223,0.553312644033446,0.129405490512986,-0.139132159684493,0.534880655363815,0.0015292347578723,0.0455955471887097,0.0853617919228932,0.196171461885205,0.382411696092577,0.503234424509876,0.481953342255644,0.276343836601722,0.762152684699342,0.540443961293532,0.192968290567565,0.182207791021429,0.0808536018988485,-0.136843473748341,0.180959937445389,0.0706537237566102,-0.0913010889092998,0.235830568609825,0.189749418269475,0.320850326123549
stable,0.116839727396901,0.0139735893760796,0.394628374116597,0.144354836431718,-0.32294649672832,0.0202330479391407,-0.114636115463052,-0.41842890619964,0.241254093344452,-0.290842881034619,0.0758789515434823,0.432142890986499,0.0319665498210097,0.240028872300607,0.141634961131588,-0.0590402591291015,-0.299247688448748,0.305605917865144,-0.288668850210528,-0.243923625702583,-0.0752636951101098,0.0791419198684163,0.376813985435005,0.25137105621273,0.190362311745167,-0.195421494652077,0.400159134614415,0.184277764884792,-0.0157373855385132,-0.013858576007266,0.002746925299205,-0.291314375794133,-0.0198271319698358,-0.0220405087271185,-0.593352922727939,0.0186579988348633,0.0242118395978273,0.113078268853945
stable,-0.239907801109672,-0.340662650021318,-0.301098483126496,-0.452089919308123,0.239188834684829,-0.483590927184121,0.211340383268215,0.153782338676674,-0.368206244082506,0.114828024339789,-0.136612938414183,-0.342348820161457,-0.154094749408351,-0.20935397661193,-0.183239043149994,0.0296180699268762,0.300923524969151,-0.28683662805283,0.382905578291034,0.157633477069622,0.0593086413456917,0.429831951553417,-0.002141852747425,0.137796352355178,-0.190279949597369,-0.121255398898169,0.414966528986071,-0.030890543186442,-0.412874178791969,0.180726507140365,-0.466667847497709,0.0517754057347029,-0.14789770090485,-0.0761130885886792,0.319487526209832,-0.434465080552649,-0.15569710172736,-0.150600824297429
stable,0.195511103191383,0.0889395701129804,0.253385184973721,0.190341026927255,0.182870145865436,0.203687417773961,0.0135019999421983,0.0691331333222402,0.175989634437966,-0.013034506789198,0.108000546335711,0.15207811250298,0.106210594806661,0.171558893060955,0.238310785150615,0.16602268702713,0.121479564576946,0.316864605751307,0.161808886391178,0.109016419920557,0.0454308937361085,-0.029524541794505,0.428805233126122,0.353051360294334,0.13171304610742,0.110034398513062,0.409877888046488,0.313692014081559,0.0642012357029827,0.107648113595666,0.114822249884598,0.202251946513595,0.148419490295072,0.101434959879748,0.0112914832288462,0.116593636210784,0.1089571732129,0.131895869016367
