group,CD47,CD52,CD3,CD8,CD56,HLA,CD45RA,CD7,CD4,CD16,CD279,CD335,CD31,CD324,CD5,CD196,CD69,CD62L,KLRG1,CD27,HLA-DR,CD57,CD278,CD178,CD11a,IgA,CD244,CD268,TCR-A-B,CD106,CD2,CD28,TSLPR,CD38,CD71,CD26,CD1a,CD49d,TCR-Vd2,CD158b,CD158f,CD257,CD94,CD328,CD82,HLA-F,NLRP2,DR3
progressive,-0.0993855493233956,0.172486998736957,0.272329851559975,-0.064955724490489,-0.343853610463011,-0.065485488519135,-0.153270401933407,-0.13426856233836,0.183653434340496,-0.329196703908671,-0.0689146775072313,0.0426587694921856,-0.0516754251818325,-0.153272019679285,0.28425727535448,-0.0451615237946134,0.0540444908388866,0.12872237635735,-0.219281551820725,0.208410870683481,0.124076921942821,-0.138595080787954,-0.0754370772661117,-0.0237399613816776,-0.24627310438493,-0.160116447696813,-0.174396720096744,-0.0945056155507173,0.153416095879116,0.0685688495194637,0.103568137921446,0.123966890392463,0.0129487006013619,-0.0323192768339848,0.0580499909978161,0.207584791541663,0.127299869666444,-0.0721145085114334,-0.0573528257600691,-0.132420723642331,0.0156052060113828,-0.174291304076299,-0.267670104153491,-0.262919865834355,-0.0225781080188983,-0.0920155967678882,-0.0319167251159928,-0.0355995764788772
progressive,-0.15329991150819,0.159831753389454,-0.0247999144291351,0.0768026900613804,0.333323990813714,0.241552737854151,0.424366642962461,0.417914992513475,-0.17108267591362,0.202261660419714,0.120726114771088,-0.125841155993493,0.0919558806779259,0.0799772646550564,-0.14516991809144,-0.0527822118402731,-0.158497820195059,0.108220025011613,0.304909516184305,-0.0444565732386385,-0.0510180954848438,0.389918222678171,0.0770248620279374,0.0058302219178968,0.480711895281701,0.0240942523530069,0.31580267878112,-0.0415244880414228,-0.0545113261672151,0.197164440935153,0.0926812487941172,-0.0931732429275291,-0.0150501853388149,0.0491406058457074,-0.453283585783706,-0.326122543385536,0.012523981259472,0.0675333470072808,-0.036407331525816,0.265053165581946,0.109593608759325,0.0418574012331494,0.427731347488974,0.361452166579568,0.0007328782422919,0.0421461348862768,0.0266098038851392,0.0488539671525237
progressive,-0.020404168762749,-0.165740580439984,-0.157668221226487,-0.172109297760909,0.177364818559685,-0.0451890216307784,0.207671664131161,0.0262521019298451,0.0129450277552225,0.292034054819584,0.0226391121381919,-0.0184290699646114,0.167737789355031,0.148392923651511,-0.111809370203966,-0.05761471750377,0.131204922031565,0.0747693003242186,0.0851464123781855,-0.0595308871232505,0.0545557615527289,0.0163764393418496,0.0259391629114745,0.0767900078333706,0.104524949256493,0.0756219449221201,-0.0020188892151225,-0.0186172770083011,-0.125469129005037,0.203400724176596,-0.145060370556953,0.0093880291142175,-0.0225850027423678,0.0971522386925799,0.0615522001618344,0.156837425617509,0.105235620488733,-0.133467096514078,0.0377225455456842,0.0168169547881818,0.0608483122546332,0.1002501956759,-0.0118732981800499,-0.0136331114036337,0.0136219747870273,0.0794092712454931,-0.0351376202253132,0.0242542620349259
progressive,0.0436108993554024,0.0555249387063882,-0.0575465332234139,0.184877071633896,0.126056681046425,-0.0748178237364919,0.167864536855984,0.167933522657827,-0.233848142249354,0.0623081892272147,-0.0672675746780101,-0.154393056117734,0.0286708223538482,-0.0258935377479749,-0.0959459727569493,-0.1010423713081,0.0208071116063575,0.0089731653999529,-0.0045667481060675,0.0100794299565786,-0.22618757931746,0.246231590600913,-0.251653201144235,-0.0769261863234898,0.279763192318838,0.0478969249317288,0.303825248822364,0.0579831851098192,-0.0675279851702212,0.0334898500894131,-0.0816992431809235,-0.216732965873999,-0.0691083509132144,0.0340150863462541,-0.487614590438811,-0.0762362700346054,-0.0657500170983155,-0.176269194557086,-0.0665860928734729,0.0429215683432336,-0.0020259501230693,-0.0317867285269509,0.0655759941172407,-0.0149739200394126,0.0097166495370462,-0.182076072937241,0.0224008799046634,-0.0125750445424199
progressive,0.0238703635196792,0.232558620847931,0.0460242813423579,-0.0172331664976326,-0.110546148301524,0.0690296241726858,-0.14752620535075,-0.173575733459388,0.186588002163943,0.147336108741965,0.222731281693681,-0.037088586193347,0.008114363666095,0.195743831451323,0.210150822891318,-0.371198433419313,0.14525848930546,0.181955642659668,0.2241023262985,0.224015273538662,0.338456633920807,-0.021748811996427,0.2974895134056,0.0702570478461689,0.139418270604431,0.131502045640067,-0.0697266345659778,0.301976474023615,0.355900940192463,0.032015904676928,0.0513716210450373,0.264907916168961,0.38220879207952,-0.181055657843711,0.107407000259645,0.0636068886840782,0.357416222007054,0.259466126268003,0.0185662581860939,-0.367182967062909,0.0915586841072184,0.256268743168143,0.0679889693069029,-0.0727083154283726,0.328312722465414,0.360883292808235,0.1235039195865,-0.0848900404099416
stable,-0.174367847867821,-0.252187381536646,-0.124274032083477,-0.0090487431206017,-0.0759745966149823,-0.0699264603027644,-0.203787634050452,-0.209510669284645,-0.325740938546898,-0.112186419981913,-0.247541946008483,-0.113507369588878,-0.0596947290834146,-0.0688894663808379,-0.344885146608217,-0.128837750846204,-0.0186512630077294,-0.16388864537309,-0.165442820952506,-0.0982377208924352,-0.0764818755119124,0.0100017879972266,0.124631253646423,-0.323922582419961,0.091391188637843,-0.237015710197655,-0.137390017137874,-0.0052704987270458,-0.288482103882134,-0.0879862910041068,-0.189406603685637,-0.231856075661751,0.0324308668033923,0.137293089330414,0.122258650752308,-0.23084618156662,-0.239650089702975,0.0110506445709555,-0.0723920028916808,-0.0527385739914728,-0.317717303060644,-0.0384293882090011,-0.113915904755987,-0.0301508169245768,-0.188712229503579,-0.255032911497006,-0.218260426373883,-0.301107098719455
stable,-0.156291655680813,0.0454740747993472,0.170409019879461,0.204490646298642,-0.245605890087448,-0.077453566034878,-0.191254690102674,-0.365895158059955,0.202459841400041,-0.385176164193168,0.0438832468617539,-0.205326838664288,-0.0983298496348364,0.0596519175227216,0.322717601235986,0.0315054366510207,0.0751011084219523,0.0638812588538754,-0.144823739691106,0.23483459566593,0.204950158684282,-0.0770172933636903,0.218311964855249,-0.0675014152053537,-0.356823898741494,-0.0749524057045474,-0.252231975595733,0.0163211757518937,0.0747172310305669,0.0505925930615634,0.160508353191406,0.243014077247442,-0.244960899718177,-0.259683041065575,0.449258032606298,0.0732341202303001,-0.0965708460839545,0.17243626303738,0.0097000626804446,-0.287902120770498,-0.0052143997930402,-0.0082194550871374,-0.269908129193552,-0.335621414362765,-0.0138928558305068,0.0099022815107029,-0.0952550153032098,0.0763821119557579
stable,0.311080767221807,-0.191155244333952,-0.345126801453273,0.133556251330029,0.323768483287971,0.314380191858319,0.497901927772847,0.473990076759807,-0.287297814739323,0.522314012847538,-0.0829297637041625,0.05372603712102,0.344146017027994,-0.124268086810072,-0.32895197099764,-0.0963091831992691,0.335132497308873,-0.0833452432812136,0.169979811361498,-0.337482479567501,-0.162935655913617,0.0978353866675366,-0.167946217757222,-0.0017194381892869,0.197690623290293,-0.202308255809837,0.420164495676597,0.0999212054363805,-0.155957144762383,-0.0781632668910886,-0.219337675977519,-0.303635741576208,0.0006116805122491,0.396951511806649,-0.376644033979995,-0.187625216265213,-0.0889894698671782,0.169845501343181,-0.243661312585531,0.192063506925957,-0.0830775159784801,0.0249585165977934,0.233673614921531,0.457363194831943,-0.0617488908744437,-0.0529104305525625,-0.137215011962762,-0.0969417843222984
stable,-0.0418540171849694,0.193824673302061,0.296158768893447,0.242968480504316,-0.136155316582976,0.0104452938661463,-0.0323567605633273,-0.128122146172931,0.0242791471825916,-0.213654739381817,-0.0830846163602557,-0.155382538981104,-0.0663255926618032,-0.114840061971141,0.208799411781669,-0.126016106110954,-0.155314565879971,0.0428684542118651,-0.0031854778179003,0.200156451913046,-0.0619979291807402,-0.120481186371904,-0.0003976559708639,-0.163643848121612,0.007754942869593,-0.119583992034594,-0.157954765491423,-0.0490032482290464,-0.0444901206542261,0.0016077128786813,0.120062774200007,0.166097326835822,0.0938658498179453,-0.162966568174862,-0.107145965612558,0.024090073415169,-0.0039835331223301,0.0078000343482675,0.052848769823314,0.0218462557568392,-0.0535073556020847,-0.0053470752330971,-0.128073739609279,-0.321325167954653,-0.152970355802934,0.0221781303645726,-0.0905729085473299,-0.165743953521003
stable,-0.0868251364702682,-0.027696082482196,0.030202809270158,0.0104050130199625,-0.0470719642465076,-0.0506212150355868,-0.273414842472145,0.0897633794411349,0.0290513488567667,-0.108002494524114,-0.0791176371090606,0.0185443062207264,0.0010148953521196,-0.0099747958663761,-0.0374576991996902,-0.137966537688006,0.0050485540903544,0.311984450126482,-0.153548692106768,0.0897980031689835,-0.110945530086528,-0.234896812867791,-0.11362023755636,-0.126060939089821,-0.0521387721871539,-0.179912293740374,-0.0648821934021728,-0.0368476332571726,-0.0848516570600009,0.0057142328208702,0.0030970906625198,-0.0683654153302999,-0.0854670683479808,-0.017709593258631,0.0627375150167411,-0.0662557666934582,-0.131660702349672,0.0610348165441561,-0.102799342927921,-0.0300908270605578,-0.245401404978326,-0.0490857845939643,-0.124504940700267,0.0548278171553581,-0.135087489114444,-0.244052158581735,-0.0586126997515887,-0.121687322028529
