group,CD275,CD52,CD3,CD56,CD34,CD269,CD10,CD45RA,CD7,CD4,CD16,CD326,CD324,CD5,TCR,KLRG1,CD27,CD107a,CD66b,CD35,CD57,CD278,CD11a,IgA,CD244,CD62P,TCR-A-B,CD254,CD2,CD28,CD71,CD304,TCR-Vd2,CD305,CLEC12A,CD94,Mac-2,CD328
progressive,0.19605151755554,-0.0876823922772533,-0.115928330266668,0.021799393568183,0.0929268785148677,-0.0774683403713982,0.0627327823853226,0.177373082554069,-0.182469296342498,-0.141233976027812,0.167275249724408,0.0477971041452523,0.224773201360371,-0.0758607468750512,0.183091506973806,-0.0176568172364834,0.009787617377185,0.0675739211377544,0.0968684976223092,0.031855828143246,0.0046600740771542,-0.0440215935107633,-0.0697886818487599,-0.0003953718252886,0.0602037726601252,-0.150403568531244,-0.0342311549476438,0.0359239512937652,-0.177473779939355,-0.0833907993781868,-0.273645221347959,0.23552771564828,-0.280915633805583,-0.110919670097654,0.0076004564910228,0.090509675356105,0.031188746033328,0.0139085739283903
progressive,0.0728089550938853,0.173463751221158,0.022408621958438,0.335876976054979,0.0494532322801273,0.0096301094220875,-0.0616990942857202,0.479389931916927,0.235958217336069,-0.171153603475499,0.134930404698889,0.133486492141059,0.104397031072087,-0.174728478186508,0.0817462026440916,0.281105855070872,-0.0334869947483033,-0.0860247019957134,-0.0808896643932096,-0.130785535281051,0.506511624316495,0.0105959239817013,0.459373507531866,0.033857322982415,0.249879687467563,0.121891120404039,-0.0348160988466719,0.0214728540734204,0.0917834457590286,-0.135339608340183,-0.274706550411405,-0.0457256791265618,0.059657288487161,0.208909967626152,-0.034750468979745,0.443876260749724,0.159243897015391,0.342666055995831
progressive,-0.0977302491070672,-0.15293733903544,-0.0949073312713194,0.140625714401633,-0.0147522843716855,0.0819335116108396,0.148414799465282,-0.121298591469289,-0.0569221984337586,0.0042575331867164,0.151032127918898,0.0003783266140016,0.0968838990824696,0.0696580017102159,0.0513934009296215,0.123465343968368,-0.0133441200378556,0.0517420479781703,0.118075745082079,0.18093721405448,0.0219355245556148,0.178237633558355,0.0722749780086804,0.105524492350846,0.0092376968893142,0.255460917980967,0.0296090827334887,0.0928486075410454,-0.0282010698280115,0.0382807193276455,0.109877669429507,0.0383595541266732,0.008334810675884,0.0717366399941579,0.198227622511567,0.0788649531888456,0.0904713145834951,0.192399314315496
progressive,-0.136781105327335,-0.193758800857079,-0.0279497916104787,-0.244948020262755,-0.119199481459189,-0.189288542017186,-0.333047098161748,-0.226925529936627,-0.32792582549928,0.14833159967399,-0.382586051921376,-0.134738449040738,-0.0977071653823372,0.0925613818506987,-0.365179810583076,-0.272767348111231,-0.0330400106126997,-0.276361328361492,-0.328761635090854,-0.236474878849086,-0.234718164377573,0.173967785096967,-0.249022256585938,-0.388734900417911,-0.420977718777152,-0.100539899809142,-0.1136361993964,-0.390507917041275,-0.0203951547839626,0.106849327551177,0.30480358210335,-0.293992007101097,-0.0214894526130407,-0.266914950185055,-0.194364238293525,-0.41278837200058,-0.382781697991504,-0.376755936041735
progressive,0.285118582751216,-0.0604533201637615,0.115077175897535,0.335130069374168,-0.0437648374671218,0.37423534050886,0.420492398308752,0.105597039683488,-0.399907895487962,0.308098376979973,0.378195529964742,0.408929375040334,0.367564313345631,0.119600636158776,0.0763506266069974,-0.0301872291181076,-0.0637861341080688,0.390534047336629,0.410410480027405,0.537811752592633,0.0816906596938967,0.115646896584292,0.24281297658446,0.261864612196133,-0.0695407794760641,0.143616130862081,0.0952397862784119,0.0861327820082905,0.0019734220279496,0.102318930583779,0.225829244623225,-0.0182829855783793,0.065403864064649,-0.163204180888968,0.424436204159129,0.0079515657666278,0.0812112042315666,0.040081999310302
stable,0.137476808496334,0.396702875638043,0.538643725208599,-0.374170545882793,0.0896402847204887,0.0293914997058683,0.0678994408767482,-0.423514614488595,-0.326796525567143,0.537214240292557,-0.195091147361295,0.147980312030399,0.0192849706836491,0.597046872942337,0.0829670767611557,-0.002842061020955,0.441580246189014,0.0975024981444935,0.0948837232564391,0.106611476600504,-0.142168685074762,0.297323273364817,-0.436078815269671,0.0664995842805719,-0.386989787074461,-0.0204759866900097,0.326351790749327,0.0571395552200375,0.27238843606864,0.344647427206193,0.319051227988258,0.0383590486910602,0.168159900357529,-0.0830647525192007,0.0677454486889544,-0.273779826363258,0.0705748456411435,-0.473457299355336
stable,0.0789742996064462,0.19256938450713,0.21534566635745,-0.509522690115817,-0.0486069147444105,-0.0327344763433782,0.0796684438004102,-0.0939156417117982,-0.396681900894367,0.187652359615023,-0.155380152874717,0.242608872537554,0.0902052405701508,0.394177809477737,0.0409033219037909,-0.003826226623335,0.460443919251412,-0.0035269411778487,0.0538739112656434,0.0927896457078244,-0.261371468551949,0.267095946647714,-0.341864489638771,-0.0723800088303545,-0.215279764084531,0.21988226960846,0.157052176660139,0.0172971084237143,0.277737583334339,0.269238972621973,0.307677854960662,0.046828503128127,-0.212685114559427,-0.10876685257048,-0.0201578003587203,-0.190158318935628,-0.0253702873903902,-0.34630954377381
stable,0.0806199147169548,0.0440652419909677,0.0560267086471783,-0.0215139753277424,0.174422038071738,0.0105439127999428,0.0576890387254329,-0.238412005150973,-0.288771986130286,0.267899969583566,0.0629316063118884,0.0867378898148623,0.0258437718815653,0.210517019267348,0.1786546367488,0.0777513704715041,0.128891957705634,0.0800602855070259,0.174876806552997,0.212841567208335,0.125559702504679,0.428824715231042,-0.0017758311779953,0.137681232298722,0.0145212251045075,0.0381454415948659,0.104760708238006,0.0788734520105111,0.013527433760728,0.0784554076839364,0.44821868431882,0.0524880231400213,0.0238554282776448,-0.0557943061013346,0.12917641213398,-0.174824726229161,0.0660162881074363,-0.283842679731908
stable,0.184344945546099,0.378477046571592,0.51313862058738,-0.548675383600642,0.0424620374355891,0.0996746287095599,-0.0120201782169066,-0.466360914020365,-0.46851257146653,0.472942506534742,-0.430069016768773,-0.0094051838493031,-0.032061267716918,0.754797192779335,0.0757807055485523,-0.128351564917708,0.334579582396435,0.0385032166473012,0.0895901449355157,0.0462843841112809,-0.103476515786688,0.40534600691023,-0.295557889951447,-0.035565959735901,-0.436480930774777,0.140965467685299,0.384759496857618,0.0340373183820336,0.463522871315097,0.43146970173814,0.342692315834543,0.197587581497007,0.236690486522274,-0.351844884774454,-0.0594590581092911,-0.392281089747831,-0.0298482348855799,-0.656379830281884
stable,0.163369492141509,0.0660272231893142,0.0996246070021155,-0.533989098399352,-0.0119400841669935,0.006964090873424,1.19850920769123e-05,-0.13656906127504,-0.297554463069471,0.108967691700058,0.0860691135907092,0.130144015645966,-0.0049078880661,0.179779662698657,-0.0146480489019801,0.0631702813832075,-0.0582667812310075,0.0843818023906598,0.0076652397444625,0.0710145257391037,-0.0418647899206021,0.116774454315506,-0.125039158787017,-0.0170511145814884,-0.0808288329687893,-0.0247149039169305,0.0835309171010468,-0.0190350681308123,0.0091684895163314,0.0797872693602357,-0.133521757710878,0.0177352417228848,0.0602174998151292,0.0256356994796167,0.0363553338204947,-0.427916168733797,0.0694210183385249,-0.305854746796848
