group,CD275,CD112,CD70,CD52,CD3,CD56,HLA,CD117,CD45RA,CD7,CD49f,CD4,CD16,CD25,CD335,CD5,CD195,CD196,CD69,CD27,CD95,HLA-DR,CD57,CD278,CD11a,CD244,TCR-A-B,CD122,CD309,CD184,CD2,CD29,IgG-Fc,CD28,CD38,CD127,CD71,B7-H4,CD26,CD49d,CD133,CD209,CD158e1,CD307e,CD257,CD94,CD328,HLA-F
progressive,-0.0690815016711877,-0.217537838653421,0.0427265039952383,0.0825180832178302,0.353455193499104,-0.258990511217943,-0.0982110124440756,0.014202910871338,-0.18430346981978,-0.0797654311056486,0.0550100041493179,0.184292491590194,-0.0966403528862621,0.170339926705597,-0.151016001741057,0.473203461175828,0.0658211084423505,-0.0710120898205478,0.0507559887705684,0.292103804977769,-0.0064617109239865,0.107239372586515,-0.225253070499076,0.0084009788870769,-0.233872570077042,-0.119282867070779,0.227126845099329,0.120444534534622,-0.0027879589438966,0.0397958109951768,0.232177657441195,-0.0539222159276139,0.302918953543848,0.107244050294003,-0.0496586037574444,0.281377965335875,0.0446557360024828,0.0630935165558549,0.134568456874502,0.0557705436655682,0.0680458827845646,5.9953043095568e-05,-0.0841292805213367,-0.0036859828625548,-0.0284622275050415,-0.121941475019172,-0.164260280973996,-0.108163251193179
progressive,0.0093117060928306,0.0154124490533397,-0.0908413425138854,-0.168202385673641,0.0553799789221705,-0.375497268934386,-0.241994639068355,0.0607062264401637,-0.542611834747659,-0.396329141813383,-0.0245382918264049,0.222870589409668,-0.165092033778685,0.141758711035472,0.0933281686822998,0.129882439888557,0.0376100334632457,0.0928214657330516,0.159355428890594,0.0524439860274818,-0.0020896445935399,0.0128586192581996,-0.534177316855466,-0.0094899572545585,-0.583909315821922,-0.322780677827231,0.0684332125979266,-0.0894638390000607,-0.0166236416157275,0.0754326709837806,-0.194778406472744,-0.194086996466857,0.0053675449237083,0.137604922961865,-0.0984703441314618,0.0360013428705783,0.525115449972201,0.0682998108309454,0.376625006238547,-0.120920959136163,0.0547687804828658,0.0510619268241534,-0.0586118200082637,-0.0281227048555247,-0.0998210666771867,-0.519848039652106,-0.354626937402151,-0.0530076618518313
progressive,-0.146089884176183,0.130493076705472,0.235245746732348,-0.264325690290025,-0.437934348902124,0.135483733340975,-0.0347874796018728,-0.0204253072333838,0.216738533789289,0.12777293512812,-0.172627066470033,-0.23031849288326,0.215298628676671,-0.0133794513260472,0.0731159494113771,-0.452510949932018,-0.100308054344034,-0.0686709035417522,-0.137746440952311,-0.203698047447339,-0.0315307514497844,-0.0292959256951726,-0.0164719485169237,-0.0847025845372998,0.0353131822294176,0.19368549163888,-0.164939360357976,-0.0355410937345824,0.131902736890721,0.106188474930468,-0.230254890371745,-0.169908943185817,-0.0146008473120327,-0.159187269287854,0.301144959075793,-0.134444851729201,0.120161292480279,0.0233809822710411,-0.115144352414147,-0.0991392844822703,-0.0722442342797571,-0.0535234793197536,0.102880799011764,-0.0666463534902841,-0.0096495374083837,0.0941663461251999,0.156136561001022,-0.046510563738388
progressive,0.113703258184549,0.171685158533417,0.23303480586851,0.0717526302100528,-0.188546760222491,0.145582656395977,-0.0846014938409961,0.0194335952362866,-0.022139842799929,-0.0444621193147171,0.0024300170505709,-0.0200870581276175,0.117240140382261,0.033107944701641,0.020431530084542,-0.0632186880828524,0.138076603904352,0.256580485432632,0.380011411734263,0.032123955037787,0.0369789378471171,0.0660302792493087,-0.0096779327143242,-0.0977243860976785,-0.0116091311418963,-0.0326744632365069,0.0874417638047732,0.103325855377521,-0.0724489772187746,0.0970222568299185,-0.151369735492472,-0.0472519966469117,-0.0247542185695167,0.0707002618027865,-0.0121104189531463,0.235896877114042,-0.0795296274709481,0.0854512403243794,0.0989154459644753,-0.207801801025936,-0.0362530554038421,0.0687164075025902,0.136045001639909,0.146071127052566,0.258726884616336,0.0473414463481465,0.122598799885611,0.194239140660576
progressive,-0.146835914603304,0.42539144269448,0.129131510266605,0.153156776875705,0.0723803479664713,-0.008860820587935,0.164826471034015,0.264394598145126,0.274988341222441,0.478503578913859,0.0545830041332027,-0.186877236063267,-0.0736680543709823,0.001900400698408,-0.192492025814294,-0.0089459993266215,0.0446792859478528,0.0544261294469832,-0.019741342121352,0.103639737856271,0.0892615141941099,0.15209755756885,0.119914898855479,-0.0945519011045049,-0.0239952010307714,0.328622774815841,0.046674007928691,0.109317811246304,0.282184674233071,-0.0408400846785348,0.0726094009648759,0.118971443994609,-0.0572230682654508,0.019435924713631,0.252951851273175,0.287061100158967,0.0828989191530178,0.0990306227553852,0.321677128675426,0.248134353193093,0.446507569581555,0.25225537439158,0.257087178050098,0.198586890298661,0.397691599180022,0.182608632431278,0.141842832301791,0.0953680915768083
stable,0.0041012058620889,-0.0355689207520768,-0.133530959268741,0.310860240784725,0.443864558930565,-0.495492905047641,-0.277000945272612,-0.0883851878818189,-0.465397928240331,-0.421403192574145,0.081421393332032,0.470295457732268,-0.360426587229982,0.0963423340670822,-0.204302848518693,0.609163483492917,-0.0492400240636469,0.0470499696189958,-0.202086065894912,0.308190561129322,0.0286622868035746,-0.111632546528798,-0.241758778425412,-0.0139237758785501,-0.658596170120501,-0.456578901145366,0.234896646905678,-0.22634422304961,-0.142023879582248,-0.0617838984424186,0.171512602751331,-0.198385291466819,-0.0408058780930492,0.24491985857982,-0.554709528314091,0.0832814965039626,-0.0036927817935784,-0.0600249487909734,0.202573974134331,-0.158312641390189,-0.0353566625227031,-0.0981527809194981,-0.0640708285430599,-0.132478005395921,-0.016867232816637,-0.375842626412802,-0.59255761017865,-0.0606084707670055
stable,-0.126356678098375,-0.0046855956988787,-0.0808902110946163,-0.109874199803984,-0.325143510386371,0.402785456616312,-0.0375741712410817,0.0100768858593583,0.313969655642217,0.266422247152894,-0.168911939179115,-0.281855208609804,0.189704594501276,-0.0952914835076068,0.209499379483215,-0.465697752640201,-0.0792626398717096,0.0762933956494171,0.0177550713594162,-0.393240586854673,-0.305838967094791,-0.414223763805085,0.240516567823081,-0.566100214290196,0.359050572704073,0.378457843922766,-0.196809310794274,0.0803239295502009,0.0059943126309982,-0.0816206035116952,-0.341004490725612,-0.487821544069122,0.110652578998151,-0.275426828252711,-0.0782745678941431,-0.0896203811711522,-0.56683541390299,-0.0598682528070904,-0.280919264901457,-0.500434982893208,0.0822835798059193,0.0392194975897726,0.0051542830847689,0.177365033337244,-0.0299847489882596,0.209055964820977,0.363540327484849,-0.029340836460061
stable,-0.236784065214472,0.112198768343915,0.0851290129890905,-0.0427177791852737,-0.0881615866626013,-0.0723228939429251,-0.0830382528948241,-0.0871794293353023,0.168160264307618,0.237680087227063,-0.0010464606543716,-0.0489825836303176,0.141817143448067,-0.0837303586062491,0.0013773829453436,-0.0693212940865432,0.10829227398444,0.39846156062263,-0.0247812107517905,-0.149620990551225,-0.266993299226346,-0.0768964708652854,0.160579044296068,-0.109852474776304,0.0012422854877456,0.113300720036655,0.111248256678829,0.154477280879025,0.144155925306965,-0.0028913602812032,-0.144920819297339,-0.242611386615747,0.132141432688628,-0.10473820986961,-0.0680465449300153,0.0215928842535186,-0.525035018819051,0.109874406613689,0.0722914592040868,-0.0252184623356774,0.121504233999906,0.11564728351489,0.0802924456872384,0.199362220244729,0.0361709286356287,-0.0720663714141185,0.307687505028344,0.0114162920211763
stable,0.176238567755012,0.112902625142385,0.0179054671514875,0.34494037128133,0.484642672843344,-0.487890288420065,0.356586114833804,-0.0114541907082865,-0.46367033326099,-0.390359130495687,0.125417823037796,0.527406867172614,-0.351904112508366,0.100904492744616,-0.234972663480029,0.701852085284149,0.0853714474947877,0.0436348780656439,0.0683126919633845,0.344327530227656,0.276706684838956,0.324285363900022,-0.0416423392793965,0.415537153529383,-0.309424860681584,-0.34019536490753,0.421400332964612,-0.113515420864437,0.0590052723556238,0.095307077926626,0.5212852703839,0.2692929642455,0.0495624358769434,0.355709488184368,-0.017717079957984,0.118849957440868,0.320925803554083,0.0353435411627611,0.293419486410278,0.302881798527701,0.0516591692633612,0.0336666390363765,-0.0409250194849861,0.0937653001634964,0.172364905341309,-0.351163614400135,-0.557171534288171,0.0136771372597106
stable,0.0856609411548652,-0.114460125205944,0.0035229427497241,0.178286769341361,0.233993638854234,-0.462229414573229,0.119451086695393,-0.154193012424763,-0.192643514681274,-0.350919700837653,0.113825334975625,0.288263324026425,0.0024434530766463,0.0025702345606918,-0.187079819494119,0.378513394854453,-0.0376190811039674,-0.161612724732909,0.0347834682025352,0.133956164327656,0.003266509605294,-0.132713585300797,-0.142687232989425,0.0783429945833415,-0.156425234624353,-0.0941912022054684,0.193858753586803,-0.159311441147125,0.0579449936257655,-0.0113416523505046,0.183932074597102,-0.0051288977631926,-0.123337559100012,0.102842151513277,-0.153546130518705,0.0367183816062977,-0.0770283835010259,-0.0121554586798357,0.0992488013756158,0.119305546665997,-0.0582844525556053,0.0277064479170384,-0.008005233328789,0.064516439232214,-0.0420498010139973,-0.511871119412703,-0.203961753482525,-0.101308199963386
