group,CD52,CD3,CD56,CD10,CD45RA,CD7,CD4,CD16,CD324,CD5,TCR,CD32,CD161,CD223,CD27,CD95,HLA-DR,CD141,CD66b,CD35,CD57,CD278,CD24,CD11a,CD66,CD244,CD267,CD2,CD29,CD38,CD15,CD71,CD193,CD204,CD1a,CD49d,CD133,CD158f,CLEC12A,CD257,CD94,CD150,Ig-light-chain-2,Mac-2,CD23,Ig-light-chain-1,CD328
progressive,-0.16039152174939,-0.142018797835621,0.306276547643476,0.0009426240848047,0.346260542554057,0.114882388463265,-0.0325361474655357,0.043045247660516,0.126502547959482,-0.263806443654076,-0.103816492957108,-0.0039980661583794,-0.218276667445743,-0.0140415501969309,-0.124826500052485,0.0884915855922716,-0.105779535906933,-0.0830012321915382,-0.176615593135832,-0.0938488434053986,0.261005694300522,-0.0870568842516351,-0.0773942968309357,0.259744500521285,0.063719603272698,0.110497905959914,0.0103169989292435,-0.014456500871294,0.147610266561857,-0.0863383071419611,-0.0928197410169059,-0.031056819157994,-0.205905851367791,-0.106604413939532,-0.216803209809763,0.0383606173619379,-0.193011220512487,0.0141146413586694,-0.166844282335773,0.0281072947392422,0.252945812294736,-0.108831194855952,-0.183864647063728,0.0424177948183117,0.0635672525768073,-0.165978795832563,0.140048974951587
progressive,-0.203414238970294,-0.0026768792960397,-0.384897843861172,-0.0417269979933373,-0.461409147684923,-0.207721550402173,0.128179981446392,-0.210185147543503,-0.127861681349196,0.142778212971736,-0.184700720500879,-0.095945740132498,-0.0088774851198991,0.0027132347222524,-0.0161466511915123,-0.0240440878871508,-0.0504450030633862,-0.0742209443803527,-0.020140420906054,0.0368108420863174,-0.485861047517273,-0.0585201318436547,-0.0235370496986898,-0.489787591853566,-0.0561223574074247,-0.319674049959222,0.0093439838305829,-0.118786715538351,-0.313488816904872,-0.113840814625037,-0.0481909622776671,0.191160557042404,-0.0547291333185281,-0.167386723774497,0.0029147653142148,-0.288070292478998,-0.0649073601649681,-0.208356482879796,-0.0395579949138267,-0.157407791822762,-0.474001771037115,-0.171179739987411,-0.215754146069799,-0.251296913394512,-0.119597008508257,-0.204949318485927,-0.36471326814864
progressive,0.131740324585508,0.195928776030985,-0.0365051699278183,0.0064921110604087,-0.210576488702166,-0.360747865373737,0.144516096147289,-0.131164513382414,0.0790025369192141,0.27287871798193,0.0097546484300426,0.0496952014692871,0.0433152116419087,0.0906328674771833,0.0949035831061595,0.003712798990274,0.0399541256041746,-0.035016611199529,0.0220885756623656,0.184403721632034,-0.0457428785345335,0.0890835959920673,0.0785397449876884,-0.0776235963999205,-0.10242491788841,-0.352218692036955,0.08800327089576,-0.098292757421008,0.237947854131586,-0.314107082088125,0.12760129407282,0.144307594351171,0.0656376912906679,0.0142211150337075,0.0865201949832555,-0.0799548705720004,-0.0343137993331969,0.037762998817406,0.111921785983867,0.0377852977267661,-0.132383782781901,0.0420545908172356,0.049090334814136,0.0790315558074386,0.0337375222031366,0.0120641748012346,-0.191940016175464
progressive,-0.0751290634911899,0.0242275740713701,-0.180161155180889,-0.213082895896463,-0.188577501707699,-0.0503914908471353,0.183326397749176,-0.369982087106306,-0.133255372786342,0.102924383825473,-0.266899400746599,-0.336036020933481,-0.0807421077017308,-0.0928790564083782,-0.0751827950074942,0.0374391361542809,-0.02118421378365,-0.0790335987644343,-0.4250248301798,-0.236646910227464,-0.18341980269694,0.30820957537453,-0.251003556664643,-0.0883458416779133,-0.32922644091372,-0.217609849025042,-0.218658258021379,0.180074027410641,-0.0027857733687459,0.0753867779170613,-0.311855547570413,0.263735223810976,-0.28289096913928,-0.141669197055074,-0.166978753796777,0.261662901805162,-0.187630822439467,-0.26818787059254,-0.168972974892426,-0.175174711259117,-0.293840876782538,-0.124485281364458,-0.285367397381364,-0.281381406461151,-0.19215859913397,-0.221971038036689,-0.228343417872918
progressive,-0.215147311719292,-0.301151006263775,0.0151523326039038,-0.227469845350019,-0.102500537622153,0.319618339574437,-0.294054464312793,-0.315399057196166,-0.149228448585829,0.0367459327179509,-0.0313786588154717,-0.211157754006977,-0.15487874357285,-0.0924049364867901,-0.0791980047227911,-0.368256549094229,-0.227013595922492,-0.0112355770751676,-0.326510657581309,-0.42957992686341,0.10187929866332,-0.300462843629012,-0.22984641987566,-0.0519588391550934,-0.154331231048635,0.215591904299958,-0.0425274875916594,0.111138116748654,-0.0792732324209483,0.0290277749604151,-0.378861995529638,-0.0420521173086391,-0.346180015330727,-0.210422907859242,-0.246077679480045,-0.101419369020442,0.102790488048933,-0.151991117451572,-0.439540253014759,-0.155064416112888,0.0246560178810165,-0.0788027318638269,-0.131859410206106,-0.0843728618008871,0.0261527327343477,-0.156638827125036,0.229708982980486
stable,0.331526145040765,0.508341148388548,-0.492902111335146,-0.0570229678939865,-0.489600426413003,-0.42972639215538,0.477429889332397,-0.333120609842663,-0.0421793767339187,0.605188592007682,-0.0454820842821929,-0.0271160568366173,-0.0952337484185849,-0.0074523676721071,0.386459076288149,0.132870025432711,-0.0281952258389494,-0.0732043632665156,0.0223630190935489,0.0067980351517843,-0.211758567909133,0.177301280901814,-0.0510045301300688,-0.579649551698359,-0.0061507410417749,-0.490528741046519,-0.0445361259189321,0.250498785954213,-0.0994986315802899,-0.435852424263238,-0.0376082166826233,0.195706809780371,-0.0447629706082318,-0.0593713737746721,-0.0499372343176797,-0.0438288252912884,-0.0585091109798564,-0.0265549269293745,-0.0330282498870279,0.0362927898672468,-0.361895945443468,-0.0262236714787398,-0.0781613321862817,-0.008450019046839,-0.06364740154471,-0.0626156009154703,-0.605663375235356
stable,-0.164446021561683,-0.399434638611745,0.402803643977626,-0.11215108980031,0.323137004265081,0.234989501698592,-0.311867988782833,0.297479098474882,-0.103803090608377,-0.445455004405845,-0.101920850539501,0.0674631774290241,0.0050254251096292,-0.076771556505874,-0.457148633735921,-0.163759861037219,-0.299815547836365,-0.0675581157356544,0.109421610415603,-0.0344129547334989,0.252837946995315,-0.498536544589458,0.0320940962331124,0.370339713092446,0.120333721422659,0.352722603097278,0.005222309338698,-0.372551056917242,-0.464884602261188,-0.0394748088631651,0.178280355704397,-0.466053714726823,0.0160715528153956,0.204790257065053,-0.0141228095687053,-0.417513659145763,0.035636958597516,0.0491295269842925,0.019476744241528,0.0556750458372542,0.190235251908683,-0.052592657860651,0.231910038996431,0.0850104888931953,-0.0122695466468909,0.249240581847617,0.425670446731275
stable,-0.279069171793544,-0.178835107882948,0.271283046834049,-0.134765377350397,0.144399702794967,0.155577779463495,-0.213077868326318,0.22574453690565,0.0948682562528798,-0.298555948703854,0.052576441551794,-0.0126722070352996,-0.0988486926867928,0.101783139157051,-0.178793051463342,-0.0661546606284013,0.0799787344033526,0.164895978082603,0.0653671935362026,0.169111498553222,0.30388970852183,0.0600980857829475,-0.112891191691214,0.241951025475487,0.011932172659271,0.249945688026127,-0.0184272165430577,-0.0547405893918481,0.0336935914747625,0.339232746033071,0.0931079674255063,0.210247906114598,-0.122215647196989,-0.0359047213192535,-0.0535901657737826,0.067013871278262,-0.208349606666551,-0.0801574765231719,0.0479775164022788,0.105033071826179,-0.0615194898454372,0.0069581833236649,0.0973564512435657,-0.119178289272518,-0.101036749742416,0.0921604308425779,0.103882786677488
stable,-0.246028695640604,-0.492470437048544,0.349817598587719,0.0146760376200596,0.504554887134555,0.518019192468517,-0.283164952787737,0.498021589864445,0.0105666060156115,-0.437911089905217,-0.0352867583288386,0.0703431322572908,0.0930600758627173,0.0619941288106718,-0.211113871954116,-0.20310524465249,-0.0369945846201061,0.301560111668535,0.0358191996136001,0.0762469044623819,0.0395397282051864,-0.246088427676525,0.0442842921571829,0.370835559617334,0.111104598007768,0.418917702485954,0.184530145826572,-0.388147257258997,-0.04408803584144,0.320931629468501,0.0686709026653688,-0.0493596779916469,0.230827635150099,0.0550906857758349,-0.0174908600651479,-0.120693296783782,0.071391491372575,0.0304332925537498,0.149106734865555,-0.0295149185008092,0.178605009640098,0.0051934012890023,0.167017193974782,0.093606041624814,0.156960619424995,0.143623320611006,0.550632822064023
stable,0.115314621486205,0.252578162178336,-0.537781402966036,0.0809027695912409,-0.233916137298546,-0.564218918636288,0.288788488935401,0.0341840065265056,0.0122861278754444,0.362168283020974,0.102475716179832,0.0710595613979752,0.0275005308404184,0.0032487372490074,0.0266227836238294,0.0536155748705449,-0.0846567101985335,-0.0037560505167246,0.0518981376139234,0.151270709502016,-0.0122389974003898,0.089101779874713,0.0246397785821551,-0.197445002399321,0.0153878721437658,-0.160846693033259,0.0253480265268971,0.163942265158454,0.0245177524459495,-0.289482727942277,0.100474861897506,-0.0963901274634299,0.0656917615256081,0.0837731183025848,0.0458491223537941,0.0885322955532619,-0.0613958001429242,0.0142956421031623,0.0872909700777378,0.0005729118543005,-0.645211935152776,0.0072517632863283,0.0066198223951594,0.117114741828511,-0.0489365019809257,0.0091459273649102,-0.263721526565304
