group,CD52,CD3,CD8,CD56,CD45RA,CD7,CD4,CD14,CD16,CD279,CD324,CD5,CD32,CD161,KLRG1,CD27,CD95,HLA-DR,CD141,CD57,CD11a,CD244,TCR-A-B,CD41,CD2,CD28,CD38,CD71,CD26,CD193,TCR-Vd2,CLEC12A,CD94,Ig-light-chain-2,CD328
progressive,0.0657179114386515,0.428794950707465,0.152851156862198,-0.0882403377659741,-0.20113837186403,-0.0677771256864948,0.162030060855259,-0.019160218345072,-0.0586905835600685,-0.0273824958423877,0.123411247649845,0.489571090497003,0.0245683916395371,0.164823395101682,-0.138898616608628,0.187711398882582,-0.0217917153142645,0.045077917501155,0.180353254415514,-0.274985916531984,-0.235034763404737,-0.170978806730792,0.145763369298719,0.0987374343498874,0.344919052117803,0.174324265237913,-0.0535071339146374,0.157786888282654,0.092820461943387,0.156334242881254,-0.0369428713874418,0.0120608938808815,-0.173274057526915,0.0683978956562821,-0.338157494566249
progressive,0.153175155042719,-0.0396377012433204,0.0243378173243988,0.376480017713379,0.556806314242419,0.448393642687507,-0.201480532840939,-0.0194231973966333,0.135262832466276,0.131574322087051,0.0709991729397914,-0.148672841382751,-0.0701594951459599,0.0554665146692478,0.306055883052274,-0.0597936614419342,-0.0312280895715523,-0.0348806608008413,-0.0669682689894608,0.553484766708397,0.569241190023625,0.31682990075452,-0.0592662885772684,0.030453480082499,0.160849661968904,-0.132425756064713,0.0739292567887779,-0.471078689880011,-0.341329784891922,0.0400332698851327,0.0610582686822382,-0.0472876834399477,0.498035966054454,0.0651871578099232,0.359119693195372
progressive,-0.081146602682781,-0.197392252452711,-0.129075280942949,0.434677231802545,0.198199802118203,0.345742591003455,0.0183541078306209,0.101967762319829,0.293756389838492,0.0613557979028489,0.121927598368813,-0.19660253906126,0.11440581377323,0.163841894179565,0.0375149327311294,0.0237695580016372,-0.127097874807757,0.12305478978972,0.121320439776956,-0.0170134178559269,0.206260456387475,0.143102688714386,-0.0210576768233202,0.22442575591789,-0.0368039964953193,-0.0375272005037764,0.229844615468335,-0.0017796682269073,0.172052940163476,0.167168314006806,-0.0197816574484298,0.151032577917855,0.180233677585177,0.139002194452152,0.235048642094309
progressive,0.0372763163337217,-0.0349617641461048,-0.142199973848977,-0.0127124780520319,-0.0949229188308335,-0.136732178703261,0.221385579880411,-0.0621346682655532,-0.0855757913364341,0.14555721422496,-0.0451413137273006,0.0739003202318316,-0.0228448287623055,-0.0953819853299517,-0.0884751162802052,0.167835474486709,0.217020124215557,0.0483330608099306,-0.0402388141982135,-0.167595830424569,-0.12815479571312,-0.300635930552268,0.0810846466760469,-0.383701571905725,0.0482227195644073,0.149225707380959,0.166488574861118,0.204822349775959,0.0917600059764728,0.0248544824977754,-0.110388720071193,0.0110999760228868,-0.131305906505782,-0.0412211876504459,-0.0322739653371787
progressive,0.246111207412926,0.33258061571303,0.395294962290781,-0.227186169498096,-0.0356097737053534,-0.202648744883388,0.250797927813884,0.034767211489563,0.122851951875355,0.0545767441183015,0.130388306523222,0.0578123182290274,0.125905623283974,-0.0444672650465916,0.0799019186278672,0.0295677077211963,0.146483766285784,0.0459613309037882,0.0253593957148556,-0.276493863845538,-0.152184948075931,-0.220486088334354,0.0572803273384001,-0.151340135345376,0.159972480900613,0.103284497356411,0.029841930460923,0.113634463491657,0.0608359571652907,0.269466124446943,-0.257431015493169,0.276317074846512,0.123403369494487,-0.0034489149797019,-0.274751168216198
stable,0.394799955859829,0.53084412148967,0.0350824908349488,-0.474959753365946,-0.450492511815729,-0.399100734017512,0.553083579787291,0.0665726179744802,-0.302258883345655,0.0904010708227725,-0.0392564611622046,0.669659210097176,0.0385839607883292,-0.0362953425763196,-0.0534682108762174,0.4013308242768,0.130055244066853,-0.0036643501646202,-0.0374591504508379,-0.185025179163965,-0.577251679386935,-0.433268638372782,0.328330057973733,-0.0360401684921804,0.249686500858281,0.341591432747614,-0.438837478228224,0.109338729872292,0.256685486459899,-0.0214693826440929,0.0999742574751338,0.0025078433135466,-0.339304334118205,-0.0247106019140188,-0.575867751136044
stable,0.169901982071419,0.265424152598954,-0.0046903608198011,-0.373617319121286,-0.194014645874954,-0.445751485665848,0.319229741328185,-0.0360669873099238,-0.184389694079324,-0.0318095813784596,0.0761189943796644,0.39034553719328,0.0245402154390706,-0.0570976994644895,-0.0532643516188332,0.36673193045022,0.231187341904299,0.199647418279321,0.138759853051082,-0.112593664923744,-0.501436350163173,-0.411738824865049,0.216510863172504,0.0416708466455267,0.236925455662792,0.18791678261388,-0.289953181319407,0.235796874001774,0.188049039298459,0.118262648494676,-0.168339004979215,-0.0263457338202876,-0.294960412923341,-0.0849649094022269,-0.360639402013265
stable,-0.0901998018621081,0.0220383643561376,-0.0958159780079763,-0.284807492174307,-0.264535848319453,-0.273533632123135,0.172281901258617,0.0094210528083392,-0.0284669739221224,0.0741553523908984,-0.145124140029719,0.130942906850124,0.128352038975443,-0.185511559823368,-0.154296983837,-0.0061306587812486,0.164604652550083,-0.0183014401247311,0.0756641906541617,0.0327351219777108,-0.0936332869545726,-0.152221119738885,0.0225264320707258,-0.308079640355902,-0.15368889619774,-0.0039540498863402,0.0718224641878295,0.289739771214071,0.0752637716727513,-0.0531868890087892,-0.250465030038828,0.0779393790551075,-0.304719577536866,0.0411886542865618,-0.352484217258046
stable,0.312521826925449,0.393865799742858,0.0622377935101564,-0.348343814851161,-0.433906686086059,-0.556657833127869,0.306872897256892,0.0408513468332534,-0.303115864680226,0.221364843716571,-0.0612882244359736,0.504939272022964,0.0456471157334018,-0.197676288994631,-0.0055214147767831,0.14172227038356,0.240067989829147,0.354059170633275,-0.132630757466627,0.0493660192920787,-0.156685368452462,-0.322943724818365,0.267657471056358,0.0378033993131059,0.326356713036763,0.378605161202079,-0.0211420772111034,0.188740769328852,0.136571228181146,-0.102295217455163,0.245350186847771,-0.0087704862829313,-0.278115402849949,-0.0960829814984749,-0.434535554771794
stable,-0.12250967132726,-0.0141365070104853,-0.192945397204842,-0.0493315017801109,-0.0731659132070116,-0.230404083308192,-0.0030324038292443,-0.0435245506129748,-0.0023149342353492,-0.0481607118766685,-0.061865400594801,-0.139002047354828,0.0300145616414291,0.0125384960155923,-0.0857251281247848,0.0238219529905589,0.167955583431055,0.0358754751989305,0.0406936713708119,0.179152091378389,-0.0628682028520316,-0.0488659146475198,-0.0301445897486875,-0.0524597624819916,-0.0392176816200872,0.0731483313733988,0.0130843810496438,0.113194410449695,-0.0764184042578524,0.0876081938775867,-0.171156197064717,0.0346064311212695,-0.104848707825729,0.0385629940143843,-0.259860171285468
