group,CD112,CD3,CD56,CD19,CD45RA,CD7,CD4,CD335,CD5,TCR,CD32,CD185,CD62L,CD161,CD223,KLRG1,CD27,HLA-DR,CD57,CD278,CD11a,CD370,CD62P,CD122,CD2,CD38,CD71,CD26,CD49d,TCR-Vd2,TCR-Va24-Jz18,CD133,CD94,Ig-light-chain-2,CD328
progressive,-0.295940540357156,0.358736864867079,-0.290963894544515,-0.105575423203842,-0.309519553178418,-0.24401048644392,0.0570085543621542,-0.163254366414787,0.329973357023919,0.087344980395817,0.0231012113979299,0.0968119901924206,0.0204614565318005,3.26660182817604e-05,-0.0766392969861292,-0.191452374757777,0.0900234021271035,0.046933174509694,-0.253171968982116,-0.0319840582932859,-0.365828320163858,-0.156844513700846,0.0484676342335478,-0.0414636843688713,0.174475803295563,-0.0433110884800427,0.0892079081776821,0.0595622558853729,-0.125699481310643,-0.13378828787977,-0.0345771932305717,0.189319160693352,-0.344402490420691,0.162279512339852,-0.356911990452253
progressive,0.0480269641417961,0.0133151874166756,-0.342008155004518,0.184442533158865,-0.583450484663498,-0.408964340254854,0.184275202423049,0.16445560853968,0.0900666621290672,0.0329489008158146,0.0721947169319763,0.100299910759461,-0.0879183085453837,-0.0503541585499045,0.0433893129413937,-0.308517863865176,0.108991960754413,-0.0034052440049091,-0.553828111096695,-0.0354519541224789,-0.539223136097788,-0.0290012259066066,-0.0415392766756009,-0.0218352241595024,-0.255844977180302,0.0142026161178383,0.623060905591131,0.405674639704823,-0.0291605014008406,-0.0066497228977605,0.0099751004530997,0.150457623646986,-0.444588690894077,-0.0563007300959472,-0.300604838663413
progressive,0.198987755025368,-0.189492097250317,0.28403196953983,0.0115151812321584,0.291139160844745,0.321479637106194,-0.110470262969444,0.429990137299776,-0.380074086962665,0.198605783193647,0.135403193564232,0.143321730659131,0.0398455761989338,0.282901564908328,0.0457492474354852,-0.0278714590447112,-0.0232440378869522,0.0609202488685221,-0.0247150671624975,0.0213437969889166,0.112758266334132,0.196987323721989,0.152581083685136,0.239643058869514,-0.106983591723257,0.260917836690409,-0.0720001508420529,0.0837471385277379,-0.0007601985857011,-0.0997493149972717,0.174923019923528,0.0558562318143543,0.157972463794183,0.0961175962804216,0.228419263539576
progressive,0.213827322064856,0.0284817343545607,0.0648804110488602,0.253437346265341,0.22182075107017,0.145299548865116,-0.0987249047460042,0.19140502338873,-0.0946550419224036,0.198571738207415,0.200173420888162,0.319335031751648,0.157685968227027,0.301833318246106,0.300319837679685,0.219111127833039,0.181480474604102,0.0429666664865289,0.118224327828809,-0.121933291486263,0.104841309714782,0.298885202890038,0.228256099369212,0.221045674372925,0.0401167431510728,0.0018411985988723,-0.152735617026452,0.121325250276222,-0.065417100020012,0.0952339459424658,0.220098797957239,0.146808823242497,0.308104877995503,0.251213399341971,0.25135787756562
progressive,0.0611718161278076,-0.0096529094010815,0.346626078241042,0.0074260390937302,0.253376020712714,-0.0691407951767789,-0.103031542359215,0.134126813888408,-0.169557148527508,0.34316169802814,0.224503441860579,0.254677814878464,-0.0267139695677619,0.34672230993606,0.103217250047068,0.0847219879650472,-0.0791301110196426,0.0894089090707724,0.352131052194662,0.0017839981340472,0.36214295709518,0.418018563980738,0.55544686228394,0.240871330482281,-0.168868542105973,0.258463057738151,-0.124314897744408,-0.0239732277468136,0.0278572754758198,0.425406423362432,0.40311069480422,0.15098905721142,0.0193857940589492,0.309663294963241,0.177303540377239
stable,0.0257798785420359,-0.462283254745849,-0.017513695295822,-0.108899216978659,0.0678628760542764,-0.114135056168767,-0.428306940211934,-0.121006841374142,-0.392650305884778,-0.225493055491351,-0.227490720074938,-0.247827725100319,-0.446837854029689,-0.147152683150672,-0.264262673756616,-0.161715482799901,-0.431627862684008,-0.223958647577827,-0.0476334286428129,-0.427642659534895,-0.0230682115021711,-0.0870709081285368,-0.159615102623056,-0.132935036628456,-0.365600144048105,-0.120383294905938,-0.422961486971598,-0.212226928365958,-0.231736279735442,-0.139903891939825,-0.235140714358463,0.0363319862225964,-0.0987067153798414,-0.114390295645308,0.0670492584012521
stable,0.0220934644712847,0.280548238632335,-0.242275721515804,-0.0007832830677489,0.0177064246660806,-0.256328758652799,0.257551617712997,-0.122140461571165,0.332826966786629,-0.0605464231924098,0.0874222457082682,-0.0372082911672609,0.0843834892990863,-0.203335526039963,-0.0998272306772952,0.0732778532541968,0.266585288916867,0.105832268850668,-0.135365417380232,0.138214060274972,-0.22087905344964,0.105231298386756,0.0878547171681575,-0.0780383286995467,0.241793594834657,-0.468199997706542,0.133472966477522,0.0776251315928637,0.045867113463295,-0.0921548126006979,-0.0767335381657901,-0.104567269431068,-0.150924925763089,-0.19613613545804,-0.297775131521789
stable,-0.160949451203321,-0.187013121362208,-0.207599433811324,-0.0562962472577913,0.136543388101267,0.102454631071603,-0.346588276169665,-0.18876628153303,-0.14782421652892,-0.189212987820327,-0.124972251096545,-0.0971666661981784,0.0443869303298417,0.144121912828119,0.0002599824754969,0.0349030749030445,-0.255562065920078,-0.172318546476252,0.0712290516546945,-0.372316737438879,-0.0449293251401343,-0.0890414017635564,-0.0049730111931755,-0.106691584876656,-0.319962937381848,-0.0238394902294199,-0.105161814339364,-0.251738799542001,-0.194406020977132,0.0360206786866571,-0.124674685618058,-0.0041246491097503,-0.114660466819609,-0.0010289187457332,0.186917290274938
stable,-0.420510048239811,-0.0360375540326578,0.0345624102100474,0.0394223076115476,-0.0749175125575588,0.0739610770462911,-0.127123528727313,0.0601064853771397,-0.170298824343563,-0.0463850905147688,-0.212837536624464,-0.0287584021170719,0.12046023595215,-0.009350032127789,-0.126174230036242,-0.0371803299288845,-0.0835780137768048,-0.324921746928608,-0.219146724893335,-0.166025004932981,-0.0010812756925879,-0.0913691405707925,0.0932162016496262,-0.0986479293165622,-0.105561451647658,-0.280658427403976,-0.196609426574501,-0.0315361400412629,-0.0371320302847271,-0.205897777906727,-0.0366281322401204,0.0282454811028467,0.0768096448264565,-0.135827865830131,0.112530696988148
stable,-0.0914606616665957,0.379638670973039,-0.565819232078894,0.0028213498507338,-0.12923325240062,-0.476872791042168,0.334307409681431,-0.236088183307712,0.378682559888291,0.146823322970203,0.114506309191891,0.0501738050994046,-0.281296967620886,0.042534522802016,0.0973185458942468,0.216533833858722,0.135971841131268,-0.0422220337680111,0.114228353792524,0.0918180175802392,-0.101325210554193,-0.0456363696939947,0.083471891434016,-0.0252153787126373,0.081624140627019,-0.140185941431234,-0.0594704834432081,0.135208092113708,0.120570863176207,0.0134417409444008,0.0532398488961653,0.0050866020432961,-0.598713824033876,0.0529294665218366,-0.233229168205408
