group,CD137L,CD52,CD3,CD56,CD33,CD45RA,CD7,CD194,CD4,CD14,CD16,CD5,CD27,HLA-DR,CD57,CD272,CD278,CD11a,CD244,TCR-A-B,CD2,CD29,CD28,CD71,CD49d,TCR-Vd2,CD158b,CD94,CD328,NLRP2,CD224,DR3
progressive,-0.246258456620393,-0.190649845983515,-0.434905488915176,0.278955674407248,-0.0731614564875791,0.2403959306736,-0.0161524711516337,-0.313976753156795,-0.269129084371018,-0.115768675536324,0.0902304285931083,-0.531120402256995,-0.249245283236163,-0.201321823413589,0.223639701613523,-0.201250568147819,-0.107411852709799,0.269249826303598,0.0635500945974654,-0.187069208584305,-0.256051115623052,-0.0616185342411369,-0.282501072760931,-0.224770492286379,-0.0492488188605106,-0.0851972249591634,-0.0949809227969513,0.211273115528725,0.147098212700126,-0.119488010102328,-0.317278083021286,-0.21624947077857
progressive,0.0209234248081884,0.193401436794206,-0.0403186547878702,0.40981550477206,0.0530637616793828,0.545155971137478,0.388506243188623,-0.0500982318218677,-0.19835586535948,-0.0038206170833548,0.207094995069238,-0.133054662144312,-0.0258721461509759,-0.0049231440115438,0.537233384417381,-0.165927140067493,0.0443561303794887,0.570865814715745,0.322022742321084,-0.0245063447287363,0.151356972299852,0.223571207901747,-0.0965582745547531,-0.447694179539976,0.129692699732392,0.0320291697556228,0.304718229508638,0.513511240022514,0.374159710162068,0.051872361721021,-0.0254047186401459,0.0989048493081953
progressive,-0.10240692779592,0.138162335019874,0.0993732054020039,0.003076959028295,0.088085015231507,0.126290742128824,0.0051015531774949,-0.0848478728487384,0.037885588799406,-0.127850868002873,0.0012617454276143,-0.0652903534354894,0.0080189019894978,-0.0299595679398423,0.0057877056013443,-0.0313445784754195,0.0055921520695969,0.0571321850342382,-0.0985284130068802,-0.0658422815873222,-0.115575999528264,0.143697477603554,0.0502260312639521,0.001130574090593,-0.0982352236144145,-0.0349061528782054,-0.161784727401212,-0.141760917332169,-0.0794330199002298,-0.0034193848938362,0.0462961401835795,-0.0481256056774056
progressive,0.0115527212604283,-0.198530443186666,-0.37115925009217,0.157097187587093,-0.0751338031680244,0.203040358458662,0.0859949439697087,-0.024136699768882,-0.372426551896728,0.0223250953257365,0.219118220658494,-0.423624970406668,-0.230269594523956,-0.0738169460952525,0.255032686520068,-0.127475920319943,-0.2622499038197,0.0589570826915614,0.284702997952408,-0.163291619443119,-0.2736302211198,-0.165544616460363,-0.239164703350397,-0.196859929802518,-0.0500741639517769,-0.0207897164745034,-0.0961184951830418,-0.007506580470268,0.0705623143288692,-0.0492816629581555,-0.141374575862565,0.0576867361100234
progressive,0.190026124670523,0.227037196691822,0.323883113727073,-0.148097581276416,-0.0293426237116399,0.0222126627461078,-0.17206664706132,0.0105203055225448,0.122924407212725,-0.0133353687905173,0.222913619371727,-0.0481288350869496,0.160398873688465,0.204451889260065,-0.205942839564445,0.107624017091535,0.193297762734665,-0.0546044638841272,-0.0923699796871372,0.0456505911435436,-0.0725154284873545,-0.146134999159829,0.124184345886613,-0.0798521495072486,0.0068305409923761,-0.208905567961333,-0.474622975254364,-0.0115575083817265,-0.219295673397948,0.165937175316494,0.205568632327108,0.11972713833305
stable,0.203138813891414,0.515200548301832,0.527150959031442,-0.293000857969226,0.161800541502083,-0.190337442190709,-0.117670895849295,0.20272710836809,0.574395368390292,0.133040764960668,-0.168553348900828,0.655065669016747,0.37328465807322,0.0754270343221333,-0.0032109523181634,0.10777583791847,0.115445271864162,-0.285274528014031,-0.13462579111854,0.456041556057284,0.313832155629626,0.0806255245894242,0.371226066556103,-0.130993624808626,-0.0030122385141199,0.170221705089288,-0.115083160682689,-0.0729684762798348,-0.281481812067001,0.167633912496342,0.182398274502747,0.197131449299742
stable,0.0927981927980221,0.260605798463228,0.460814063612532,-0.400160205083185,0.157518969571214,-0.243956761484176,-0.34258402044953,0.169245097518666,0.443015679527277,0.0812299568993344,-0.178643872119862,0.629961394711799,0.361838641472119,0.428355309275368,-0.10838761890603,0.145670487037981,0.568522966735387,-0.429696151252745,-0.460939663141358,0.289834483714664,0.429952295616964,0.50636338687376,0.382754809865583,0.520351745678492,0.468070830435076,0.0811234323749203,-0.24271081742787,-0.070088361539325,-0.498944667414089,0.0809237504063998,0.19677580955364,0.111219413621395
stable,-0.254591046864593,-0.204397274644671,-0.408965707867418,0.248942845011617,-0.102053526200246,0.521135541348726,0.309936809233788,-0.428561125465691,-0.540558662095156,-0.112445353292565,0.206437333551642,-0.48933246700616,-0.192930597485067,-0.337896142565355,-0.081009373110443,-0.189129618767875,-0.520171229758887,0.0753653195899026,0.343754240737579,-0.290755762242425,-0.113386087348629,-0.013934757978094,-0.312963449523092,-0.263135910349916,0.0487599731511013,-0.0041568847283236,-0.10168309431167,0.33030951694387,0.40759349764737,-0.133794449752002,-0.430788050507118,-0.210494830397475
stable,-0.0917760302799279,-0.124066599688821,-0.366137831364682,0.236356854757246,-0.0192591184143025,0.231120405909981,0.388609211628811,-0.0614094152872288,-0.290665778228513,-0.176146729430124,0.111123318590601,-0.349804232062698,-0.102527656044059,-0.462548013756524,-0.146491174542351,-0.125002267226816,-0.371832580073061,0.0383462843565625,0.283829179893747,-0.288091389683537,-0.0790550541066969,-0.233680395607343,-0.433617418173964,-0.481514180924243,-0.149383647756813,-0.0739171332372196,-0.100619848642051,0.231021201041235,0.188774843512185,-0.135569072758491,-0.23386450819791,-0.141205191216446
stable,-0.130011920647049,-0.369783989981172,-0.481135876292385,0.391570986467352,-0.173525036129597,0.38653793743287,0.495152022356326,-0.160095805510478,-0.504705833831513,-0.022628284978271,0.172923194742589,-0.523234058034058,-0.222457368773961,-0.065854561844696,-0.0576535159396279,-0.180915093299002,-0.247732225878684,0.302404551083182,0.263786955179606,-0.258192157141112,-0.344985864971525,-0.147505606036761,-0.314453778628917,-0.181846471937589,-0.129873500970852,0.0090316354398032,0.109795149546597,0.39258336868142,0.401920540145833,-0.0820543019005458,-0.205941006556621,-0.0969205362178426
