group,CD40,CD52,CD3,CD8,CD56,CD33,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD5,KLRG1,CD27,HLA-DR,CD66b,CD57,CD278,CD24,CD11a,CD244,CD62P,CD2,CD29,IgD,TSLPR,CD38,CD15,CD71,CD207,CD49d,TCR-Vd2,CD158b,CD133,CD257,CD94,Ig-light-chain-2,CD328
progressive,-0.0941703872051214,0.099269752988848,0.39998947329131,0.136516695317355,-0.363861047847988,0.0130883655590051,-0.238533345766577,-0.0918087392642518,0.3514822451197,0.158329682376778,0.249306690407657,-0.108938995074981,0.385703614397732,-0.191264633703136,0.223998200206279,0.0390155721089403,0.178733137714673,-0.330195907579795,-0.0096796914193364,0.0575727613352348,-0.306946902610584,-0.094597680605472,0.0475214366542571,0.314881809133793,0.0044308673426131,-0.0181259915354806,-0.0813003519584613,-0.235190797919536,-0.0654345704683132,0.165667602377847,0.0818248969602257,0.040263953356547,0.128235023545986,-0.054646267686484,-0.0084417284782313,-0.0327165916774102,-0.33105295379063,0.0070014494199691,-0.308205670039755
progressive,0.199793195063012,0.209550969753485,0.0229471798435551,-0.0208734680178969,0.381413833460861,0.0113838506762287,0.48810554821933,0.31919485046554,0.0589719486863858,-0.0017954395371725,-0.11008805650502,0.183066395657282,-0.12360382212346,0.378072394823489,-0.0052216812739972,0.087901173002667,-0.0911651442748859,0.558011013765577,0.13288686004808,-0.0992013122264223,0.543208942013729,0.2974828783586,0.135521537967199,0.213455142261106,0.242214156037678,0.104953760540756,-0.0431298072552495,0.152447666157395,-0.063999637733833,-0.401402409997836,0.0346440818873401,0.158314431952862,0.12737554076718,0.285599349788703,-0.0722474086982014,0.183199951095164,0.513489469238335,0.131157396399305,0.408759569212288
progressive,-0.0632469698762045,-0.116472946298634,-0.300947258971398,-0.125085001419338,0.130770758702539,0.111892580749802,0.368077188980461,0.320216816985923,-0.0508454018748296,-0.135321599444476,-0.160144775061953,0.351055535345562,-0.32954596021067,-0.0492891162095944,0.0113340842698612,0.0641887434197385,0.0859685621498022,0.0959626556455746,0.0374491646519045,0.0346276867016838,0.207599298601521,0.271020833246328,0.0965425135582324,-0.0809464021399482,-0.0201907745499424,-0.0336842279329031,0.0166466608157309,0.330649069296549,0.0927501972115306,0.116698909327838,0.0516299610347915,-0.0458610240411706,-0.132564957627545,0.160426894046893,0.106429623082408,0.0741026895953807,0.100259568655902,0.152709469992564,0.238432865050813
progressive,-0.0954306715082015,0.0176215313577594,0.0502527001168976,-0.086492154868791,0.080488625452338,0.0689729496010365,0.0789908151504351,-0.135467627244672,-0.126057987255614,-0.0003106840645308,-0.1075699252724,-0.0275795922310975,-0.0214931778882994,-0.114049997218398,-0.129527439660127,0.0809493744884324,0.0227843815215685,-0.106566353082471,-0.0222081580883963,0.129647769834096,0.107644967938762,-0.0137092879986966,-0.0523809044920226,0.0081318828139826,-0.0070317982395263,-0.0503674951932546,-0.0675702388962343,-0.0127614580425919,0.0406981981966509,0.0774391569904186,-0.192396796416113,0.226273255504071,-0.148979666905103,-0.0785247964682365,0.104667532725292,0.180308750800232,-0.0635641597215619,0.0559356483319575,0.0801504226622465
progressive,0.159062116013746,0.193532191017252,0.162583985987499,-0.0361601912407589,-0.0751687456567574,-0.0121282844674778,-0.170844761690192,-0.336125896908403,0.0231367685884374,-0.121564485605286,0.200567640631273,0.0764090480327789,0.0719207042638428,0.173553394018844,0.158022594078265,0.278871383863228,0.0528624526097366,-0.0733905391902387,0.241622203418331,-0.0278724129550449,0.0908433700562409,-0.229283229256938,-0.206789740936878,-0.0333602295201004,0.0634740217636265,-0.30200897749537,0.375027752920754,-0.0989512069848023,0.155185328787791,0.0684686145670119,0.0979426728246515,0.123516326516516,0.0503891060240011,-0.378093840057263,-0.216313853354667,0.283808645677946,-0.141587182681737,-0.0767691521821162,-0.276168364194887
stable,-0.0826034102685572,0.380507390713159,0.560656158102456,0.0035589194237075,-0.504010973010097,0.0496234272159153,-0.494372687244858,-0.425592409842273,0.112859411220497,0.0380527351806686,0.528460640147105,-0.36673260482282,0.638703737617406,-0.0873078949131382,0.411221823493122,-0.0256201499961474,-0.0095180055190644,-0.18655210094567,0.153182190027752,-0.0718374775729874,-0.567155712394287,-0.476278436502479,-0.116052794916304,0.255466272841422,-0.111879071888342,-0.0545231194903319,0.0528831005832875,-0.43340337157608,-0.073849322891539,0.0555347756144405,0.0347944662839788,-0.0682723575532678,0.0909420429685929,-0.272096653057516,-0.035780248787251,0.0561818799522498,-0.358311211935823,-0.108006490594508,-0.601584325715418
stable,0.0475820112615393,0.096387006783948,0.398738159284632,0.253535346424792,-0.453777173387433,0.168171229701732,-0.233371787993485,-0.364518470828804,0.287475372366166,0.195766168468296,0.378726922765491,-0.315988175734639,0.555178816395381,-0.105297999416552,0.402183933194803,0.401874957819146,0.0309578037908368,-0.149419645383154,0.43020821271899,-0.0289951156744721,-0.482728787058364,-0.400690337657389,0.0783969172241782,0.415309464678544,0.460148071807752,-0.0951784308441316,-0.0864080470335881,-0.0783926863144623,-0.147513569656419,0.600932607269308,-0.0675261340437229,0.352424957091921,0.0751668893029411,-0.344386620324754,-0.0439309936142233,0.0741291908315872,-0.217295062195212,-0.12440582388156,-0.480371971336687
stable,0.4188367465017,0.287635185344027,0.257412322883474,0.0166632598829612,-0.314583732448946,0.112764659685532,-0.207857008877815,-0.148950330151446,0.321135608903788,0.371799657555566,0.368026726242015,-0.0985352362592547,0.33836716709235,-0.169045549233002,0.209693217535273,0.0571459665836968,0.0754445693293479,-0.138742224598406,0.184496132620567,0.16946107288885,-0.129476408623439,-0.213862401649213,0.0073372296292753,0.0210976859479595,-0.0437960918270914,0.0238869220189107,0.0107134042660117,-0.22392321174889,0.0201522011433716,-0.109494827731217,0.352582646276675,0.0347024656703165,0.0238045276483184,0.190430076528151,0.146834134361011,-0.0522203900338802,-0.218208044064961,0.043055065034636,-0.211766275994954
stable,0.0907286132024773,0.0329310714003969,-0.0094040785405388,0.0546639858930583,0.106452999122597,0.0235805150455006,0.251556064691944,0.264744241190317,-0.08086438812259,0.0500654788414612,-0.1726075154947,0.375689673669672,-0.089094486337509,0.0513028952980973,-0.0973289164424711,0.0883439455100195,0.190376649650741,0.146590320090417,-0.0432099282242712,0.175411225412795,0.337044794160953,0.277438614192656,0.122714108344805,-0.152583733549165,0.0882529031136179,0.0863556542288309,0.0840712687666842,0.383870466903809,0.139245984808673,0.0297192445428183,0.0891066744471699,0.114232137425116,0.105924596610734,0.289869432995603,0.0952053280169265,-0.171261716698243,0.0453594494449531,0.204965651831779,0.131817796534896
stable,0.0240193907585308,0.255488509230403,0.30247817078528,0.147482498775148,-0.097143880239605,0.112782349269799,-0.349593601777054,-0.195800907625676,0.212553708479697,0.0915096560587376,0.359437055097095,-0.0120072145536083,0.259354056935068,0.104505135302187,0.162176076881548,0.0913765849591694,0.115102212088064,-0.0170304212568314,0.203752183746063,0.038512475097795,-0.0621782814866462,0.0042839806636484,0.270593929557568,0.164528511445659,0.224177504618614,-0.0575528572898106,-0.0141441183363994,0.0247606677434113,0.103207057603967,0.326148855605449,0.0258562755092072,0.207673111633545,0.0154449242110352,0.0219819206841215,0.0280434641684024,0.0732307780950509,-0.273362869259978,0.0869706616874971,-0.340565737563321
