group,CD52,CD3,CD56,CD10,CD45RA,CD7,CD4,CD45RO,CD335,CD31,CD324,CD5,CD62L,KLRG1,CD27,HLA-DR,CD57,CD278,CD24,CD11a,CD66,CD244,CD2,CD29,IgD,CD28,CD71,CD304,CD49d,TCR-Vd2,CD94,Ig-light-chain-2,CD328
progressive,0.11492666314709,0.0370470511067087,-0.122261671016211,-0.072549867366094,-0.182792141619789,-0.179680199096252,0.153678163562841,0.0923281744741326,0.0563977767640227,0.0829706990888181,-0.132376018547793,0.0853920879603927,-0.067563540755888,-0.126592419429414,0.0759463137869816,0.0913926730080027,-0.0018234068949736,-0.141665567730035,0.111132587972567,-0.223465345739837,0.19322637322315,-0.0906786272392426,-0.0874471162755307,-0.017778312493827,0.112791939391639,-0.0457258321601448,-0.207352042859458,0.127218761896134,-0.0193552476510617,-0.0934978423860227,-0.0274996794665157,-0.0043376059927111,0.0197978105284358
progressive,0.175849025924479,-0.0450861251061959,0.364181376080905,-0.0784457004205485,0.521438957937295,0.386505438440473,-0.171949996643115,-0.0254936071724941,-0.112107383540827,0.137048985837794,0.105401321508321,-0.145428523166638,0.103034770910441,0.31989201964638,-0.0443566169921342,-0.0017419889851702,0.493813932070874,0.0600265347995905,-0.0667303095457373,0.544862818950999,0.0619766949524686,0.296983639402456,0.123666476488591,0.219096690101602,0.0517924520477795,-0.0834017900382388,-0.374019330540506,0.007153821565811,0.153245588011552,0.0371121626887478,0.50617148288728,0.110458686898916,0.397337818501154
progressive,0.14396208103774,0.0598593420154074,-0.0411914745400061,0.27466838248019,0.0283772657975077,-0.0134213092639878,-0.110618384106181,0.0452359429267862,0.373969787281964,0.106634614373763,-0.0868765613492101,-0.0619619355989181,0.0837816309299529,0.124586730590303,0.0930272874871119,0.121616772712451,0.0086093624901494,0.0231252871240503,0.13948145427482,-0.101578746333931,0.355456793417687,0.162602570984444,-0.038828126140885,-0.102086879162823,0.255158986910313,0.116543993082136,-0.0495053416471,-0.018379018556837,0.0921589351181475,0.115079204809427,0.137394132883557,0.169961057496296,0.117935885256103
progressive,0.109378091104476,-0.0942036058032553,0.223298411841579,0.29795960730213,0.184775227328453,0.164744239485087,-0.230848430869836,0.0809459223763194,0.290250205037515,0.223308818406639,0.198534052650976,-0.11731333958934,0.0162117919783016,0.244329892471356,0.079427655610013,-0.0355515087411107,0.176733751675617,-0.186229723033916,0.129542600555349,0.0918269486139471,0.259721182288809,0.284395676063426,-0.101561271509442,0.112436643845834,0.395439464455352,-0.171744999361138,-0.336111235890078,0.0433819522813006,0.0289058056422608,0.407200828644082,0.230573656734814,0.224358078819968,0.340711902510331
progressive,-0.0213955186049223,-0.207652859914733,0.186867788830318,-0.275888116939571,-0.210909706728691,-0.0059439525474914,-0.0999785178663498,0.0491769588871016,-0.210211768825588,0.134565828579367,-0.0277962695527538,-0.0059960640647965,-0.180107900333176,-0.0354707666607856,-0.026716172188957,0.195234795891784,0.119259626184138,-0.0917976583712389,-0.142997596899796,0.0782920341324527,0.0745456027094256,0.0392463998201217,-0.162854303544603,0.0709886560723721,-0.0796078284985357,-0.0703617851411737,-0.41164871203003,-0.170465822371076,0.0781892342168772,0.0777813695220449,0.066170587988178,-0.0551210519077369,0.0668854884724564
stable,-0.429429472576339,-0.605168246712909,0.366818247340156,0.0029070963129024,0.380696777903479,0.231560557747805,-0.534562086466362,-0.157188615126399,0.105778273641646,0.0636961083411789,0.0664213686508974,-0.610716781247795,-0.355821786794751,0.0077013571850045,-0.463635483171242,-0.0559247257568285,0.127223221104872,-0.279233440023285,0.0263551052984141,0.379145295499323,-0.0401553195304105,0.368152930420814,-0.373784737406929,-0.0273094727886259,-0.0144728426022023,-0.288052667107363,-0.142990245557693,-0.0512962980673354,-0.0273751828415199,-0.108330852352059,0.207147952952403,0.0986090144329415,0.462171566896498
stable,0.0924098730088822,0.051927651336697,0.12681294463828,-0.0210670118328531,0.153960726013378,-0.0643062945046503,0.122808866295905,0.196816183140336,0.092408152738413,-0.0248117410987391,0.13341180561173,-0.0680479278740544,0.0268364301991558,0.107776399024752,-0.177688948144976,-0.134330026519274,0.208757791720554,-0.306610611843201,-0.0570582760438907,0.0149219758636551,0.111528920085388,0.171994771409052,-0.041971847198713,-0.239933851019754,0.0472681084514592,-0.0819478529950507,-0.209401848180707,0.113500759821965,-0.314649340652927,0.0860295840697583,0.081717355899533,0.0540962675328583,0.188238435338019
stable,-0.2277051729384,-0.358101065382596,0.300505795573409,0.0121581372251294,0.426572338877003,0.476977208360791,-0.436205514226055,-0.0589471555119229,0.0759424138041503,0.407489888378147,-0.204062348884712,-0.45993514814757,-0.074603572649707,0.129942287324924,-0.426101357977255,-0.109904711300223,0.143833461014104,-0.393728592271807,0.104303474786513,0.0818236114524778,-0.0404470883062409,0.330343885357632,-0.380349273921769,-0.102004977926551,-0.0068275517554052,-0.336399014975194,-0.471389788942438,-0.238852144641147,-0.0589982034852802,-0.113508403397897,0.383362802536896,-0.0739066751780173,0.612968212850965
stable,0.143981418222812,0.101452764603594,-0.253420507082079,-0.150599300246972,-0.228964090739677,-0.394147020717813,0.248475605834148,-0.0828332047626527,-0.300270893364366,-0.0783266733788259,-0.116324051560012,0.225169626076838,-0.118080260271812,-0.0910739042822037,0.174516138789463,-0.110962058984344,-0.239119716460257,-0.0477259906982593,-0.031703169990279,-0.229542468671124,0.0145077207998444,-0.303243891731889,-0.0139506089761491,-0.0268489835696067,-0.0604238461027592,0.0825189901077248,-0.026333314324438,0.0124199766818211,-0.103870356706852,0.147878416439682,-0.239258872064994,-0.12708966293801,-0.319310115776119
stable,0.0025445616158698,0.143108044047847,-0.317516707704075,0.0769087032166902,-0.213948424282285,-0.194906545399268,0.0912336790321519,0.117074906645951,0.0618674208699484,-0.0947567387293507,0.115731137316056,0.109245568868931,-0.008454872553635,-0.0179361722415662,0.0083121158788222,-0.192282494201085,-0.161279074642059,-0.103330319199501,0.0263661366164088,-0.346410095414106,0.0916874900517799,-0.248098949222349,-0.112401293311587,-0.199818450642918,0.0564794031853645,-0.082378466137811,-0.174640951466429,0.0360186291099996,-0.0717384531680608,-0.0918102809807297,-0.210064588679594,-0.0183444709424899,-0.0817584808415923
stable,-0.229687895137646,-0.421052969067928,0.285425655305083,-0.0802003315896144,0.106804215103429,0.115545037999735,-0.439922189835664,-0.131537470809437,-0.0105375508247538,-0.0985175844574704,-0.089793816015905,-0.461652226806759,-0.0326076664303053,-0.152223868705338,-0.364344778410784,-0.186399757644617,-0.124885777856301,-0.346464555658378,-0.0198081590114563,-0.191132413952491,-0.129185479471677,0.10116908337124,-0.398104932990793,-0.24175636238713,-0.0732336174176439,-0.265464636030724,0.0150354225109356,-0.0041149642872619,-0.211707755631409,0.149261693679763,0.0440784596402796,0.0199351575801894,0.209986250895423
stable,-0.162918698360834,-0.373435871044374,-0.101480951150905,-0.08325234746437,0.0836509552265853,0.162885183107291,-0.106939842891985,-0.0699106126738804,0.0387079176394924,-0.148930500033001,0.0647609226892596,-0.338537040898992,0.128683507151202,-0.173288759846393,-0.0514891695949739,-0.0260989909367919,-0.1520620043308,0.0327024319874163,0.033792782101977,-0.0707478361655479,0.0554755697005919,-0.0227321663887428,-0.356147720944113,-0.148499142737372,0.107367938700261,-0.089278309128667,-0.0612870895507898,0.109526188873154,-0.0376638854414799,-0.169651105277008,0.084655493231195,-0.0300964635871627,0.344981078963374
stable,-0.236366582015178,-0.246082517784566,0.236800776018887,-0.0257923168571018,-0.0048552699050385,0.0594929811295908,-0.245627631041947,-0.152556785214769,0.0305837289432134,-0.158077294424485,-0.0205129730777564,-0.438661283324744,-0.277858241380542,0.002651096580707,-0.228898371789765,-0.470940427944663,0.110907856180963,-0.482563621386069,-0.0139031053034346,-0.0009271481073008,-0.0422645738716562,-0.0123023430139254,-0.341752575927821,-0.432327669828553,-0.0126506421923797,-0.377562097081432,-0.74077605760311,-0.135278483268941,-0.550922367503227,0.173339628953544,0.180585441444455,0.0197598400117956,0.162042901391352
