group,CD275,CD70,CD3,CD56,CD33,CD117,CD45RA,CD7,CD4,CD16,CD25,CD294,Podoplanin,CD324,CD5,CD32,CD223,CD27,CD1d,CD57,CD278,CD58,CD11a,CD244,CD169,CD370,CD122,CD137,CD254,CD309,CD2,IgG-Fc,CD28,CD38,TCR-Vr9,CD305,CD158f,CD336,CD307d,CD94,Ig-light-chain-2,CD328,CD101,Podocalyxin,DR3
progressive,0.134829267974533,0.0256084464941237,-0.411402875485057,0.265449068890051,0.118466973409932,-0.037668489472109,0.284755955332683,0.154899173193498,-0.271341384377245,0.112310834708505,-0.0852505625253926,0.0020397646925798,-0.114159634072477,-0.0273312561029968,-0.420985361391426,-0.0218265985630337,0.11845248130869,-0.0938183052906016,-0.0310379660716245,0.115650159341203,-0.094912495724772,-0.0306049558372883,0.360227415973607,0.125054059977206,0.0956718859589975,0.0982686069846444,-0.0513965209375639,0.0487578320440123,0.0259399519932515,0.0366967161582332,-0.333012210830839,-0.130643125613461,-0.110456880749498,0.111756289873023,-0.117046420788602,0.229713715053972,0.0488754320711035,-0.0256296136134025,-0.0697223081070567,0.274106978052907,-0.101559888124542,0.383525665717105,-0.0248325727814613,-0.0664785221057897,-0.0183292697830329
progressive,-0.0525243636687894,-0.125796884032627,0.027746470420972,-0.330483823682594,-0.0712587981430273,0.0207942722659946,-0.525545455977988,-0.346290991072853,0.195884964970121,-0.208624312879474,0.105330651050952,-0.219850195365163,0.049666935175222,-0.0866318708695413,0.124963457897604,-0.0186464222168952,0.0021219879088465,0.0414207120328261,-0.132300365325967,-0.540737917226566,-0.0362619794081517,0.105397910969473,-0.52733547370378,-0.298004053571909,-0.0041740216374256,0.033377220875984,-0.0958447368316978,0.0713154449088537,-0.0297430447626129,-0.040979173406821,-0.147231335490855,-0.007159526137925,0.0675811250190747,-0.0790650482502168,0.003856030538197,-0.120409533825341,-0.109373600075937,0.0209308779063436,-0.0628323108253496,-0.44902092226632,-0.0942024404589868,-0.346167021849092,-0.0814971412704464,-0.0275618222977917,-0.0705301659951119
progressive,-0.262415604233739,0.157116256077385,-0.445685923910202,0.25476275873353,-0.151051739642673,-0.0429001839627473,0.20574813829004,0.129515221711168,-0.172067387175905,0.23097667828258,-0.108817403568066,-0.0811259561723436,-0.105877603377543,-0.0213724769255222,-0.285387383693408,-0.0303682044178849,-0.042381392002162,-0.219699662915444,-0.0610419012869825,0.0977953789499504,-0.10935486320575,-0.0432546253858837,0.0848750958539255,0.183396227267173,0.0063228909640867,-0.0920178579604957,-0.0372117485459965,-0.138092928119638,0.0051856072842876,-0.0230846912987933,-0.0395787221007662,-0.0954190303469635,-0.164212741523999,0.213941728225867,-0.0892293610782426,0.0087355056160298,-0.0632006161216392,-0.105268557723902,-0.0582320120831938,0.0466220886857388,-0.0206412440414121,0.0590021456810327,-0.103421702255549,-0.156407901897065,-0.0781364577971974
progressive,0.47505711960359,0.270766601985412,-0.105323281658766,0.272580381946199,0.416984836021327,0.310352414474581,0.247072663877843,0.264547159769041,0.0455735967383676,0.356558993842712,0.263672793298328,0.46145010115484,0.370777450253529,0.122797301638132,0.0216025788064812,0.354997582820707,0.385199906472433,0.168571137579178,0.466464011686139,0.12698860478456,0.0821689524338631,0.419292159157487,0.214261519760431,0.419397401330256,0.425968376939723,0.466200501756611,0.41317658442306,0.400880991955842,0.41035957219415,0.178255516835508,0.12030932461009,0.249669490505203,0.130423377694088,0.388993808651011,0.401092103291873,0.424125654067329,0.474924643836552,0.484713032732911,0.435174423427051,0.350623097806683,0.352718122882774,0.412764518660643,0.413286919328372,0.472610553498936,0.404766162142112
progressive,-0.10338542260991,0.406863978903261,-0.336797586372889,-0.0712159632383478,0.0049882460309787,0.220354823156224,0.202378527580114,0.448876209221182,-0.163770661217267,-0.0961195642524397,-0.0072795009803428,0.0880387021929127,-0.0347748718735829,0.0160161378990468,-0.0853878000243483,0.0655572241676895,-0.0647125035473329,-0.0933198949776909,0.0487431466253182,0.306355575582383,-0.126726463943112,-0.0887575532906719,0.193407472923666,0.334229403361573,-0.185429322000297,0.0713958132925059,0.264068414968022,-0.0922775393141996,0.0694218419720625,0.257559210685732,0.135383015949178,-0.0577930822271431,-0.026942427687966,0.0543918501685448,0.118706697318112,0.16457994638166,-0.0063548143281964,-0.104452575483544,0.134406774047862,0.169448482887286,0.0653138274281061,0.24881032008455,0.0809680555142469,0.220716116116637,0.0772040080430496
stable,-0.0251822127127828,0.111459590438267,-0.477134848714829,0.498904120019122,-0.0285711401453425,0.0784756490253929,0.450566719836896,0.419844811492737,-0.491184095738285,0.307429229443709,-0.112414240034368,0.0349073770262605,0.0455310671071696,0.0506756224660732,-0.630944697109383,0.0410670366054865,0.0497410638716294,-0.350729380537099,0.0797338398426542,0.242555014456549,-0.0486053775640831,0.0340344980310326,0.625591208574416,0.465113429947934,0.0043083188694678,-0.0521947916035818,0.227252227289911,0.0988273268671981,0.0946994824471648,0.151084523193205,-0.211037799451358,0.0342669436145219,-0.278959513128987,0.481782430462435,0.0566517491736348,0.141547303575033,0.0158089914660705,0.0260452213206134,0.0725986082198367,0.408640475199304,0.0708719010042934,0.615524463279878,0.0628757281107604,0.0302847084343949,0.0545446901756401
stable,-0.0696341804754073,-0.100764221587812,-0.0632741483315349,0.127650817559507,0.0212545956911314,-0.0665913037438427,-0.0928744866608509,-5.68579084921753e-05,-0.074562722990983,-0.181284399745915,0.153321478199756,-0.0808734874916372,-0.11883323722903,0.0236586498534909,-0.180241809626239,-0.136691689799034,0.0516189551481315,-0.0670143212344954,0.0927517438527622,0.0367534944697103,-0.0087219088026858,-0.131482865778066,0.0361798293203992,0.104361474365116,0.0221473955990201,-0.0558994028033254,0.0509723537361902,-0.0320568144123744,0.0496579860860853,-0.0968341431363044,-0.171188504210243,-0.17870623907192,-0.0963703586389567,0.131959695935507,0.0637716213010493,-0.142789889870242,-0.181225639380265,0.0615228405426464,-0.0736296297969058,0.003548609103615,-0.219829087163805,0.200252149204705,-0.085657038353126,-0.021758257764748,-0.0119777374366631
stable,-0.11806013015685,-0.123573327162899,-0.297619534283495,0.366275028873991,0.187081815855335,0.0109648520412487,0.448057443389955,0.430704548440488,-0.314454797957384,0.273056743144432,-0.0586824695779927,0.0481067593437788,0.0903229616515897,0.0186115798217849,-0.364454267306863,-0.0494104213784948,-0.0196205524476595,-0.377574519275211,0.0535645103267778,0.0396199535287969,-0.413297095692427,-0.117830522697958,0.0575114473878145,0.344369614613774,-0.193851506541738,0.017618985467523,0.137840897573155,-0.005742100094766,-0.0483487986982646,-0.113470813854667,-0.155150242347807,-0.0900400485575741,-0.222581729098814,0.126125303005716,-0.0331234746313343,0.30112574140512,-0.0028721699560408,-0.164261274462065,0.0249448226033068,0.606449676171044,0.0115095329464579,0.543306575846905,-0.167900640472904,-0.0764494236421372,-0.0512127123925605
stable,0.0477973258887416,0.0741609225544807,-0.0548469340108148,0.0640756567305392,-0.0273397987380196,-0.0799512459999337,0.184224160858492,0.10077156240176,0.0950039876118813,0.236004716613524,-0.0156720668558748,-0.0151677188138211,0.129079704167799,0.0351615511135212,-0.1276095799469,0.155629867152686,0.0333541022970851,-0.0714596497318384,0.0703559925625071,0.142732107360224,0.0395485836144875,0.179872157470369,0.0832882304295106,0.0982032167948709,0.155620604112317,0.0900223278063202,0.148531785352202,0.050092336748939,0.182394410125117,0.230631113382296,-0.119806656314133,-0.042325786105236,0.0583559709049104,0.313218766715429,0.0287910558397729,0.118826765510374,0.0269970624123189,0.0203200309073824,0.0077251776437315,-0.0132076644648095,0.226996209013318,0.197736902158433,0.0394338830828872,0.0197715058420501,0.0318369130446567
stable,-0.162218295271755,-0.0193029513892574,-0.416221319397159,0.509425559728093,-0.128157583690231,-0.0173063757132566,0.286754037043416,0.607270630529479,-0.438600180192832,0.068613657221306,-0.0535021249785273,-0.0459667521701299,-0.0872384974659096,-0.0701400013705145,-0.50769991453061,-0.0872062067741576,-0.0491794989233285,-0.121099835217126,-0.0079665468885485,-0.077299634136175,-0.173247580764423,-0.130574543227,0.255199788191091,0.202868181827991,-0.0887610233776636,-0.0483534242030107,0.091391670760219,-0.174834244401047,-0.013875429135232,-0.0104702960209206,-0.312804556398119,-0.0386166589766512,-0.210197970950425,0.31374130480105,-0.057928191722622,0.0382589935340892,-0.0845398689418899,0.0456425030672097,-0.0035273330695651,0.577364925320926,-0.0549550046076343,0.447785706399391,-0.134688032437052,-0.0594906692928643,-0.0467918874140412
