group,CD137L,CD30,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD14,CD324,CD5,TCR,CD195,CD32,CD62L,KLRG1,CD27,CD314,CD66b,CD35,CD57,CD278,CD58,CD24,CD11a,IgA,CD244,integrin,CD268,TCR-A-B,CD2,CD38,CD15,CD71,CD36,CD49d,LOX-1,CD158b,CLEC12A,CD94,Ig-light-chain-2,Ig-light-chain-1,CD328,CD88,CD224
progressive,0.0420547699577144,-0.14102135649982,0.0661013082650666,0.147583037444414,-0.103639887822705,0.0569914007158942,0.105735891248996,0.122492980172352,0.0738471319305616,-0.0462481535680559,-0.129133125626818,0.0461455259219444,0.0450948532151406,-0.0507723662952451,-0.0065449993590443,0.245118629535719,-0.0572495740402316,0.200119019333867,0.123413431439242,0.0674474615799328,-0.0174440913608328,-0.0630667974661525,0.0176954320480558,-0.0011992968036747,-0.10683483448191,0.0134028975119326,-0.063574875351907,-0.11557627858946,-0.0148319745319963,0.0269879810301241,0.265533261344071,0.19441326760152,-0.111041961724136,-0.232349542778014,-0.0308620205304845,0.132441924991244,0.127019687404943,0.0335134253007791,-0.0317019545251644,-0.0659035950397435,-0.0502368957281333,-0.0276719597911385,-0.0793733920097236,0.0159311400334564,-0.0612845962753705,0.0366467756025783
progressive,-0.118904213513277,-0.139242354387532,0.0718204684147702,-0.106678214109429,0.339972405962723,0.289061128072907,0.314184949579072,-0.0614620876579882,-0.0412343548595607,-0.0339725555603512,-0.045421919240321,0.0590011397321674,-0.121055494918367,-0.0456871583574963,-0.123151977259464,0.0276577181943299,0.155860009280666,-0.0732704069416954,0.042096694326709,-0.120872546559344,-0.209799382695496,0.154090541419289,-0.103751882776771,-0.245675625102416,-0.21969502319477,0.430839817532948,-0.0818821714487356,0.322916077483518,-0.102891500714669,-0.252188403523989,-0.091745125339203,0.175751976022113,0.0493881694460941,-0.223133384218367,-0.668725089886892,-0.370257170270183,-0.0198629281723576,-0.0461947577342204,0.192354753289675,-0.0108069568883124,0.376620302686052,-0.135623134152155,-0.0504984426342297,0.315793736909951,-0.309424956671307,-0.119364679591703
progressive,-0.055331756338931,-0.0619534513644353,-0.122736369927824,-0.341491175725837,0.270326624051243,0.363279645036884,0.280892313311951,0.0508017784123767,-0.201334604603949,-0.0439139904835015,-0.0262598627309495,-0.44323898295936,0.030230175762649,-0.0712288280532794,-0.0489204985432735,-0.068625283879124,-0.19368249783186,-0.147760836796965,0.0574600653313335,-0.113786672083005,-0.0774631696556672,0.0396167545963122,-0.195614736738728,-0.0656885380159515,-0.167829735512279,0.149438792740696,-0.0978626777530963,0.178784524667354,-0.136040841809478,-0.0443312388167962,-0.185264124162631,-0.100007331976012,0.198232530477797,-0.0284891618294311,-0.12485613285357,0.0107191567069234,-0.150698012066669,0.0365887367906553,-0.172897703844476,-0.182000371924051,0.100342924300578,-0.0023521138278076,-0.0461396757645121,-0.0086063901885863,-0.205493530102232,-0.0863772170643734
progressive,-0.0289860843518285,-0.0799878247374076,-0.0424778856909966,0.0003993024754277,-0.059296973406897,-0.158680035120351,-0.0603132514301922,-0.270044342868613,-0.0151292782650469,9.70897535289237e-05,-0.0041539858762354,-0.0474581183072814,-0.0988563194776941,-0.199036885068881,-0.108573527566232,-0.0431394828497587,-0.15091280976146,-0.113915034031075,-0.0432460974670046,0.0118210315936771,-0.10548936815541,-0.0973193386065191,-0.0164154400324109,-0.0851261963823513,-0.0451722539740318,-0.109367156833259,-0.0841602809998352,-0.0685983432458443,-0.075326709837183,-0.0620506727884013,-0.0457450284108353,-0.0329079462970275,0.0249169174358886,-0.248278494861365,0.14490729205345,-0.181158984722225,-0.092863113680149,-0.0663627577843326,-0.198352641805386,-0.131937110476662,-0.0911768251712576,-0.118871763290201,-0.114704420510664,-0.232444815749312,-0.0575160698582755,-0.200721242245637
progressive,-0.41605069960357,-0.397086668872554,-0.202724107368047,-0.269326055815158,-0.159264191608423,-0.124207649011308,0.372128386690878,-0.161370466096124,-0.205677439519331,-0.387995730047908,-0.092143221565297,-0.0913838640891449,-0.212807721475458,0.0168546769466846,-0.377100440851754,-0.0595975194460152,-0.269058742231813,-0.0912151901800856,-0.405777489353541,-0.394551744244484,-0.47207300620899,-0.0156641371911139,-0.346533812985461,-0.378236615116811,-0.292147632779635,-0.200606033232898,-0.406978813380207,-0.0133196147771526,0.0269486976782808,-0.363982053404075,-0.0954878873172356,0.236058863533781,-0.0661657912528124,-0.374727833689168,-0.0046203759463313,0.0076871957521912,-0.186785392851429,-0.0285790619842645,0.179002498713241,-0.409580781622111,-0.0760946351852871,-0.356254441072965,-0.476511151649505,0.197883690676457,-0.3894463103797,-0.394281314739222
stable,0.0800417432348089,0.00177231659829,0.421626953231186,0.509644255492117,-0.271258012715692,-0.400205439085903,-0.247697095787003,0.188436086363226,0.499998684120557,0.0974278301501339,-0.0270382478139185,0.505856745143578,0.140965660410961,0.0659600732680066,0.124637514301689,0.381035329668603,0.0546999584279813,0.431682596187,0.0463232558408058,0.0112196878618271,0.0588735362014976,-0.0777660401299116,0.337645035371998,0.152183189910432,0.037261718734914,-0.35320306955802,0.0125115523242471,-0.334504559399765,0.130040504180423,0.136789875751611,0.327277009798753,0.272123717310454,-0.230287714799095,-0.0197181586889463,0.21245816449744,0.127787254188667,0.0311304074923475,0.0256881792183583,-0.174423845224705,0.0600701009805738,-0.104666948174873,-0.0221420962753692,0.0159843274672984,-0.350099020072975,0.0753338464575906,0.133009182795147
stable,-0.052540898767569,-0.102303487515121,-0.283922516396236,-0.338462741389277,0.388465731758243,0.139884457843843,0.286344895365732,-0.254246147430243,-0.343403995856377,0.0620939762129471,-0.0094863107663126,-0.485154709546424,-0.04703192596336,-0.0653604505616149,-0.0139609278363134,-0.297103294580937,0.177477443441846,-0.304999102937829,0.0660116457517148,0.0489622346536294,-0.0017717258927924,0.100276622520125,-0.264339989458172,0.0428708754143797,0.0405660282947237,0.388960938242632,0.0438461633054811,0.235970267726523,0.0446868989512059,-0.0080064122598537,-0.0625652638865659,-0.293965730135341,0.15360229540571,0.218235973677581,-0.302731125018835,-0.233125503206032,-0.258401076364293,-0.135293481899043,0.196938033307361,0.105053666863455,0.15469524721425,0.0948715195464039,0.0489370127832269,0.455173771930813,0.0207509025772151,-0.0862369599782959
stable,-0.026210487995887,0.0043247415472554,-0.0342800954258092,-0.12553982322089,0.345033788505661,0.336751667836232,0.440271335247905,-0.0097935936050358,-0.254325510790577,0.105880159697904,0.0810227187080383,-0.336369760221958,-0.0402158341795385,0.0662585256748569,0.0732127572915827,-0.0095958795425305,0.003297865462127,-0.108985832079003,-0.102789232464901,0.0257284507175232,0.172108025793422,-0.21354238046885,-0.265724338304431,-0.158380359523306,0.184230983755759,0.0888791559533921,-0.0275218955292831,0.150662705377092,0.0150296762522514,0.139371866564572,0.005431621937508,-0.160963684955723,-0.0259274455817282,-0.0340748131237724,-0.375373577626268,-0.010894356832733,0.286277288474271,0.0747409087574429,-0.122663235501581,0.118025011484254,0.42360517453894,0.0227000213205954,-0.111345532240981,0.340665408463054,0.010127030317952,-0.130609022181781
stable,-0.0036848700139956,0.216438749036683,0.207167299522286,0.293138213107345,-0.263618217903952,-0.0718972273580812,-0.120297920457455,-0.0072908245729679,0.270730682255114,0.113228092735442,0.044448761693139,0.232538761089639,0.110129881390114,-0.0319580330217004,0.194306507576697,0.131446405936353,-0.0495004748051321,0.245132144325543,0.0615008188954901,-0.0151363994870891,0.021199314600785,0.0391286369083311,0.284241578295694,0.0632005664623227,0.111121957227868,-0.122006540829028,0.129948386529987,-0.1296014423658,0.143620867484293,0.0510166198213416,0.360132306359825,0.38196195019355,0.210523004032739,-0.0720276061473455,0.328779174433057,-0.210480303414728,0.404609713577004,0.0078620811947276,0.0122848807104761,0.0166639239375696,-0.186221581652731,0.116651163416027,0.205188035077758,-0.230175879809656,0.138713295884381,0.0632012988774395
stable,-0.0580826723888953,0.0487368580922475,0.151540341772119,0.262746343220462,-0.490791902242657,-0.214030903250597,-0.401594516980942,-0.0521539325141878,0.238077674775405,-0.0397610683802315,0.131786785749629,0.279264106619194,0.0208799596445941,-0.0814325010896707,-0.0516113750195314,-0.236862712927263,0.0652121135531857,0.0811509129413979,-0.229905840968388,-0.0257920660607851,0.001747040662515,0.0139697440914176,-0.0089090728671818,-0.0170837054894834,0.0468817324106276,-0.367449898788628,-0.0667899287976117,-0.398297273306277,0.067167582663341,0.092826672536707,0.143971898404621,0.112483102563366,-0.439447393095095,0.0574556456003065,-0.0584176922606512,-0.0218359939189886,-0.0261381500575841,0.0519489453657868,-0.266703645646635,-0.0091361309104445,-0.41046666215001,-0.068232873974619,-0.0744075214454498,-0.310022326590265,-0.0417453396502871,0.0289072853559806
