group,CD273,CD275,CD252,CD137L,CD40,CD3,CD56,CD45RA,CD7,CD4,CD16,CD5,TCR,CD185,CD62L,CD1c,CD1d,CD57,CD366,CD278,CD11a,CD244,CD54,CD2,CD226,CD71,CD36,TCR-Vd2,CD305,CD257,CD94,CD328,CD88
progressive,-0.0534057012710559,-0.167081705683072,-0.121217147632898,0.0210813572957163,-0.0397568334472551,-0.0014858379996398,0.142083571653516,0.104764623771594,0.0917835296753375,-0.0732847615508273,-0.0700313946935693,-0.122997476558184,-0.0685066740679099,0.0571180035419051,0.115220254495684,0.0640433238552196,0.0330061938034661,0.23499560278222,-0.237665137779997,0.0265327048662849,0.232861073723075,0.183447262313746,0.199929768595186,0.208368572990953,0.0913857125886499,-0.0034595249923513,0.145122061025854,0.026336526897566,-0.0801076108987632,-0.0171430111372408,0.0783244488947734,0.122191363582762,-0.123521292937287
progressive,0.132265621490128,0.15502063980057,0.122196814838045,0.173291391306632,0.0279048706427082,0.0131361984592881,-0.322071401495094,-0.324843297452003,-0.347738813359629,0.0749449914976677,-0.0744570662831411,-0.0431666726126539,0.196757523015194,0.0664784773628354,0.0322226504858521,0.120739320364097,0.113715916590527,-0.176444983652066,0.156268641582748,0.070276176785345,-0.377531726065541,-0.25643257697829,-0.214773679895808,-0.2362248260096,0.047127093503023,0.768466600621567,0.508840135837221,0.0825386495323928,-0.0278062283257505,-0.0053576606693145,-0.255814221274673,-0.207169804751876,0.413905300649999
progressive,-0.101924710418475,0.137684077098952,0.076546374022251,-0.0252541971261432,0.094327835358812,-0.111275787704109,0.28733752879311,0.262450824852619,0.310611730616587,-0.0188691136291211,0.149672863522443,-0.227243539791782,0.09384072391786,0.156348566689747,-0.0341670384064207,0.153865468905035,0.102591487655877,0.002098193688637,0.107254732999619,-0.177566545012553,0.137917999234954,0.165317992022667,0.168569668920505,0.0148533849158086,0.0680795635790054,-0.236584131390647,0.0237877285222521,0.0574015058029241,0.0779759615987958,0.0275969380316986,0.131713182865717,0.0010351121748347,-0.0508857592891743
progressive,0.328956320232542,0.169608241098887,0.184309120936523,0.198616837584595,0.188270669816785,-0.243166917518721,0.430868535351895,0.35421425019626,0.250699708759103,-0.238434398225471,0.366717819418586,-0.337293970846425,0.210800628035793,0.0829210161528225,0.0208540734386426,0.0496300750250976,0.117182783313622,0.182388871721595,0.155212366211623,-0.310999118324894,0.183549151141894,0.508788460647054,-0.0393429283015981,-0.20769297749113,0.1676363251711,-0.175063140362722,0.13824764863816,0.0428064651593542,0.282648794449464,0.0921953094142209,0.255395361672156,0.291758282844057,0.204048509822324
progressive,0.269868912844039,0.159836849215501,0.404048063728032,0.270976327576471,0.22130094398095,0.0391717040200885,0.129091285814563,0.0782972664080442,0.510502370089215,-0.0006748790984228,0.0851247919236601,0.0408501904735335,0.394082664986057,0.368382202758879,0.0333219972099633,0.453447026460325,0.423840027337314,0.413945107524535,0.439063262877792,0.0999038955066466,0.280928430529493,0.375086547294281,0.402489140050786,0.180082591090195,0.447456813576172,-0.193720979894734,0.192454436510217,0.366929742749791,0.2697460202068,0.417624325821732,0.412772559350567,0.323213108965702,0.149687453158447
stable,0.317687628118856,0.218314515920766,0.286599279022476,0.34677644468576,0.233601472763773,0.102922383724429,0.291115629464486,0.214717148543042,0.353160783320449,0.162949362969946,0.116523663308722,0.0158958895530508,0.410397954105998,0.250613078692129,0.398590588469521,0.0877332880686637,0.355662562858646,0.229193160497776,0.2626528731107,0.123230187387016,0.306035107429793,0.359534565102031,0.326390140204352,0.141511159309464,0.387316776155002,-0.228805496895302,0.0568736344920733,0.226838105611314,0.298223074409717,0.290725551074577,0.489864417750759,0.396183966624699,0.255159713583341
stable,0.150373956116355,0.218256112774667,0.18724433855,0.0362752763627447,0.16296488709343,0.138065793062593,-0.0145517705024208,-0.134502173789716,0.201531646907781,-0.0634465379443587,0.133433373363417,0.0885610228114271,0.138711827110247,-0.130628323387116,-0.0374544248890478,0.132915521911671,0.0935033050552468,0.0884452982013323,0.207714896941933,0.149990956165976,0.144706034519347,0.123521586414776,0.0778615589225392,0.078143877287859,0.186068265418908,-0.0754002332188849,-0.164726530900826,0.0172857180118444,0.0577905132165976,-0.105198920522091,0.149770931167256,0.251527836245697,0.128420486038168
stable,-0.0388217338780596,-0.049380608472078,-0.0518250609147636,0.0017585566816392,0.0371445945508194,-0.273922805364962,-0.0347977721744021,0.19097072272215,0.15686822031512,-0.380254224477412,0.140956921516452,-0.212184209679329,-0.255146859919559,-0.0730966649189478,0.0240375984214305,0.0910374296605045,0.13162547307844,-0.0543547799325232,0.0893959954934925,-0.445938099958413,0.0554409715749051,0.0941522030578992,-0.259034620977929,-0.0897569985068377,0.0808207651788565,-0.300946710705233,-0.110943165467515,-0.0739077137819493,0.0841603525447513,-0.339218652085237,-0.0149952261758802,0.214914239227605,-0.0377070277796085
stable,0.0143010998622004,-0.0799550990086425,-0.0402338962343555,-0.0465927058749059,0.0018027542086815,-0.537987889240664,0.53483563319953,0.481851006200793,0.561745560203786,-0.421372967291718,0.445694795694786,-0.659289769886231,-0.17235049970922,0.114390507575494,-0.0656208772560732,0.115213923127151,-0.0455590402073029,0.122200515266399,0.0430399443882325,-0.481157662916518,0.266017822056827,0.47728815754078,-0.0185055313128096,-0.456996073735151,0.0389433636522756,-0.301654790633219,-0.0904758801951767,-0.184632631790596,0.409016571786827,-0.0807176628951969,0.311237880288485,0.563826730458277,-0.0611952028957922
stable,0.164082740324105,0.100337923628083,0.0375518688696371,0.144059402793841,0.0641769851358837,-0.086525047832242,-0.18344040782224,0.276805522107684,-0.157877689516016,-0.170993666590539,0.298781513728587,-0.115188776290215,0.130692851132308,0.11898836788299,-0.274660912965395,0.0470547912486317,0.0647506837066933,0.231595182064734,0.109080111228978,-0.0665047055983689,0.21553101594346,0.212899805562247,-0.0827801872388687,-0.0841701963627982,0.151557487865453,-0.110968856752001,-0.0543052245875909,0.169674670028893,0.0390827735209506,-0.0091900886530113,-0.151119885614739,0.15232303809014,0.111053030748783
stable,0.184527073486064,0.0379754797615552,-0.0019209587280551,0.118784573223714,0.0977806783905069,-0.0115376420388464,-0.114853506711507,-0.0649208488244564,-0.190309387092527,0.1942543138275,0.0876512723528887,0.188812027786075,0.110194756199451,0.0199849879592807,-0.19306548459272,0.0759870555437405,0.0657603781122834,0.169588399164194,0.0439737711296713,0.177250333511033,0.0697914156412625,0.132431844949726,-0.114161886292038,0.0282377325162433,0.109091250593346,-0.0098116583064781,-0.12210598352444,0.143608417082512,-0.0246664605579689,0.104715966850545,-0.167752457929188,-0.160703047920334,0.173439321082429
