group,CD52,CD3,CD56,CD10,CD45RA,CD7,CD4,Podoplanin,CD5,TCR,CD62L,CD27,CD1d,CD66b,CD35,CD278,CD58,CX3CR1,CD24,CD79b,TCR-A-B,CD106,CD124,CD2,CD226,CD29,CD38,CD15,CD71,B7-H4,CD204,CD36,TCR-Vd2,CD158f,CLEC12A,CD94,CD150,CD85j,CD328,TCR-Vb13,Podocalyxin,CD224,CD258
progressive,-0.087238945345496,-0.113500598130965,0.0996167935345885,-0.121920378578526,0.0544424786905259,0.154672286893269,-0.0031185993785264,0.0151104395848397,-0.147280808047166,-0.052099190709967,0.0742467113518107,-0.0569283725041742,-0.0531192357477094,-0.306615413243313,-0.0711913108649763,-0.121742251778224,-0.006969196120591,-0.183676437929857,-0.105125921725388,-0.0225996254249818,-0.14792584605436,-0.009195384223729,0.0728830737737512,0.102728980348605,0.120468074698309,0.256786929289052,0.0255296692168813,-0.34583295343272,0.112179351391328,-0.0375882600990777,-0.0596960892774387,0.322271944990365,-0.0514750516914906,-0.0703811708564944,-0.0400358186349156,0.0479837611187074,-0.0454589573124893,0.03995000447809,0.294619699981064,-0.0926488733887463,-0.0773401884154349,-0.0699609857640628,-0.0543857324416662
progressive,0.0183008672590057,-0.0838233130172378,0.260003057558686,-0.0952058812158481,0.205007736563858,0.287680860846164,-0.0253488938540218,-0.130612544969794,0.106888530444789,-0.164051230423409,-0.0200404087442155,-0.0315977390809038,-0.127532418157186,-0.0790523716643845,-0.126742917359527,-0.137412170801279,-0.197579121414156,-0.199869777733423,-0.166636953765317,0.0454735461105196,-0.144360840893537,0.0329902489500226,0.049574464225867,0.188103799658115,-0.0654109489012877,-0.0404418617549983,-0.0127349176298313,-0.119934729923798,-0.657908192845695,-0.126267455420655,-0.136387061738198,-0.51721110903381,-0.0613968717829075,-0.0428701561797025,0.0359634563375846,0.218173286145221,-0.0546582798682308,-0.0482782902100175,0.181557713065065,-0.150077453218669,-0.158902411818401,-0.076317106387906,-0.175986179397594
progressive,-0.209780136237364,-0.339016892075429,0.373637923728611,0.13760968950929,0.157395507458859,0.179163636279265,-0.110580404327531,0.0998782806877757,-0.269060626284638,0.140213780504243,0.141274657114601,-0.0403289485615254,0.130598284162765,0.154425413324933,0.187389775483107,0.0370090941720947,0.229882858767569,0.191633738073419,0.13984603569557,0.0623010455594672,-0.0153919274177118,0.147370379944862,0.237087782397265,-0.129965803155537,0.121393356205034,0.0093499290819737,0.28224176880919,0.114755556505833,0.0301919153582344,0.118604294180036,0.175950542509731,0.182076886291564,0.0072673822947291,0.116509993448533,0.196139152917248,0.209100263002995,0.0355975407078349,0.164363448528619,0.253353665020527,0.153146448858373,0.110666953395741,0.066119324090737,0.133447272878886
progressive,0.235830035824435,0.106485265678956,0.177786204585995,0.170108504067115,0.194353350567042,0.0124073052153333,0.147477094735146,0.254103211939342,-0.0050707325577282,0.195885521370253,0.0906357994325234,0.136175184501455,0.265135982092788,0.290468190812731,0.317128923411743,0.0351055147435432,0.333434874326028,0.211931881888253,0.292492154212951,0.270642055454501,0.287742837047561,0.390529335323224,0.0857592685014054,0.0731801278519893,0.123541849006358,0.0648389772254676,0.308398718018385,0.208017706569329,0.123954595353261,0.196252924392087,0.201841145755658,-0.0302307968122477,0.0532084490191979,0.330916078972949,0.13958369996021,0.184140736819923,0.198982512236584,0.140148794272346,0.200052226204937,0.165650869853585,0.31348035362276,0.231753789290958,0.224367363940644
progressive,0.324195438802445,0.152041559337854,0.11291781775257,0.466804180795239,0.0522297745651724,-0.398060034592369,0.314429385665177,0.401189288001255,0.0818607035156445,0.183216844792892,0.170900506367265,0.0536020786357853,0.120515037634732,0.513136754894162,0.632840039444236,0.362621094404764,0.33962091571639,0.218278491796107,0.482842168236837,0.172410737596801,0.102434716404297,0.0043086237138891,0.236498792575197,-0.130277178003848,-0.0055138902402681,0.169972404712981,0.225677642006161,0.506064602009173,0.0856108789476036,0.117915675971222,0.17705487392687,0.0722733672058698,0.0748628099965794,0.221122859730641,0.590332115252447,0.0662014080105292,0.0977846374598998,0.221643863421843,-0.290740835888794,0.10425079486101,0.180165730969423,0.288800662894567,0.27839788811747
stable,-0.485284732881359,-0.357717275262763,-0.164200131607885,-0.39245714687807,-0.0328543677651076,-0.197488285625982,-0.484853717030464,-0.535195381880161,-0.38946263886032,-0.476815182783288,-0.597928268492133,-0.372757669521004,-0.490094063382441,-0.239216795945374,-0.293401954193011,-0.456296249719119,-0.509857849092999,-0.472877223146007,-0.299635364640988,-0.458358682295424,-0.456951448897522,-0.451005038296788,-0.459280800708999,-0.37946442121133,-0.469302732668288,-0.456749330258444,-0.109411445475838,-0.221457176204116,-0.390455564821689,-0.498829221604109,-0.466163197142712,-0.217250220722182,-0.256124789473839,-0.516162209455035,-0.318753183974062,-0.351217094568597,-0.478600794227923,-0.456203276517119,-0.133582306378658,-0.457324088904425,-0.509122969715126,-0.465886428177445,-0.453383837526431
stable,-0.148895434609506,-0.295274158168675,0.260855051823705,0.034746541889729,0.238407226085173,0.261670982565596,-0.250533127567761,0.0361784186208367,-0.412342767789586,0.108854990479013,-0.156470608806078,-0.351191012665692,0.0872526190220017,0.157226980090536,0.147663137533028,-0.193855590991015,0.0574041856733316,0.141809470038505,0.101352125558828,0.047485200122555,-0.14851167414716,-0.0061221874933736,0.0069782435555476,-0.274665119245283,0.0931924362292875,-0.1639420876809,0.455566222832708,0.252077250513232,-0.161051429612965,-0.0028358805665395,0.0366741222694918,-0.0919097615295844,0.286259872645873,0.0350851763878226,0.247584896308097,0.239568672323382,0.10976122266077,0.139627585466151,0.39742437065732,0.0752925657308417,0.063791860249764,0.127593539362745,0.0935326986574388
stable,0.0909296775485257,0.259721026489945,-0.08812547835592,-0.0181450380208919,-0.195521636721549,-0.269303853776142,0.191220005385735,-0.105780918175855,0.268055223630572,0.0932787254408213,0.0847343306692339,0.440716190185977,-0.203604282389535,-0.105540947589542,-0.0628549630999206,0.276953487737489,0.0659433150575013,-0.0314140110344705,0.0234378118696937,-0.0602048517054671,0.0658594159226865,-0.0518410979873688,0.104119503954347,0.208357616106798,-0.167484475507738,0.0842618641374056,-0.204283631710895,0.124319888482085,0.272264686136636,-0.0403791439790764,-0.139487119844201,0.0530410379340495,0.0745863888396348,0.0246767268723172,0.0819856756191551,-0.367562410043226,0.0642054183378817,0.057468246485849,-0.440045412288776,0.010929608969364,-0.0102363400681342,0.0570816299313025,0.109617902868061
stable,0.403112190833974,0.48793960336939,-0.510772720119252,-0.0468119363982111,-0.473577109375451,-0.487690866098773,0.387330013217666,-0.0147390552671585,0.628481079772018,0.108011906591933,-0.013319196220165,0.25454412765403,-0.036352322517232,0.017415890674763,-0.0226251798477658,0.235772407383594,-0.11301625365961,-0.0312321375663419,-0.117130706980337,-0.0586009702770495,0.256977336495927,-0.0189363619395553,0.0239533536564519,0.390047098853749,-0.0933139672934746,0.0764928922462865,-0.250950246732682,0.0137688676734688,0.205683159059649,0.0209321848476137,0.0471561705745837,0.0907152343755872,0.173649381865744,-0.0279333419786619,-0.101568279767575,-0.395537955162066,0.0625613063820824,-0.0607983199469305,-0.565751717730143,0.0431255182570827,-0.096139668393806,0.202029592995787,-0.0367267318863314
stable,-0.196658406651688,-0.100027013116971,-0.349858364976323,-0.114768277410759,0.11168932867685,-0.207243969575209,-0.013595642829931,-0.0485428012632953,-0.0228312296494688,-0.0684342786730785,-0.28843778260709,-0.150455910404777,-0.0227740094319582,-0.104502455776893,-0.0268574900942005,0.108001879987839,-0.0161002909147215,-0.099697735331072,-0.0553504388893383,-0.116115775212988,-0.0980595155425465,-0.114649621511679,-0.13708456400292,-0.0887532521659353,-0.119412806116038,-0.126223025504939,0.0689654120107972,-0.0396289928634286,-0.0488214438137048,-0.0513937277330965,-0.163885414846252,-0.14022258864847,-0.0201222764200076,-0.0907623845483828,-0.0754310297359446,-0.344925320447966,-0.120660464912372,-0.0919155105511992,-0.0427726542113762,-0.0505397514549529,-0.140157562799664,-0.124229806802374,-0.086471244714148
