group,CD3,CD45RA,CD7,CD5,CD57,CD278,CD11a,CD184,IgG-Fc,CD71,CLEC12A,CD94,CD328,NLRP2,CD52,CD3,CD45RA,CD7,CD4,CD16,CD324,CD5,CD32,CD27,HLA-DR,CD66b,CD28,CD71,CD319,CD94,CD328
progressive,0.254520988182358,-0.148791878918753,-0.0401749176061491,0.437712795356591,-0.275742976609897,-0.0061382842973255,-0.287516126149502,-0.0138746924569654,0.186442203218123,0.1040126038684,0.0859790138645486,-0.28669479506374,-0.224378999273451,-0.0451778673049377,0.126749605041181,-0.0491762928438636,0.21520019464224,-0.0461060463434403,-0.0565368139196499,0.102220461730623,-0.0279911298229386,0.0127904747638168,0.179967996386136,0.161301478392554,0.0787116350165517,0.175206188464851,0.157679730684605,-0.14346055884177,0.194180141609942,0.0789420593968495,0.212289362057196
progressive,-0.0506395558240722,0.558986353755266,0.364966170502073,-0.15718173200849,0.585647211962822,-0.008129236812336,0.574665606354842,-0.0914571802917294,0.0308271161158926,-0.437846897727342,-0.093474567676195,0.493470857827047,0.346703896767311,-0.0163891088708727,0.0607006541327818,-0.0470438665467766,0.384796654929793,0.43971046564118,-0.0911681293738898,0.0907512796940652,0.0485511066729955,-0.0818257803994421,-0.160053722163052,-0.0821276869005307,-0.0820930289373795,-0.143982056532077,-0.193760519596718,-0.657595593350351,-0.0015113869327465,0.432378283836228,0.30321251683762
progressive,-0.137549847039764,0.122822384596552,0.194254449267319,-0.177283161834958,0.0232230183172445,0.0636663066788526,0.19111391315473,0.10874982715085,0.0065494203961771,-0.10783672027178,0.131227137989335,0.119591319655144,0.181878304875418,0.0857538415656102,0.0239692628394613,-0.143552332920983,0.336674878246878,0.281276486753175,0.0054159164355554,0.226211001289932,0.108889906574442,-0.21954292562605,0.112602431598222,0.0516394316286313,0.067197355366629,-0.0057310370994986,-0.0243542116059355,-0.0406020706836801,0.309388556257136,0.140816220025831,0.130321900727964
progressive,0.0536958204240464,-0.116164812577145,-0.071931062731659,0.015534930381821,0.0902991895839262,0.133077768918795,0.03808540480193,0.015643337920902,-0.0975880252901255,0.120284626920191,-0.0492510249456225,-0.142957383432415,-0.185897767642822,-0.283874983482184,0.0740364463953475,0.195211933722364,-0.283373313594869,-0.307736560446749,0.208060256486258,-0.0931466064320889,0.0595101955874465,0.384047820742911,0.0199364633888233,0.208800070480539,0.0485748148937286,0.0060296382504198,0.154889389344262,0.156526976723078,-0.0265742327731821,-0.171158479795403,-0.185127392044364
progressive,0.239346030030229,0.0741896616328038,-0.4855870456803,0.019719675935026,-0.0472732427182022,0.27216925918728,0.0961346195143084,0.154502690604155,0.0586481031696817,-0.0538709050554142,0.521151842098883,-0.146703306392048,-0.266833355900481,0.151803043589704,-0.0068704084669765,0.0319896758650176,0.0669855547962283,-0.198398664823523,0.0958971061758881,0.0459809386186775,-0.0215027745596775,-0.208611726232974,-0.0636771157171822,-0.144715428261148,-0.0033206363313337,0.155681468621423,-0.0878042816790477,-0.0681338047158284,-0.0015592848828932,-0.220178239677477,-0.231927202773216
stable,0.37371509770194,-0.314755262015065,-0.313790109940565,0.508910534354595,-0.217015449961551,0.163833552450133,-0.422737594793078,-0.0458156734442877,-0.0267609612393248,0.360726556795781,-0.0083164880122586,-0.41132952167339,-0.501892516040645,-0.0221121277148915,0.112206714748877,0.30945154202406,-0.27347658314722,-0.197177600806329,0.313421934605291,-0.380413498965233,-0.214774009387324,0.424709124438304,-0.228206721638545,0.217444334505631,-0.21006333524583,-0.167858304112672,0.0579108519136824,-0.0597856201062151,-0.143961810655327,-0.454862899018595,-0.537629023541053
stable,0.398047296726286,-0.231046315419703,-0.317431654398145,0.514918711483172,-0.210834484348537,0.42996715800467,-0.40379114229438,-0.0216855710056966,-0.117520306423308,0.44324386375852,-0.0375110371892708,-0.147240623856604,-0.556008296437264,-0.105926265759752,0.222401247401718,0.414181777052316,-0.0945457657823478,-0.422048391409647,0.40070858871294,-0.264827575243588,0.0891351139103378,0.57608480699682,0.159183050478182,0.452415717865179,0.376710437887083,0.0614392870613722,0.440228163157786,0.578285661169669,0.109214078275975,-0.188298600610585,-0.387575616804866
stable,-0.311658728397493,0.23949783726311,0.042966900948548,-0.301101031651611,0.401733138216879,0.0550349065762138,0.151582719610503,-0.114650129245695,-0.124585397639496,0.232148554384489,0.0182966465663978,0.0835698862316597,0.0752243669696058,-0.119367207265871,0.428003914882418,0.423403234645913,-0.522165485043327,-0.41643800791419,0.521289867052701,-0.601852681450312,0.119077164795261,0.534129148510674,0.132802492518105,0.502878601506181,0.0760638594160413,-0.0212327592979187,0.526193409519527,0.249085167894781,0.137648370005252,-0.282350303401023,-0.590342725211733
stable,0.489418085938377,-0.428627805141793,-0.568416375747062,0.558839369127749,-0.163655445278112,0.311148824080309,-0.323259429143464,-0.0263420504366595,0.0606586321935614,0.19082353678824,-0.119957267627829,-0.334733923730612,-0.587249610519252,-0.0435808495910704,0.322638192103657,0.611212520560609,-0.375381741366142,-0.507188418905631,0.366674546943245,-0.27749021140849,-0.0017254106892666,0.643334190320293,0.105024793472418,0.235949114584107,0.355969524989921,0.108130729096431,0.438282896782865,0.291535215894764,-0.0955658515234875,-0.297711857529772,-0.525443468966919
stable,0.357010706501181,-0.390641966053106,-0.441623092291292,0.411918672371459,-0.0473701212721715,0.219394444733155,-0.234168129374004,0.0105919699577654,-0.0629434668850869,0.200245327794827,0.108139403403357,-0.453369218641824,-0.400303813285506,0.0471284315511346,0.123055894315909,0.0873632917394112,-0.311421582512777,0.205420438299462,0.170608240167391,-0.124853319876678,-0.0335666693818804,0.0993509268690698,-0.0471070635329658,0.158047544757132,0.0685696511853165,0.088679068672075,0.0954618723538612,0.269514039920932,-0.0611397399061713,0.234236403240557,-0.115849501437
