group,CD274,CD137L,CD52,CD3,CD56,CD45RA,CD7,CD4,CD16,CD335,CD146,CD324,CD5,TCR,CD195,CD32,CD196,CD103,KLRG1,CD27,HLA-DR,CD66b,CD57,CD278,CX3CR1,CD11a,CD66,CD244,TCR-A-B,FCERIA,CD124,CD2,IgD,CD28,CD38,CD127,CD15,CD71,CD1a,CD49d,TCR-Vd2,TCR-Va24-Jz18,LOX-1,CD158e1,CD319,CD257,CD94,Mac-2,CD328,TCR-Vb13
progressive,0.135972584970368,0.0499048711927899,0.0794485989870729,0.255126155164779,-0.271296999291341,-0.219399098830902,-0.20835037703424,0.101403280537541,-0.0710760934817188,-0.0822149545232927,-0.100184238224572,-0.169325974460393,0.357376542974346,0.129830643574524,0.0608592313190746,0.070165602585734,-0.0897047480246922,0.0461934508224874,-0.127006823464658,0.296750329766642,-0.0947031687853213,0.080118353329294,-0.0700072842170206,-0.0023439195237424,-0.0337510116912133,-0.298957679715481,-0.0034855207402794,-0.264029188717895,0.0380586697164129,0.0112475397417934,0.0873357361554526,0.302917491300744,-0.0322639452507651,0.0461795437011717,-0.114029575219805,0.291963740542041,-0.0751027663369176,0.0191568422420369,0.167003805981336,0.026070571583022,-0.12307702670872,0.0591174020269005,0.0884575216753888,-0.0393451134328681,-0.144693036773573,-0.184115939613966,-0.229069447773733,-0.0012354474984907,-0.376478715939272,-0.0235271488382595
progressive,0.0967174385391859,-0.0677616674524863,-0.176719804093416,0.0253297217430021,-0.333443649934487,-0.52758167343964,-0.302805983033549,0.145386082816041,-0.189094369145813,0.0369248160195734,-0.0757608807622269,-0.107909210620275,0.136164192260625,-0.153817369580054,-0.0491357138892324,-0.0140389689053149,0.093868118820614,-0.0318437988563495,-0.351056048084665,-0.0215467667567899,-0.0747094485061037,0.0497540071810743,-0.599922473358197,-0.126471490294978,0.0605029118219953,-0.528828838321514,-0.0199787147665087,-0.249012070675597,-0.0574139324899814,-0.0637321241456511,-0.0996219009058657,-0.27846490038865,-0.0871298276695289,0.0384829455691331,-0.142741942892545,0.0227776759047904,-0.0083089940890791,0.328241401390205,-0.0353870018869992,-0.215636276655919,-0.0164392200017277,-0.123925528186322,0.105207616549206,-0.0276959634156313,-0.14295987002391,-0.166079740701554,-0.52718779678734,-0.216863474452711,-0.345647441220956,0.0202012576705746
progressive,0.0212225216744442,-0.201647677952619,0.106528043263572,-0.0421736798185075,-0.0435971109075959,0.196808251392517,0.121090418199341,-0.0634414222577269,-0.050199014429562,-0.0038038840987523,-0.0956105108948092,-0.0447034054081387,-0.24363169593541,-0.12305737121283,-0.0232896795748006,-0.140051411120314,-0.151389800135201,-0.191784697876139,-0.282227666846212,-0.0174656767456923,-0.0134747247135648,-0.129262801636076,-0.0561646592288461,-0.173050709899599,-0.157338026110342,-0.0194998430704615,-0.175842936944787,0.0321871417303677,-0.079316721549822,-0.0113131106149198,-0.0458774068484846,0.0317030996268168,-0.213164489966066,-0.13648959104822,-0.0350434790294441,-0.0187563584154285,-0.0313252142203623,-0.161588287863782,-0.122496373748257,-0.16166031796685,-0.207947029987956,-0.167493031801921,-0.142529517947528,-0.212519328988197,-0.0702489891917805,-0.218025971099253,-0.131556233949163,-0.145077317372608,-0.0545331973299849,-0.172399587677359
progressive,-0.408199443732332,-0.372020798185959,-0.172058439513712,0.0721286727585858,-0.159578250025144,-0.133243612233168,-0.0533983737018441,0.0719738089069159,-0.434876926135253,-0.312083271279764,-0.296825639265226,-0.076483206422246,0.0244210199611408,-0.377599308803346,-0.177807985117413,-0.379643800810127,-0.156730555246021,-0.373378846940064,-0.396907307159438,-0.0753138614205201,-0.103178457617311,-0.456746799218642,-0.153466894134149,0.0723952813308918,-0.372349706306815,0.0107670814375567,-0.447681240719396,-0.174833373828949,-0.0908483375238824,-0.357359884718152,-0.394439054357919,0.169389682385428,-0.169908969283411,0.0299135434322703,0.11906781569194,-0.18015405485084,-0.317593656942164,0.241334301106045,-0.315875536273796,0.169913188789345,-0.271426365526527,-0.382082747997779,-0.388160743200395,-0.337851192854327,-0.124217844479318,-0.234186900284227,-0.237810539703156,-0.373404638492561,-0.303402544102168,-0.350749606860389
progressive,0.0989972548720935,0.0337446879390547,-0.304462621789987,-0.15355703316874,0.286379086213781,0.103100879858534,0.068309257773762,-0.015682904763349,0.11133361895949,-0.0860118912592006,0.394745533691477,0.169520935646838,0.0132426441644971,0.0428759473598439,0.257457589033797,-0.0958238880758565,0.201418520448978,0.0817012833673589,-0.170525401742923,-0.102485544902746,-0.0448130734808037,0.0767278405715592,0.150338272882045,-0.228570848648196,-0.006717209374866,0.0266715888380497,0.166932245063115,0.0974809946597655,0.0720113265185518,0.0405758109927132,0.0508846738786514,-0.0193896545285842,-0.0492670094963186,-0.0645683845053799,0.254173084523937,-0.0613143429949512,-0.0341839650689608,-0.0082698033242307,0.0332437016052287,0.0040605520185093,0.052569234826156,0.0463484416376281,0.215348820136178,0.311018665333357,0.351369255511167,0.0462529131895409,-0.0881452639246339,0.0259441900541302,0.243449622252119,0.0723681205379445
stable,-0.0463292462388424,-0.0360351983074057,-0.435701742164731,-0.53360428156995,0.455108035421142,0.465587544346063,0.393348886825282,-0.573471294081192,0.333708937916212,0.133144624240997,-0.0735746104839047,0.0414441416794838,-0.660050660010241,-0.0723385710598256,-0.0248452521445329,-0.0653164369075802,-0.0830751461236755,-0.0319217254225982,0.0184102234191506,-0.404039861717,-0.0164652113315001,-0.0290610397387363,0.153677455238591,-0.137990193987659,-0.0545767096100671,0.575380396977914,-0.0427605925177084,0.412829419428218,-0.353692704051034,-0.0558121277842635,-0.0905256493463755,-0.239949757677794,0.0125371834097913,-0.340495730189701,0.44977268573614,-0.164668679014718,0.040575449477711,-0.0537576845687498,-0.0520356804755359,0.0771526574922942,-0.148050055355757,-0.10630178788929,0.0030587350645883,-0.0219791440466211,-0.0446409780312402,-0.0994063719541243,0.274803569981886,-0.0903755168696894,0.535112350121399,-0.0980469620243157
stable,-0.0072566185743021,-0.0093045285524162,0.212816055695631,0.185299073880882,-0.296169890292494,-0.185518771286134,-0.063303417778267,0.107252949884919,-0.166187036482283,-0.239792299601063,-0.0063553776033442,-0.0396992852595307,0.277925648060669,0.0209505852018603,0.109302864196563,-0.0165398677277947,-0.0529151707036804,0.120414718603622,0.0227959360632766,0.381348157262556,0.244230458363297,-0.081178712389334,-0.16691231135902,0.432259923983658,-0.0174255734142654,-0.0770677940963834,0.0195734759975648,-0.0381602868846456,0.0738796048225632,-0.0384073835666036,-0.0002946585516664,0.190636061686025,0.0316159598502867,0.285707055405144,0.0223666103056315,0.0183562175847971,-0.0920761068886183,0.330235425237416,0.0644342922460397,0.35252958851896,-0.249367713981027,-0.117354823423857,0.047446434137622,0.175408723376017,-0.0498951355871511,0.0373358405913545,-0.137483463250266,0.0172522573332922,-0.103030930867259,0.0133518929594591
stable,-0.132408627098141,-0.202114116796585,-0.363726730806042,-0.42047670894757,0.159108762351145,0.255465956559247,0.241304473569589,-0.469008439901093,0.418832500481501,-0.165877417882468,0.105177470331129,-0.105508722731637,-0.365823457500277,-0.167561988455376,-0.179356524723663,-0.233532955376883,-0.502319161530548,-0.104128178122246,0.180272665067749,-0.519155706297201,-0.0259950901509195,-0.118796449821413,0.11943091553981,-0.301069997917734,0.016788183697365,0.113860242972995,-0.160420538422485,0.369440106167346,-0.469767302327191,-0.0807116945385352,-0.193398009770738,-0.345500560266623,-0.158745332875675,-0.429796400221507,0.441198565651925,-0.355459062942267,-0.0549387388313346,0.0637920534699621,-0.256363113084018,-0.125225752998064,-0.227084674301563,-0.188003286507148,-0.15561436335592,-0.0960260801229322,-0.138139683672327,-0.107953399246158,0.202606950164803,-0.107820734371396,0.384880345209254,-0.275723137593832
stable,0.0017865890643455,-0.140185272271573,-0.30560996456567,-0.479464926609191,0.37196677439824,0.522155569051989,0.501532988383876,-0.413608976269593,0.506591881885626,0.111631021949622,0.0799233233663091,0.0757680346156214,-0.500540275580775,-0.15045314051599,0.0444031929057604,-0.0824362697421413,-0.245958898614566,-0.0602725166471172,0.0263261537202486,-0.339021779710382,-0.235424357179276,-0.141493424735993,0.0458451432437176,-0.347153662564202,-0.0009697704892665,0.269771684838642,-0.149106726237986,0.439725538398241,-0.348103000729275,-0.136988220213653,-0.0778339056236926,-0.407746888901061,0.177325785683456,-0.417825172151765,0.128591437627392,-0.194865603553108,-0.115462409760738,-0.238110638231616,-0.0149228629478142,-0.270916762336419,-0.234834926554494,-0.100324565156176,-0.0534528911481594,0.0401226398532373,0.170246997150298,-0.123120783018243,0.259220537768766,-0.0389907636970597,0.331105015953452,-0.112535817955004
stable,0.0620793582695555,-0.0838749873782273,-0.191218725144671,-0.3540018555299,0.351498616713693,0.0945531181837504,0.432345160515861,-0.318078351345486,0.116095900193712,0.241282824847848,-0.0734040695555049,-0.130818357292599,-0.373033890431013,-0.0440160775627059,-0.0315738783591822,-0.0745480984800912,0.144264324609075,0.0707072002411659,-0.100234413731838,-0.039272511206808,0.0434135659286345,0.0037366699356741,-0.0973467541124274,-0.211158755413044,-0.0147558085194663,0.151941633005604,-0.0770198510840926,0.0330153101378396,-0.209536649560425,-0.0883807675430495,-0.0606192096491685,-0.157834831821467,0.0362304192673349,-0.150119056487275,0.328147260294555,-0.0695673811255874,0.0443945336940791,0.0981962843107232,-0.0890263577574355,0.0196014084015482,-0.0272921806788799,-0.0356247378894476,-0.20147239568116,-0.160463364336146,0.0489790505850033,0.112376870624427,0.365554625592382,-0.0865654151070974,0.2534914945418,-0.0381444932109077
