group,CD52,CD3,CD33,CD45RA,CD7,CD4,CD16,CD335,CD294,CD324,CD5,CD27,HLA-DR,CD57,CD278,CD24,CD11a,CD244,TCR-A-B,CD2,CD29,CD28,CD38,CD71,CD26,CD36,TCR-Vd2,TCR-Va24-Jz18,CD94,Ig-light-chain-2,CD328,NLRP2
progressive,0.0646901307895266,-0.0345369032341001,-0.0093941069751297,0.0360130560683032,0.069209488692989,-0.0084006980278488,-0.0198104150943193,0.0553188218033743,0.073690510292719,0.118402746667403,0.0625851161719173,0.114286174609812,0.146698643087832,0.0253268909601849,-0.0426268453585166,0.0757316960732355,0.0651353419630156,0.089817220694986,-0.062838488556338,-0.0879873958087295,-0.118301187378589,0.0933333005082032,0.220820470077441,-0.242980465250395,0.125294711397149,-0.0961751640145701,0.0561865426530619,0.256208321948085,0.225178501610653,0.130199063168668,0.143586177664746,0.0842152541952264
progressive,0.0695445188020181,-0.0854604653474755,-0.0686855964237999,0.468504873515975,0.507933174143434,-0.207767644440073,0.0448514845524056,-0.144801068091671,0.08197211192712,0.0506410142662898,-0.126547218070253,-0.134190847889678,-0.095503543010959,0.447346731079348,-0.0222856109197631,-0.246375795103304,0.544748060143107,0.267927932154847,-0.181962682958738,0.193168290614728,0.0067174083302737,-0.214645411154205,0.0076444872007614,-0.709547561388347,-0.438075804382662,-0.435152564804161,-0.0106766530134133,-0.114172800183434,0.427221610852498,-0.118703183580834,0.293735997797961,-0.14807054929967
progressive,0.249876166812701,0.334895908758491,0.150095986539492,-0.282194765683532,-0.411821173232621,0.107374151413859,-0.108327071171778,-0.0472157593561385,0.107792097429827,0.0516148159254737,0.263674213816709,0.153538411231466,0.134410529674391,0.0155364098256461,0.150901758142975,0.211709336239086,-0.109070262319305,-0.246579035125541,0.182965853709038,-0.180949977379424,0.145688117347914,0.235215657552712,-0.239223859662095,0.146448783362861,0.0570170370629948,0.0881870026620284,0.103784847805618,0.0725443452339202,-0.116139945394471,0.0662863664853568,-0.112425811006619,0.09296109576014
progressive,0.23285340729516,0.111144255115435,0.0988184956373178,0.110886457561815,0.177837587687643,-0.16449839279232,0.281401917672962,0.0007348670221143,0.21717936190913,0.0608107209914549,0.0536693554370552,-0.0139409565339032,-0.102998166436173,0.100601681010828,-0.265261295546677,0.168483916222316,0.13488439165394,0.236784003147359,0.0885586284549662,-9.54446339669328e-06,0.060817501746892,-0.0985918434133749,-0.158049634211134,-0.445795300143978,-0.0286996999633449,0.190727276405949,0.214134934762096,0.24034730338276,0.298703604468776,0.196243191748788,0.24059579862999,0.216590494136972
progressive,0.349261449602053,0.017427949055195,0.188673070465845,0.0593706874821288,0.0181706321399998,0.0683556115402527,0.198337069460337,0.0196921961567117,0.222864392941455,-0.0014523449984022,-0.0220603854362567,-0.0336413299101097,0.0463958066854581,0.215366284647546,0.359146992775304,0.417775465084257,0.387707075116425,0.206423053197546,0.0706777834348749,-0.0634000981677777,0.28176798889637,0.159193928223346,0.14545201153304,-0.0192515664430473,0.104734984597768,-0.160092715107019,0.261298985948606,0.153287331027319,0.356988318894767,0.181468356923069,0.0072708315428372,0.141680783313749
stable,-0.346185039526676,-0.515828052557536,-0.0329976624337076,0.356900100355279,0.253471745101691,-0.518208178979004,0.326764825172014,0.115979599821806,0.0619930375117749,0.067756288550129,-0.616569877235578,-0.397799798990127,0.0047799361487139,0.243085196299687,-0.170322547578917,0.0669538793267199,0.538664695144552,0.444278437937602,-0.255803589120354,-0.36441161472218,0.0528934100295673,-0.260952319105536,0.424822395656301,-0.170252461527393,-0.199752603753015,-0.0651886431721184,-0.0454522878902972,-0.03485979230791,0.26399354264944,0.104769292600339,0.567562095927801,0.080744237115817
stable,-0.176174626325166,-0.407408578004685,-0.0840786633284741,0.296564406829641,0.332254027244962,-0.400931709273016,0.264405719376574,0.0548391079059008,0.0166121559870736,-0.0620399896477781,-0.562199209138883,-0.345149019486072,-0.35039320102994,0.140733717386638,-0.411881341514578,-0.0471685496821324,0.466968789649139,0.471650572945524,-0.210071421605382,-0.41325404168902,-0.432411751987419,-0.272592477542339,0.0704316271874538,-0.413490588932866,-0.348034133145443,-0.134059834395144,-0.0830081679836884,-0.0091350171591759,0.167075398161771,0.105426564552089,0.560728876848185,0.0296040750300357
stable,-0.197956723257931,0.0464992416514596,0.107421329576726,0.0863715572728048,0.23400790677892,-0.0441915981739684,0.223203696200234,0.259831139260141,0.0455592732497109,0.15315067246899,-0.139713778147934,-0.249464323427588,0.194823073243802,0.0865831911769181,0.024341898125855,0.0286417598352877,0.2578299822868,0.140073479585417,0.0140790200442036,-0.0633808983228444,-0.034179595040608,-0.103262458999252,0.33016893984853,-0.0525598731240904,0.183327413101063,-0.161191662567857,-0.407043849285091,0.107519525619574,0.0641980629422451,0.178872339471424,0.225394167457823,0.0875007049839014
stable,-0.438082491300644,-0.554374710104541,0.0778833250277091,0.461787167389602,0.510967907596846,-0.511553869571673,0.436688787146478,0.416809014035177,-0.117830960627328,0.0422950672438488,-0.630705359369057,-0.382663568615722,-0.306766751550597,0.0126870028761856,-0.418846912067366,0.0284544779944798,0.312281060624269,0.484312727030364,-0.414440055783226,-0.492387236810052,-0.268102077069061,-0.509322003937168,0.194077962759416,-0.332865729790681,-0.294671169847668,-0.119737899105148,-0.24460089886622,-0.0195019599122543,0.3133402463803,0.0729241002636216,0.464966685437017,-0.0008720747105921
stable,0.0565049044832243,-0.0526250911227292,-0.0798257975941297,-0.0606097410060238,0.0809100088998688,0.0094694463015861,0.0086957579835775,0.140706863340465,-0.0368504834511479,0.140671718862512,-0.0724313017896934,-0.0210365251522635,-0.0633492738206652,-0.140744202154027,-0.185078610172599,-0.0319972145720767,-0.0912103527233363,0.0369628467611984,0.0335394343136248,-0.206901588253709,-0.122027420467101,-0.221658985833114,0.0289279440573408,-0.258380036543422,-0.112464799632907,-0.150822886619079,-0.0281271807530289,0.0281879079114994,-0.194346632577824,-0.0818787289265019,-0.0565648367354446,-0.0563744919871701
