group,CD70,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD25,CD335,CD294,Podoplanin,CD324,CD5,CD32,CD62L,CD161,CD223,CD27,CD64,CD66b,CD35,CD57,CD278,CD96,CD178,CX3CR1,CD11a,CD244,TCR-A-B,CD309,CD2,CD29,CD71,B7-H4,CD49d,CD158f,CD336,CD307d,CD94,CD150,CD85j,CD328,Podocalyxin,DR3
progressive,-0.281015820945646,-0.0925164257572947,-0.351418347429867,0.396658777990164,0.261748641022106,0.172341916941381,-0.206793936111923,-0.287619915410463,0.229360532847719,-0.24132560378581,0.155668700534246,-0.0822735650946421,-0.212641643904895,-0.1191815165531,-0.40125181765872,-0.12940529730975,-0.185451079935,-0.108686842684477,0.0213842512517405,-0.233127198026163,-0.0494121311889055,0.0112683622231161,0.0537656252982462,0.165235286334519,-0.0470640474668291,-0.176694614705693,-0.105186077921727,0.0180173197326518,0.31315287798323,0.0813301723031811,-0.127936178068249,-0.0744344906519942,-0.226006975453512,-0.0547471479083686,-0.0603629164738144,-0.0727246640214021,-0.0114806614772868,-0.067843553119513,-0.0996707196076763,-0.0894348187681415,0.231494140855958,-0.170989360977111,-0.106744708848144,0.368930700576588,-0.180631249328051,-0.0636989317880582
progressive,0.086446988302558,0.143150885199788,-0.0556178353588766,0.37721264033024,0.566157018444572,0.410207048123213,-0.0035483532803868,-0.245035452496746,0.123558823689902,-0.131441285922421,-0.0852038330501651,0.175673648627657,-0.138192931838921,0.0791138774909488,-0.151087272403004,-0.0997582084374933,0.0740788456566008,-0.0167824020387929,-0.0360482563026925,-0.0687831149498661,-0.0146871831497926,-0.148414675345983,-0.238186474226319,0.525791092358045,-0.0136583077123758,-0.0757906759822663,0.0174453120242631,-0.220486435711462,0.568113103441469,0.313630232899231,-0.0940080199939714,-0.0029766144662654,0.192474982936489,0.162882509770994,-0.551369830488325,-0.0827093526583309,0.0932565314762947,0.0573651992654219,-0.0896459369966702,-0.0056203248343284,0.498559215591455,0.0284639061044027,-0.0056602599794818,0.350280807111805,-0.0222973227069695,0.0409827936624989
progressive,-0.105657788625459,-0.108863045175973,0.146568587850137,-0.336850813523311,-0.261439471031467,-0.432135094276057,-0.142271153632127,0.0936414230494259,-0.344577275230891,-0.322817749359137,-0.355886176014515,-0.337683926755864,-0.114872080032261,-0.171892593719181,0.246960871781054,-0.208672357107064,-0.124501582750186,-0.280650407666018,-0.0629549277317466,-0.132255633293481,0.0098100147913592,-0.247023704113634,-0.148540151395942,-0.0301478095304953,-0.0993991207158707,-0.273132652664001,-0.158150831528495,-0.224099003972309,-0.212035104121896,-0.24846704255101,-0.0655429333687932,-0.30335559281519,0.011231139547853,-0.0872542495109128,0.100121538069259,-0.109500833421812,-0.0912094440559271,-0.197226376219832,-0.0867897854512072,-0.269873581239794,-0.223119781295535,-0.175606220252752,-0.165634841872364,-0.323806692153454,-0.252472908224835,-0.202952024431044
progressive,-0.0834262205048552,-0.153678374482899,0.0321500667845286,-0.211362225694756,-0.240039412995169,-0.188761188823468,-0.166544172511982,0.0518303341891332,-0.354298906877601,-0.0242131286656804,-0.407567271378538,-0.145696555159113,-0.270486952607334,-0.0337705661713068,0.214204262777084,-0.332060165647635,-0.155193422282596,-0.188266335582499,-0.0349344953159527,0.0169695771961917,-0.400518745901874,-0.33428483273862,-0.286667081483325,-0.0261046450542919,0.136015211053567,-0.11324900524674,-0.215807035487383,-0.2693256754629,-0.0313598898774473,-0.0627961059818746,-0.0139676349284517,-0.106822894156285,0.122788158103688,-0.074052306832898,0.176535362314912,-0.221646993529328,0.0737854743958779,-0.197965825197767,-0.0844901487192045,-0.198601206926735,-0.292455612340829,-0.15788646211654,-0.149953789887723,-0.408682209737131,-0.15636782061188,-0.201430219195082
progressive,0.0248829044053815,-0.0644689013682044,0.0752136251285635,0.29408701192968,0.0915679895280517,-0.382414812343013,-0.015630447137182,0.226952199669612,0.489282767471486,0.131224278734144,0.120675330142608,0.0573936885388289,0.107343160743522,0.0872617286540006,-0.0851633484283399,0.264663791221415,0.133194035840201,0.416047452329479,0.179936262980739,0.0226425500000436,0.164892330450495,0.499874771169264,0.554920563532647,-0.0375065595691611,0.13577164746486,0.0476601849518223,0.0951229579841333,0.0897887528365125,0.107178564604112,-0.157945850578374,0.0530626096783988,-0.0902052215042816,-0.265628869793851,0.0046812476021694,0.082631071272071,0.0243867544800246,-0.10123050613586,0.186449018444753,-0.0590343573938242,-0.0080247474592891,-0.234417090003764,0.0371909322997975,0.12091907530122,-0.147141912917758,0.0844902401775537,0.111447469319934
stable,-0.225194724954191,-0.424664950473999,-0.24922985880375,-0.0975084974561317,-0.171493778775759,-0.209191014685971,-0.360692735327896,-0.479953486249704,-0.150602496143067,-0.306790976099171,-0.201367053900497,-0.405668743691698,-0.41559321105208,-0.117876557057577,-0.45178285650774,-0.347904823739024,-0.312413426987006,-0.240528823177487,-0.249420538723628,-0.220226234997969,-0.181397965229579,-0.236750410478281,-0.180826999954775,-0.0785755692377848,-0.0582291955476765,-0.411672789565188,-0.443215161367977,-0.400343283919578,0.0317790334735384,-0.168492793690107,-0.452023954019539,-0.187387819247157,-0.2635352119131,-0.261630687818887,-0.0115361221916922,-0.401597847999579,-0.106858399165038,-0.495864383809528,-0.401400272805992,-0.412676284212031,-0.196410722645062,-0.430316596081906,-0.436010777938564,-0.0705135220417141,-0.404703629430726,-0.420910085426547
stable,-0.0030803851854899,0.180355167494964,0.440945680227258,-0.388419322629372,-0.169034947779464,-0.28565594687879,0.234253623924985,0.364837054932212,-0.236829158488143,-0.0545963294631541,-0.0673106868165148,-0.0221909328928511,0.0202003983131105,0.101674101779907,0.549455348837653,0.0616219421850347,0.25877575109179,0.17442121336988,0.103356160397411,0.379125844203442,-0.0014147507760223,-0.0141805345738589,0.0123197463113279,-0.179032340559866,0.438303989529543,0.0574669064621351,-0.0369577966655811,-0.0412990383271708,-0.385399950435881,-0.408460722411591,0.186724339913741,-0.0114386768304378,0.488060219349275,0.487875327076312,0.396381140625615,0.0132114675495077,0.437052201415876,0.0630589830010711,-0.0139744885245333,0.129026225021952,-0.102466239309745,0.0614599154731747,0.0786736444834319,-0.540017829203653,0.0734371426079702,0.0135610575347223
stable,0.203990072950516,-0.0580451686000424,0.0683506335324253,0.04038883884235,-0.0439762005415612,-0.0944889468023131,0.123546263210019,0.239694454194925,0.197643953806252,-0.080792593269494,-0.135623606600627,0.0493924811655498,0.106450922483408,-0.0458408291094385,0.123517063565845,0.267163043278255,-0.0007025269548608,0.11772334463683,0.053174540691483,-0.0386519520745301,-0.0583668301004443,0.177288349730121,0.257428931089923,0.116261962699707,0.328680021254931,0.0854957920995954,0.184531705951662,0.16759458668225,-0.0495241887710909,-0.035100286548705,0.0383653296204548,0.0790630576546751,-0.155653328727338,0.0195198153495314,0.157284179315151,0.160358321539062,0.0974798278447803,0.0959224982818847,0.136523962512478,0.157189947497352,-0.172752020856631,0.196155262146117,0.245102550430405,-0.0551491280251798,0.273820102212289,0.0299114949806893
stable,-0.105012384910783,0.0508368806230992,0.042061545045752,-0.270493855352547,-0.180666000167314,-0.325244865498602,-0.0208895358185549,0.263187410752831,-0.218466826316399,-0.0982974122506589,-0.11901843160103,-0.188772008822999,-0.0462362144682096,-0.177065327627293,0.172079456868801,-0.1188034443039,-0.138973966851456,-0.132584601917451,-0.160993385952927,0.0274047489194311,-0.0389245071801342,-0.0653550473955669,-0.121194917837519,-0.0696582111600881,0.0349597791946097,-0.170780505928938,-0.118363238433444,-0.176771014549691,-0.146440251263091,-0.306398271112209,-0.124958538050655,0.0410518780923088,-0.100935698093853,0.161658132237122,0.199242503234167,-0.17093533430894,0.194303628680515,-0.168728635328706,-0.0926970357880244,-0.243893003282714,-0.280262218967705,-0.0602670230620045,-0.24877560866787,-0.238427026125932,-0.0811523669079913,-0.223402488037753
stable,-0.08647550071932,-0.0913461082519099,-0.188490108022879,-0.119521649924311,0.280749916976229,-0.0519152875762588,-0.10577768320203,-0.110633583665414,0.117239900177485,0.0457777162476559,-0.179965356291002,-0.0722901761191345,-0.0197884610817955,0.0764509641710467,-0.177817580995315,0.0166771530719379,-0.560074563714168,0.0679164559937096,0.0007717786370297,-0.102459197816991,-0.0249904607272442,-0.063557256282112,-0.0660296032051532,0.224736632074339,0.0540458383956364,-0.0683017985668256,-0.0016876955857215,0.0941697597664023,0.226126630164653,0.15436120509165,-0.0357676351908345,-0.05366282787236,-0.081961300835721,0.0347239538929093,-0.0034745427594348,0.0087808730137669,0.082123162097427,0.0398257589273497,0.0294403481626284,0.0014294553358308,-0.10312043567432,0.001047886501275,0.0473144132401207,-0.0246545832104041,-0.0373933769891083,-0.0749321683400676
stable,-0.132881172175263,0.0877617304965902,0.203187805295566,-0.533304481436666,-0.107156900289813,-0.479502933010171,-0.0489655248071055,0.195892446139698,-0.13536772262939,-0.0543059297225218,-0.239588473073346,0.0530228019541988,-0.0427158138882774,0.0109483879846144,0.244557162262782,-0.0649901926060361,-0.368942362910615,0.0463447845085718,0.0815150141534228,0.0890029150487938,-0.0821616435230128,0.0145808063735071,-0.0166032641655405,0.0878366447496409,0.249873147622271,0.0672133023620121,-0.039475791767396,-0.0543146804634153,-0.0776467137258709,-0.136996073290027,0.0807561554525232,0.115739703599022,0.0935271256956714,-0.0259928947987359,0.198981187522652,0.0155138859763266,0.142145377117429,-0.0725665932931033,-0.114165758809585,0.0097816026814653,-0.576086826663491,-0.0370198903962853,0.0377002404983562,-0.347810928911921,-0.0744009363046401,0.0075004646855446
stable,0.0176843565939507,-0.238077281215267,-0.413036166498592,0.20433224802609,0.246885097614716,0.339893331476191,-0.0469064945234506,-0.202734191103329,0.329948173616691,-0.0436531988818395,0.11045392035487,0.0923027065317591,0.0244690234446355,0.0385535159901818,-0.364602606979428,0.198076734222208,0.157998780805149,0.14483855473059,-0.0302207782724884,-0.204520235259153,0.103324918691405,0.199412403734588,0.182795062787762,-0.0731552512746921,0.0317538668148173,0.0347555742201625,0.0377133994155453,0.100876649071822,0.240872397820427,0.0936540895714974,-0.0076944141509391,0.0767578630283384,-0.462154130157477,0.0093159938326987,-0.0153952508126011,0.0134538186412641,0.0655745009099558,0.0914581976646915,0.0714227021679696,0.063884128714496,0.420761527131087,-0.0097963051602927,0.121354781620461,0.453905710174797,0.0552998905323608,0.0687792624126127
stable,-0.0479858919019672,-0.0350078719059383,-0.0799695865506342,-0.248114553587637,-0.0420167333884316,-0.0402842041921045,-0.0800543711438207,-0.008583569366836,-0.241506670170673,-0.0933111743295393,-0.107169387768808,-0.173856877536391,-0.141492397513258,-0.0656663275809499,0.167949518044841,-0.177579958297863,0.123755626794152,-0.122088145181293,-0.0891493613801851,0.0636586923313074,-0.11797151654211,-0.172565151011844,-0.113683591084256,-0.257985529452363,0.219871027689289,-0.131034674489953,-0.1440945961553,-0.133989597399019,-0.0506382673213447,-0.108732127128364,-0.100241731308468,-0.101834463259966,0.0836409297421682,0.174660848562915,0.487348675636842,-0.163343042470733,0.414679207931139,-0.200007494491144,-0.123873261170807,-0.152655074727823,-0.213450629632961,-0.0977087207361312,-0.138276863007482,-0.184598206873413,-0.142129587893778,-0.171150413905202
stable,0.0056209075498333,-0.117801103587491,0.0805590025681153,0.212511893213057,0.196804665067905,0.316598598309964,-0.132221146161867,-0.227744317732999,0.0019985395716158,-0.201375483827742,-0.088883029937353,-0.115436234578954,-0.174700791618699,-0.0774185038503339,-0.232468707635777,-0.153341922102386,-0.438193106557878,-0.0472628778787536,-0.0811680599260982,-0.345868590542312,0.0117733998164612,-0.148762102194126,-0.134065287795583,0.248973527502317,-0.173837092300237,-0.115640060428989,-0.184066635755963,-0.157062176270705,0.406163253456398,0.231754188491992,-0.157946101542141,-0.0603485372726185,-0.183677067966974,-0.0826611970684586,-0.197774594275943,-0.151733683727113,0.0007547388487445,-0.148901273626794,-0.150926789652253,-0.158682065708029,0.0396506372755966,-0.145988237249453,-0.0529639767158715,0.204497437985496,-0.191338695232718,-0.127947795886514
stable,-0.45576042834968,0.0282858894156461,-0.371403874663367,0.0613243281715736,0.0782125827843002,-0.304835515478686,-0.420932002616961,-0.178953807999296,-0.300830443931514,-0.5544015178185,0.172297477906951,0.0089711211471005,-0.400739864898654,-0.401203262859343,-0.23730588970211,-0.434215482918714,-0.0499774546417515,-0.106354418853383,-0.41100145634244,-0.143696367459443,-0.157181126391813,-0.215442723456233,-0.273132921582586,-0.107999431095648,0.0193808532468128,-0.0138303355415698,0.0146719642011509,-0.0739246643920088,0.0348527058877907,-0.131919366621998,-0.0695510097849591,-0.426429264734232,-0.087934954463728,-0.120081376944547,0.209110839520436,-0.264484613552606,0.461194607806918,-0.025429342872237,-0.391971474589394,-0.193517074033635,0.140719852742254,-0.233665468380516,-0.112853667357114,-0.162829452436809,0.0462074021707108,-0.088286251137876
