group,CD52,CD3,CD56,CD33,CD45RA,CD7,CD4,CD16,TIGIT,CD5,CD32,CD161,CD27,HLA-DR,CD1d,CD57,CD278,CD11a,IgA,CD244,CD106,CD2,CD29,CD28,CD38,CD15,CD71,CD49d,CD158f,CD94,CD328,NLRP2
progressive,0.061186438104757,0.426374282777783,-0.328329586385691,0.0460008511244396,-0.166243791099696,-0.0893702844819961,0.235403128498771,-0.054978130973734,0.172051248425626,0.489580375778138,0.156220308694248,0.187271949522312,0.211675018159776,0.0930249313426529,0.0767127642165945,-0.247069326158938,0.24456131410993,-0.364803124085006,0.112207895248685,-0.0911428168247536,0.160987432070802,0.300535663230982,-0.110207256420603,0.270796696864998,-0.140282879792724,0.0827328890340769,0.123869734847307,0.0156955243967214,0.042666270112868,-0.220180431436445,-0.315890963644865,0.0747600621100153
progressive,0.0542091901885836,-0.133384957564599,0.384531146555578,0.0890705584444109,0.493078006399849,0.533201317021777,-0.138963283707226,0.156091720816972,-0.0049668612759099,-0.0923173099350279,-0.0938307942114788,-0.0519609431869903,-0.101651372271461,-0.103006738505102,0.0971192423540465,0.408079930794824,-0.0183384538073744,0.561487844944007,-0.0215763485551572,0.321356333956897,0.1426835658566,0.154073187578744,0.126561499448652,-0.141837163988931,0.0538220181523992,-0.0912033761437011,-0.573759272205775,0.0158906469272535,0.103588047497432,0.511979777962999,0.373475457815318,-0.0644946037733436
progressive,0.172472967907337,0.309144574562422,-0.0244487940621214,0.0763579551907193,-0.0461037586270891,0.064067674372762,0.0151524124903872,-0.120468932938344,0.0217528507268949,0.0726127210741318,-0.052898459057644,0.0673344609501942,0.127998763023181,0.0403563786786963,0.0119810865740395,-0.0318782552930594,-0.0437889063317807,0.0247292032476774,-0.0453455405788651,-0.0292874331147577,0.0080296025304371,0.105899397558984,0.0417666681982978,0.0626115250382504,-0.103953227009533,-0.0050003289767956,-0.1893793765558,0.0582081936995663,0.0486460644261681,-0.0073750971745158,-0.09416664272286,0.100562402667309
progressive,0.0043992214648392,-0.056258817281896,0.185465351130331,0.234934983085853,0.200095030893142,0.217491961306193,-0.0563615495894788,0.31430312346249,0.0743183694943671,-0.160688068625484,0.0872754699014339,0.165113742720931,0.0496473935277336,-0.0170880527818985,0.0966791703322839,-0.0319493145785407,-0.26257309092637,0.068884835102337,0.125118720031975,0.141746416323676,0.151226790101567,-0.0359471761414888,0.0339205672769872,-0.133036332416288,-0.0205698325304709,0.26894986013552,-0.31649948919428,-0.120146928231161,0.107713014876518,0.227447617507947,0.143746632685765,0.154146046317962
progressive,-0.070680503543827,0.235326729870052,-0.0566236081437187,0.127444795654223,0.137731147809792,0.162457770404236,-0.232672603456243,-0.252602584427591,0.0294514305855665,-0.0850030258597625,-0.107320288928959,-0.308050923027329,-0.0090638093703322,-0.125470398949369,0.0183056909112183,-0.0180668036526991,-0.0250385703024177,-0.221555689517456,0.047303780352024,0.0827364908599408,-0.0428660884819773,-0.0628049391434755,-0.178780541648642,-0.184672432094741,-0.100047185543178,-0.229507686054151,-0.0133589130622189,-0.0431236919795176,-0.0946743940448293,-0.114588843102024,0.0805645105276248,-0.118627952746253
stable,0.368570031451076,0.385877206304417,-0.255390278734693,0.0861720825695238,-0.139440081545037,-0.106916980572224,0.488578624854895,-0.189159232764182,0.0940964360036038,0.556458452528747,0.0721724748820046,0.031820208288547,0.25552289070284,-0.0263764440576532,0.0755958645406616,-0.104178901970457,-0.0640386244182634,-0.403167630007575,0.0695358945442982,-0.174731667422087,-0.030599460851813,0.220440013674073,-0.062406058864003,0.263764093288907,-0.430051898389252,0.0002311124236031,-0.257054450623996,-0.0986509315461615,0.156049359536134,-0.104208705083078,-0.312233575576132,0.08148370294275
stable,-0.0658239767677572,-0.340412384236858,0.420543219913129,-0.0749032857279171,0.312120016230428,0.328843762478165,-0.307756808572868,0.332957297766384,0.181112414248261,-0.44144845395065,0.162803380473834,0.0764913928895335,-0.396775159228762,-0.26797242495173,0.0745621444594024,0.301878746026716,-0.457224038410713,0.367745348120318,0.245672059192206,0.400768474922574,-0.0725911275248176,-0.339402102230665,-0.402309584154175,-0.161288371130056,0.0151772989922113,0.254956053213609,-0.429969335511245,-0.327804142114319,0.0471394319223772,0.315095044091992,0.483795994688805,0.106966697512621
stable,0.223285815760202,0.406315576262807,-0.273264386098013,-0.0983906938050494,-0.272136673104414,-0.27942027279814,0.270037362085136,-0.442146107831824,-0.0705071488560553,0.312859959195047,0.176883555704579,-0.151256660987927,0.482273004743434,0.0341130517810496,0.0009670703893673,-0.140133668358146,0.105409112419997,-0.0165478797662529,0.170776072490511,-0.230325650804571,-0.0965253291779068,0.474554194863509,0.148772862049714,0.35585646938546,-0.367144149190939,-0.0383051759828374,0.0277060448531503,0.122626076957097,0.111607737541819,-0.38868008901181,-0.38749435012143,0.211570183954025
stable,0.50224023992038,0.608430429704988,-0.531626275194262,-0.0615759132018846,-0.455681618743328,-0.490176519029706,0.51533763276896,-0.482143743526044,0.0606476994374878,0.637773491327694,0.0730300954025976,-0.212359266276303,0.435535671155476,0.219779941059873,0.0082251014005094,-0.0580775275092632,0.37535207788836,-0.314342804952644,0.0758221473737394,-0.477830730042887,0.0872889958426796,0.484062804303425,0.214796670521275,0.486878609042767,-0.30415203119013,0.0280267276733396,0.238927184984807,0.147378960385198,0.0677053922095428,-0.34826234919343,-0.471271228903826,0.0671184351154922
stable,0.151488710584818,0.197228742992345,-0.124307124258605,-0.0143009235821037,-0.322931276985602,-0.0896224664786634,0.202906946655383,-0.21292833002088,-0.160542889394782,0.240052163691711,-0.0581981428499321,-0.0144141974164109,0.127296569133697,-0.0930165914937875,0.0153570056078571,-0.215933195617915,-0.110849622383873,-0.410695633261307,0.0003226207890154,-0.27994659793178,-0.0113449316482359,0.0933253787286167,-0.0925719825611429,0.0205888988658809,-0.332634270140104,0.0290626160792296,-0.0682059652336357,-0.0925540883967568,-0.0474877246516554,-0.0313551833123093,-0.183716383906933,-0.0207134432368931
