group,CD52,CD3,CD56,CD33,CD34,CD45RA,CD7,CD4,CD14,CD16,CD45RO,CD5,CD161,CD27,CD57,CD278,CD11a,IgA,CD244,CD54,TCR-A-B,FCERIA,CD2,CD18,CD28,TSLPR,CD71,CD158,CD49d,CD158b,CD158e1,CD94,Ig-light-chain-2,Ig-light-chain-1,CD328
progressive,0.0969231796416325,0.376679948159085,-0.141449458718436,-0.02302407638542,-0.128187359718464,-0.16908157554861,0.0456316477156894,0.221150989908233,-0.0349968214194755,-0.0883079085037565,0.0699642231704041,0.283477311739118,-0.056057220658521,0.0906530713741937,-0.0478332715081446,-0.032301995892051,-0.0645439705055045,-0.0323267888364629,-0.0551646598462699,-0.0243994052166156,0.0270321109240745,0.017206057819291,0.42186635295453,0.06179764303444,0.108264325485247,-0.0684930969446019,0.400730366451877,-0.372621340806168,-0.00130154593749,-0.169348974507642,-0.0409689535574746,-0.262139058990454,0.0525840405979848,-0.078846344254015,-0.199879408941948
progressive,-0.239739984972953,-0.0214484456403637,-0.306942628657758,-0.0830267087773496,-0.0732096370925019,-0.40613833341077,-0.213541390274185,0.158237077695989,-0.0755034385875925,-0.199827358664854,-0.0133290266489563,0.16616786654573,0.0028597676569671,-0.0118923150799658,-0.512646447395499,-0.0980260260728671,-0.457809637502747,-0.0541386852372471,-0.273753899488521,-0.037110543786746,-0.0480474305705292,0.0026596305350554,-0.0615736279678493,-0.0394694874951592,0.104673368365825,0.0249913906574775,0.27171418577658,-0.0345114303859846,-0.203288721965677,-0.353928732488342,-0.0181926634395403,-0.421655046552839,-0.150730661903137,-0.167515134605697,-0.314063555976026
progressive,-0.0088008125120063,0.172473121313919,-0.106467506783658,0.0551565726550601,-0.0938442742612515,-0.27199106219821,-0.281726690004608,0.0400246099329998,0.0319172459600384,-0.0229379617631337,0.034728950236717,0.230959300264311,0.071763117938133,0.0604906693686333,0.0249722650985239,0.146441973314885,-0.0503149654916801,0.0848880410988817,-0.0731847340481907,-0.17306690486219,0.0833183361486461,-0.142332262367181,0.0469569526573569,0.0560908358606724,0.176870045695685,-0.0384874658743927,0.127066339469628,-0.0020272586499873,0.0898351806763976,0.19500119756859,0.104181622238142,-0.0126482803900184,-0.0352231485666303,0.0371366837561326,0.0331100587166106
progressive,0.0894412520912411,0.196737296811888,-0.181558759851958,-0.0807458332089511,0.090549226317284,-0.285186979339391,-0.215371217309979,0.435829167141708,-0.0398151209257326,-0.23688187829217,0.12206472499989,0.368251695668931,-0.166999768543924,0.240102394133443,-0.429748213534956,0.278259990531881,-0.340415257129312,-0.120105095631704,-0.281734951442378,-0.0081426010556845,0.0283093785539117,-0.119170475470143,0.149325856830808,-0.177180982844201,0.148749629766652,0.0646733130839067,0.172282433511512,-0.0690671286688727,-0.171082946771254,-0.100223598209606,-0.135867346858751,-0.285211918829508,-0.141409153512272,-0.128333802478481,-0.169398094869472
progressive,0.166364274430943,-0.0889187797731024,0.282426303795372,0.44767062909392,0.39175172563693,0.0820573046253797,0.388666741706437,-0.0492340370849398,0.245910550672754,-0.0014782887164745,0.397612898098602,0.143713150472824,0.151852007211967,0.12203893140953,0.342770014032641,0.0597795865970223,0.182794210929287,0.15737130052008,0.152587028819194,0.573701659022385,0.246860533629488,0.432777700313584,0.0133440918080402,0.0858207078022798,0.173459398606107,0.103479581136159,-0.161445310240651,0.112467045536571,0.0824386491199684,0.224763983683676,0.351872005023501,0.155671932896268,0.0812342653254804,0.0635122216613613,0.2936984622791
stable,0.041452472171322,-0.0640933113503365,-0.0203287410608058,0.0019977469791831,-0.0017863895414207,-0.0881724952133886,-0.048748294089663,0.0111800164320788,0.100036469763154,-0.22017295188308,-0.0792674364967101,0.0926086883248462,-0.0066998981843265,-0.129401775428506,-0.0846056652536603,-0.32973887142649,-0.255209540193805,-0.123576175769424,-0.0198530770357895,-0.0556191793604966,0.0429961852168047,-4.26747635912944e-05,-0.112066631361916,-0.356999640494658,-0.0275967957743805,-0.080759255626957,-0.306883608286367,-0.0540662496423892,-0.306494186933109,-0.156560639151876,-0.072119779084032,-0.058749420986701,-0.0850504921023009,-0.0603598716841223,-0.0180021359394613
stable,-0.0393523063008509,-0.276216461742111,0.376891671308207,0.0050986256960737,0.166722335927388,0.293568077385451,0.215567082106212,-0.192635181133854,0.244199329893322,0.477206620407862,0.0747983747923009,-0.404849422271785,0.258050283264006,-0.382235936964007,0.279374634147582,-0.316187502050349,0.357885915959546,0.421824141126892,0.386468744946365,0.170012324771953,-0.0359205992801922,0.131381955994308,-0.362342232499088,-0.013239424100243,-0.177340156750699,-0.0160276448724032,-0.391910447868093,0.25276976005389,-0.268902767488618,0.244536741144405,0.122824286237914,0.279717386143849,0.464623822974973,0.405602712070918,0.505811460978784
stable,-0.268786747288189,-0.288604209284986,0.0176395345807999,-0.0118205882865033,-0.351626804141653,0.163377812578425,0.147755477511052,-0.141487317971848,-0.0463338537943237,0.429951665449404,-0.155046016613357,-0.184993703250123,0.0362737082579323,-0.41481107093313,0.173890254830002,-0.18254813680494,0.0317658769911371,-0.09241201943219,0.167141938269494,-0.192924532983716,-0.136998464361949,-0.0034352232759042,-0.331549895107241,-0.018171423122848,-0.300251139036582,-0.176074034511262,-0.215119391073594,0.190158297433921,-0.191316899755613,0.259091610586685,0.156859567555856,-0.0986129440699829,0.109727404535289,0.0128300365601819,0.233746231933313
stable,0.187546217006731,0.44038602754008,-0.217880018356076,0.0020815361222697,0.0841961751310689,-0.192031176943834,-0.135130223171345,0.494281960771749,0.0267015063925228,-0.248279199275793,-0.0394106876024952,0.531212365915388,-0.0857173677054957,0.278814452194236,-0.0400511741421565,0.522912752222995,-0.216894783294671,0.0644065363275791,-0.164619625051672,0.122828744356015,0.530284461408411,0.0167847592297041,0.511884661784044,-0.0899861965444623,0.42363827626607,-0.0463577173356263,0.319882509028555,0.0695633153673749,0.347795737596757,-0.152967138500805,-0.0069482661728032,-0.119213768222344,0.0517587116852629,0.057463288497116,-0.287771787191582
stable,0.354537420015597,0.332592661956877,-0.383256091843132,0.174355408981303,0.160265233608987,0.0207528467012591,-0.446802794018508,0.286725737818841,0.0851563442621737,-0.0525891806738484,0.185300201971276,0.4431667350388,0.113380602106853,0.173331733351947,0.287284049072094,0.235167470581273,-0.0686702217683734,0.0554857646563168,-0.092043634311781,0.0580703415691419,0.233971830203342,0.184196328111635,0.449852475892307,0.0112092949086541,0.232213456885897,0.149733602380397,0.157584205755567,0.026840303284182,0.0260791254646184,0.133329350896985,0.10122249719206,-0.290962723728054,0.0054343138022864,0.0206646158892303,-0.287025266748026
