group,CD80,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD5,CD195,CD196,CD62L,KLRG1,CD27,CD107a,HLA-DR,CD66b,CD35,CD57,CD278,CD11a,CD244,TCR-A-B,CD2,CD29,CD81,CD28,CD38,CD127,CD71,CD26,CD207,CD94,CD328,NLRP2
progressive,-0.174678751193376,-0.288087740456313,0.155555784400384,0.26791036650473,0.0881839206600649,0.116204745990861,-0.170317891824249,-0.290741352193474,-0.2126201565859,-0.111167838222565,-0.284888674471677,-0.0734778592771721,-0.0023628792486984,-0.0393280655350286,0.16814500968161,-0.110527459334078,-0.0030450684516775,-0.0780472369056871,-0.181082145499642,-0.0980476651850768,0.339084439165293,0.0390343825637113,0.272955601884836,0.115809528082677,-0.155864139320273,-0.118479853037733,-0.0660196948919224,0.0742041851284884,-0.153545658521441,-0.0715840570048626,-0.0472937810066875,-0.217348417997727,-0.205410464842224,-0.178546547715955,0.291846124140316,0.337068420509675,-0.0437959722733045
progressive,0.0529054444612907,-0.0528534503503363,0.072070171750662,0.36103163922443,0.563235159930826,0.421175034497036,0.0643122923865194,-0.0349090136009146,-0.218742142737275,0.194610568960849,-0.0911269429373767,-0.0354353036371397,-0.100925650253497,0.102920401443705,0.361816401133414,-0.0223844166241896,-0.0543028815431422,0.0034052440049091,-0.0672488166209893,-0.172799724625125,0.530360446530055,0.0334619767492959,0.580693819028237,0.305672666507352,-0.0573463947219484,0.217023548227834,0.214378134999049,0.115558953144116,-0.0733022623499079,0.125942215463817,0.0416285188632161,-0.497824639068204,-0.360769423327168,0.0420638992373832,0.477443056370848,0.359808457096057,0.0055802645192834
progressive,-0.0121278133711046,0.259317859968335,-0.0078012844437007,-0.217596934155505,-0.302484957798233,-0.486473126046587,0.28449116251517,-0.0254179230974596,0.241385040786431,-0.233626943797302,0.315299937705428,0.0849976618663324,-0.0191787682789447,-0.0750310849148925,0.0431624794407937,0.113177207692842,-0.0091630463146796,0.131545041480607,0.024768119165291,0.159136531934899,-0.0967259770054193,0.114200940537632,-0.165867924312947,-0.367173816990407,0.0089125842393255,-0.174652935597878,0.163456058978693,0.0792118700118605,0.157989038452703,-0.372164942792526,0.139196328195815,0.160089619883228,0.0103830737999716,0.1553841344702,-0.188290638952184,-0.241093186028838,-0.0889243114825695
progressive,-0.113337643589203,-0.0331407237910398,0.158393787006427,0.0960270294326855,0.166570232816751,0.0536923921249392,0.0435683910493157,0.242722961028239,-0.297366342703454,0.388302262240723,-0.258517104686638,0.10326830832153,0.206280478373697,0.0848967977566327,0.220068957880981,-0.0243487571811813,0.0608516507973546,0.0776836455937382,0.3346115686113,0.252135195595039,0.230991267081779,-0.287506428431175,0.110854007118951,0.178844948886454,0.0690954186890738,-0.144569987069713,0.0250978175214523,-0.0988014563955248,-0.137624735630037,-0.0474576104383919,0.0368173669889557,-0.303435813098871,0.01204241543557,0.0118789441636025,0.205727433842751,0.203226446369912,0.198548107094826
progressive,-0.186956732968367,-0.191180318274662,-0.489451386937034,0.0951302968697263,-0.176279438777433,-0.357160713436573,-0.0166498241243895,0.0148540433198916,0.395736248475163,0.126486078303355,-0.0534515443637209,0.0194132616824242,0.0181527717374917,0.236511017791018,-0.0458215565835758,-0.267670924663184,0.366042667381078,-0.0684609695974051,0.367842294504828,0.474614532471818,0.0960442515423277,-0.0067604139816527,0.100626028938017,-0.0399588443314577,-0.135401141937983,-0.28373423379631,0.127964367019829,-0.0818443836980929,0.0324555024865441,0.0211367293401081,0.0955324501336787,0.147215891565355,0.0035492830690087,-0.0226755717661912,-0.0662014080105292,-0.217477965512238,0.0237009021095532
stable,0.156067372235938,0.29435773090677,-0.0783421549534781,-0.0176858331213305,-0.152446414582242,-0.0004038288933766,0.152816410183527,0.132246784410239,0.249365975167734,-0.202560789115012,0.169595736083948,0.165400831404833,0.0175509469135763,0.38932458560971,0.167370444330978,0.233982720123661,0.151284039004978,0.165376301449253,-0.098945592825168,0.01148810136422,0.0974217806164483,0.294861451142156,0.0346348961432702,-0.0517647665347774,0.228162035380821,0.210776687474388,0.156355936301471,-0.0423628964213952,0.146648555817752,-0.0294602007336929,0.212897536859289,-0.0738582529354314,0.164426708339826,0.161074899986765,0.19631192668242,0.0108617210236781,0.0675070263152873
stable,0.0572875999332637,-0.294692510558577,-0.0851433096203496,0.292281557873625,0.0567969520946231,0.266826301226009,-0.0954846321461462,-0.0814396250812348,-0.311829371762819,0.144789032224922,-0.405827966488401,-0.093754626620559,0.063186093631884,-0.156003450970772,0.0272047443770798,-0.126250546762091,-0.0559022301718143,-0.220081008464156,-0.0548235222774911,0.0216931216112685,0.0602092172905455,-0.279340915870068,0.339026808612707,0.400039600745772,-0.134819496720904,-0.194240216325917,-0.231452452076916,-0.055051189482731,-0.190320837865322,0.152331145359062,-0.0913440200862302,-0.311110266882111,-0.184787632830361,0.0750500961871271,0.0667935706696489,0.468100034585621,-0.0298418880021201
stable,-0.0363619929365909,0.446343944425707,-0.0555114389559452,-0.311094329291761,-0.293877267526105,-0.267591231658245,0.453061545598051,0.372088683417626,0.474243035121919,-0.198998006846756,0.612785098092315,-0.0414126001720118,0.382424408027911,0.0007105102157114,0.0163376095290847,0.50880353348269,0.225043407580674,0.089481713155783,0.114172994524875,-0.056829860199839,0.0902347256677978,0.448103434150164,0.0069679474472912,-0.273961252934792,0.365054590748427,0.347872253198698,0.196799575081132,0.069773408112972,0.501225950500912,-0.225091186773553,0.445322355457292,0.0263262114623465,0.198357674260175,0.356789879538282,-0.383474409749263,-0.377683862173598,0.126160267581384
stable,-0.0824889668260134,-0.0729653771391143,0.128984833088217,0.179799191873638,0.0661586854790738,0.21811334419727,0.072098555145916,-0.0299645427883445,-0.211336514759239,0.0015916256610764,-0.225869548841341,0.0068723495912176,0.0507860889353579,0.0576238218972015,0.004081881609735,-0.133940337049828,0.013501910306348,-0.433104451246438,-0.151291744754008,-0.0983568861801953,0.0074806525107176,-0.197333138443925,-0.0108187573459272,-0.0008252876639586,-0.195311786272266,-0.137382595928369,-0.206558900556837,-0.156734635296962,-0.220348934236686,-0.408566309711701,-0.0657536450680307,-0.355568532029948,-0.038823933954714,0.130825987536641,0.103316276512063,0.220540135661527,0.0410754415827393
stable,0.0499732395438232,0.192699292959446,0.157161406844705,-0.611809088052477,-0.0573715350114042,-0.5841345717736,-0.104393210193237,-0.0391607036345973,0.15039152034387,-0.0109242838064803,0.260224500619499,-0.0032550253265313,0.066102526446579,-0.306097452128972,0.171501985769227,0.039259877999573,-0.0319943856032433,-0.0611378359587081,-0.0167281037019376,-0.0081480181260363,0.299327694957637,-0.0029165465379035,-0.0946324318561358,-0.16886741061594,0.152049975536566,0.0432777801267756,-0.0342413010704634,0.0788993069431496,0.0294477648171109,-0.311787331764216,-0.0298426278897201,-0.194428729419177,0.0437450910379634,0.0221027214239622,-0.487548137384799,-0.175483466294491,0.0074809184196656
