group,CD275,CD137L,CD154,CD52,CD3,CD56,CD45RA,CD7,CD4,CD324,CD5,CD27,HLA-DR,CD57,CD278,CD11a,CD244,CD62P,TCR-A-B,CD137,CD254,CD2,CD29,IgD,CD28,CD38,CD71,CD26,CD49d,TCR-Vd2,CD257,CD94,CD328,CD101,NLRP2,DR3
progressive,0.12306478302488,0.0409179062621724,0.159319147072126,-0.152451050127612,-0.317981105599621,0.283417950617067,0.0790882206674544,0.253257822013846,-0.0967253814697516,-0.0439915813294564,-0.384921329462087,-0.214685850421725,0.0754747058120624,0.257626621269836,0.0823597623545511,0.340524928302318,0.157586590778663,-0.0543075563936914,-0.0588635845305285,0.0200135771985488,-0.0398322373940817,-0.256329302106103,0.0084229896982321,-0.0073819991982387,-0.0152833999302267,0.147717011505077,-0.186673798678518,-0.200056502386129,-0.0745286662987133,0.0631818013722875,0.059355865181238,0.210795039251192,0.330316618953057,-0.0553777601189974,0.0502188000116926,-0.0834048535844362
progressive,-0.0525456024901155,-0.0571295025212978,-0.0154365352907658,0.157848611536757,-0.0189330541592114,0.405952445156914,0.531684386689512,0.433448840867962,-0.195417768203833,0.0833967695678853,-0.126556621891169,-0.0757123132612549,-0.0372608491404221,0.535937902176955,0.0232153857062369,0.582434702643386,0.31219000415302,0.0442980744426047,-0.0979973014158753,-0.0183636106066498,-0.0343329741292947,0.199497764001813,0.14203872060935,0.033627430029458,-0.176023928198934,0.0443192662866231,-0.612845344983727,-0.39069916510256,0.0643136684731744,0.0086363522786107,0.0679367162565362,0.488600207904433,0.344819571073954,0.0053990256854204,-0.0584240892942688,0.0443555048193769
progressive,-0.134384132202931,0.123210873814049,-0.0213941542552949,-0.185074577516729,-0.114486043715996,0.121690757766144,-0.0096228888465771,0.0763454673781085,-0.0638060281327713,0.0890929339819039,0.0237613103901164,-0.0684859701553758,-0.0269343837689078,0.0762328666056488,0.121691227929782,0.135231314186935,0.143058309256974,0.238859200538886,0.0172068673723697,-0.0893439778453512,0.0778112511460007,0.0993168438007059,0.0647006688716409,0.0276206359327432,-0.0102834933678336,0.110363821715208,0.0923143323942487,0.100367185443696,0.0859054688638586,-0.0709163005617015,0.139259389739562,0.105554529472266,0.197223072359007,0.0820084976510837,0.0176707073312875,0.133181730487706
progressive,-0.358576391922351,-0.236550657907332,-0.102945407251084,-0.0944620877935646,0.0620397223240752,-0.184316271565606,-0.197531024158611,-0.0499817707297666,0.18393597212584,-0.150805539865524,0.0981709139304724,-0.029512491991151,-0.236272958722906,-0.207772137826207,0.0562729007935119,-0.191809128209341,-0.0909823037641904,-0.161470790843808,-0.166479735528938,-0.369149764483962,-0.394095812578062,0.0897588607720455,-0.277585236832672,-0.0947935164226936,-0.0841330379374916,-0.190952358171857,-0.223060681361997,-0.140226386709274,-0.334211264351783,-0.360696165359464,-0.337597939944618,-0.243042398818798,-0.382044939486725,-0.359121450557404,-0.242527278110382,-0.281660506096959
progressive,0.03439960210787,0.153533699104226,0.429205723560536,-0.100044441101316,-0.0978139522587407,0.192566383483525,0.142249513062557,0.095596003665355,-0.0605462962585031,-0.0648714099286329,-0.277646624262423,-0.0624961537482462,-0.0499026469232218,-0.100568753320637,0.0515168583972244,0.129697137879144,0.0477337822595166,0.253131627912162,0.10677648458371,-0.125504983766337,0.169873849550429,-0.0291941163499846,-0.0399445930264064,0.385740800809741,-0.126582689160571,0.0741507778924088,-0.178051878859349,-0.149754838262563,-0.0726492562691436,0.132495569782579,-0.273216375481868,0.158969675287854,0.213503655050264,0.0405457412140703,0.0549009177772073,0.172123383370765
stable,-0.0932840261187526,-0.0057054113097577,-0.0547635100670232,-0.341104246102561,-0.466659173401604,0.174362990874456,0.13550188246174,0.0240484496476599,-0.502237367265385,-0.0640737194001412,-0.569226595405367,-0.421666266609191,-0.104720130892417,0.15088234503831,-0.300079686122678,0.246268544356959,0.251814015087058,-0.0042864310800554,-0.284109721453982,-0.0432570370325428,0.0109763997019354,-0.418444139710104,-0.176309762274355,0.0895364257106185,-0.309535281510905,0.0830202558812383,-0.4809972334963,-0.187344310097815,-0.211524671875735,-0.0793222728526719,-0.04080528127712,0.193545072478904,0.348074846066758,-0.0931561472706989,-0.0426849930704317,0.0455571437355535
stable,-0.100617694484499,-0.0224702603929291,-0.054041631939462,-0.16692661444458,-0.320616394760138,0.428032649872182,0.225808447655987,0.414269745630824,-0.388356659025897,-0.0874132559765033,-0.5470074487363,-0.37889228495582,-0.484417008692209,0.160125888015665,-0.418848127890974,0.392882975677805,0.38464533860959,-0.153101494528993,-0.234722085696261,0.0332911373464597,-0.0954591062745714,-0.399841659754711,-0.476102287232752,-0.0625766290049012,-0.309934454745439,0.0986007283897003,-0.514782554331889,-0.319288645183438,-0.478556000807763,-0.0045116872369615,-0.168778915980989,0.199017120494396,0.414543277943042,-0.0629016279319364,-0.0753739721701039,-0.0785788012539877
stable,0.0310045459750916,0.066905088296912,-0.157434455903995,0.0441294068864769,0.102834861344574,-0.416947580009468,-0.200679339254201,-0.243248100531296,0.210529128588597,-0.141041599939779,0.264801383406224,0.182775922403106,-0.313806451692514,-0.0726928826620516,-0.0849068589389942,0.0265339438792852,-0.261078360877298,0.0983677918964848,0.234943646987648,-0.0596531412661893,-0.0977271509206313,0.11610115669848,-0.202743159673275,-0.156710380124064,0.0537365806054359,-0.45013437457349,-0.225384005322256,0.0409456125750895,-0.27696980635229,0.192463762921383,-0.0951779950680519,-0.356840145712253,-0.130915422842432,0.101037482881735,0.150384577008403,0.229238618997006
stable,-0.0883742435152832,-0.0747369696888955,-0.136552836605874,0.10190705775467,-0.126240888402908,-0.0513897238600211,0.0620036875532587,0.0108943851540688,-0.177587044881899,-0.0636628805703713,-0.0234020808255927,0.0158774335366846,-0.343517871451434,0.0818627863084934,-0.369646684599074,-0.0849083438423782,0.0469692142511283,-0.100100827086632,-0.240427103163449,-0.154952051961353,-0.283422674014098,-0.0475297079477005,-0.277737218680045,-0.119869578421939,-0.216106710556016,-0.262905244172066,-0.472580573466944,-0.125011279214983,-0.284716358348381,0.0771413421275288,-0.0777433677044492,-0.188343169377386,-0.15440247253114,-0.101553644797836,-0.149830626036683,-0.131464650732311
stable,-0.204497169058932,-0.128666753900338,-0.087772511692024,-0.342424476575555,-0.436191253321281,0.25561102176782,0.408522506779435,0.427572844404688,-0.523465598266368,-0.0723615076316546,-0.490433074317434,-0.263983255437435,-0.0684541642220561,-0.0050376196506221,-0.256529769451384,0.242036954865646,0.233267638404932,-0.265586776941098,-0.232762509466108,-0.159075895950874,-0.0253742880921504,-0.399112402444355,-0.219144190238223,-0.0390872649422393,-0.322253828997288,0.252444586339271,-0.216163150347981,-0.319088790566449,-0.202625998502182,0.0126526435065199,0.0278235538028474,0.34951461904071,0.453249247661342,-0.171516678157493,-0.109728327842163,-0.139283693777973
