group,CD275,CD52,CD3,CD56,CD19,HLA,CD7,CD194,CD4,CD279,Podoplanin,CD5,TCR,CD32,CD62L,CD27,HLA-DR,CD35,CD278,CD11a,CD244,CD2,CD29,IgG-Fc,CD28,CD38,CD71,CD49d,CD133,CD257,CD94,Mac-2,CD328,CD224
progressive,-0.257585070648247,0.122959519546318,0.215171005912975,-0.0535308745528545,-0.104832203578318,0.211141966927216,0.253090522014688,0.0088470584525344,0.175777925179672,-0.0489130318751641,-0.0963893728988426,0.126328571165458,-0.181541085549877,-0.116342808221191,0.0816939358863858,0.16176468335593,-0.0552760836596171,-0.24614758670818,0.12223192209457,0.108463005197502,-0.0191356960474816,0.234637653613632,0.119473459140714,-0.0375948416389677,-0.0394061140455362,-0.0462637999488927,0.108305571089843,0.124276644353889,-0.284314926655445,-0.14352804986509,-0.0671754356091472,0.0094457869040453,0.009941232722299,-0.0886837778713073
progressive,-0.231063205441355,-0.0232747766243282,-0.0871922829485093,0.117170211060848,-0.128691038477639,0.019877231157423,0.220368018866633,0.0803064442664701,-0.056378160272412,-0.103964810067411,-0.119945911395179,0.0400524405858823,-0.0976509368355083,-0.126600422155579,-0.14628006278314,-0.160523123208446,-0.0863802447665926,-0.140420416252187,-0.0130557465300015,0.10622765311463,-0.0225829985389294,0.0004165927715736,-0.087350336581796,-0.0517406898008564,-0.0001111343866819,-0.0186895141670834,-0.169819476991275,-0.22647558203049,-0.103747008318747,-0.0042965001986947,0.0154670160844057,-0.13773300081349,0.057750898065698,-0.0370178319558738
progressive,-0.0345862827668219,-0.0970460626645711,-0.121450836555214,0.39467371643171,0.0505969852986115,0.107278295691538,0.365258901953102,0.10461098466879,-0.0781654228449369,0.196770977321191,0.0605731764489461,-0.152578888158871,0.228109972268707,0.119931677321148,0.115674085645072,0.0257748735290806,0.158154007031925,0.173268056298049,0.0889790697851589,0.207377283310004,0.330702177134355,0.102891002941001,0.0157975609414875,0.129710136996273,0.0388303803534739,0.318486574897281,-0.071429933967873,0.15997940077536,0.22367861635435,0.182847033747789,0.257134140985963,0.106834590104852,0.340338418332805,0.0862465791065714
progressive,0.108318564479153,0.0862715671578135,0.264252575226344,0.0047806177759645,0.0119833329649888,0.126949251432609,-0.18748030300804,-0.111698515698179,0.2119915296107,-0.0124924911787305,-0.0119106199819593,0.26531090170573,-0.0999455102885049,-0.0572645704646729,-0.0133559489263531,0.14696209122512,0.0982300110320004,-0.0022459652177063,0.243238011438791,-0.18884903102575,-0.179997747438899,0.173508800088487,0.0095426687159973,0.0345895318655221,0.132921417130076,-0.0976722417587127,0.23284679334141,0.0559999297097201,-0.0071906304935304,-0.093751965811459,-0.0504034664710212,0.0201001345264868,-0.135220688230616,0.0657010081652165
progressive,0.241232652756456,0.0824449016037183,0.107697477242783,0.0456216970791451,0.206578905698314,0.109459930368294,-0.337973757803997,-0.125458568843482,0.0816603709091594,0.0825767177164098,0.134787280176084,-0.0840731549620133,-0.0366803575544315,0.301125566581254,0.117911014563451,0.0019349705397338,-0.0915192200103116,0.472506925327034,0.279211357084835,0.126866934680642,-0.0676512527286075,-0.0979506457364827,-0.0751463430874569,0.128854822784792,0.0018688389147722,-0.0465008045482378,0.0366616787045858,-0.0228524090344013,-0.228073641707026,-0.191495406029702,0.0559691605899074,-0.0649379667424168,-0.119136888034541,0.137497712103666
stable,-0.0408813971693466,-0.365366604379116,-0.531753757941837,0.480728734917119,0.045358804515327,0.222763857208436,0.387673566010906,-0.025999001071209,-0.535049181727596,-0.0318224347883799,0.0162101778497376,-0.664575481829004,0.0373822368145764,0.0183668669983943,-0.215620985684569,-0.38861107347782,0.041232844472333,0.0180186427898118,-0.0921978277534352,0.608849855230819,0.462850224652636,-0.269439322932893,0.119748108591223,0.0318587594258018,-0.292679840600333,0.494568650650572,-0.0595329687608584,0.0875901413581439,0.0375354288265224,-0.0296032085828135,0.348440313498021,-0.0145756601528974,0.612834963989527,0.0006785823710965
stable,-0.100895299334613,-0.20850052042903,-0.227085961251399,0.175720640662966,-0.110586066441282,0.0414016204731204,0.238777811069725,-0.158350916068353,-0.22968974425784,-0.0812072485912071,-0.269659410225829,-0.202650410604357,-0.0664198199386635,-0.136642013249562,-0.0714975675306583,-0.246271998385976,-0.0581063924580687,-0.102688744835506,-0.127713838972214,0.195504751219341,0.0983436840511147,-0.114487853174408,-0.0547444539815196,0.0351823864951618,-0.21520493989329,0.209599606825137,-0.236909951625794,-0.0742369153032608,-0.024557223494168,-0.239255296345884,0.144295968880047,-0.203210878466788,0.0778750630817751,-0.0363993060043895
stable,-0.0429044630986907,-0.0272941424272412,-0.161267824454835,0.300200974148184,-0.123297286447664,0.021491784242745,0.227380457466871,-0.530900366123449,-0.203431372356968,-0.106682151017139,0.0192785763256705,-0.129662311316284,-0.0939087176875362,-0.13090885250085,-0.101123965195702,-0.141070984546236,-0.0478431348142578,0.0732066026569757,-0.117612259760869,0.0267171013550426,0.126822961575911,0.154527373496959,0.170953746104039,-0.207912573857283,-0.0914323908808909,0.260202435973863,-0.0946279643071306,0.135455959640759,0.0053477045717417,-0.0152679653281162,0.127471380410592,-0.163383909934178,0.092725448637712,-0.25602590504747
stable,0.131190424786262,0.164119862943681,0.258159687945442,-0.187828646852828,0.0250486086060879,0.212923020402753,-0.111500317375013,0.0792934969295617,0.399094848723076,0.197703049632714,0.0582074905213868,0.390171280206146,-0.0049860155861841,-0.0092859522748767,0.221574893157188,0.234750841191017,0.257880964354679,0.0134749708073448,0.415905712721891,-0.099376556661291,-0.171533514562999,0.456428526119504,0.283440751921235,0.0785988777245441,0.281000156152404,0.153518341388411,0.37675671010456,0.44947531780889,-0.127987492555276,0.0367367981206146,0.0259588151496821,0.0419044625548321,-0.260585394897278,0.0935369131937835
stable,-0.130064587226386,-0.254843487525946,-0.332083547963194,0.534355397391598,0.033615565950859,-0.164688094188727,0.556317860948092,-0.114486324959392,-0.346532421162466,-0.184745394270441,-0.108956344560683,-0.458662670978897,-0.128627642389203,-0.121063099156118,0.21501497587676,-0.0892444743350537,0.047280866868578,-0.114444710632028,-0.151621162769073,0.133329408250577,0.12025521765087,-0.232670405067199,-0.105555020168111,0.0177920157574462,-0.174390179930897,0.236804953288649,0.0531888830207394,-0.0180444027471698,0.0318040759406476,0.0457557373959462,0.527683873907898,-0.134474700965686,0.268522979250333,-0.107009052599548
