group,CD3,CD56,CD33,CD45RA,CD7,CD4,CD16,CD279,CD5,CD32,CD161,CD152,CD223,KLRG1,CD27,CD66b,CD35,CD57,CD272,CD11a,CD244,TCR-A-B,IgG-Fc,IgD,CD38,CD71,CD144,TCR-Vd2,CD133,CD158f,CLEC12A,CD257,CD94,Ig-light-chain-2,CD328,NLRP2,DR3
progressive,0.239599030331776,-0.0563115772015001,-0.0053474511255711,0.121511711639086,0.196682920928541,0.287508370872333,-0.267120564757247,-0.0183650223245614,0.286980184047394,-0.0696520895011715,0.0068178646728074,-0.031505838345837,0.0934538267203782,-0.0992119892775588,0.191100997703125,-0.211280072897243,-0.184159172894553,-0.124864134435804,-0.0913591188768597,-0.0703024215319259,-0.0507537040834544,0.0225275267557758,-0.054570671175162,-0.231180984635137,0.0379222155392573,-0.0589080912810223,-0.0353707894156746,-0.120644423659167,-0.221181421582277,-0.0346007607650569,-0.120924090909079,0.0083638578280848,0.0102866460290236,-0.268270755453258,0.102027477741192,0.0875598074528501,-0.0229380613059708
progressive,-0.0321702819411138,0.364625272819256,-0.0159972729483494,0.557464867845258,0.443925454239423,-0.218830802189623,0.113373627105833,0.112364660787392,-0.133658857638182,-0.0921468098881637,0.0121999758526424,-0.0508263198120229,-0.0296327640472811,0.30846596142824,-0.0680644212766534,-0.140366012264316,-0.224642876708804,0.551768801032083,-0.229759924052565,0.571279846493239,0.293690175137224,-0.106006218312732,-0.007357277793009,0.0056104214854447,0.0488753591310073,-0.573509510776925,0.0101920124232621,0.0162324274320882,-0.0974129522923721,0.0586251807354715,-0.0698600906408615,0.0644970392824776,0.490954455462589,0.0233647879738875,0.340508029363773,-0.0485701404096771,0.0438391885435091
progressive,0.262135494741358,-0.384721986637373,-0.124844867412479,-0.250978045138526,-0.28725443559346,0.0648709811261301,-0.352237765306276,-0.0363087334441872,0.203818785429777,-0.0985232766760915,-0.118537930127272,-0.015393825736763,-0.0207338370988045,-0.0544823922823379,0.0773655293386842,-0.000218661570205,-0.107993477254492,-0.0249519599983113,-0.0098246452807686,-0.199375732195469,-0.170326853156609,0.0820862580905194,0.0165877415490448,-0.0596034604243159,-0.191937998737638,0.0555509551344425,-0.10218042290764,0.051196883835205,-0.149379813585858,-0.0863031983073316,-0.120411230364378,-0.0579649621091997,-0.140299565219185,-0.0942925121069774,-0.185346719962337,-0.0610804264860484,-0.165794618612861
progressive,0.0261881630424151,-0.294693531576961,-0.263370644124108,-0.160940625279687,-0.292764761207753,0.101452165275456,-0.29734770884945,-0.159754527751743,0.0629725360169433,-0.237216954760333,-0.298703317944118,-0.14356945941551,-0.274101318313831,-0.317789453655274,-0.100481431354046,-0.231564519965831,-0.140014427401696,-0.235431361335385,-0.201230353414286,-0.243538730966886,-0.343285379367581,-0.122590231640856,-0.162494427858977,-0.402669894547682,-0.110279470415335,0.250156340608617,-0.251981866165856,-0.191686373348169,-0.217809787389209,-0.248605047595157,-0.113246508941814,-0.225970207250999,-0.369534613547783,-0.224347185271434,-0.31437732851277,-0.291225080365828,-0.326798153758675
progressive,-0.138599965359556,0.173988306116999,0.026832199238533,0.0711563534910878,-0.35235627510803,0.184370542269125,0.223006012416506,0.105935811712622,0.0602492212714046,0.230236231562125,0.441227322906187,-0.157875084914632,0.129715487160464,0.0190948900665205,-0.0456585153674042,0.418942665360907,0.43317525669863,0.104063540901125,0.0658853146860275,0.265885285267894,-0.06727954254878,0.0424873028985426,-0.0238772515064471,0.225273216815005,-0.0111476676223385,0.0314721260112426,0.198713650031731,0.299767710296308,0.0071552515045341,0.169482281160734,0.42589688378097,-0.0786716795472343,-0.0971755304735562,0.31766970473755,-0.140148358849012,0.110789373142313,0.0967002852663854
stable,0.469668041165133,-0.475940368591124,-0.0090386139261958,-0.439895951323855,-0.383279601734294,0.455704963838223,-0.360616306507632,-0.0770445594649106,0.604122153048688,-0.132762563177466,-0.132077186153858,-0.142640793357419,-0.120379341536845,-0.206290163918338,0.321089242695962,-0.0458948346187657,-0.0830297375746917,-0.3001618147369,-0.180118157266804,-0.631324763184612,-0.489413791509356,0.185255292592252,-0.100101203605939,-0.153515753786679,-0.500879256858735,0.0050481591683475,-0.183303099318077,-0.0550065216837303,-0.0855016264549797,-0.117256719451984,-0.0992262594014152,-0.0853911853446885,-0.472580040451181,-0.172759372670283,-0.648418766914923,-0.157171108474924,-0.142931562662284
stable,-0.0383431840309031,-0.173715013715298,-0.0630661070078927,-0.0521182345835196,-0.133423735861926,-0.15879931597953,-0.130517853732362,-0.115289505683067,-0.108911540232635,-0.0835256656326263,-0.124878066430602,-0.138772852163272,-0.258975150839255,0.019302873344178,0.143953955891083,-0.0916613998704712,-0.0821775870040073,-0.170089304138345,-0.0955920172409397,-0.0297346708197107,0.0764267916141518,-0.125445017787321,-0.280243749483021,-0.0956775269726536,-0.227769035127922,-0.0912913813021239,-0.12572447231127,-0.393608703567308,-0.145053881529521,-0.191579455135389,-0.116752738074063,-0.0083861808760736,-0.184885078538398,-0.200744071915634,0.0096407241751089,-0.170952946981204,-0.164634865138625
stable,0.0422639086269124,0.0347817289414955,0.113539646495206,0.0177485645976562,0.307626760795694,-0.017825046899885,0.311949925478434,0.0751214158748883,-0.0106716294486662,0.135015734226036,0.0659396667996789,0.0424713310862528,0.257504517527357,0.240887911370429,-0.219856121689423,0.166172892436889,0.0377770746993149,0.259323293072568,-0.0763086981340432,0.255719689631335,0.147505917310894,0.0235423613580064,-0.0074668543779511,0.0797815588131611,0.309185388549278,-0.119683719415749,0.0329103753294417,-0.484412805861236,0.0087553901348075,0.0528160141916391,0.210768697809408,-0.0398645258513206,0.0210459314749196,0.0818429089144869,0.314166730618586,-0.0246088222750659,0.0052591639526486
stable,0.413373453953349,-0.522267263669839,-0.105936197166105,-0.562313329196277,-0.570009065964033,0.348641034525406,-0.445756012066366,0.0691876442348253,0.55452740971327,-0.0146105875189769,-0.288685138296902,-0.119534237267592,-0.129639527838731,-0.137518675544929,0.195496499828808,0.0820099035058239,-0.0171079641932058,-0.125571463900613,-0.0280642001405851,-0.297491225290802,-0.488449992739334,0.235258091501053,0.0514737483081444,-0.313980074110703,-0.0303845153361759,0.255563847382115,-0.16260695285482,0.0409144035043725,-0.148008671851259,-0.0871136623472922,-0.0774923876292439,-0.0147864256561164,-0.354615098846869,-0.150266568518763,-0.515489495481894,-0.0570931895129251,0.0407673539602252
stable,0.435717834362627,-0.453455443712011,0.0704234968608542,-0.384323030602697,-0.510842792346273,0.436595657302563,-0.127525873738856,0.0921657642892229,0.504958742914892,0.0291154541460383,0.0276784833177102,0.0660421056526506,0.0335730453018006,0.146703182776893,0.164305355371759,-0.0528477513671422,0.104458046715105,-0.0453569475988616,0.134765083916664,-0.163396657287431,-0.160368399888795,0.207693689361281,0.0200386251612153,-0.0474864096790795,-0.192339593604591,0.124051313234643,0.0043155564066254,0.0276874587829305,0.0196430306933623,0.0069755583158369,0.0814022760145945,-0.0304769059064734,-0.60905012724781,-0.0459020216148431,-0.40045323334438,0.0327413846964464,-0.0011075608070931
