group,CD275,CD52,CD3,CD56,CD34,HLA,CD45RA,CD7,CD49f,CD4,CD16,CD335,CD31,CD5,CD185,CD152,KLRG1,CD27,HLA-DR,CD57,CD278,CD11a,CD244,CD370,CD62P,TCR-A-B,CD309,CD226,CD29,CD28,CD38,CD71,CD319,CD94,HLA-A2,CD328,NLRP2
progressive,0.0183645840298204,0.0829361243357889,0.0932663573529854,-0.0767628936410322,0.285964952810945,0.0205197507414014,-0.0983079708804985,-0.0793001996011393,0.205077956166818,0.245442136930392,0.0157596355481464,0.0547204494016173,0.136447394234457,0.0183825353275254,0.19782520273175,0.274288549423417,0.136611381077086,0.0607377508227779,0.16354079035494,0.0803106872286186,0.0820464661805855,-0.0880915142943564,0.0932813220793961,0.147429696818912,0.243347138611012,0.17883383384717,-0.0889479297604418,0.215590205804112,0.205268670269343,0.0596872502398666,-0.0156291276093503,0.0011835865975257,-0.0357103557785937,0.133897956850105,0.115965717331249,-0.0713503665005513,0.148016567333453
progressive,-0.0626939664373281,-0.167411881172604,0.0870371591854401,-0.357435689646622,-0.042214139716037,-0.253875274281066,-0.563401690726946,-0.386808977726336,-0.068757398909952,0.204757077819028,-0.178907671759182,0.0902836939778642,-0.115751612334229,0.147092215817075,0.0595920327354078,-0.0082228232807605,-0.323646295918055,0.0588502727352573,0.0057733194267312,-0.591114252894543,-0.0282212199339871,-0.572595447467375,-0.321222447145931,-0.0291922202532105,-0.106659426179521,0.0487569565605387,-0.0643077770939874,-0.148055146813927,-0.241687786348485,0.0948090497561561,-0.097760713065757,0.39504781109629,-0.13504181423691,-0.520266939568385,0.0630253209112812,-0.358230917070253,-0.0381016846630429
progressive,-0.0248066397093666,0.0783154506227577,0.288810643617107,-0.208893361589585,-0.108741613269487,-0.102327648413049,-0.302329422700923,-0.418062490974995,0.227178206267369,0.215768439682269,-0.275908918248837,-0.363725785382115,-0.0190911874669987,0.41117292517287,-0.122070770944635,-0.0614587172444624,0.0704698607078716,0.101952475662414,0.0050492553530313,-0.058245555980265,0.136976292099424,-0.0324127324581477,-0.420646550005997,-0.0143667641019407,-0.0106390540099366,0.0493012189428141,-0.139122282465931,0.0520648604415242,0.186039653032882,0.114900295206822,-0.436437447741342,0.136285119481585,-0.142050065766685,-0.216226044195234,-0.0287529762068257,-0.19035013799843,-0.0926873644864746
progressive,0.093316384948591,-0.0075346765393745,-0.127921867430727,0.27999983371649,-0.0166904041336715,-0.0046915287144579,0.176402569942666,0.0481332660141964,-0.153151108296146,-0.146149240844671,-0.0020437390858507,-0.0989732266602146,0.006061902010581,-0.29636161730869,0.0558047755346364,-0.0432724186846314,-0.0860205062285722,-0.09002430463735,0.150775329437597,0.10803911161868,-0.197170154369441,0.0980137693818572,0.0417097267725613,-0.0395708371219784,0.013728788260781,0.0393824498412766,-0.0384893881236535,-0.154269412905317,-0.0886725136235369,-0.0993812019865214,0.0170744214024412,-0.0158457944729401,-0.0015014078162444,0.056814911630439,-0.0562146024602132,-0.0291542850375815,-0.0153399850513331
progressive,0.468624597612367,-0.0880918126724661,0.216020911067889,0.111040246103825,0.389588563899658,-0.094088961422959,0.0209171873939166,-0.109578151108677,0.117846157763536,0.23659332964708,0.0360948828272539,0.260751838764735,0.127461813696599,0.305125912516597,0.123555015543322,0.101181324044582,0.267946418538617,0.123736273988244,0.0372718152703914,0.263169986194929,0.305470557689496,0.15439988970954,0.0412288541125351,0.385506009004458,0.675205040552278,0.182633377204027,0.0481931890631156,0.351810840413979,0.196735590017489,0.192054345808091,-0.0470331369908775,0.0419181933681657,0.24016105766322,-0.0225294363387788,0.291566880859106,0.16100578662232,0.230744329522304
stable,-0.106333334940584,-0.442112553275746,-0.535889622960928,0.433307762141992,-0.0719587886255362,0.162023754610707,0.438989789464351,0.370705340619053,-0.19771831641823,-0.576856975700198,0.294348609362213,0.110898868205975,0.0897073027248897,-0.688030693311753,-0.0485620468673903,-0.0936036868564937,0.0001258730491983,-0.417408138018586,-0.0433769599839304,0.13848958527156,-0.171476324565242,0.539161770741385,0.392208110615573,-0.124664972146995,0.0796135377016885,-0.376525624070531,0.0537442563973021,0.0047416933156487,0.0241398954589328,-0.368190519111198,0.407078509102002,-0.140161775275587,-0.07795379364744,0.271143770450952,-0.0553011948456448,0.529413016734719,-0.0676869757958272
stable,0.11609936232599,0.0173134510398503,-0.0157849924916361,-0.0601813514378444,0.0005448862509607,0.0252449943232009,-0.0768078657709214,0.20176694186952,-0.0336134164167622,-0.098451334164793,-0.128657578146875,0.0138671961275621,-0.0705631024075492,0.0519650702521863,-0.237035252657586,-0.0276513877312915,-0.0519013532055088,0.174091372050138,0.0970453035895711,-0.0718955696299384,0.0614268438597221,0.129724286225569,0.208172935637016,-0.199323196197215,0.0892343270326597,-0.0929546103640149,-0.031228677622119,0.0370599415744471,0.113906366194044,0.0303190927609748,0.0057529178808333,0.0780599562885805,0.0194118920412293,-0.0441134879043113,-0.0612736715192669,0.249714833418136,0.0199975229561676
stable,0.0437706475423812,-0.009191621281698,-0.108362743219223,-0.146562954218188,-0.0197622223823976,-0.107490843655972,0.0186906836361283,-0.268228486399788,0.13639935628547,-0.131340752813452,-0.0438394584407839,0.0763880376982321,0.159470478312972,0.0242266123634625,-0.105642820754771,0.0665397505089798,-0.13594711741577,-0.0710498092849676,-0.0554407142886103,0.144372343857471,-0.178861433980323,-0.193557635032985,-0.0886458056462285,0.124279372698602,0.146035327054677,-0.185403095207106,0.092942852309986,0.0043363740267578,-0.0903090232599748,0.02516796864774,-0.132869158798804,0.139119177542314,0.0020377435700016,0.0289939593841979,0.102398686725507,0.163646270934833,-0.0783124500524233
stable,-0.120059824084074,-0.127647036259241,-0.368808638586078,0.389023154763846,0.0839023328574235,-0.247596294904289,0.3290209652046,0.520404027028519,0.0741318049030638,-0.273797713385223,0.263865367608431,0.260997073505094,0.134003778571305,-0.419040978758593,0.0367965554311605,0.0105347193195888,0.0653341380289998,-0.208962454823635,-0.352514013355535,-0.0770989636331698,-0.354281160895631,0.141770724382003,0.404360879258695,0.0027946060704542,-0.11770269346137,-0.231072047332601,0.0309769022264391,0.0512075811354915,-0.242373151700681,-0.381141062872081,-0.0647054909727569,-0.295598841702376,0.0529203789784838,0.282738205547838,0.0328496886754732,0.498347141579283,-0.0161068826381745
stable,0.019708739247355,0.0160143652954509,0.0965976020169818,-0.263494451329079,-0.0864890509841954,-0.228896171804204,-0.349311787160785,-0.109267728916891,0.0919455105888667,0.180406689833422,-0.069763718554686,0.187090168685736,0.0128414034955428,0.123095135785069,0.0231140462681278,0.0043883884335816,-0.0286383843560441,0.0557051069285484,-0.120172342684956,-0.159921588052779,-0.112516227011153,-0.23840120622603,-0.0719718483535043,0.146427612385887,-0.0470493309125893,0.120629433786256,0.0697720939458978,-0.110880415266387,-0.0792596627049904,0.0060446225775349,-0.219923931622439,-0.047747685302696,0.0277435270020388,-0.162701726798001,0.08838850644958,0.0528064983357356,0.042071597571122
