group,CD274,CD3,CD56,CD269,HLA,CD45RA,CD7,CD4,CD16,CD326,CD5,KLRG1,CD27,CD66b,CD35,CD57,CD278,CX3CR1,CD11a,IgA,CD66,CD244,CD206,CD62P,CD106,CD267,FCERIA,CD254,CD2,CD226,CD29,CD303,CD71,CD207,CD94,CD328
progressive,0.203101468045557,0.385208799561137,-0.161010668482431,0.0440457598339397,0.0727731341332346,-0.147601765733744,-0.0477217518147657,0.237192488797926,0.0319124618874564,-0.0103208125061509,0.528132863051726,-0.108931023142817,0.238362379122661,0.325221846615182,0.182343901451175,-0.345623314777268,0.0809023549675113,0.101648894397205,-0.306734556874875,0.234560620164749,0.122542713481396,-0.0692127456605145,0.0931432809318781,0.0535775661236734,0.21204643881272,-0.0727646583708576,0.114373073458113,0.0396131889105832,0.293475244309904,0.0980267108827462,0.0931853220033125,0.0581439308532,0.168900273272339,0.180493898802635,-0.219786990672159,-0.343685231794575
progressive,-0.180416733198507,-0.0432453231177751,0.390632217726342,-0.11418288118768,0.201192174730096,0.490449090695641,0.423399737035253,-0.19484032533593,0.128845400713019,0.183685846838389,-0.117955260359754,0.314567882709712,-0.0768655274771226,-0.131882793426935,-0.229497929940199,0.500560573674399,0.0161463514806101,-0.22006669896638,0.564962861656193,-0.048786075195903,-0.037659436873619,0.314255038017072,-0.105331356023382,0.0218606352419716,0.122651524625463,-0.0427037782667433,-0.0680696119662487,-0.0259304543397448,0.189818063709025,0.0567507681622731,0.125388618629081,-0.0008313602820208,-0.611312573412406,0.0302360336864474,0.490463486743509,0.346843754939284
progressive,0.137471407023744,0.185025453274066,-0.257691127615584,-0.0280623199577223,-0.13270003095788,-0.380973828643353,-0.552755800416402,0.223058278396438,-0.261905944469243,0.0270406022151899,0.404217433925232,0.0769823266765735,0.0767692056157332,0.0160524643446427,0.127100752376806,-0.137796426368805,0.157263465475028,-0.0337956803475114,-0.211258050601587,-0.0313431727680446,-0.002478162432469,-0.466944102610614,-0.0179554878173273,0.0663272361305253,-0.0765960437185209,0.105198329851781,-0.117385963733842,-0.0455093961753667,-0.12502644595808,0.0882080872112393,0.15089319382987,0.0565520681734277,0.242690546100885,0.0701188234554623,-0.122522284350403,-0.241080406866186
progressive,0.442072717430381,0.0252762611954174,0.126962820338657,0.277246679205013,0.0464165652423163,0.122424487867204,0.0153420446606716,-0.173987388055236,0.528126944132272,0.278639033971303,-0.0079288315452287,0.305992589560544,0.155578650894377,0.503909761040565,0.51825408466105,0.224265669766428,-0.0830631947247753,0.412078425628643,-0.027784919565647,0.467528983376511,0.483204965784329,0.188938765595666,0.357970202979216,0.240971463971093,0.383729066442977,0.236306261643039,0.332294069671218,0.462887729670064,-0.0673320987793582,0.302444766114717,0.0384115551210818,0.20706790360198,-0.176996931421686,0.245123030209266,0.352572275206965,0.236634840906944
progressive,-0.507215531948668,-0.0350865136933509,-0.414515116277229,-0.493331384427953,-0.148461823288174,-0.436227627130532,-0.154511968553185,0.0629244416529453,-0.359747718690403,-0.469471743135009,-0.217750112641889,-0.235998010239617,-0.198487241154805,-0.308797098899801,-0.0718136140362569,-0.316933548705465,-0.228758637925464,-0.497905441690187,-0.435236031004299,-0.381171151964194,-0.351955054800485,-0.287858558428091,-0.473382536899017,-0.508449193889195,-0.468413442296824,-0.456835568173261,-0.416993059881636,-0.243395773464466,-0.168242058922497,-0.489688900276773,-0.400400658393454,-0.452703732352144,-0.140117922720266,-0.463713797076391,-0.134498577540945,-0.557851469263366
stable,-0.193070838117793,0.494354622531821,-0.527826492233984,-0.236386198408685,-0.225837755464808,-0.474649067127007,-0.415499756116468,0.401055975008127,-0.358667788481054,-0.0409086332371304,0.523992318844528,-0.235850827021399,0.342267807593803,-0.0710544863413766,-0.0925605619505961,-0.276142958955133,0.0624318192345655,-0.221659027770151,-0.571104264434426,-0.210888857445364,-0.0980653678540984,-0.511664250330641,-0.177008097139214,-0.187897660237288,-0.218004414023673,-0.183731871471881,-0.216262538284339,-0.201968886441219,0.184747354219443,-0.293138440000864,-0.218003684466288,-0.152675530859662,0.0402739434500385,-0.0433845054266999,-0.499463414572717,-0.635507980047406
stable,0.0009052286587678,0.417473827635219,-0.520621997720516,0.0347523425482516,-0.0027216471111558,-0.27761501460422,-0.37435488899795,0.36271618367435,-0.249795484807517,0.142754364264594,0.519352643742226,-0.049043668642577,0.483956398713622,0.0574517692196632,0.0910099912654257,-0.199854405754938,0.515493370645393,0.0092615498633753,-0.453530256824003,-0.000426617851346,0.112068215706382,-0.312538683133822,0.0681056008161413,0.164111201182683,0.0512946479254524,0.0609672265784466,0.0310389992767665,0.0304887960159767,0.373814431712345,0.0851153314463344,0.476514422186725,0.0252765141134881,0.610192196068668,0.0550903620730871,-0.182590416318444,-0.417686703125718
stable,-0.135253611294723,-0.204450336981505,0.0386802345377978,-0.101748358219038,0.0120267801165305,0.365757756537665,0.206151908889214,-0.25607575295224,0.114863522924154,-0.123412579178518,-0.139053345231111,0.055864084196225,-0.227229370371301,-0.23922188907373,-0.199717739348849,-0.199330350853466,-0.459034749512237,0.0311187815683096,-0.101262193988293,-0.159255464425675,-0.0644321231661781,0.213542726908333,-0.0687647131527103,-0.091291441542917,-0.1112005206906,-0.0817311633176629,-0.0081466159463617,-0.219359247729009,-0.0254258259115455,-0.169469323178074,-0.116083146792927,-0.0817937741848286,-0.41708829684337,-0.31470104796824,-0.0441884841535906,0.011890534539533
stable,0.015572164464402,-0.502666952896531,0.465402966505516,-0.0634664812788414,-0.384583400431488,0.343105601961526,0.297816267511829,-0.49784379170458,0.297518767804208,0.0272306502699469,-0.685924309213174,0.128439282715033,-0.390383286300799,-0.0342200636932458,-0.060945761879854,0.0289674273237067,-0.417016239762474,0.0239534512547092,0.173928175501412,0.0544181770097747,0.0177575278663424,0.336354047836072,0.0509857619125584,-0.128655451474536,0.0690141344545636,0.145231252314549,-0.0163467802171507,-0.0578616310747514,-0.488939866017549,0.0202065982169856,-0.352991204105682,0.0518603104940253,-0.354497212498851,0.153060842677602,0.383757496935586,0.520829744014637
stable,-0.0098024927925031,0.37906288223757,-0.428070784799802,0.0465707754675085,-0.0024609201756217,-0.40172847962007,-0.531032025289482,0.380692209147028,-0.247235751094276,0.0771398909342184,0.432014314945529,0.0527694975906856,0.223796002848291,0.003107102882357,0.0683556269853688,0.0842297186874563,0.121283206378359,0.0143138548998895,-0.329397934942872,-0.0051860767951274,0.0414290365961851,-0.301494073632061,-0.0056129875622678,0.128827593255055,0.0923030783133732,0.0045854358612424,0.0344860583495529,-0.0031561748561612,0.223717070682014,0.0455577402411435,0.04386020433353,0.0927481312106419,0.0155402095155672,-0.0166121798071459,-0.395077495288837,-0.49400409292025
