group,CD3,CD8,CD56,CD45RA,CD7,CD4,CD16,CD5,CD195,CD161,CD27,CD95,CD35,CD57,CD278,CD24,CD11a,CD244,TCR-A-B,CD124,CD2,CD38,CD71,CD305,CD158e1,CLEC12A,CD94,CD328,NLRP2,DR3
progressive,0.0781442469984896,0.0706801058947047,-0.379899407972651,-0.322765628472535,-0.253656591874854,0.0136037859626631,0.0416439339687531,0.224107224160284,-0.0590555570717857,0.0995870233059868,0.190128749785204,-0.009810319660221,0.121266574445631,-0.305614536147555,-0.0222509904887553,0.219993572402927,-0.363771078143713,-0.142637838604472,-0.0121734314486844,0.0933905100657206,-0.0564879494923175,-0.0850841609782809,-0.0468256447646134,-0.242299614263601,-0.112267348985808,0.171325423148277,-0.281605227037372,-0.420263611360823,-0.195157092864381,0.0195700982699777
progressive,0.0586049621810547,-0.0526082309722409,-0.427194641074254,-0.514499922446229,-0.540842392608966,0.14406698435545,-0.163338345985495,0.104279753792267,0.0953198425920171,0.0160415816219827,0.0792628252238621,0.0549695502898259,0.188351090514904,-0.443866398755682,-0.0357974733827518,0.167663166407721,-0.593813075948774,-0.313980456591193,0.094497479099379,-0.129039880896391,-0.217369441861166,-0.0778003211612846,0.623752124322567,-0.129635450726382,-0.146629098956835,0.0219459605952512,-0.496402406524305,-0.403461501041738,0.0888391666768358,-0.0364525347258529
progressive,0.453921731779546,0.133465480735951,-0.218594393137189,-0.476736111817196,-0.522992113125375,0.203959766904268,-0.304022136673749,0.494374274978285,0.0244212903757948,0.0703475129237971,0.127175867753779,0.0407831725213468,0.173493575394151,0.0142586925937485,0.15652042048244,0.132176993801529,-0.111171907072111,-0.411003420446433,0.137774829071517,-0.051789000949735,0.0588372562786207,-0.474114199507869,0.0822131130121627,-0.119018417958801,-0.0559079809145092,0.198983779551846,-0.203815815511185,-0.206782637738363,0.0109056344249864,0.0932557040879189
progressive,-0.225539578482363,0.0717276765760124,0.300056368281832,0.220639886561303,0.132272899286319,-0.221432364369817,-0.0102744832471763,-0.32956889851131,-0.027505487433852,0.245954095348144,-0.100503980414352,-0.204873929255608,-0.175624922725841,0.0358507610341814,-0.305840449550214,-0.0067417605181211,0.0634081111771818,0.156324400861893,-0.0870881355108858,0.0796890617592751,-0.247039346096612,-0.0313194842463483,-0.251165581927711,0.0532739313521926,-0.0447662505143127,-0.0457512292591147,-0.023907730069705,0.0984280950469055,-0.0728366226630348,0.051133505401714
progressive,-0.0663184526429252,-0.301028068628517,-0.211737378212812,-0.142628676580271,0.0256544687671523,-0.178200219083545,-0.433538963787758,0.0169621277554939,-0.118046703245186,-0.0963403743804505,-0.0809632410046536,-0.418914976698386,-0.468260716814747,0.0609715618952919,-0.111922409251807,-0.45646125564059,-0.163751865495892,0.0280950944252963,-0.268352286117583,-0.222457356315643,-0.0951314714108404,-0.188539625713764,-0.248830681399527,0.113132715864221,0.087007773186235,-0.44721659060188,-0.21684967726354,-0.030870225448826,-0.238490327477379,-0.0290257075969215
stable,0.288932701414718,-0.0708847737342299,-0.102495278098133,-0.264445577157421,-0.125616892618035,0.147634878145767,-0.239085196928605,0.10474057737054,0.0460881365702213,0.0472005629477378,0.237341416163288,0.207129767669238,-0.0166892887080026,0.0464281415221247,0.303557934351693,0.0071634369110438,0.0033318162076272,-0.15443685473559,0.0999759467576339,0.0744690880829532,0.10344955646072,0.0425263575835109,0.0492478554370696,0.0055216410539379,0.0497812388703763,-0.0049997258104598,0.0042782433487535,-0.109026201549809,-0.0587355199267454,-0.0884264821492946
stable,0.27050920058938,0.129778896883562,-0.433717768158802,-0.201261381268092,-0.196975755772004,0.128871125469388,-0.277291059039529,0.402535155962129,0.0445159321635032,-0.156907486074224,0.421935917849938,0.156883320645363,-0.0226646738822559,-0.215582626443067,0.469032668086893,-0.0830650235598633,-0.260288405282468,-0.222882275808062,0.0765494243047187,-0.115267387694879,0.280403352930957,-0.148722719420191,0.447382408067873,-0.11829297574274,0.0740232399197946,-0.0880631730586835,-0.215329939639369,-0.353387995440455,-0.0614006400629107,0.0140046549027028
stable,0.167494820801866,-0.158743237716124,0.161242512327722,-0.160894770027876,-0.175197259818755,0.257793732585577,-0.374323980538351,0.319810612941613,0.0230969031154737,-0.118226020075362,0.226883749339338,0.104763303389004,0.168422457530074,0.0286492640011316,0.243845608441311,0.0141043828528195,-0.0442524388166831,-0.15184550191835,-0.0016798830734561,-0.0111367619738632,0.341076594325983,-0.129045240567373,0.333549481372089,-0.105096242149217,0.075928725812932,0.0970468906075545,-0.0265226568246429,-0.406549489587933,0.118077487088044,-0.0346495527490054
stable,0.556076982839058,0.0979809881319144,-0.53535557828422,-0.588292595115289,-0.474811319212322,0.393698135188484,-0.531802224087428,0.629434860534009,-0.0793176469192927,-0.242628882481318,0.373179415134796,0.273746944192888,-0.0827546066625544,-0.159135859196802,0.342608503311858,-0.051975443460715,-0.414228197233977,-0.515946749076709,0.342438891468826,-0.031567408792105,0.5251955772612,-0.302682627941339,0.212691958179863,-0.430512962018107,-0.173590809236471,-0.0265969532988316,-0.346624906345919,-0.527518564416566,-0.0426858889419406,0.0759474391050101
stable,0.197973010407025,0.171000170720666,-0.147082550349286,-0.0722977038778044,-0.235520914072521,0.222994620139559,0.157033571830379,0.301380654721303,0.117820344197415,-0.0069946638473081,0.0575721491901138,0.0538640063396017,0.170605842653796,0.0156664399603373,0.0908648860101115,0.0761626723209979,-0.0242568580614717,0.0977403677848055,0.124119865764226,0.0775165539911834,0.131115582649688,-0.11512747995352,-0.0496143306299116,0.0300841864000189,0.0641303596195006,0.150623503793449,-0.392956506449968,-0.0530471749406338,-0.0086984975862433,0.0024526296850709
