group,CD52,CD3,CD56,CD90,CD45RA,CD7,CD4,CD16,CD324,CD5,TCR,CD32,CD223,CD27,CD107a,CD57,CD278,CX3CR1,CD11a,IgA,CD66,CD244,CD267,CD254,CD2,CD29,IgG-Fc,CD28,CD38,CD15,CD71,CD158,TCR-Va24-Jz18,CD133,CD158f,CD257,CD94,CD150,Ig-light-chain-2,Mac-2,CD328,TCR-Vb13,CD82,CD88,DR3
progressive,-0.0012772195482383,0.358706253307657,-0.222334086437486,-0.0090387282005155,-0.0587661714461596,-0.0698213941693633,0.188433582568237,0.0029009250813167,0.229187221514036,0.493131995812374,0.200891625504569,0.155399604746599,0.014125227701829,0.125333130481178,0.00733522136816,-0.137064803862172,0.114510911940619,0.155680259757518,-0.150222049932721,0.0730226622059146,0.136061039077964,0.0283617527346272,0.0433217254748151,0.17215366184179,0.175057465941943,-0.0780554753424348,0.111943790478462,0.331515737817453,0.0040602691198922,0.114051586809725,0.0673904618966236,-0.0706026047919242,0.231718631032688,0.288590824838721,0.0930368391208957,0.0251374491478611,-0.147139983503878,0.150279135073245,0.185163413644571,0.259113910787359,-0.164431878777028,0.0504565023174303,0.149268292311469,0.212707465684744,0.106356727452414
progressive,-0.141913141691878,0.0322617651860007,-0.418975989462973,0.0025387768931396,-0.510382070033073,-0.416623447878826,0.199527712033997,-0.171453185435883,-0.070790182180462,0.116690446446515,0.0291475378999818,0.0608317713506253,0.0865410437208561,0.0626948708446044,0.126886529484411,-0.477398440237433,0.0053536416950447,0.205848210585561,-0.578692665437019,0.0186755792424288,0.0191615832061939,-0.339571748052223,0.0219770681455411,0.0659883634336438,-0.200822042483713,-0.147861826086801,-0.0257344383575519,0.14979697413642,-0.0719610492825978,0.0954033782251185,0.602220939234829,-8.8360817846385e-05,0.0242521655616698,0.0943501416420923,-0.0723370529789611,-0.0990873102029726,-0.507616612526773,-0.0424706355197578,-0.0082324839374574,-0.0108660488202005,-0.381975977353789,0.0704413391563047,0.0324511843741932,0.229731832233376,-0.0167969343294392
progressive,-0.0966201438163841,-0.130357179912892,0.271167872879187,0.0233828632639623,0.336713198488244,0.454853100682148,-0.142105899394131,0.121684169319281,-0.0982163455882784,-0.27087530000378,0.0721489624240384,-0.145520918975263,-0.110717102360721,-0.063495102479385,-0.0824990265196087,0.0704278640670863,-0.249709321122647,-0.0464684035293842,0.130029705921159,-0.0194292988050529,-0.101516963928253,0.252908749263118,-0.0928466618202454,0.004004935430959,0.127486357041815,-0.0987193740091521,0.0141732297975335,-0.19656195395754,0.264188702082206,-0.151708491664274,-0.316690564193304,0.0396045495776154,0.0719303215042026,-0.0127392642194029,-0.017872403846221,-0.134605504674861,0.1257926792384,-0.0868031876487016,0.029757655854712,-0.032343995749564,0.0328499651708642,-0.0889364980526136,-0.0844333862509923,-0.186734510053966,-0.0524281611578842
progressive,-0.17201462529433,0.0465208108915329,-0.34183232169148,-0.251336574093094,-0.242540549628533,-0.111957042968288,0.267611407441665,-0.499788093306032,-0.198615624066849,0.087643810578425,-0.385355708864832,-0.40476929998469,-0.292168593854032,-0.138892346268273,-0.338645023157683,-0.320329072621236,0.0935147370896171,-0.365014670851036,-0.177295673773802,-0.472748162293329,-0.405243630512125,-0.325087825914694,-0.284732449334517,-0.464992628384979,0.199644267858175,-0.174390501607822,-0.230207150937673,-0.0084120725585397,-0.0854731067870885,-0.335827245520508,0.110619906204333,-0.373703859728798,-0.366484303656501,-0.27084051127962,-0.372119928821368,-0.208703445602136,-0.273196758907855,-0.21851522311717,-0.401470837650511,-0.366779675652501,-0.333959867176588,-0.2574434404443,-0.30600830044187,-0.313145316905445,-0.405255229599601
progressive,-0.0484065765504328,0.172203950305301,-0.167729733954517,-0.20563236284543,-0.14544080600332,-0.114320994074033,-0.0194108083546369,-0.301940470339929,0.0394150295399716,0.0251385787529437,-0.11938069311623,-0.152350427391109,-0.171964198952713,-0.02610512886062,-0.296552623371001,-0.258614280956079,0.0682927004998443,0.0445554346608089,-0.141971606098731,-0.190262210296097,-0.310440327935947,-0.10299469566054,-0.207122884622236,-0.152914419699536,0.197937361819263,-0.078102920520406,0.098074068853404,-0.136705566615587,-0.208048044052856,-0.114491601417792,-0.126122870940799,-0.0906460282412636,-0.257315897428408,-0.0301779357436603,-0.0804531833394965,-0.0007061513464052,0.0847858814883454,-0.124897229003476,-0.192400185653374,-0.0658678660275111,-0.0893141552656154,-0.0601577346269833,0.0339367646716977,-0.22702802564085,-0.0067487113465393
stable,0.287173215988903,0.425984144812873,-0.359845227268903,-0.0018298169488469,-0.349818863412266,-0.305415310525281,0.464220953050074,-0.356607129268706,-0.124809225641087,0.595643304439581,-0.112512069164022,-0.0828164730090859,-0.0818269182488613,0.290152300175009,-0.161431802435559,-0.231638027024065,-0.0842500655348581,-0.124767473547297,-0.580010324008609,-0.123988789236321,-0.109216387910078,-0.402810527517602,-0.0120234930386909,-0.146084624139637,0.217365897094607,-0.205466334389439,-0.0510006079356298,0.215665996781213,-0.472883970631715,-0.103448143130943,-0.0611879999479679,-0.159794681367244,-0.0362001399990366,-0.0254233755838028,-0.033711881583542,-0.0841914470525797,-0.393749181923046,-0.0543361018959797,-0.141195630061372,-0.0268119500513856,-0.553182265542809,-0.0624412089828488,-0.027297677155056,-0.109577710822607,-0.0534957465194008
stable,0.129852715297929,0.418038000853597,-0.445442971852861,0.0770531280018142,-0.340435483768935,-0.39302666322396,0.340418225943937,-0.245781810290552,0.0878783185399408,0.610346171056884,0.087302672393862,0.0879862562882468,0.24143203635694,0.445934607843982,0.0347739764193683,-0.10141285589713,0.575867507208401,0.03661202651005,-0.461150939783787,-0.0615187775837625,0.0753407063944764,-0.379487058212622,0.0627031134133294,-0.0038995101264464,0.362569664351681,0.477677102027553,-0.0638551484951926,0.46530945857853,-0.0711990909132585,-0.040273459183295,0.571533032508689,-0.172408016384458,0.0469482314709328,-0.143410363069989,0.124022046985248,0.118451094594199,-0.176678692821998,0.137884463365354,-0.0893021107079524,0.0572887260000042,-0.472653102727285,0.0168978650760392,0.0679606418296185,0.0925344566642999,0.16133009517223
stable,0.406308159588358,0.570054689085132,-0.25634679699801,0.0871724121863049,-0.377326658967716,-0.350697215639743,0.543446158380296,-0.540450358572404,-0.0343136570907846,0.571532202970754,0.144706826694806,0.0085333651410466,-0.0335458637914642,0.637530909744533,0.11991422515118,-0.307267780077269,0.390846846395796,-0.0445716702155327,-0.211315946812939,0.139969408433399,0.189458442082167,-0.428843664891509,-0.0182828151944399,0.112567199764135,0.51108784861518,0.267094812154159,-0.0046211802339111,0.497119513296437,-0.399487457579376,-0.0365218661197533,0.185192151005979,-0.306155268780873,0.0193774966618474,-0.223810714679174,-0.0074995548852176,0.0813578540382916,-0.288544503687391,0.182310794063556,-0.142110428625808,-0.0364578312717474,-0.54817595694855,0.170227262560102,0.112596217271442,0.0020110414815791,0.0395238998270701
stable,0.460213022270011,0.650560456987186,-0.45947631973597,-0.0652053919438694,-0.533645889119643,-0.546005892151515,0.395860458836165,-0.55297348608597,-0.0430384259993036,0.649892188588738,0.0313056388444023,0.0192211036989552,-0.0411705726928961,0.363861999592265,0.0107355006986936,-0.0441596689266107,0.398787108122505,-0.0661390683869306,-0.376447152445904,-0.0171498471568027,-0.0074600048780209,-0.479225057160274,-0.166221163038178,-0.122389532198868,0.505838836759731,0.136482633268277,-0.0457582718557959,0.426931199607708,-0.360357608038227,0.0145324665279981,0.163688962077285,-0.108078256792397,-0.0170055739733286,-0.0540175443899757,0.0314873582529575,0.118260589923706,-0.330564030756503,0.0575675125517451,-0.162824731118537,-0.0510723069128627,-0.567174743255509,0.0894664143362954,0.0440533046010874,-0.0093027965567185,0.0760514220347066
stable,-0.128024176640472,-0.0954671963699904,0.0887041109589377,-0.317318495015774,0.0410790242375622,0.2379794876321,-0.121945504351511,-0.0930959495997126,-0.17142137692885,-0.13234015613229,-0.143467324574987,-0.157924541454568,-0.128780260910576,-0.119775826509634,-0.0846190370239312,-0.123813242699103,-0.182284736610757,-0.202878863763969,-0.167036000452396,0.0081081592422616,-0.0783174040756515,-0.0256888727660122,-0.113028439655788,-0.0949674521975755,-0.0521520490025552,-0.218058938604622,-0.0352741062590921,-0.184980130440169,-0.0590469712535757,0.0099426127340333,-0.0646739508760701,0.0751438991797043,-0.153996506475997,-0.121565826883406,-0.120643212234641,-0.224858753812062,0.19939781152739,-0.114919147282547,0.0349824582811731,-0.167519890107419,0.110020569329431,-0.112860196855714,-0.0661562611687255,-0.104772118901777,-0.0301440345736733
stable,0.103619788296449,0.257452129776282,-0.436046575374513,-0.0336661088688065,-0.176309971350874,-0.418548033889098,0.322549844441507,-0.151966816352086,-0.0174992972671566,0.424171694209506,-0.0742654211756297,-0.152548194913718,-0.0320160441098125,0.208002173759352,-0.116107875824608,-0.0531307369331976,0.203880601956234,-0.0556684333308107,-0.151747985434428,-0.208090609742032,-0.145602466901167,-0.33459620482218,-0.139677151279055,-0.100685259843305,0.179416055337341,-0.0220758012806167,-0.0091325907528811,0.0390877336052636,-0.0922713670763584,-0.135144605420583,0.226351493879709,-0.120219018282726,-0.0399215600735582,-0.0227580009567489,-0.184933353526047,-0.0732723268958635,-0.506705367318386,-0.0339943698866387,-0.208670529223202,-0.160238330260995,-0.458651166394712,-0.0536662320063713,-0.12955200365282,-0.0503550302125926,-0.0250634796673328
stable,0.19243453927476,0.329379870564521,-0.293109530516879,0.0135839253769682,-0.16282336979441,-0.398208505728447,0.157559441108174,-0.331798233490701,-0.104870344545086,0.399852175369538,-0.0853499291834214,-0.224216276207995,-0.0009814116634434,0.133600395332777,-0.143755589905947,0.0525562229579382,-0.0293361131428155,-0.135946270964956,-0.265978266317727,-0.130195262249515,-0.0627355885495733,-0.0261973873652659,-0.0951261299271789,0.0580035743153294,0.467663505875603,-0.0506287533359997,-0.0162946199144476,0.143129723515268,-0.210884023626787,-0.0830233793940003,0.014725140384177,0.0085726403443157,0.0077722933662001,0.0001446662818799,-0.134217162050029,-0.0859198081013752,-0.559442225103387,-0.0426209058009135,-0.125231615143575,-0.0469539609991619,-0.510140177694689,-0.0833208492881142,-0.0414947637834739,-0.0971214614807826,-0.0750295243533517
