group,CD275,CD112,CD52,CD3,CD56,CD45RA,CD7,CD49f,CD4,CD16,CD335,CD326,CD5,CD195,KLRG1,CD27,HLA-DR,CD57,CD278,CD11a,CD244,CD62P,CD163,CD2,CD29,CD303,CD28,CD38,CD71,B7-H4,CD304,CD49d,CD73,CD158b,CD319,CD94,CD23,CD328,DR3
progressive,-0.273837901751679,0.0528468967251118,0.119127860901603,0.240668080176208,-0.277079169832697,-0.0690358083280602,-0.0604090503810887,0.394693740100998,0.271213572927305,-0.160227533392099,0.0413418790489488,-0.0970922711357087,0.307825640196046,-0.0598521995637075,-0.0175766838595024,0.239990834072032,0.0074739040083769,-0.155278099821966,0.108184649938914,-0.242718025777421,0.108204670843435,0.116728698909557,-0.0296691091361597,0.344921351179647,0.179490117153294,0.0212850594787696,0.0432499950707846,-0.133663128706138,0.146116231269968,-0.0454566351499657,-0.0574593681477602,0.0139974501270211,0.0580486452238636,-0.127333512319806,-0.165564927757561,-0.12449426509442,-0.091910863441704,-0.217979545205725,0.118249343340275
progressive,-0.163252958652435,0.009596193862565,-0.0882490479338934,0.120283761390311,-0.227620211500223,-0.355758982793567,-0.0946696957853458,-0.0656828163623663,0.183562072045465,-0.0771652645054872,-0.0103185163993346,-0.09691629237572,0.163936026381601,-0.201559077294864,-0.117256631548279,0.0711928039668333,0.0103610870278316,-0.413970480223123,0.0681618734973177,-0.302760737292024,-0.241825298975099,-0.190847759738839,0.0775503852684255,0.0230053475426324,-0.254681083212677,-0.07885109052833,0.0397221701000799,-0.012634200761351,-0.0090717487134971,0.0222137050471044,0.0173469420734096,-0.160047929400438,-0.0845014163930624,-0.155642303985313,-0.0545368921632677,-0.352068113148583,-0.0767913245536375,-0.172666192185594,-0.0296056661056948
progressive,0.043157923866029,0.0979481716027574,-0.0231725529372674,-0.189107944312684,0.253727961715098,0.368827814884867,0.485528449557328,-0.132379157456603,-0.236421083716816,0.296618196501006,0.2088704697922,0.0159006385563084,-0.331721446248238,0.105913511264612,0.0565882826521688,-0.0130066228384546,-0.0048752470005697,0.171977430434125,-0.100332282215226,0.202622705833904,0.457553710300036,-0.0516109398652836,-0.120091672856404,0.115714247432787,-0.0657286283325432,0.133617393576962,-0.0637999404979398,0.420545111677556,-0.0984388231437256,0.0340169691592211,-0.0438325036863649,0.0842427237501137,0.0500764170848082,0.17408301611464,0.172062135945724,0.208051183402873,0.0685602820085364,0.16083027227166,0.0342546130439498
progressive,0.389449825719711,0.152648215653096,0.152010695757666,0.0309438693414544,0.279266824273622,0.165739254088289,0.0478977790364396,0.0859306422487129,-0.0331041542974531,0.192036636753243,0.197684796123161,0.21032185700985,0.0435319928560307,0.215219275553181,0.077290881375683,0.126047837791727,0.263218295249266,0.109731420270008,0.160125516985879,0.11211776184485,0.162548693520064,0.264255389587223,0.133695733454426,-0.0014712108578617,0.232173184296432,0.286994398086464,0.145352788627791,0.282208384501883,0.291967161745527,0.184932134672023,0.257568528366289,0.309387927812072,0.132352328091476,0.170606793688937,0.298804836109084,0.145046858018042,0.295678327973365,0.259866096564521,0.394708858728609
progressive,-0.057788843324071,-0.379912919709409,0.0501006498710571,0.16515370248335,-0.28720258255095,-0.146072745199511,-0.209393437152303,-0.101721467238617,0.117139729226244,-0.130920944452778,0.0909268564740121,-0.387230417749014,-0.0032385158852644,-0.360920359285267,0.100325417550149,0.0187047152174273,-0.0296995230755742,-0.35612509514379,0.144096972090414,-0.283358713710814,-0.340176766238813,0.0006870091061025,-0.122260532993182,-0.119501667248059,-0.260856363094574,-0.368855624008047,-0.0139851445455454,-0.184374907191935,-0.0098768906099112,0.0227795159084641,0.117589849691159,-0.0966033654636056,-0.0740655774692808,-0.361695439762808,-0.399208115718332,-0.204614128390085,-0.0369306404051537,-0.368624997500203,-0.0996059804294787
stable,0.0507567455475059,-0.064246834925633,0.380411422342533,0.554801743665673,-0.482410235307217,-0.481517261416611,-0.405940898661111,0.127508653389481,0.529205945965322,-0.360019620964659,-0.176222262511222,0.0520668668198818,0.64743024108326,-0.0004818290892733,-0.0761213832986194,0.414409816033316,-0.0140477679924746,-0.19147005770465,0.172334648379369,-0.567316626651329,-0.47307157080644,-0.117568159521863,-0.0051985281742729,0.279050540635538,-0.0899222750201773,-0.0109898332223807,0.292700716572335,-0.43548414673845,0.117426189987569,-0.0160836280257504,0.0505659686763081,-0.0592627130175716,0.0283485570409931,-0.276008200029174,-0.0081474419766842,-0.337992522271663,-0.0203990220013361,-0.599181531272056,-0.0670588739060485
stable,-0.023444769081656,-0.0053429882984357,0.133609338353781,0.421351894426151,-0.312568618693877,-0.219248615387748,-0.223032404516961,0.313191317142054,0.426852924230371,-0.178013505831473,-0.231694235366298,0.257183781779045,0.479633232236052,0.109528264491628,-0.0800946658886017,0.304995284530511,0.28253570869169,-0.153294857909418,0.482786822900421,-0.347310422161133,-0.39286440219122,-0.0103211368242721,-0.0467457466711104,0.408014572763188,0.430954172062223,0.015057919001416,0.275374486796603,0.0871616019949496,0.571287724399068,0.0113180502850217,-0.0650361470800796,0.302562269251079,0.0016965120003181,-0.299918772896859,-0.12163614690454,-0.147907578213566,0.0162698116446557,-0.429268029726992,-0.0082445826320538
stable,0.0365254599059042,0.0046412850395062,-0.0508185972433147,0.179639902449992,-0.175504946381683,-0.358604039092996,-0.303699678450935,0.146176973391966,0.258624492689961,-0.0338991161199085,-0.201162728041123,0.0485218970590489,0.228485627040914,-0.152451002764661,-0.0702692882971383,0.16600507328071,0.114572138943581,0.0986155603362928,0.438749834407358,-0.0997571173396778,-0.196695868063918,0.234130997470176,-0.0273035525342329,-0.111964668689001,0.0555159483083815,-0.0140252503217223,0.0657992398935815,-0.0317993200207866,0.503571878697464,-0.0589431658598625,0.122602496944292,-0.123404375031091,-0.0442690781825769,0.0737670300757971,-0.0945255278163623,-0.250223370126809,-0.027780092446049,-0.224740666229779,0.138125206921012
stable,-0.0264014051643631,-0.101063730945869,0.121429019473878,0.0638425649268361,-0.0506188961820188,-0.179755101403966,-0.262371408817331,0.133041908073918,-0.135085197121604,-0.172678180695672,-0.126037261452607,0.0116542495523974,0.0352125219468305,-0.0484143303785762,0.109881561319464,0.152372345120275,-0.159415153931659,0.0055751234405881,-0.183024797687413,0.0390939366945007,-0.149494965414226,0.127466940047481,-0.0001659147497828,0.0632623202424716,-0.098601136441139,-0.0965679770407004,-0.0173945682505021,-0.302965436920427,-0.236129779883391,0.0049740441549146,0.0796209442795123,-0.247649580093833,0.005598504507795,0.0664788040140656,-0.295448455042623,-0.174843576363827,-0.0116857661672103,0.0112124804475428,0.0704448075579275
stable,0.187281351113026,-0.0340274733138224,0.301040607406429,0.406092134119855,-0.403527966071537,-0.338047326481889,-0.561813056456464,0.16520262192322,0.481572009472618,-0.0579328756024322,-0.230917363555487,0.103436841559969,0.488739888230465,0.0164783820795526,0.138893668965076,0.229777243402987,0.0089063362753799,0.0483138486211471,0.19437008240353,-0.228216186900389,-0.20877846935688,0.235170003844837,0.0983658967037568,0.253560985127169,0.133476433578387,0.0825639741372391,0.227375734055924,-0.206862087059161,0.0669403833220417,0.0648983265644699,0.0844649074311426,0.160626288368573,0.170436469779831,-0.173504260769924,-0.0135358631206952,-0.545223671180524,0.0020257089828326,-0.425001927965167,0.107023090369479
