group,CD52,CD3,CD56,CD33,CD45RA,CD7,CD4,CD14,CD324,CD5,TCR,CD32,CD27,HLA-DR,CD66b,CD57,CD278,CD11a,CD79b,CD244,TCR-A-B,CD2,CD29,IgD,CD28,CD15,CD71,CD49d,TCR-Vd2,CD158b,CD133,CD257,CD94,Ig-light-chain-2,Mac-2,CD328,TCR-Vb13
progressive,0.0413075436170761,0.143744818839956,-0.155186223745403,-0.0429333393553703,0.0753330091613589,-0.246453524787796,-0.0871743803924463,-0.021017394300141,0.0578578466606669,0.300448484334084,0.110482390377094,0.0172806322831791,0.169557141854404,0.0201181587134133,0.205862458844884,-0.254106753529539,0.0184728707019704,-0.259310675899945,-0.0780061941599021,-0.211707401407764,0.000278657814092,-0.0837755145116222,-0.158951367449629,0.0507815477144814,0.125390208830811,0.164313323599876,-0.0684384291965163,-0.0297979379057982,-0.0021007735463039,0.0288094576332566,0.0593122351242629,0.0376470182608251,-0.10308148024281,0.110731283821308,0.0359242460924781,-0.20209416458641,-0.0349875678337706
progressive,-0.152296731762553,0.048637266020764,-0.380781570106584,0.0304128459060193,-0.504593610951565,-0.390856418649462,0.214777137837907,0.0454712542325578,-0.0814657327780632,0.132669105486745,0.0360201857324003,0.124987136593493,0.0686550718241788,0.0445384415413095,0.165598015634565,-0.495612330650986,0.0177046204623705,-0.553555236105656,0.0456513596254827,-0.337341814048111,0.0889571055666948,-0.161649398457399,-0.132122546407517,-0.0359430563499664,0.191648205055331,0.139687676675622,0.609911045904017,-0.0790278504952687,0.004780696924835,-0.280138257253566,0.0740218567791031,-0.112948960726919,-0.48629400621481,0.0003836570261779,-0.013537830017636,-0.354370530753534,0.102727674257437
progressive,0.158591336227596,0.274952653576346,-0.377059307095883,-0.030229890483999,-0.173085767855066,-0.31795154429246,0.0929585466292907,-0.0910326429302296,-0.0672054892139136,0.168673694791511,-0.118106847719587,-0.115744073628933,0.043733815412359,-0.0785335098956113,-0.0981151748039776,-0.0874367696785215,-0.0314123974848061,-0.177300211722747,-0.0447917144899959,-0.357854883128204,-0.0465897423840481,-0.0811349903140525,0.041048597246412,-0.0739885641898373,0.0111563067550007,-0.0083283649920422,0.0332056840822861,-0.111778721724412,-0.0316649672835323,-0.273710861481255,-0.208620915665761,-0.0789667153518881,-0.244272590297852,-0.111782839539609,-0.084394860527541,-0.306128599912648,-0.135655894873684
progressive,0.116692327352584,0.408414585550421,-0.347707566902128,0.0044965015205366,-0.319605626245411,-0.0916357418646447,0.531877723890849,-0.0159726514519869,0.0022870778110729,0.535408093581916,-0.0113112465702693,-0.0555938942880518,0.183976373716672,0.194878376702204,-0.140685659778763,-0.175672820063423,0.5144700518375,-0.169310485139758,0.0219618210689141,-0.167853752261415,0.173626030857923,0.430651642437885,0.168085426855795,-0.124971969017312,0.388502589939325,-0.0232522199761493,0.415048022306454,0.188225193295798,-0.0155110552583284,0.0005320392735656,-0.0984540507656384,-0.0309840122469069,-0.0585039262889642,-0.0854666967124814,0.023922490997158,-0.152969323921113,0.0702234894860025
progressive,-0.39942484292943,-0.217997616064698,0.289541312148509,0.0112806086713638,-0.0427822835821194,-0.214690638386337,0.0246170185424699,-0.136592277468584,0.295229463841876,0.0237277401494622,-0.0813132632173029,-0.142333456138406,-0.195296237106823,-0.121435980976721,0.0220723924931883,-0.0080192893587973,-0.0930182886734818,0.0398381863267294,-0.0734227675510731,-0.0101600782486187,0.0291828846916267,0.0753972511313444,0.110132509377355,-0.0917588846523363,-0.161779155388781,0.0433778473709015,-0.181734787222367,-0.095722005335557,0.202857468703742,0.0213082931419133,0.0730431924421196,-0.357505168011871,-0.10623661704483,-0.0173985443172466,-0.149372821828977,0.147573233433011,0.0521716488922889
stable,-0.45889953326986,-0.389516377127561,0.219131208119976,-0.177300794252158,0.202282538246061,0.163082432143322,-0.523542098590005,-0.209292431894792,-0.0092841541609547,-0.563567584050836,-0.24451158952319,-0.194414845873984,-0.290169247362254,-0.0741535783643869,-0.0774322543959051,0.0111599232261604,-0.0318668650816758,0.354359172252694,-0.25049708983765,0.125142130178929,-0.417887646301426,-0.191465980844605,-0.035180444318731,-0.060146342886149,-0.341428523906736,-0.0250649899577554,0.128508879694317,0.0800866641630008,-0.186624668543586,0.101078632360947,-0.167255199414623,-0.147257667202168,0.0387229121096643,-0.111267103442779,-0.257747855900896,0.243051270899748,-0.253295350319436
stable,0.028331046171299,0.225336649823176,-0.295831229081818,0.0682721653227483,-0.164593221103905,-0.35785218349378,0.19833149807007,-0.0644883725282496,0.0002775892463424,0.286147513281589,0.0560252623527277,0.0137900889710567,0.259856618821215,0.345450040391719,-0.106108576974779,-0.137054898524775,0.182690180729754,-0.404831424083297,-0.0131529013174877,-0.349241832112247,0.0467118040223745,0.155522534803587,0.370032528198717,-0.0660121829958479,0.197971819780735,-0.215588714956272,0.471979141622799,0.247959349449615,0.108814448043709,-0.470496961556765,-0.0826199277697305,0.0898102565106977,-0.0871880777866527,-0.246427002876344,-0.0553632996901377,-0.368305658465896,0.0542238236160381
stable,0.336240093692273,0.418924024479837,0.0977113100176099,0.204188629959405,-0.228982830706604,-0.0394301371329834,0.375568092238121,0.0740143512878153,0.226109912673595,0.363954915589265,0.266845576703493,0.106770934812553,0.22094235921845,0.368502619204396,0.185481208338494,-0.0341185227099384,0.501254741466639,0.107234720371685,0.0595732204591547,-0.156672590505649,0.187874923158049,0.499620673361104,0.319925789943034,0.156158850873627,0.380174277205711,0.0825600494460987,0.281368221068646,0.20933008713824,-0.0808726165614466,-0.067873547534969,-0.15420620659398,0.142273416136729,0.0440051294475591,0.0549953081537265,0.0569478527987887,-0.244369611652614,0.215917658565705
stable,-0.272497574635373,-0.455460679837769,0.495573113342795,0.132559240541268,0.431761200623641,0.496144006413867,-0.291080536886677,0.0439302189727395,0.0562470245090728,-0.529812520386381,-0.0201580234764486,0.0123900859845779,-0.286286551597668,-0.1383590715275,-0.106813368631923,0.0412046479574506,-0.195256355888773,0.229468063462533,0.180626110295998,0.481996868789663,-0.15160466668552,-0.314337208871483,-0.109344331342298,0.224565212941741,-0.286272703258368,-0.0881607396748223,-0.0906315941486452,-0.103524762621089,-0.27099248666084,0.102026807457163,0.137571048743173,0.021931883269363,0.38739879500661,0.162907643109675,0.0817113512526001,0.471932905751485,0.0196026176541078
stable,0.318665479202028,0.448111461736684,-0.381965951642541,0.160496912670398,-0.350238837913129,-0.387101347716663,0.486082984415234,-0.0779336984407219,0.0227172937125802,0.519245439724522,0.0988138065173452,0.0591485234639926,0.236028640235479,0.105331030545671,0.0242444642937075,0.0248838212201296,0.279212987623093,-0.165718129158653,0.0295393183975708,-0.108761400497143,0.230896191612988,0.385405625854619,0.199978378627863,0.0299618467423475,0.305840461808468,0.0868266806422035,0.285212082635565,0.208347764587262,0.0300290767406945,-0.098168433701244,0.0752372181466884,-0.105003248722139,-0.362709581012762,0.0566978904006613,0.156935722865381,-0.466101469528288,0.125914905103113
