group,CD52,CD3,CD56,CD45RA,CD7,CD194,CD4,CD16,CD5,CD195,CD62L,KLRG1,CD27,HLA-DR,CD1c,CD57,CD278,CD11a,CD66,CD244,CD54,CD62P,TCR-A-B,CD122,CD2,CD29,CD28,CD38,CD71,CD26,CD49d,CD73,CD305,CD158e1,CD94,CD23,CD328
progressive,0.0763583281813895,0.412318867532379,-0.269690579855806,-0.216424971318074,-0.0681942297939859,0.238933126157214,0.210077870654374,-0.102364479287852,0.499408845859808,0.141769268621773,0.106840976210645,-0.222017534263359,0.156715266749953,-0.0666076348307306,0.0626535764131011,-0.325076519613907,-0.0102273795456763,-0.331140616756484,-0.0471977227295963,-0.207730613018461,-0.134172191410017,-0.0530172869673858,0.149528704224675,-0.0820554634718374,0.196183545220938,-0.0135188299117584,0.223246806123668,0.011496727634033,0.25375110328788,0.0745727191020723,-0.104366257037733,0.123673199166722,-0.0128338741754699,-0.0533643437240496,-0.360956739322635,-0.0952393170142982,-0.305723221822564
progressive,0.230815846635817,0.0214540141857047,0.328036601664206,0.446652248274174,0.210816298715214,-0.0038889636307095,-0.170752708560533,0.214989216543076,-0.179771277152858,0.0216875997952458,0.15130928966479,0.376026385715303,0.0545620671517547,0.0375841126331068,-0.0074971408691005,0.46002929802152,0.0838505835735928,0.461822445491134,0.0584583208642356,0.270129878520509,0.0696911872260794,0.105070671720792,0.039403355113632,0.136418284512387,0.0898365587371305,0.277120500890063,-0.117191210756132,0.097329398842723,-0.265990353795666,-0.218851579778214,0.225173556511261,-0.0465475955742838,0.198998836737766,0.0109801332361417,0.452277531292877,0.005824642435211,0.381227059400643
progressive,0.0694006066460772,0.24619199306122,-0.262276848128779,-0.362598145842393,-0.325063254987606,0.0166998370478521,0.130468135620057,-0.135196547671015,0.303743331388788,0.0861679469940864,0.0095736209096574,0.148174959043519,0.12707988952924,0.0710850484707607,0.0186603896648331,-0.0376569364054204,0.251327962457163,-0.0588558037501364,0.148228586984202,-0.206124527015363,-0.0786861421095343,0.0031390821604738,0.196208053743813,-0.0518173786555097,0.0336115217870755,0.0030621186568923,0.17482316239758,-0.263051435751279,0.0863722453134576,0.0504319644017463,0.222691998246177,0.0008159418654662,-0.0126494067856099,0.0063952064589572,-0.117956497687023,-0.013766733647639,0.060135732579835
progressive,-0.0752194303186656,0.249948151253667,-0.311889235002422,-0.357076206540667,-0.266120702811161,-0.218323905827087,0.348573342371981,-0.521021481078802,0.254683970015842,-0.0308490253083613,-0.127978917905204,-0.189587585700057,0.104457112549168,0.000714335513143,-0.164610863285539,-0.351273365865346,0.316064665390873,-0.271769841652119,-0.390957851225534,-0.367845178859916,0.0095099460744297,-0.168134568453967,-0.0361206043042218,-0.177687848205018,0.178932782287351,-0.0954892888087096,0.143649579921436,-0.123794332184078,0.134110527228622,0.0566746945581362,0.0551999307138669,-0.19303279011462,-0.226631913555933,-0.274537232319502,-0.325301499014761,-0.119821585721065,-0.310788605370926
progressive,-0.0260699061007191,0.284612574457144,-0.164699267433737,-0.0031912929407637,-0.442223909997046,-0.0094839769188314,0.171547839399092,0.0221435330655252,0.0462690932914512,-0.150348835533898,-0.0588458954487979,0.123622419346518,-0.0349992039730809,-0.0051516414112281,-0.0660810593338631,-0.112550882168023,0.197366530408808,-0.149231692564451,-0.0660929423185242,-0.230986900914481,-0.46487668364084,-0.0628613332083866,-0.047263247895897,-0.118962588352006,-0.0857655478178732,-0.014690494119966,-0.0552241899315188,-0.202411582895494,0.132316853187692,-0.0496276948421051,0.0186344712787405,0.007170762406533,-0.0436085666637253,-0.356601723449166,-0.272726377786393,0.102281411988369,-0.34980093787023
stable,0.443410104762747,0.566160756745054,-0.445991799483894,-0.392661994920026,-0.32352586088008,0.0792244162334568,0.568775056793096,-0.345148047124758,0.675995918200631,0.0335880964932485,0.2459964865943,-0.0227887025238893,0.397035599081557,-0.0118202530603796,-0.0189534511885845,-0.143210698535545,0.0846099768606028,-0.521242343990022,-0.0001429008090044,-0.363709357159804,-0.0427615468120912,-0.0906429276629325,0.365031299326175,-0.105246771493319,0.271364537322161,-0.0854199320693245,0.319907207929527,-0.448636595553256,-0.0862010065510498,0.250257377487746,-0.0989321718978055,0.0474161340604775,-0.0710746955469057,0.0191617847457991,-0.267023269746856,0.0313678194217583,-0.515868409053074
stable,-0.276743395944946,-0.326530228186412,0.224904910009703,0.10467280385644,0.0985474577156455,-0.19007703970593,-0.366336376058434,0.0483254631383809,-0.474743590272595,-0.137429064349151,-0.351747431256804,0.118994130845902,-0.26034092014939,-0.458264705556066,0.0345218511694888,0.0102440670058772,-0.569913150632148,0.221532927609475,-0.193690854197454,0.203880880078309,0.0062230895973726,-0.149982859875575,-0.233729951821712,-0.0431585202260776,-0.336107693920847,-0.538530459601032,-0.424301753583168,-0.15831540398021,-0.579207309726231,-0.353527317011619,-0.460591824980748,-0.0364046587255881,-0.119858844826552,-0.0303480580094816,0.0064060329926133,-0.0653881285696343,0.232357054845927
stable,0.098396867263413,0.207279311823237,-0.379967928159769,-0.28327443631347,-0.521338104056465,0.152677911633215,0.307381238621999,-0.424925739163769,0.35693982936301,-0.046054865200175,0.0204131979952168,-0.255892001451147,0.254047916637193,-0.0827887980445515,-0.0288498284306767,0.0685748525754207,0.302374028174476,-0.311614573211378,-0.102634386002468,-0.255164378171005,-0.146130923758982,0.0192806089702624,0.0241583184849403,-0.389573964352089,0.113769391256843,-0.0895760342754209,0.17220568987751,-0.1922118898464,0.459997749850071,-0.0700019752755209,-0.160329403242604,-0.0590640957039247,-0.164753909195939,0.0413422053276884,-0.429727627331643,0.009690543365529,-0.640112422396307
stable,0.348004654436636,0.565702405750967,-0.538286177852474,-0.560774307375508,-0.502653992651134,0.0037857612269542,0.31105444068774,-0.507625358276416,0.594940394065788,0.0454121596683429,0.0259028511450913,-0.002116041658741,0.323630872546177,0.150205679080475,-0.130545175171228,-0.114451444320676,0.373388045349337,-0.294817438117566,0.0675256553376909,-0.453657982182943,-0.0122336357713545,0.179953255713765,0.28911772339045,-0.248242967037369,0.416426038667467,0.123740620676826,0.350815451914222,-0.236890428423408,0.158408796255169,0.238989379713514,0.120275200442264,0.146585712160752,-0.3583745173687,-0.0078616132004322,-0.302286606145562,0.0280243216152309,-0.464600421483231
stable,0.269108374676285,0.391512339098384,-0.351981835384271,-0.384363742258175,-0.419120207913826,0.137128717915591,0.393990508474821,-0.251614552083873,0.483410142563254,0.0099077670848874,0.001403938885821,0.0526467255886045,0.203106356413147,-0.0492721920779398,0.0358148359317569,-0.0441677203171928,0.0465055425496994,-0.344447120571037,0.0108642950376743,-0.283211101279729,0.0422838021930515,0.102661880093917,0.208148819444076,-0.0736389111277389,0.275158353222633,0.0083798256803934,0.128749287456435,-0.342501992328213,-0.0338388546159596,0.243791599406576,0.03016462960225,0.0101116480682823,-0.022964741917528,0.0064699494634784,-0.368881311577212,-0.101698348581937,-0.432721903563419
