group,CD52,CD3,CD56,CD33,CD45RA,CD7,CD194,CD4,CD16,CD335,Podoplanin,CD324,CD5,CD195,CD32,CD196,CD62L,CD27,HLA-DR,CD66b,CD57,CD278,CD24,CD11a,IgA,CD244,CD267,CD2,CD29,CD28,CD38,CD15,CD71,CD26,CD36,TCR-Vd2,TCR-Va24-Jz18,CD158b,CD94,Ig-light-chain-2,Ig-light-chain-1,CD328
progressive,0.242616283298819,0.433937692690371,-0.241197771972893,0.0282911147121103,-0.226056799968786,-0.186067392214811,0.350046064522587,0.230174478273969,0.0228782176625834,-0.133568970215813,0.2071802045635,0.104025227823445,0.486938713295157,0.26396997181883,0.0403635039280889,-0.163985359194688,0.15461045694741,0.158722488257919,0.0635385293705081,0.255077036583631,-0.164522080346485,0.152435993977252,0.13952647445017,-0.370824153171712,0.0997936770118762,-0.131582736386358,-0.128077218575309,0.359037590898118,-0.0548339828537112,0.243403574687463,-0.0499192055576897,0.0623912625610651,0.211109930306602,0.1137013766731,0.0863873565300037,0.139619703414806,-0.0051000097068069,0.0021852849378961,-0.293545696744177,0.140852150316818,0.0092347932848081,-0.446335037568095
progressive,-0.151585736418294,0.0588141803845787,-0.379039950903592,0.0111110897263989,-0.513415958355119,-0.463053688592839,0.0994608803069702,0.169994092029135,-0.141349337254708,0.156393852038161,0.131058052344758,-0.0523394188081705,0.103248468098449,0.10153468547475,0.0920121813960362,0.0891972341462684,-0.0800957399860935,0.0949799123808105,0.0522785959891065,0.122772133118435,-0.523030724478562,-0.0380505945634274,0.202633859617803,-0.570025750239672,0.0385740759823821,-0.331641412876134,0.034541235089079,-0.182454710450882,-0.126659865253623,0.162377995664362,-0.0477959203268366,0.094620390731072,0.629526067672964,0.396802360244429,0.35386563670849,0.0121005224623818,0.0102344093441952,-0.217213963861243,-0.499144023897515,0.0068390055801459,-0.0938722929599363,-0.323000944320499
progressive,0.133624486866051,0.328897272105105,-0.266713978495733,0.0024199180008655,-0.367012487372309,-0.106435552026425,0.139402437850284,0.193940701296277,-0.257609108672944,-0.108355807265894,0.0235007277365361,0.054530635542844,0.407611040542023,0.0426051853317559,0.0203090889275416,0.0807504961399511,0.0664993214107698,0.13047610260573,0.0030101185127127,0.0484151281493244,-0.0273757873310989,0.206122650278146,0.158533286696629,-0.0913000383780263,0.0708578967703151,-0.106052611523598,-0.0502432784610599,0.170415336785335,0.0006422870792207,0.193381772308105,-0.179998586401958,-0.0293542706489459,0.0543431470580096,0.0717608350138565,-0.0703551568019918,0.0496486458771158,-0.050625353539138,0.149159110737935,-0.0945545881819379,-0.0503681189618949,-0.0211108012657423,0.101165113563609
progressive,0.203362330067904,0.189321876792439,-0.0364954930040706,-0.073684028740785,-0.0330327711976965,0.0058858132475152,0.0939439570237922,0.14214091091415,-0.188839042311333,-0.168352745950701,0.006826104718139,-0.0643937069565813,0.152662143765369,-0.0346723906837334,-0.0895193772682404,0.207912317774444,0.158046533777345,0.284766445333651,0.144384553403187,-0.19034542822775,0.0409017773472513,0.124880319679284,-0.0995529660949787,0.0905563921941521,0.0340716820837357,-0.105318528416409,0.0411521910112783,0.307758495236833,0.0157892245355108,0.1249826861076,0.0317616994769152,-0.0088258690099343,0.0287499680941425,0.130974770626945,-0.190712894485486,0.0918107968492551,-0.092887971957764,-0.0078279778381726,-0.0220280202077979,-0.0255181374395268,-0.0391224346541197,-0.0755731644604337
progressive,-0.312054580004637,-0.0267843527067552,0.186373691028016,0.0799749510718364,0.12338612805626,-0.171081121250337,-0.0420812220901792,-0.0845205728024751,-0.0267631853045082,0.180042936289936,-0.131121903955573,-0.137327288182255,-0.141596892567601,-0.068729982463805,-0.0508553925137225,0.384491154567511,-0.0239266972447481,-0.2222500372568,-0.192007261513665,0.264899623633236,-0.19408552455922,-0.0998725972937686,0.0383129154666336,-0.089520557691724,0.119922474408061,-0.133846640586224,0.0268561863033043,-0.196120560587182,-0.0829381565305415,-0.205852606462159,0.0124315282192932,0.0281369820784226,-0.10871275867926,-0.116161185355015,-0.0686013585206713,-0.0059426091542611,-0.104740666706811,0.13712400089668,-0.297413215689761,0.007452119866856,0.0853301027560939,-0.0270807666362456
stable,0.282190059535997,0.384545300456934,-0.411774690058428,0.0325341815942634,-0.364791637149819,-0.344156494255377,0.0695088222273943,0.477410148026656,-0.199774210496344,-0.162410963233528,0.0099944321229542,0.0188014108387536,0.597140644706103,-0.0351405531601456,0.0104844607306295,0.0746726505303872,0.149838622442495,0.306627330901186,-0.0415603629254945,0.112118769385614,-0.248372662061262,0.036522708663048,-0.0450676865160555,-0.597541915811708,0.0378032191583563,-0.405220708408014,0.006669338522051,0.201090439230924,-0.0993419105751248,0.296894546829124,-0.458267036149377,0.0504652757493021,0.168185085757993,0.205110782531088,0.0322790632777198,0.0566231072999583,0.0553220611043497,-0.165930412208828,-0.351972481881045,0.0222058262210065,0.0317897144204396,-0.540261559726715
stable,-0.106940368822316,-0.324199893233509,0.367121295380214,-0.028551798332748,0.261098481424936,0.356584373108677,-0.166951910604901,-0.323831296395458,0.361173290613699,0.324712153986391,0.0350177334192421,-0.0258745361851639,-0.406791115106896,-0.0470416676920981,0.108105258824327,0.022839559322353,-0.183964453079562,-0.338439441427011,-0.28504549057118,0.15052516249001,0.246337750380518,-0.448436220977276,0.0735486904383593,0.396719278920276,0.17846826638824,0.432974458021182,-0.0837559294150091,-0.264930060375292,-0.393655354424187,-0.233121542043153,0.075748792139441,0.167443368211655,-0.524402181907128,-0.143180011210334,-0.210310446343076,0.108613971863637,0.153739763410959,0.212155916128093,0.195571492535816,0.2610334060475,0.175677986283829,0.53743378614756
stable,-0.0387235144398238,0.0050970322579484,-0.0797348675457714,-0.0909426626762865,-0.113277838286796,-0.0032977932874858,0.129234702821679,0.0665333990394351,0.0586304966538173,-0.192809305590245,0.0266007662582172,0.0181589905357961,0.0582227994599304,-0.202690444891631,-0.0718464600639432,-0.147379620725216,-0.0980903260724398,-0.224464402115597,0.0656161869038917,-0.0611749413243157,0.19124710820295,0.104241924844518,-0.0928291303508192,0.132406928235557,-0.0823823135875092,0.151861485655394,-0.0197188063834723,0.0516981146203974,-0.0235432874930062,-0.0933733240908186,0.353064450263496,0.0160417918625411,0.22527462828518,-0.002506382406009,-0.153727649104925,-0.194949410320156,-0.0587240472268692,-0.0194452091075513,-0.0556760550836508,0.0058783962450031,0.0174104795190506,-0.0367634288410628
stable,0.141638782816507,0.180099721573573,-0.184145399504638,-0.111779471622548,-0.240525405559032,-0.224764956241321,-0.0927475099053529,-0.0522195703564043,-0.228616740788543,-0.118040417874745,-0.0543076018764154,-0.0955031866021817,0.131874394304703,-0.0304124344270581,-0.086153535981644,-0.0249320083626263,0.0047093904205789,0.128414343136315,-0.134698663842243,-0.0025793291727402,-0.0253909330410652,-0.096072712668111,-0.0447366416755853,-0.058469293028388,-0.0613225673152139,-0.148249815658836,-0.0985540578123734,0.114553233575226,-0.0091561456599772,-0.0122127186291589,-0.283239811489689,-0.0630691703744921,-0.146291802937925,0.111062741295422,-0.0038581306269414,-0.0715519565277793,-0.0764593567767559,-0.0457856104551751,-0.0735419672437494,-0.164278695021104,-0.179134111716066,-0.349499872491469
stable,-0.306996600786457,-0.317560525494134,0.38822994190917,-0.190778611964268,0.164958762790149,0.572648958027446,-0.0556547819814162,-0.479410159284129,0.0333111721830582,0.357473665314532,-0.119386829779945,-0.0740529672689039,-0.371626958573243,-0.0851366882547843,-0.186558476125184,-0.0766400474581247,0.224344912485449,-0.258840373950561,-0.0989574791903358,-0.0908362374341462,-0.418777329442645,-0.183582952395112,-0.122299922360669,0.0735180989560247,-0.101276733603185,0.105396868282528,-0.111731219524754,-0.200910123761055,-0.175273421185869,-0.239480487092754,0.176123099941653,-0.0837158414888622,-0.17784764540413,-0.129121039516907,-0.158823280007641,-0.109387051991837,-0.189735759112769,-0.0638896396199979,0.428801181400945,-0.0934660605798267,-0.111177533957847,0.396326495641492
