group,CD47,CD52,CD3,CD8,CD56,CD45RA,CD7,CD49f,CD4,CD14,CD16,Podoplanin,CD324,CD5,CD32,CD62L,CD161,CD27,HLA-DR,CD141,CD66b,CD35,CD57,CD278,CD24,CD11a,CD244,TCR-A-B,CD41,CD309,CD2,CD29,CD28,TSLPR,CD38,CD71,CD26,CD36,CD49d,CD336,CD319,CLEC12A,CD94,CD328,CD258
progressive,0.36098313732791,0.187282420845483,0.297096957867758,0.204807300001717,-0.0392069679193328,0.0263280767316593,0.236227598811833,0.489072637081812,0.398943688307862,-0.0033636304686864,-0.0382995262508914,0.259974118196985,0.0264306176474005,0.271889280882317,0.190368928817654,0.235733653747092,-0.138998574362931,0.0514808891327954,0.118182400294873,0.26711531854423,0.163502400408423,0.243441934975084,-0.0970052468125991,0.292569891523455,0.0003473399911629,0.0177548434502194,0.350791071991831,0.11668853539035,0.392182762568799,0.215576977778697,0.269250029666007,0.322781487749428,0.273136650802476,0.0973094207257856,0.0559735438098155,0.392474849934135,0.21417925003625,0.405326836017058,-0.038076049970587,0.166462837384138,-0.0322650068995582,0.233962478170692,0.113596870902232,0.0698906411894289,0.333604455559701
progressive,-0.227798693647382,0.149579659231911,-0.0233210678878756,0.0597464531598542,0.376494685605603,0.523029327040243,0.395164572771088,0.0009422352333947,-0.209305693200377,-0.0278934985615393,0.1238634866099,-0.146073078307729,0.0895463935856195,-0.147001312214884,-0.0867421152265547,0.0719732356067531,-0.0236181891799334,-0.0439336616350251,-0.0263183420601738,-0.0818293997702457,-0.13496446170494,-0.226441518214268,0.543058138775677,0.0228729173886596,-0.165178611758006,0.566541732836671,0.315205104879068,-0.0730379224453896,0.0499785849632956,-0.014870634140818,0.19412386928967,0.166617406823843,-0.157356396014081,-0.0506399639555525,0.0532638468049434,-0.556528119870792,-0.385854024953325,-0.312473563429754,0.104354567813191,-0.0807785051438099,0.082100697310984,-0.0755711453331105,0.504330725549079,0.341751714398415,-0.0456729476665016
progressive,0.172076219045813,-0.0972575117381391,0.105966162832651,0.218495993023896,-0.113179209389211,-0.0828476104561917,-0.003636891932831,-0.309741625988763,0.0301073301317919,0.0070911992812503,-0.142851786725001,-0.112208218492327,-0.0697138809627098,0.200881500274525,-0.133235377908026,0.0252346765805464,-0.211341005086067,-0.0482314179507637,-0.0601692258061662,-0.0511554499933433,-0.111389660368386,-0.200856810469446,0.0804743764278398,-0.0129741260734289,-0.0062680830598535,0.0124396067898917,0.0521338273513135,0.0499240442035318,-0.307262156474836,-0.234740280546294,0.26869006187097,-0.131617078099519,-0.0093638681900053,-0.123390346554035,0.0007129582167373,-0.0707775532789698,0.0338475616658046,-0.158686163573272,0.160707798225006,-0.0678744296957572,-0.20668428421054,-0.0185522075430373,0.0108835437684816,-0.0147163333672771,-0.0791461817933954
progressive,-0.122863869772253,-0.0476767166595601,0.100791405813081,-0.416888852319308,-0.122517292593718,-0.219342849039411,-0.0598150535466144,0.0512472995055836,0.332385909037737,0.0712819100444568,-0.312730179132767,-0.117616521271489,0.0731941853709251,0.176824704057305,-0.166381374147019,0.0731838804857047,0.0054519014986001,0.165632713158111,0.144872159097627,-0.124830956968332,-0.298128785627613,-0.12897301663234,-0.29859088389374,0.398200751339312,-0.0841641055281896,-0.193302780188929,-0.294832327413236,-0.0216791893835734,-0.0894849191922272,-0.0978494985362268,0.175919458843538,0.0742836607521392,0.20639743031053,-0.195491370111895,0.16330844681414,0.458132040184375,0.0767380943181133,0.086577722992412,0.22393099040281,-0.0467952784615302,0.0116684753572973,-0.111515720747394,-0.202519668100149,-0.181601389747704,-0.0806398334724099
progressive,-0.115533842788125,-0.17750123792764,0.202711097422712,0.373017044062004,-0.186900728683804,0.0557054401442219,0.212165228495693,-0.296762264124323,-0.162453040120347,-0.119637308577784,-0.251678653979794,-0.220723411732591,-0.0394957153732162,0.156731343041312,-0.216397400508391,-0.0525823621386545,-0.411668344403095,0.146752239355605,-0.093164021183776,-0.0544005059515175,-0.387596158374782,-0.399112605932188,-0.0926742778040004,-0.0116429351906242,-0.356499658676957,-0.292526111027699,0.12353168309601,0.0294930109901562,-0.156216102185623,-0.0984026912488993,0.299427637542385,-0.118725062541863,-0.0832879209683482,-0.102349979470735,-0.0752154427776883,0.197939584019645,0.0638870952421579,0.016300973135227,-0.0518743389651424,0.113281305077986,-0.0169338338282208,-0.415019482341731,-0.0344567849887205,0.256420046317943,-0.0573853788693686
stable,0.0038583464343001,0.464821539758903,0.602869587705797,0.0224764388121938,-0.437240899390419,-0.380154709627492,-0.308240082776297,0.194230464817265,0.607150390835261,0.0527415948296168,-0.329907989152756,0.055328137236778,-0.0521578451313044,0.699120923207717,0.0592757860003372,0.274548094083424,0.0218421463269674,0.436765964119306,0.0277088875326308,-0.06072686829826,-0.0001960546476463,-0.0257239800021718,-0.145520852251581,0.143139322159696,-0.0523586343935757,-0.498662438658429,-0.383227373612625,0.386522535472572,-0.0347236344064338,-0.0582432380169116,0.314148603223672,-0.0473268177235557,0.349600275394809,0.057465711542793,-0.41309254921956,-0.0462999947015222,0.244122596514745,0.0228279487733535,-0.0396058925022422,0.0981690210488909,0.0518412902323543,-0.0086034976970798,-0.274993929475455,-0.528166677229362,0.0451817502692124
stable,0.048038966495607,-0.178138454475502,-0.339707167713886,-0.085743884236074,0.376610707933424,0.082121027498014,0.436808462505669,-0.221595333997067,-0.349699796055653,-0.0866928698989582,0.112914134765996,-0.185613462923698,-0.159632322596684,-0.452341763357651,-0.1766334530091,-0.204709654072059,-0.141722810721401,-0.341118690561854,-0.342920248171079,-0.237738985940033,-0.154567826855062,-0.173665730799536,-0.0069481228588396,-0.343872788556271,-0.0147230604651474,0.440396623768689,0.265211307879796,-0.256668257324697,-0.0384819144732528,-0.0861790488660943,-0.35122429040743,-0.241870643582048,-0.332625084589559,-0.0015949488230165,0.17934660292244,-0.360189003325707,-0.277484119957954,-0.0393705910529822,-0.19387285610675,-0.0850295840121661,-0.0903640160125956,-0.0798034656713588,0.11735973596756,0.249247371381543,-0.195256936008395
stable,0.0180574163946245,0.0945790559806135,-0.0719600152270491,0.0322900918053736,-0.0703656195283206,0.0103633094231929,-0.0141470552622583,0.0162640755137462,-0.109216724014182,-0.121907438560871,-0.169113259741047,-0.213077322285462,-0.064415462867061,0.0726154046106976,-0.131595996135803,-0.16880605068786,-0.0246229888197006,0.1535956324188,-0.104148484069391,-0.0133721452001005,0.0090872057469091,0.0365512226465058,-0.0645533388189451,-0.19401877332258,0.0021810074678606,-0.0204658570737584,-0.165855247437449,0.0292379649213433,-0.0144773646135507,0.161429654356973,-0.105767922172871,-0.106594126351584,0.0999821214667707,-0.361449210929371,-0.263074374561904,-0.180051430263412,-0.0499750158582758,0.015496877836435,0.0940617352723977,-0.159591666357356,-0.14604097395759,0.0421649792745596,0.0132573424404512,0.0388275363784214,-0.135087428705508
stable,0.0325200510512644,0.0627482992473151,-0.0115343652528429,-0.0791321042348485,-0.204247518792917,-0.215488324226151,-0.136188816066122,0.0669552754347876,0.31161836693349,-0.325623769111456,-0.114534630904915,-0.0418580035795714,-0.179351326295444,0.226936961278399,-0.0065448892004698,-0.298781448687201,-0.168955458599227,0.166075963892964,0.0237824051516236,-0.0405793741647123,0.173397872183123,0.0826735778486887,-0.280071664179346,0.165270913427257,-0.0282295127259695,-0.109260448563793,-0.123969996950361,0.0799925936708061,0.163493798671379,-0.049082422936047,0.0014429176669004,0.0792624252261695,0.227690593291803,0.128085349663932,0.181363593125121,0.153845815802859,0.0566241772781346,0.130074118279741,0.0934747416025693,-0.0783337070971757,-0.151154454314822,-0.0050167181538367,-0.246577508768616,-0.183192020164148,-0.0598499457947209
stable,0.101645034355797,0.212300677668603,0.106436794605469,0.0437164823682883,0.124318362977685,-0.33543126985592,0.0044657518290938,0.159176129960805,0.179679392440973,-0.0754973211265347,-0.247928112171221,-0.0114202342986865,-0.0067708384466748,0.156544251943581,-0.0004076258632216,0.360939534180934,-0.18822383256347,0.2150632497578,0.109455335807028,0.058792884402589,0.0089397972370352,0.043769050141438,-0.121676252071833,0.0508621671752204,0.0967777634935325,-0.236105942539631,-0.161564477043898,-0.0012589729604219,0.0766920589629464,-0.0978727741360318,0.170873004123744,0.0868509140928756,0.0865816543043023,0.0051314028113062,-0.118304206547971,0.149807690123976,0.236519214380937,0.194096352004856,-0.0253127802186847,-0.045134613578655,0.030504090521282,0.0581598744037707,0.144562814606698,-0.170580500958115,0.04021708037293
