group,CD3,CD56,CD45RA,CD7,CD194,CD4,CD16,Podoplanin,CD324,CD5,CD195,CD196,CD27,HLA-DR,CD66b,CD57,CD278,CD11a,IgA,CD244,TCR-A-B,CD163,CD2,CD28,CD38,CD127,CD71,LOX-1,CD158b,CD336,CLEC12A,CD94,CD23,CD328
progressive,0.223016984066382,-0.314660929785085,-0.309660518041108,-0.230621902949617,0.16397057981902,0.239156137437907,-0.128173339940386,0.0979171122120972,-0.0441193947076434,0.385506302173608,-0.0307522913276303,-0.0367644512853951,0.221744901061519,-0.050041362211732,0.163316771500538,-0.270487410154385,0.137277100582117,-0.397072826050278,0.0845684336588528,-0.0458693211314361,-0.0635869496272465,-0.0859383519438609,0.136837861857275,0.112990295445588,-0.103372823031205,0.089124166879938,0.119534848933868,0.0636153043134549,-0.0910535390790063,-0.111068543120772,0.116077189629846,-0.388026378884001,-0.203955765667732,-0.473172933962242
progressive,-0.0218167651393433,0.375914917865599,0.518530724670504,0.408774252533756,-0.0380939739124583,-0.185724591731004,0.163310581138106,-0.105141994323211,0.0837286960679968,-0.139711783701288,-0.0647712847994216,-0.0756124407966713,-0.0379288520826306,-0.0117101632432047,-0.0887927250282291,0.548783822396379,0.0549085784277782,0.567442551975746,0.0048714006393102,0.306433627704142,-0.045244992622823,-0.0582718911443151,0.162952391177248,-0.112340879852451,0.0720732986169346,-0.0231685503238458,-0.500739052683833,-0.150050369812288,0.287833256320666,-0.0270741599193334,-0.0242928765445907,0.499687542785304,-0.036610959207005,0.363435746459488
progressive,0.165643051448821,-0.0242080018251374,-0.282335273235208,-0.116447321999556,0.0707826637824057,0.0942407439565302,0.0130165319024755,0.0841392611944992,0.0282865103690497,0.243683998561401,0.0514538712944168,0.11285037852514,0.0444190369990217,0.0688251997374929,0.115443540681982,0.0223190653374087,0.183518479316073,0.0155965742290629,0.131679462033936,-0.0169920668292166,0.100947457935062,-0.0373877057178749,0.0684537504633257,0.0881337663240712,-0.0692315589299274,0.0068354301803189,0.0722269229706893,0.0437995218779429,0.238540435999124,0.0838684397674593,0.237379084246526,0.0320483679988608,0.0257964829631934,0.0768734287925229
progressive,-0.0072275129721891,-0.134435328030527,-0.253049423712653,-0.238580977181252,-0.419216364406898,0.192842913299978,-0.477123271766074,-0.403647057632575,-0.181758044480926,0.0325905335263696,-0.176752641972452,-0.0931775859460216,-0.156683554849348,-0.0864496213554059,-0.311961965637212,-0.410284618546714,0.144059283361099,-0.297963164846074,-0.431522910776135,-0.462826764806052,-0.153765501271486,-0.153072830336657,-0.0745613480549679,0.0109566253246617,-0.095371084725578,-0.135914474505364,0.270085680726508,-0.132243999744742,-0.219457799725724,-0.425164086710618,-0.22047211352591,-0.327926282278453,-0.236914581366471,-0.340311034499806
progressive,0.241125064527357,-0.203765933669019,-3.15969598095417e-05,-0.342839791495725,-0.161698666076368,0.144134893163156,-0.0326455424888132,-0.128164961794489,0.0730206790863343,0.0951354121938571,-0.18117978159956,0.25230421569184,0.190407890480127,0.131863399736797,-0.0128910191451814,-0.285636477783778,0.0096085513535527,-0.292987557201367,-0.033506844416017,-0.283150229483609,-0.0089006247677968,0.042079906799118,-0.151859523674598,-0.0239834327395767,-0.176014156475181,-0.118521188133947,0.257636180485651,-0.173294490936987,-0.402643304294557,0.0262685792510698,0.12108101716365,-0.302991639735341,0.0589834197892236,-0.463084190340623
stable,0.52665854378075,-0.514512647877711,-0.42882209288822,-0.399036765330287,0.0069686205996235,0.517859463595215,-0.341945578163247,-0.0578560142542062,-0.0737222637023696,0.650556698636665,-0.0285097770934337,0.0412958725397539,0.370585818504416,-0.069062176726138,-0.0051418516818809,-0.229449582021475,0.0523670978958654,-0.600417156084617,-0.0797868046115667,-0.464647190434655,0.269583559365036,-0.0219270026569199,0.243156138721058,0.270066778014243,-0.494784023197091,0.0920047168550831,-0.0189360272888196,-0.0705507674260651,-0.263889663637236,-0.0228137596119214,-0.0590660896104347,-0.391688411592248,-0.0789954149314688,-0.628766826428428
stable,-0.249933728424878,0.135175995090798,0.0009670954148396,0.165498249836549,-0.0921473384518604,-0.203522115934686,0.0653157384012802,-0.137712063282899,-0.2848580615641,-0.330774425645042,-0.0110740417189536,-0.17006159692858,-0.227636261470156,-0.140146972054413,-0.0722467936250559,-0.0022036979945512,-0.305305254795276,0.259070617488942,0.0444860900825002,0.161460280898937,-0.221500122546539,0.0140367192197171,-0.224508164300688,-0.2747013513262,0.0659070184754324,-0.0893873204310776,-0.174366525609635,-0.118936715319166,0.221781213123334,-0.0289561747405342,-0.0909383375784478,-0.0044184968934394,-0.108205982520477,0.0685270318247913
stable,0.463561670617628,-0.377874286265458,-0.438955615391157,-0.347072829297216,0.563592402520907,0.529145792699981,-0.30882763846739,0.194747918728825,-0.0952654264426251,0.548094888483495,-0.0818934781376669,0.401334272733464,0.497867096542718,0.111746063543743,0.181648292030483,-0.0182978875919636,0.396642536425762,-0.0568743779069193,0.166686057309015,-0.299727037049779,0.450456646425653,-0.0203877425210709,0.300478322047624,0.50297439446688,-0.358336337532351,0.427344755790843,0.0860376600875538,0.0760046830655029,0.175811284877434,0.143396215949598,0.0894440278175682,-0.357294546505462,0.194869767744563,-0.360708769298795
stable,0.225807945710077,-0.449584031201608,-0.183721181092204,-0.260905941782725,0.0395163095763521,0.290520248874771,-0.0318949299141206,0.0078802988736756,0.0700475821011674,0.325315397238334,-0.0709751239448513,0.0136173066335956,0.173151127457978,0.453396391907939,0.180229120734457,-0.0841407157298919,0.310522030979893,-0.0527700940671226,0.0127071056656744,-0.308402541153251,0.180646778586875,0.124218529665237,0.226203797777204,0.276647886190393,0.311536354150474,0.225127820909554,0.389501718319344,-0.0332883344819546,-0.0277663817570485,-0.0567965470700889,0.0282300783308257,-0.224135051076501,0.0047809253327109,-0.276101777018163
stable,0.481375933654786,-0.364775937685381,-0.333044933450542,-0.522610049782695,0.160460499775189,0.472916971471175,-0.071136637027762,0.08978860835764,0.079581244937617,0.525591571729841,-0.0335760558774628,-0.0844629007885652,0.211597669477673,0.0002153465239526,0.0563709653027676,-0.015824029391811,0.245447817394203,-0.183534962804512,0.0806334675000598,-0.158795297914085,0.272682759241761,0.113451446919734,0.296468634407718,0.23682044820505,-0.246739183356074,0.129634660442886,0.043785161913463,0.218450071792262,-0.0968716976632163,-0.0229844118893382,0.0746984018055666,-0.51866382043322,-0.0111901945256511,-0.354042670201125
stable,0.360267837158719,-0.509275982462917,-0.211210417142022,-0.451721153591924,0.116565957275754,0.361842188821899,-0.153776208834964,0.0403593075383034,0.0303463755342081,0.392118599013638,0.0339852040476641,0.0320062261106813,0.26038034196458,0.070977629621881,-0.10763342650646,0.0181144341247444,0.309184283450502,-0.0795303219578274,-0.0483214331400488,-0.244035333862906,0.087946923069329,-0.0108835719420908,0.167471255243908,0.188952813381476,0.075005292737814,0.164834270652318,0.223690136766899,-0.0315124367555328,0.0785510495320288,0.0169455784094964,0.0007243285629483,-0.483867244571249,0.0584573793035175,-0.460900067018552
stable,0.176426984955929,-0.228443292625902,-0.264693131007712,-0.184448983970864,0.0012750614966662,0.216681610982811,-0.197319569696282,-0.0280791450185671,0.0294323649857201,0.361328858643828,-0.0223641684772897,0.0625233060659976,0.174571583651328,-0.0589588711284331,-0.0554692433111789,-0.0687098832295735,-0.011190492242128,-0.337602157533497,0.0169663341384248,-0.210655887188376,0.0494683862535334,0.0717543334486296,0.18172605623106,0.108226233061687,-0.182050129897184,0.188327272410541,0.0243543358882715,-0.0869302786130432,-0.0280726780027023,0.0517392502771681,0.0472836376006866,-0.418561823433728,0.0915430214170365,-0.204735053051263
stable,0.157869053511525,-0.366881669311657,-0.283190390536676,-0.1613534095673,0.177665203128181,0.473451872498962,-0.368187034011906,0.0660891715882458,-0.0083605572003312,0.606038127136202,0.0647815253521754,0.0134194722859185,0.359400093257103,0.341560509438456,-0.0252354029666242,-0.343094492496645,0.430548435722296,-0.350357909644184,0.0227235215345616,-0.288527690717642,0.244831434697658,0.0636366007195318,0.401695115884953,0.413133624946313,0.118991001777428,0.0753002434052243,0.526453245238039,-0.0061292405091883,-0.130196875130522,0.0191770921451431,0.0739773292906292,-0.589076118979083,0.0034956999020293,-0.325561776878618
stable,0.116520856484948,-0.467854379870478,-0.249557506859673,-0.443624646037571,0.0703879965870361,0.273229429719987,-0.213071135126443,-0.0123618698161238,0.102450606015448,0.467067459887135,0.0536730668248981,-0.0944824899954037,0.315016759123783,0.0953280498906012,-0.0925143883521126,-0.315177935517664,0.199723543912213,-0.468774457461698,-0.0188431202861199,-0.346896908327993,0.0008059153771791,-0.006606729536085,0.323300900046188,0.22253311028188,-0.176836446637807,-0.048765983955105,0.254786570193369,-0.0046827355602423,-0.139793045898201,-0.0429949198340074,-0.028146679496464,-0.341212661676858,-0.0183964924939867,-0.496438193423879
stable,0.22784836314829,0.0544972056993476,0.245692110357368,0.0167309488838049,0.171166368289423,0.287513464036784,0.594662072329922,-0.0208161105245665,0.518354007038976,0.233828441091013,0.541443912562738,0.217871591497757,0.248248293652737,0.215533130389223,0.570310555631796,0.324236177496405,-0.0092059052922361,0.140003556644493,0.0700838955591703,0.250443475708489,-0.0993067461451329,0.435484575407676,0.230487153986794,0.122571500655466,0.184519085279822,0.297382008515345,0.255985000309575,0.414906969414604,0.298848262116609,0.15819530011561,0.529431035443387,-0.122550960362875,0.430733650930369,-0.338476383636865
stable,0.422475212084853,-0.287988781327543,-0.358102858702403,-0.294236231649223,0.0863448432685571,0.316164878777028,-0.370186644046269,0.0361633119299601,0.046380297547724,0.473042287345585,0.050306401884999,0.11886728129236,0.24827483871927,0.251807894372891,-0.129032921584711,-0.0810068836740813,0.271236460154803,-0.202286740135037,0.0142331107443603,-0.256962424564972,0.270348098593969,0.0371632030470887,0.184191136003114,0.223054713834257,-0.0912319763698251,0.0653710898920948,0.281144962614692,-0.0014421382728594,0.113791058994648,0.0477281046963228,-0.0828617863204956,-0.239130394862496,0.0203278252913468,-0.621905313013165
